canonical_sku,warehouse,channel_map,qty_end,channel_sales_qty,channel_sales_rev_rub,class,name,do_not_auto_accept,so_t
0-2592,Остатки ЦУМ,TSUM,0.0,2.0,189260.0,WH_CH_SALES_NO_STOCK,"Свитер женский, зеленый, из кашемира, с вышивкой ""зеленая Y""",YES,N
0-2592,Склад ИМ,IM,2.0,6.0,529000.0,WH_STOCK_AND_CH_SALES,"Свитер женский, зеленый, из кашемира, с вышивкой ""зеленая Y""",YES,N
0-2595,Остатки ЦУМ,TSUM,0.0,1.0,234000.0,WH_CH_SALES_NO_STOCK,"Жакет женский, черный, из шелкового бархата, с вышивкой ""Цветок"" из пайеток",YES,N
0-2595,Склад ИМ,IM,0.0,1.0,128700.0,WH_CH_SALES_NO_STOCK,"Жакет женский, черный, из шелкового бархата, с вышивкой ""Цветок"" из пайеток",YES,N
0-2598,Остатки ЦУМ,TSUM,0.0,6.0,658567.75,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из шелкового бархата, на подкладке",YES,N
0-2600,Остатки ЦУМ,TSUM,0.0,1.0,87300.0,WH_CH_SALES_NO_STOCK,"Брюки-капри женские, чёрные, из шёлка дюшес",YES,N
0-2600,Склад ИМ,IM,2.0,16.0,1105103.78,WH_STOCK_AND_CH_SALES,"Брюки-капри женские, чёрные, из шёлка дюшес",YES,N
0-2600A,Склад ИМ,IM,0.0,2.0,152770.0,WH_CH_SALES_NO_STOCK,"Брюки-капри женские, коричневые, из шёлка дюшес",YES,N
0-2603A,Склад ИМ,IM,0.0,2.0,592000.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из пайеточной ткани, короткая, с вышивкой ""Красный цветок""",YES,N
0-2604,Остатки ЦУМ,TSUM,0.0,2.0,138000.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из стрейч бархата, прямая, зауженная к низу, средней длины",YES,N
0-2604,Склад ИМ,IM,3.0,5.0,276000.0,WH_STOCK_AND_CH_SALES,"Юбка женская, черная, из стрейч бархата, прямая, зауженная к низу, средней длины",YES,N
0-2613,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Рубашка женская, белая с принтом ""грибы"", из батиста",YES,N
0-2613A,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, черная с принтом ""Y и девочки"", из батиста, декорирована кантом """,YES,N
0-2614A,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки-капри женские, черные, из хлопка, с принтом ""Y и девочки""",YES,N
0-2623,Склад ИМ,IM,2.0,1.0,58320.0,WH_STOCK_AND_CH_SALES,"Туфли женские, бежевые, из кожи, без каблука, расшиты цветными камнями",YES,N
0-2624,Склад ИМ,IM,3.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Туфли женские, черные с белым принтом ""Y"", из кожи, без каблука",YES,N
0-2625,Склад ИМ,IM,0.0,1.0,39150.0,WH_CH_SALES_NO_STOCK,"Туфли женские, серебряные, из кожи, расшиты большими камнями",YES,N
0-2626,Склад ИМ,IM,5.0,1.0,43065.0,WH_STOCK_AND_CH_SALES,"Туфли женские, черные, из кожи, без каблука, расшиты кристаллами",YES,N
0-2627,Склад ИМ,IM,0.0,3.0,127675.0,WH_CH_SALES_NO_STOCK,"Туфли женские, черные, из атласа, без каблука, декорированы пряжкой",YES,N
0-2628,Склад ИМ,IM,4.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Туфли женские, серебряные, из кожи, расшиты стразами",YES,N
0-2630,Склад ИМ,IM,1.0,1.0,86400.0,WH_STOCK_AND_CH_SALES,"Лоферы женские, бежевые, из натуральной кожи, с вышивкой ""YC""",YES,N
0-2631,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Лоферы женские, бежевые, из кожи, на меховой подкладке",YES,N
0-2631A,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Лоферы женские, черные, из кожи, на меховой подкладке",YES,N
0-2645,Склад ИМ,IM,4.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Туфли женские, бежевые, из кожи, на высоком каблуке",YES,N
0-2655,Склад ИМ,IM,0.0,2.0,73865.0,WH_CH_SALES_NO_STOCK,Косметичка пляжная,YES,N
0-2655,Склад оптовых продаж,B2B,0.0,11.0,288726.0,WH_CH_SALES_NO_STOCK,Косметичка пляжная,YES,N
0-2655A,Склад оптовых продаж,B2B,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Сумка-тоут  женская, черная, с принтом ""YANINA""",YES,N
0-2658,Остатки ЦУМ,TSUM,0.0,10.0,1358399.1,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из бархата стрейч, с аппликацией ""Цветок""",YES,N
0-2661,Остатки ЦУМ,TSUM,0.0,2.0,608000.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из шелкового бархата, с рукавом из шифона с боа по низу",YES,N
0-2665,Остатки ЦУМ,TSUM,0.0,6.0,569480.0,WH_CH_SALES_NO_STOCK,"Блуза женская, белая, из шелка, с аппликацией ""Цветы""",YES,N
0-2666,Остатки ЦУМ,TSUM,0.0,5.0,762000.0,WH_CH_SALES_NO_STOCK,"Юбка женская, серебро, из пайеток, с аппликацией ""Цветы""",YES,N
0-2666,Склад ИМ,IM,0.0,2.0,273600.0,WH_CH_SALES_NO_STOCK,"Юбка женская, серебро, из пайеток, с аппликацией ""Цветы""",YES,N
0-2668,Остатки ЦУМ,TSUM,0.0,2.0,424662.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, длинное, из бархата стрейч, с аппликацией ""Цветок""",YES,N
0-2669A,Остатки ЦУМ,TSUM,0.0,5.0,1185754.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из бархата стрейч, с аппликацией ""Цветок"", с длинным рук",YES,N
0-2671,Остатки ЦУМ,TSUM,0.0,4.0,333600.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из шифона, с кружевом",YES,N
0-2672,Остатки ЦУМ,TSUM,0.0,1.0,135859.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из пайеток, с аппликацией ""Цветок""",YES,N
0-2672,Склад ИМ,IM,1.0,1.0,91200.0,WH_STOCK_AND_CH_SALES,"Юбка женская, черная, из пайеток, с аппликацией ""Цветок""",YES,N
0-2673,Остатки ЦУМ,TSUM,0.0,3.0,370087.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из бархата стрейч, с аппликацией ""Цветок""",YES,N
0-2673,Склад ИМ,IM,1.0,6.0,579777.0,WH_STOCK_AND_CH_SALES,"Блуза женская, черная, из бархата стрейч, с аппликацией ""Цветок""",YES,N
0-2674,Остатки ЦУМ,TSUM,0.0,1.0,40065.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из бархата стрейч, с аппликацией ""Цветок""",YES,N
0-2674,Склад ИМ,IM,0.0,5.0,345538.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из бархата стрейч, с аппликацией ""Цветок""",YES,N
0-2675,Остатки ЦУМ,TSUM,0.0,5.0,973197.0,WH_CH_SALES_NO_STOCK,"Жакет женский, черный, из бархата шелкового с аппликацией ""Цветок""",YES,N
0-2675,Склад ИМ,IM,0.0,2.0,334800.0,WH_CH_SALES_NO_STOCK,"Жакет женский, черный, из бархата шелкового с аппликацией ""Цветок""",YES,N
0-2676,Остатки ЦУМ,TSUM,0.0,5.0,556733.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из бархата шелкового, с аппликацией ""Цветок""",YES,N
0-2676A,Склад ИМ,IM,0.0,1.0,68400.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из бархата, с аппликацией ""Цветок""",YES,N
0-2677,Склад ИМ,IM,0.0,1.0,121600.0,WH_CH_SALES_NO_STOCK,"Жакет женский, черный, из бархата и крепа, декорирован объемным цветком",YES,N
0-2678,Склад ИМ,IM,0.0,2.0,108205.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из крепа, со складками по талии",YES,N
0-2679,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Жакет женский, черный, из джерси, декорирован отлетными деталями",YES,N
0-2680,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, черные, из джерси, со стрелками, расклешенные к низу",YES,N
0-2680,Склад оптовых продаж,B2B,0.0,2.0,42956.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из джерси, со стрелками, расклешенные к низу",YES,N
0-2683,Остатки ЦУМ,TSUM,0.0,4.0,836372.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное в белый горох, из шелка, с поясом-завязка",YES,N
0-2683,Склад ИМ,IM,0.0,2.0,452200.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное в белый горох, из шелка, с поясом-завязка",YES,N
0-2685,Склад ИМ,IM,0.0,1.0,24560.0,WH_CH_SALES_NO_STOCK,"Юбка женская, белая, из кружевной ткани",YES,N
0-2686,Склад ИМ,IM,0.0,7.0,628140.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из бархата, с декором ""бант"" и вставками из сетки",YES,N
0-2687,Склад ИМ,IM,0.0,2.0,175085.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из бархата, расклешенные к низу",YES,N
0-2689,Остатки ЦУМ,TSUM,0.0,3.0,441218.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из пайеток, с боа",YES,N
0-2689,Склад ИМ,IM,0.0,1.0,67213.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из пайеток, с боа",YES,N
0-2690,Остатки ЦУМ,TSUM,0.0,1.0,209000.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из ткани с пайетками, топ с баской",YES,N
0-2690,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, черная, из ткани с пайетками, топ с баской",YES,N
0-2691,Остатки ЦУМ,TSUM,0.0,3.0,279318.94,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из бархата стрейч",YES,N
0-2691,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, черные, из бархата стрейч",YES,N
0-2702,Склад ИМ,IM,0.0,2.0,212800.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из джерси, с расшивной аппликацией ""Цветок""",YES,N
0-2703,Склад ИМ,IM,0.0,2.0,215685.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из шифона, с аппликацией ""Цветок""",YES,N
0-2705,Склад ИМ,IM,2.0,1.0,167200.0,WH_STOCK_AND_CH_SALES,"Платье женское, черное, из крепа, с декором ""Y"" из белой кожи",YES,N
0-2706,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, синее, из шелкового бархата, с вышивкой ""Y"" на карманах",YES,N
0-2709,Склад оптовых продаж,B2B,0.0,1.0,180500.0,WH_CH_SALES_NO_STOCK,"Жакет женский, синий, из шелкового бархата, с вышивкой ""Ласточка""",YES,N
0-2710,Склад оптовых продаж,B2B,0.0,1.0,66500.0,WH_CH_SALES_NO_STOCK,"Брюки женские, синие, из шелкового бархата, широкие",YES,N
0-2721,Остатки ЦУМ,TSUM,0.0,1.0,304060.0,WH_CH_SALES_NO_STOCK,"Платье женское, бежевое, из шифона, длинное",YES,N
0-2721,Склад ИМ,IM,2.0,1.0,273654.0,WH_STOCK_AND_CH_SALES,"Платье женское, бежевое, из шифона, длинное",YES,N
0-2727,Склад ИМ,IM,0.0,1.0,369000.0,WH_CH_SALES_NO_STOCK,"Жакет женский, бежевый, из шелка",YES,N
0-2756D,Склад ИМ,IM,0.0,2.0,344850.0,WH_CH_SALES_NO_STOCK,"Свитер женский, серый, из кашемира, с вышивкой ""ласточка""",YES,N
0-2763,Склад ИМ,IM,0.0,1.0,27900.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из костюмной ткани, с застежкой",YES,N
0-2771,Склад ИМ,IM,0.0,1.0,194736.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из пайеточной ткани, с вышивкой ""Серебряный цветок""",YES,N
0-2778,Склад ИМ,IM,0.0,1.0,168435.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из джерси, декорировано ""перьями"" на рукавах",YES,N
0-2782,Склад ИМ,IM,0.0,1.0,96000.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из фатина, с аппликационной вышивкой",YES,N
0-2785,Склад оптовых продаж,B2B,0.0,2.0,136522.0,WH_CH_SALES_NO_STOCK,"Плед бежевый, из кашемира, с авторским принтом ""Дерево жизни""",YES,N
0-2814,Остатки ЦУМ,TSUM,0.0,3.0,874020.81,WH_CH_SALES_NO_STOCK,"Платье женское, красное, из дюшеса, с объемным декором ""Цветок""",YES,N
0-2815,Остатки ЦУМ,TSUM,0.0,6.0,835089.93,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из джерси, с рукавами из тафты",YES,N
0-2816,Остатки ЦУМ,TSUM,0.0,3.0,703256.94,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из бархата хлопчатобумажного, с декором ""Бант с цветком""",YES,N
0-2816,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, черное, из бархата хлопчатобумажного, с декором ""Бант с цветком""",YES,N
0-2817,Остатки ЦУМ,TSUM,0.0,4.0,472855.29,WH_CH_SALES_NO_STOCK,"Блуза женская, белая, из тафты",YES,N
0-2817,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, белая, из тафты",YES,N
0-2818,Склад оптовых продаж,B2B,0.0,2.0,104348.0,WH_CH_SALES_NO_STOCK,"Плед бежевый, из кашемира, с авторским рисунком",YES,N
0-2818A,Склад оптовых продаж,B2B,0.0,2.0,104348.0,WH_CH_SALES_NO_STOCK,"Плед серый, из кашемира, с авторским рисунком",YES,N
0-2829,Склад ИМ,IM,0.0,1.0,20000.0,WH_CH_SALES_NO_STOCK,"Платье женское, белое, из шелка, с рисунком ""ЦВЕТЫ""",YES,N
0-2845,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Свитшот женский, бежевый, из футера, с декором принт ""Champayne o' clock""",YES,N
0-2845A,Склад ИМ,IM,1.0,3.0,77000.0,WH_STOCK_AND_CH_SALES,"Свитшот женский, розовый, из футера, с декором принт ""Champayne o' clock""",YES,N
0-2845A,Склад оптовых продаж,B2B,0.0,18.0,282277.0,WH_CH_SALES_NO_STOCK,"Свитшот женский, розовый, из футера, с декором принт ""Champayne o' clock""",YES,N
0-2861,Склад ИМ,IM,0.0,2.0,69240.0,WH_CH_SALES_NO_STOCK,"Футболка женская, белая с принтом ""цветы"", из трикотажа",YES,N
0-2861A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Футболка женская, белая с принтом ""дерево"", из трикотажа",YES,N
0-2931A,Склад ИМ,IM,0.0,1.0,187000.0,WH_CH_SALES_NO_STOCK,"Платье женское, синее с принтом ""голубые капли"", из шелка",YES,N
0-2959,Склад ИМ,IM,1.0,2.0,27000.0,WH_STOCK_AND_CH_SALES,"Топ-майка женская, белая, из хлопка, с вышивкой ""BE AN ICONIC""",YES,N
0-2959,Склад оптовых продаж,B2B,16.0,5.0,32610.0,WH_STOCK_AND_CH_SALES,"Топ-майка женская, белая, из хлопка, с вышивкой ""BE AN ICONIC""",YES,N
0-2959A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Топ-майка женская, черная, из хлопка, с вышивкой ""BE AN ICONIC""",YES,N
0-2959A,Склад оптовых продаж,B2B,11.0,10.0,65220.0,WH_STOCK_AND_CH_SALES,"Топ-майка женская, черная, из хлопка, с вышивкой ""BE AN ICONIC""",YES,N
0-2974A,Склад ИМ,IM,0.0,1.0,132300.0,WH_CH_SALES_NO_STOCK,"Рубашка женская, белая, хлопок, с принтом ""цветы""",YES,N
0-2985,Склад ИМ,IM,1.0,1.0,178800.05,WH_STOCK_AND_CH_SALES,"Юбка женская, черная, из шелка, с аппликацией ""Листья""",YES,N
0-3006,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Шорты женские, черные, из тафты",YES,N
0-3024,Склад ИМ,IM,2.0,2.0,70845.0,WH_STOCK_AND_CH_SALES,"Юбка женская, черная, из трикотажа, декорирована листьями из натуральной кожи",YES,N
0-3025,Склад ИМ,IM,0.0,5.0,263466.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из стрейч бархата, с отделкой белым кантом",YES,N
0-3026,Склад ИМ,IM,1.0,1.0,33480.0,WH_STOCK_AND_CH_SALES,"Брюки женские, черные, из стрейч бархата, с отделкой белым кантом",YES,N
0-3028,Склад ИМ,IM,0.0,1.0,51850.0,WH_CH_SALES_NO_STOCK,"Жилет женский, черный, из шифона",YES,N
0-3029,Склад ИМ,IM,0.0,4.0,121120.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из шелка",YES,N
0-3029,Склад оптовых продаж,B2B,0.0,2.0,37914.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из шелка",YES,N
0-3030A,Склад ИМ,IM,0.0,8.0,359790.0,WH_CH_SALES_NO_STOCK,"Свитшот женский, синий, из стрейч бархата, с декором из тафты",YES,N
0-3031A,Склад ИМ,IM,1.0,5.0,154795.0,WH_STOCK_AND_CH_SALES,"Брюки-джоггеры женские, синие, из стрейч бархата, с отделкой ""лампас""",YES,N
0-3032A,Склад ИМ,IM,0.0,4.0,211440.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из фатина, с вышивкой ""Герда""",YES,N
0-3032B,Склад ИМ,IM,0.0,1.0,51480.0,WH_CH_SALES_NO_STOCK,"Юбка женская, белая, из фатина, с вышивкой ""Герда""",YES,N
0-3035,Склад ИМ,IM,0.0,1.0,53300.0,WH_CH_SALES_NO_STOCK,"Куртка-бомбер женская, черная, из эко-кожи, с расшивкой камнями",YES,N
0-3035A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Куртка-бомбер женская, белая, из эко-кожи, с расшивкой камнями",YES,N
0-3036,Склад ИМ,IM,3.0,2.0,53595.0,WH_STOCK_AND_CH_SALES,"Юбка женская, черная, из искусственного крепа, расклешенная к низу",YES,N
0-3037,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, светло-коричневое, из тафты, с кружевным воротником",YES,N
0-3038,Склад ИМ,IM,0.0,1.0,102765.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из стрейч бархата, с кружевными рукавами",YES,N
0-3039,Склад ИМ,IM,0.0,4.0,128880.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из футера, с отделкой ""лампас""",YES,N
0-3039A,Склад ИМ,IM,0.0,1.0,48330.0,WH_CH_SALES_NO_STOCK,"Блуза женская, белая, из футера, с отделкой ""лампас""",YES,N
0-3039B,Склад ИМ,IM,0.0,1.0,48330.0,WH_CH_SALES_NO_STOCK,"Блуза женская, серая, из футера, с отделкой ""лампас""",YES,N
0-3040,Склад ИМ,IM,1.0,6.0,209760.0,WH_STOCK_AND_CH_SALES,"Брюки женские, черные, из футера, с отделкой ""лампас""",YES,N
0-3040A,Склад ИМ,IM,0.0,1.0,39330.0,WH_CH_SALES_NO_STOCK,"Брюки женские, белые, из футера, с отделкой ""лампас""",YES,N
0-3042A,Склад ИМ,IM,0.0,1.0,51930.0,WH_CH_SALES_NO_STOCK,"Блуза женская, белая, из хлопка, с декором ""Цветок""",YES,N
0-3042C,Склад ИМ,IM,0.0,2.0,100975.0,WH_CH_SALES_NO_STOCK,"Блуза женская, розовая, из хлопка, с декором ""Цветок""",YES,N
0-3043,Склад ИМ,IM,0.0,3.0,110170.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из футера, декорирована шифоновым кружевом, с коротким ру",YES,N
0-3043A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, фуксия, из футера, декорирована шифоновым кружевом",YES,N
0-3043B,Склад ИМ,IM,0.0,1.0,49900.0,WH_CH_SALES_NO_STOCK,"Блуза женская, бежевая, из футера, декорирована шифоновым кружевом",YES,N
0-3044A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Шорты женские, фуксия, из футера",YES,N
0-3047A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Юбка женская, серая, из шелка",YES,N
0-3049,Склад ИМ,IM,0.0,2.0,185895.0,WH_CH_SALES_NO_STOCK,"Куртка-бомбер женская, черная, из стрейч бархата, с декором ""Жучки""",YES,N
0-3049B,Склад ИМ,IM,0.0,1.0,82620.0,WH_CH_SALES_NO_STOCK,"Куртка-бомбер, женская, бирюзовая, из стрейч бархата, с декором ""Жучки""",YES,N
0-3050,Склад ИМ,IM,0.0,2.0,33180.0,WH_CH_SALES_NO_STOCK,"Шорты женские, черные, из стрейч бархата",YES,N
0-3050B,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Шорты женские, бирюзовые, из стрейч бархата",YES,N
0-3051,Склад ИМ,IM,0.0,3.0,91770.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из стрейч бархата, с отделкой ""лампас""",YES,N
0-3052,Склад ИМ,IM,2.0,12.0,333985.0,WH_STOCK_AND_CH_SALES,"Юбка женская, черная, из эко-кожи, с поясом из бархата",YES,N
0-3053,Склад ИМ,IM,0.0,1.0,48550.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из джерси, декорировано кружевом",YES,N
0-3055,Склад ИМ,IM,0.0,7.0,479050.0,WH_CH_SALES_NO_STOCK,"Рубашка женская, белая с принтом ""черные Y, балерины"", из шелка",YES,N
0-3055B,Склад ИМ,IM,0.0,2.0,156780.0,WH_CH_SALES_NO_STOCK,"Рубашка женская, черная с принтом ""белые Y, балерины"", из шелка",YES,N
0-3056,Склад ИМ,IM,0.0,1.0,43600.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из искусственного крепа, со скрытым поясом",YES,N
0-3058,Склад ИМ,IM,0.0,7.0,278320.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из футера, с декором принт ""бусы, бантик""",YES,N
0-3058A,Склад ИМ,IM,0.0,1.0,44730.0,WH_CH_SALES_NO_STOCK,"Блуза женская, голубая, из футера, с декором принт ""бусы, бантик""",YES,N
0-3058B,Склад ИМ,IM,0.0,1.0,44730.0,WH_CH_SALES_NO_STOCK,"Блуза женская, серая, из футера, с декором принт  ""бусы, бантик""",YES,N
0-3058C,Склад ИМ,IM,0.0,1.0,49700.0,WH_CH_SALES_NO_STOCK,"Блуза женская, бежевая, из футера, с декором принт ""бусы, бантик""",YES,N
0-3059,Склад ИМ,IM,0.0,5.0,161158.34,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из футера, с отделкой ""лампас""",YES,N
0-3059B,Склад ИМ,IM,1.0,1.0,35190.0,WH_STOCK_AND_CH_SALES,"Брюки женские, серые, из футера, с отделкой ""лампас""",YES,N
0-306,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, черные, из крепа, со складками спереди, зауженные к низу",YES,N
0-3060,Склад ИМ,IM,0.0,8.0,331200.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из футера, с отделкой ""лампас""",YES,N
0-3060C,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Юбка женская, бежевая, из футера, с отделкой ""лампас""",YES,N
0-3061,Склад ИМ,IM,1.0,2.0,78658.78,WH_STOCK_AND_CH_SALES,"Пальто-халат женское, черное, из стрейч бархата, с расшивкой пайетками на манжет",YES,N
0-3061B,Склад ИМ,IM,0.0,1.0,41850.0,WH_CH_SALES_NO_STOCK,"Пальто-халат женское, синее, из стрейч бархата, с пайетками на манжетах",YES,N
0-3061C,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Пальто-халат женское, голубое, из стрейч бархата, с пайетками на манжетах",YES,N
0-3061D,Склад ИМ,IM,0.0,1.0,77570.0,WH_CH_SALES_NO_STOCK,"Пальто-халат бирюзовое, из стрейч бархата, с пайетками на манжетах",YES,N
0-3062,Склад ИМ,IM,0.0,1.0,39510.0,WH_CH_SALES_NO_STOCK,"Блуза-топ женская, черная с принтом ""многоцветные капли"", из шелка",YES,N
0-3062B,Склад ИМ,IM,0.0,1.0,35120.0,WH_CH_SALES_NO_STOCK,"Блуза-топ женская, черная с принтом ""синие капли"", из шелка",YES,N
0-3062C,Склад ИМ,IM,0.0,2.0,61460.0,WH_CH_SALES_NO_STOCK,"Блуза-топ женская, голубая, с принтом ""синие капли"", из шелка",YES,N
0-3063,Склад ИМ,IM,1.0,7.0,217940.0,WH_STOCK_AND_CH_SALES,"Брюки женские, черные, из стрейч бархата, на широкой резинке",YES,N
0-3063,Склад оптовых продаж,B2B,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, черные, из стрейч бархата, на широкой резинке",YES,N
0-3063B,Склад ИМ,IM,0.0,2.0,58660.0,WH_CH_SALES_NO_STOCK,"Брюки женские, синие, из стрейч бархата, на широкой резинке",YES,N
0-3063C,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, голубые, из стрейч бархата, на широкой резинке",YES,N
0-3064A,Склад ИМ,IM,2.0,6.0,316040.0,WH_STOCK_AND_CH_SALES,"Платье женское, бежевое, из шелка, на тонких бретелях",YES,N
0-3064B,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, синее, из шелка, на тонких бретелях",YES,N
0-3065,Склад ИМ,IM,0.0,3.0,99850.0,WH_CH_SALES_NO_STOCK,"Блуза женская, серая, из искусственного крепа, с декором ""Бант""",YES,N
0-3066,Склад ИМ,IM,0.0,2.0,46700.0,WH_CH_SALES_NO_STOCK,"Брюки женские, серые, из искусственного крепа",YES,N
0-3066B,Склад ИМ,IM,0.0,1.0,15850.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из искусственного крепа",YES,N
0-3067A,Склад ИМ,IM,0.0,1.0,79110.0,WH_CH_SALES_NO_STOCK,"Блуза женская, серая, из стрейч бархата, с отделкой белым кантом и поясом",YES,N
0-3067B,Склад ИМ,IM,0.0,4.0,254885.0,WH_CH_SALES_NO_STOCK,"Блуза женская, бирюзовая, из стрейч бархата, с отделкой белым кантом и поясом",YES,N
0-3068,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, черные, из стрейч бархата, с отделкой белым кантом по низу",YES,N
0-3068A,Склад ИМ,IM,0.0,5.0,195715.0,WH_CH_SALES_NO_STOCK,"Брюки женские, серые, из стрейч бархата, с отделкой белым кантом по низу",YES,N
0-3069,Склад ИМ,IM,0.0,1.0,26945.0,WH_CH_SALES_NO_STOCK,"Блуза-топ женская, черная, из шелка, на тонких бретелях",YES,N
0-3070,Склад ИМ,IM,0.0,1.0,59800.0,WH_CH_SALES_NO_STOCK,"Блуза женская, бежевая, из крепа, декорирована жемчужными бусами и черным бантом",YES,N
0-3070A,Склад ИМ,IM,0.0,1.0,53820.0,WH_CH_SALES_NO_STOCK,"Блуза женская, серая, из крепа, декорирована жемчужными бусами и черным бантом",YES,N
0-3070B,Склад ИМ,IM,0.0,1.0,70380.0,WH_CH_SALES_NO_STOCK,"Блуза женская, белая, из крепа, декорирована жемчужными бусами и черным бантом",YES,N
