fabric_id,name,fabric_code,qty,amount_rub,unit_cost_rub,source_file,source_file_id,as_of,so_t,abc_rank,abc_value_rub,abc_cum_share_pct,abc_band
FAB-503,Х/Б батист оранжевый двойная YY 4А-085,,13.55,13550.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,600,13550.0,85.27,B
FAB-189,"Кружево плотное, белый 13-016",13-016,8.2,13530.0,1650.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,601,13530.0,85.32,B
FAB-440,"Трикотаж италия, красный масло 23-053",23-053,9.0,13500.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,602,13500.0,85.36,B
FAB-978,"Креп синтетический, черный 10А-001",,36.5,13494.25,369.71,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,603,13494.25,85.41,B
FAB-184,"Креп тонкий шерсть, синий 10-008",10-008,6.7,13400.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,604,13400.0,85.45,B
FAB-862,"Шерсть, черный 8-047",8-047,6.7,13400.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,605,13400.0,85.5,B
FAB-456,Трикотаж футер черный 23-017,23-017,22.3,13380.0,600.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,606,13380.0,85.54,B
FAB-136,"Дабл-креп, красный 11-016",11-016,5.8,13340.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,607,13340.0,85.59,B
FAB-258,"Кружево, черный 13-034",13-034,13.3,13300.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,608,13300.0,85.63,B
FAB-438,Трикотаж зеленый футболочный 23-056,23-056,26.6,13300.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,609,13300.0,85.68,B
FAB-46,"Батист белый, 4-026",4-026,29.5,13275.0,450.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,610,13275.0,85.72,B
FAB-583,Х/Б Хлопок кайма YANINA розовая 4А-078,,8.8,13200.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,611,13200.0,85.76,B
FAB-820,"Шерсть, бежевый 8-041",8-041,6.6,13200.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,612,13200.0,85.81,B
FAB-822,"Шерсть, в полоску 8-006",8-006,6.6,13200.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,613,13200.0,85.85,B
FAB-317,"Парча, серебряный 15-017",15-017,6.5,13000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,614,13000.0,85.9,B
FAB-499,Х/Б батист мелкие разводы с черным проблеском 4А-002,,13.0,13000.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,615,13000.0,85.94,B
FAB-933,"Шифон серый жатый, принт розовые листья 19-006",19-006,5.2,13000.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,616,13000.0,85.98,B
FAB-979,"Кружево, белый 13-097",13-097,13.0,13000.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,617,13000.0,86.03,B
FAB-131,"Дабл-креп, желтый 11-014",11-014,5.6,12880.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,618,12880.0,86.07,B
FAB-839,"Шерсть, серый 8-035",8-035,6.4,12800.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,619,12800.0,86.11,B
FAB-1313,"Шелк, черный с принтом ""белая Y"" 17А-008",,6.4,12800.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,620,12800.0,86.16,B
FAB-719,"Шелк-кади, черный 16А-010",,5.1,12750.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,621,12750.0,86.2,B
FAB-384,Синтетическая ткань черный в белый горох 20-004,20-004,18.0,12600.0,700.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,622,12600.0,86.24,B
FAB-554,Х/Б полоски цветные 4П-028,,14.0,12600.0,900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,623,12600.0,86.28,B
FAB-625,"Хлопок серый, 4-056",4-056,31.5,12600.0,400.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,624,12600.0,86.33,B
FAB-880,"Шифон белый, принт гжель 19-026",19-026,6.3,12600.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,625,12600.0,86.37,B
FAB-716,"Шелк-кади, оранжевый 16А-004",,5.0,12500.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,626,12500.0,86.41,B
FAB-1323,"Шифон белый, принт крупный микс 19A-003",,5.4,12420.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,627,12420.0,86.45,B
FAB-112,"Вечерняя ткань, трикотаж с люрексом бежевая 12-064",12-064,15.5,12400.0,800.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,628,12400.0,86.49,B
FAB-832,"Шерсть, красный 8-020",8-020,6.2,12400.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,629,12400.0,86.53,B
FAB-635,"Чесуча, зеленый 1-003",1-003,5.6,12320.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,630,12320.0,86.58,B
FAB-720,"Шелк-туаль, голубой 16-015",16-015,5.6,12320.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,631,12320.0,86.62,B
FAB-378,Синтетическая ткань фиолетовый эко-шелк 20-022,20-022,24.5,12250.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,632,12250.0,86.66,B
FAB-627,"Чесуча искусственная, жемчужный 1-А-002",,16.0,12000.0,750.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,633,12000.0,86.7,B
FAB-1059,"Шелк, красный 16-037",16-037,8.0,12000.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,634,12000.0,86.74,B
FAB-1136,"Шелк, голубой 16-019",16-019,8.0,12000.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,635,12000.0,86.78,B
FAB-1106,"Лен черный, 3-001",3-001,15.9,11925.0,750.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,636,11925.0,86.82,B
FAB-206,"Кружево, бордовый 13-020",13-020,7.2,11880.0,1650.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,637,11880.0,86.86,B
FAB-393,"Тафта, зеленый 2-005",2-005,5.4,11880.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,638,11880.0,86.9,B
FAB-818,"Шерсть, бежевая с блеском 8-015",8-015,5.9,11800.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,639,11800.0,86.94,B
FAB-21,"Бархат х/б, баклажан 6-003",6-003,7.1,11715.0,1650.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,640,11715.0,86.98,B
FAB-888,Шифон бледно-розовый 18-001,18-001,9.0,11700.0,1300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,641,11700.0,87.02,B
FAB-927,Шифон светло зеленый 18-005,18-005,9.0,11700.0,1300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,642,11700.0,87.06,B
FAB-10,"Бархат стрейч, морская волна 6-053",6-053,28.5,11685.0,410.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,643,11685.0,87.09,B
FAB-609,"Х/Б штапель, голубой 4Ш-014",,29.2,11680.0,400.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,644,11680.0,87.13,B
FAB-371,Синтетическая ткань оранжевый эко-шелк 20-023,20-023,23.3,11650.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,645,11650.0,87.17,B
FAB-493,Х/Б батист девочки Y на белом 4А-037,,11.6,11600.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,646,11600.0,87.21,B
FAB-538,"Х/Б кайма, сине-белая полоска, 4А-113",,8.0,11600.0,1450.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,647,11600.0,87.25,B
FAB-835,"Шерсть, молочный 8-037",8-037,5.8,11600.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,648,11600.0,87.29,B
FAB-1023,Х/Б Хлопок микс средний розовый 4А-068,,8.0,11600.0,1450.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,649,11600.0,87.33,B
FAB-1033,"Шелк белый, принт оранжевый хаотичные ""Y"" 17A-017",,4.0,11600.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,650,11600.0,87.37,B
FAB-845,"Шерсть, серый в полоску с золотым люрексом 8-014",8-014,5.76,11520.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,651,11520.0,87.41,B
FAB-435,Трикотаж горох шерсть 23-055,23-055,11.5,11500.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,652,11500.0,87.44,B
FAB-479,"Трикотаж, фуксия футболочный 23-027",23-027,23.0,11500.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,653,11500.0,87.48,B
FAB-869,"Шифон ,принт зебра коричневая 19-019",19-019,5.75,11500.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,654,11500.0,87.52,B
FAB-1326,"Шифон зеленый, принт крупный микс 19A-010",,5.0,11500.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,655,11500.0,87.56,B
FAB-1258,"Х/Б цветы, голубой фон, 4А-080",,7.9,11455.0,1450.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,656,11455.0,87.6,B
FAB-608,"Х/Б штапель, белый 4Ш-001",,28.5,11400.0,400.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,657,11400.0,87.64,B
FAB-777,"Шерсть пальтовая, красный 9-015",9-015,3.8,11400.0,3000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,658,11400.0,87.67,B
FAB-827,"Шерсть, коричневый 8-003",8-003,5.7,11400.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,659,11400.0,87.71,B
FAB-837,"Шерсть, оранжевый 8-062",8-062,4.55,11375.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,660,11375.0,87.75,B
FAB-264,"Лен красный, 3-005",3-005,15.1,11325.0,750.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,661,11325.0,87.79,B
FAB-1184,"Джинсовая ткань, черная 4-043",4-043,13.9,11259.58,810.04,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,662,11259.58,87.83,B
FAB-559,"Х/Б саржа, черный с принтом ""Y и девочки"" 4А-021",,7.5,11250.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,663,11250.0,87.86,B
FAB-759,"Шелк, темно-телесный 16-012",16-012,7.5,11250.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,664,11250.0,87.9,B
FAB-1127,"Хлопок желтый, 4-050",4-050,15.0,11250.0,750.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,665,11250.0,87.94,B
FAB-72,Вечерняя ткань бронзовые пайетки круглые 12-031,12-031,0.68,11220.0,16500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,666,11220.0,87.98,B
FAB-97,"Вечерняя ткань, глитер на сетке, серебро 12-055",12-055,18.7,11220.0,600.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,667,11220.0,88.02,B
FAB-52,Батист черный 4-025,4-025,28.0,11200.0,400.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,668,11200.0,88.05,B
FAB-935,"Шифон серый, принт белый горох 19-029",19-029,5.6,11200.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,669,11200.0,88.09,B
FAB-248,"Кружево, синий 13-025",13-025,6.75,11137.5,1650.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,670,11137.5,88.13,B
FAB-236,"Кружево, разноцветный (оттенки синего) 13-026",13-026,11.1,11100.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,671,11100.0,88.16,B
FAB-599,Х/Б черные крестики на белом  4П-025,,12.3,11070.0,900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,672,11070.0,88.2,B
FAB-923,Шифон розовый 18-051,18-051,8.5,11050.0,1300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,673,11050.0,88.24,B
FAB-1129,"Хлопок розовый, 4-052",4-052,18.0,11001.6,611.2,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,674,11001.6,88.28,B
FAB-310,"Парча, коричневый 15-029",15-029,5.5,11000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,675,11000.0,88.31,B
FAB-313,"Парча, оранжевая 15-003",15-003,5.5,11000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,676,11000.0,88.35,B
FAB-399,"Тафта, коричневый 2-008",2-008,5.0,11000.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,677,11000.0,88.39,B
FAB-413,"Тафта, синий 2-025",2-025,5.0,11000.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,678,11000.0,88.42,B
FAB-415,"Тафта, синий 2-030",2-030,5.0,11000.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,679,11000.0,88.46,B
FAB-419,"Тафта, фиолетовый 2-041",2-041,5.0,11000.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,680,11000.0,88.5,B
FAB-634,"Чесуча, зеленый 1-002",1-002,5.0,11000.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,681,11000.0,88.53,B
FAB-976,"Дюшес, сиреневый 5-005",5-005,5.0,11000.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,682,11000.0,88.57,B
FAB-988,"Тафта-хамелеон, бежевый с синим 2-И-001",,5.0,11000.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,683,11000.0,88.61,B
FAB-989,"Тафта, морская волна 2-040",2-040,5.0,11000.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,684,11000.0,88.64,B
FAB-990,"Тафта, темно-бежевый 2-038",2-038,5.0,11000.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,685,11000.0,88.68,B
FAB-991,"Тафта, фиолетовый 2-041",2-041,5.0,11000.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,686,11000.0,88.72,B
FAB-995,Х/Б батист девочки Y на белом 4А-037,,11.0,11000.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,687,11000.0,88.76,B
FAB-56,"БРАК Х/Б папайя, бирюзовый фон, 4А-096",,30.0,10980.0,366.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,688,10980.0,88.79,B
FAB-1305,"Шелк, телесный 16-010",16-010,7.3,10950.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,689,10950.0,88.83,B
FAB-514,"Х/Б бежевый с вышитыми сотами, 4-001",4-001,15.6,10920.0,700.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,690,10920.0,88.87,B
FAB-682,Шелк кайма розовый-зеленый-розовый 17A-040,,3.5,10850.0,3100.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,691,10850.0,88.9,B
FAB-179,"Креп тонкий шерсть, красный 10-005",10-005,5.4,10800.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,692,10800.0,88.94,B
FAB-439,"Трикотаж италия, голубой масло 23-052",23-052,7.2,10800.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,693,10800.0,88.97,B
FAB-626,"Хлопок темно-синий, 4-038",4-038,27.0,10800.0,400.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,694,10800.0,89.01,B
FAB-745,"Шелк, мелкие цветные листочки 17-008",17-008,7.2,10800.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,695,10800.0,89.05,B
FAB-14,"Бархат стрейч, темно-синий 6-051",6-051,26.3,10783.0,410.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,696,10783.0,89.08,B
FAB-22,"Бархат х/б, бежевый 6-039",6-039,4.3,10750.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,697,10750.0,89.12,B
FAB-672,"Шелк белый, принт полоски серые 17A-055",,3.7,10730.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,698,10730.0,89.15,B
FAB-769,Шелка кайма белый-розовый-белый 17A-042,,3.45,10695.0,3100.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,699,10695.0,89.19,B
FAB-553,Х/Б полоска на голубом 4П-019,,17.8,10680.0,600.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,700,10680.0,89.23,B
FAB-728,"Шелк, белый в крупный горох 17-002",17-002,5.3,10600.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,701,10600.0,89.26,B
FAB-831,"Шерсть, коричневый с люрексом 8-045",8-045,5.3,10600.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,702,10600.0,89.3,B
FAB-760,"Шелк, фиолетовый 16-036",16-036,7.05,10575.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,703,10575.0,89.33,B
FAB-198,"Кружево, белый 13-061",13-061,3.0,10560.0,3520.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,704,10560.0,89.37,B
FAB-876,Шифон бежевый креповый 18-012,18-012,6.0,10560.0,1760.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,705,10560.0,89.4,B
FAB-261,"Кружево, черный 13-096",13-096,10.5,10500.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,706,10500.0,89.44,B
FAB-605,Х/Б штапель серый пляж 4А-010,,7.0,10500.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,707,10500.0,89.47,B
FAB-772,"Шерсть пальтовая, бежевый 9-025",9-025,3.5,10500.0,3000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,708,10500.0,89.51,B
FAB-529,"Х/Б горошек, голубой фон, 4А-090",,8.6,10406.0,1210.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,709,10406.0,89.54,B
FAB-283,"Органза, графит 21-030",21-030,10.4,10400.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,710,10400.0,89.58,B
FAB-412,"Тафта, серый 2-О-005",,4.7,10340.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,711,10340.0,89.61,B
FAB-638,"Чесуча, красно-зеленый 1-004",1-004,4.7,10340.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,712,10340.0,89.65,B
FAB-607,"Х/Б штапель, бежевый 4Ш-013",,25.8,10320.0,400.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,713,10320.0,89.68,B
FAB-436,"Трикотаж графит, под шерсть 23-021",23-021,15.8,10270.0,650.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,714,10270.0,89.72,B
FAB-246,"Кружево, серый 13-078",13-078,2.9,10208.0,3520.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,715,10208.0,89.75,B
FAB-771,"Шерсть пальтовая, бежевый 9-014",9-014,3.4,10200.0,3000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,716,10200.0,89.79,B
FAB-785,"Шерсть пальтовая, синий 9-007",9-007,3.4,10200.0,3000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,717,10200.0,89.82,B
FAB-955,"Эко кожа, черный 25-010",25-010,14.5,10150.0,700.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,718,10150.0,89.85,B
FAB-1043,"Шелк синий, принт грибы 17A-011",,3.5,10150.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,719,10150.0,89.89,B
FAB-1048,"Шелк черный, принт грибы 17A-010",,3.5,10150.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,720,10150.0,89.92,B
FAB-268,"Лен черный, 3-001",3-001,13.5,10125.0,750.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,721,10125.0,89.96,B
FAB-9,"Бархат стрейч, бирюзовый 6-049",6-049,24.5,10045.0,410.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,722,10045.0,89.99,B
FAB-118,"Вечерняя ткань, трикотаж с люрексом фиолетовая 12-065",12-065,12.5,10000.0,800.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,723,10000.0,90.02,B
FAB-190,"Кружево плотное, мятный 13-021",13-021,10.0,10000.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,724,10000.0,90.06,B
FAB-301,"Органза, черный, принт черные бантики 21-014",21-014,4.0,10000.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,725,10000.0,90.09,B
FAB-721,"Шелк, абежевый с рисунком цветы 17-012",17-012,5.0,10000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,726,10000.0,90.12,B
FAB-843,"Шерсть, серый в полоску 8-013",8-013,5.0,10000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,727,10000.0,90.16,B
FAB-89,Вечерняя ткань черная сетка с серым стеклярусом 12-005,12-005,4.5,9900.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,728,9900.0,90.19,B
FAB-164,"Дюшес, розовый 5-002",5-002,4.5,9900.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,729,9900.0,90.22,B
FAB-480,"Трикотаж, футер бежевый 23-077",23-077,16.5,9900.0,600.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,730,9900.0,90.26,B
FAB-558,"Х/Б саржа, молочный с принтом ""девочки"" 4А-006",,6.6,9900.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,731,9900.0,90.29,B
FAB-629,"Чесуча, бежевый 1-011",1-011,4.5,9900.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,732,9900.0,90.32,B
FAB-632,"Чесуча, бордовый 1-009",1-009,4.5,9900.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,733,9900.0,90.36,B
FAB-1266,"Чесуча, бежевый 1-011",1-011,4.5,9900.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,734,9900.0,90.39,B
FAB-1303,"Шелк, синий 16-020",16-020,4.5,9900.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,735,9900.0,90.42,B
