expense_line_id,period_month,article_name,legal_entity_id,amount_rub,opex_bucket
EX-79a00e9a594850ad,2024-09,рукав упак,LE-OOO-DEKOR,7016.2,OPEX_OTHER
EX-d099661ca451d106,2024-09,удлинители,LE-OOO-DEKOR,1371.0,OPEX_OTHER
EX-a65cc674a177cdb3,2024-10,аутсорс (одежда) Площадки,LE-IP-YANINA,143264.0,OUTSOURCE
EX-6c06085ac5164cde,2024-10,аутсорс (одежда) ИМ,LE-IP-YANINA,10750.0,OUTSOURCE
EX-0f36269e74190a08,2024-10,доставка,LE-IP-YANINA,57579.34,LOGISTICS
EX-272643478fbca86e,2024-10,комиссия эквайринг,LE-OOO-DEKOR,6118.0,ACQUIRING_FEE
EX-0ea1ac702cbfcf7c,2024-10,комиссия эквайринг,LE-IP-YANINA,33350.0,ACQUIRING_FEE
EX-3b607f7f53e2ed84,2024-10,комиссия эквайринг,LE-IP-YANINA,91255.55,ACQUIRING_FEE
EX-e370c8cd25dbd9c4,2024-10,агентское вознаграждение,LE-IP-YANINA,53721.0,COMMISSION
EX-1ce6baaac674d8ba,2024-10,налоги,LE-OOO-DEKOR,420267.23,TAX
EX-69ebba34f37340b2,2024-10,налоги,LE-IP-YANINA,147180.0,TAX
EX-50b8d2a5cdda2c79,2024-10,налоги,LE-IP-YANINA,653211.18,TAX
EX-d45360c131c2a8e6,2024-10,налоги,LE-IP-YANINA,1249966.0,TAX
EX-8ecbdd963eef85f7,2024-10,оплата труда,LE-OOO-DEKOR,746000.32,PAYROLL
EX-30b82d58840473c3,2024-10,оплата труда,LE-IP-YANINA,773753.16,PAYROLL
EX-84dec0a6b36a3537,2024-10,подарки партнерам,LE-IP-YANINA,178822.32,OPEX_OTHER
EX-d2441e7e0a2b3731,2024-10,"продукты, лекарства Общие",LE-IP-YANINA,24588.0,OPEX_OTHER
EX-9e9c313a0e738b21,2024-10,аренда,LE-OOO-DEKOR,19600.0,RENT
EX-e92e878a6044e0c4,2024-10,аренда,LE-IP-YANINA,84716.72,RENT
EX-ee92b78eb516d54e,2024-10,аренда,LE-IP-YANINA,749667.0,RENT
EX-bbb3589776eece16,2024-10,коммуналка и пр.,LE-IP-YANINA,95228.62,OPEX_OTHER
EX-263a15ed3e0e58fd,2024-10,коммуналка и пр.,LE-IP-YANINA,9360.0,OPEX_OTHER
EX-017e934f5fa38c51,2024-10,коммуналка и пр.,LE-IP-YANINA,37711.44,OPEX_OTHER
EX-2184fa09f94980f8,2024-10,реклама,LE-IP-YANINA,296713.0,MARKETING
EX-29e7b39c7f213ab8,2024-10,софт,LE-OOO-DEKOR,1416.0,OPEX_OTHER
EX-515b34a62145309f,2024-10,софт,LE-IP-YANINA,18601.2,OPEX_OTHER
EX-f3f02eb96039b2ea,2024-10,"ткани, фурнитура МД",LE-IP-YANINA,597608.28,MATERIALS_MEMO
EX-cdb1c4c709e702a0,2024-10,"ткани, фурнитура МД",LE-IP-YANINA,530705.25,MATERIALS_MEMO
EX-d815a80cd480cdb2,2024-10,"ткани, фурнитура ИМ",LE-IP-YANINA,11903.74,MATERIALS_MEMO
EX-8b3534bb7e9f6fd7,2024-10,"ткани, фурнитура Площадки",LE-IP-YANINA,23863.6,MATERIALS_MEMO
EX-94496c82bfda1115,2024-10,торговое оборудование,LE-IP-YANINA,26000.0,OPEX_OTHER
EX-ee5830768f2c320e,2024-10,услуги банка,LE-OOO-DEKOR,4410.0,OPEX_OTHER
EX-6b2d95bc0a3016e0,2024-10,услуги банка,LE-IP-YANINA,16744.56,OPEX_OTHER
EX-6c5a67eca4e61a6e,2024-10,услуги банка,LE-IP-YANINA,3803.75,OPEX_OTHER
EX-ab94057e79cd81a9,2024-10,услуги банка,LE-IP-YANINA,1520.7,OPEX_OTHER
EX-4468c17df54fefd0,2024-10,Комиссия банка ИМ Тинькофф,LE-IP-YANINA,31915.42,INTERNAL_TRANSFER_MEMO
EX-1885f19fa5f71317,2024-10,Расходы по эквайрингу (Альфа),LE-IP-YANINA,7540.79,ACQUIRING_FEE
EX-fbbef6dd470f98e3,2024-10,Счет в тинькофф,LE-IP-YANINA,3052025.0,INTERNAL_TRANSFER_MEMO
EX-2634cd02fe885625,2024-10,Альдо,LE-IP-YANINA,96435.0,OPEX_OTHER
EX-0345487e54f079a6,2024-10,Альдо,LE-IP-YANINA,18783.0,OPEX_OTHER
EX-2f2ac5821aaf1691,2024-10,Столешников Марьяна,LE-IP-YANINA,132344.0,OPEX_OTHER
EX-bfa1579c357437b8,2024-10,Возврат покупателю,LE-IP-YANINA,-11250.0,OPEX_OTHER
EX-09f4bdb435e1c99e,2024-10,расходы по карте октябрь 2024,LE-OOO-DEKOR,400504.58,CARD_EXPENSE
EX-61faee1386895bab,2024-10,булавки,LE-OOO-DEKOR,13266.05,OPEX_OTHER
EX-a6def8e86bfae9b2,2024-10,фильтр пылесос,LE-OOO-DEKOR,1094.0,OPEX_OTHER
EX-573a8a5901326248,2024-10,клавиатура,LE-OOO-DEKOR,876.0,OPEX_OTHER
EX-494157b96c0bb1a4,2024-10,репитор+картриджи,LE-OOO-DEKOR,5751.0,OPEX_OTHER
EX-68d46e3f2539b6a4,2024-10,подушки д/стульев,LE-OOO-DEKOR,2746.0,OPEX_OTHER
EX-caa1b69c61f9214b,2024-10,Хозтовары,LE-OOO-DEKOR,14568.35,OPEX_OTHER
EX-a48655765d656585,2024-10,фурнитура,LE-OOO-DEKOR,9696.76,MATERIALS_MEMO
EX-34d2f0b76cecde45,2024-10,Картриджи,LE-OOO-DEKOR,1892.0,OPEX_OTHER
EX-a0a69f2c98d75646,2024-10,Шампанское,LE-OOO-DEKOR,75600.0,OPEX_OTHER
EX-eb21adce0880b8ee,2024-10,Пакеты упак+булавки,LE-OOO-DEKOR,14959.4,OPEX_OTHER
EX-72088a24a10c522b,2024-10,Ролики,LE-OOO-DEKOR,897.0,OPEX_OTHER
EX-ccecc42f053f0c9d,2024-10,Картриджи,LE-OOO-DEKOR,2080.02,OPEX_OTHER
EX-33d9aac5f4a38252,2024-10,кофе,LE-OOO-DEKOR,2729.0,OPEX_OTHER
EX-ede8dc8500d015a5,2024-10,Пакеты вакуум,LE-OOO-DEKOR,1706.0,OPEX_OTHER
EX-0aa1ae475cbcfc07,2024-10,канцтовары,LE-OOO-DEKOR,3855.0,OPEX_OTHER
EX-cfe1a6a2281d1728,2024-10,картриджи,LE-OOO-DEKOR,1864.0,OPEX_OTHER
EX-f1af5fca215c42ca,2024-10,бумага папиросная,LE-OOO-DEKOR,17876.0,OPEX_OTHER
EX-2ac98d112ac07ced,2024-10,еда,LE-OOO-DEKOR,1210.0,OPEX_OTHER
EX-94e4ffe308cd0008,2024-10,билеты Саратов,LE-OOO-DEKOR,164838.0,OPEX_OTHER
EX-ba4e8d0872c9b6d1,2024-10,шампанское 15бут,LE-OOO-DEKOR,63000.0,OPEX_OTHER
EX-7dc3b392875c65ae,2024-11,аутсорс (одежда) Площадки,LE-IP-YANINA,271992.0,OUTSOURCE
EX-411db1ca766b13e4,2024-11,аутсорс (одежда) ИМ,LE-IP-YANINA,432140.0,OUTSOURCE
EX-a1948e675c7c256e,2024-11,аутсорс МД,LE-IP-YANINA,29800.0,OUTSOURCE
EX-0ae14ca3de7e434a,2024-11,доставка,LE-IP-YANINA,75883.43,LOGISTICS
EX-c7d75d4f4628cbee,2024-11,комиссия эквайринг,LE-OOO-DEKOR,14705.0,ACQUIRING_FEE
EX-5c1382bf9539e390,2024-11,комиссия эквайринг,LE-IP-YANINA,30921.2,ACQUIRING_FEE
EX-c3572bccb4ec0c8c,2024-11,комиссия эквайринг,LE-IP-YANINA,16696.16,ACQUIRING_FEE
EX-c61117902dff8e24,2024-11,агентское вознаграждение,LE-IP-YANINA,26468.8,COMMISSION
EX-69ed1b2acc3e6708,2024-11,мебель МД,LE-IP-YANINA,6000.0,OPEX_OTHER
EX-bada3a253ab182db,2024-11,налоги,LE-OOO-DEKOR,371789.34,TAX
EX-145895314935a221,2024-11,налоги,LE-IP-YANINA,493666.3,TAX
EX-8d5f49363db706ff,2024-11,оплата труда,LE-OOO-DEKOR,959042.16,PAYROLL
EX-9769bf719ab92c51,2024-11,оплата труда,LE-IP-YANINA,987010.35,PAYROLL
EX-9c4d613ed712210f,2024-11,подарки партнерам,LE-IP-YANINA,144000.0,OPEX_OTHER
EX-0b522d17bc903949,2024-11,"продукты, лекарства Общие",LE-IP-YANINA,7020.0,OPEX_OTHER
EX-08bf07d4fee79b76,2024-11,расходники для изделий МД,LE-IP-YANINA,258264.0,MATERIALS_MEMO
EX-9cdb56da32db8e04,2024-11,расходники для изделий,LE-IP-YANINA,16500.0,MATERIALS_MEMO
EX-44323d196768dfe2,2024-11,расходники для изделий,LE-IP-YANINA,6375.0,MATERIALS_MEMO
EX-09d65c60cf615300,2024-11,аренда,LE-OOO-DEKOR,19600.0,RENT
EX-11cc01f96c49a72b,2024-11,аренда,LE-IP-YANINA,749667.0,RENT
EX-f6b17c55eadef706,2024-11,коммуналка и пр.,LE-IP-YANINA,99003.7,OPEX_OTHER
EX-d1814689643befa7,2024-11,коммуналка и пр.,LE-IP-YANINA,61064.55,OPEX_OTHER
EX-38a96ebd37a5d237,2024-11,коммуналка и пр.,LE-IP-YANINA,37711.44,OPEX_OTHER
EX-000ba9df143ce9a4,2024-11,расходы на помещения МД,LE-IP-YANINA,10500.0,OPEX_OTHER
EX-15781f8f237b7f1a,2024-11,расходы на помещения МД,LE-IP-YANINA,14000.0,OPEX_OTHER
EX-94afbeda4cd68173,2024-11,реклама,LE-IP-YANINA,238546.0,MARKETING
EX-45920e78c3663cd1,2024-11,реклама ИМ,LE-IP-YANINA,193600.0,MARKETING
EX-30967891752299b5,2024-11,сайт,LE-IP-YANINA,67738.0,OPEX_OTHER
EX-0226b8a9933c3b4c,2024-11,"ткани, фурнитура МД",LE-IP-YANINA,100585.0,MATERIALS_MEMO
EX-17a11fb6d93e7b19,2024-11,"ткани, фурнитура МД",LE-IP-YANINA,21652.0,MATERIALS_MEMO
EX-1ac15faafeb2b1b4,2024-11,"ткани, фурнитура ИМ",LE-IP-YANINA,51077.4,MATERIALS_MEMO
EX-b6c25bb9511fc34c,2024-11,"ткани, фурнитура ИМ",LE-IP-YANINA,102646.86,MATERIALS_MEMO
EX-be94064ec68c2766,2024-11,"ткани, фурнитура Площадки",LE-IP-YANINA,131277.47,MATERIALS_MEMO
EX-14b79a93e2663409,2024-11,торговое оборудование,LE-IP-YANINA,6000.0,OPEX_OTHER
EX-1034bb28985bb1da,2024-11,услуги банка,LE-OOO-DEKOR,5475.22,OPEX_OTHER
EX-af78ab1c2ded1691,2024-11,услуги банка,LE-IP-YANINA,16908.14,OPEX_OTHER
EX-1467fb00e6d9dda7,2024-11,услуги банка,LE-IP-YANINA,2435.1,OPEX_OTHER
EX-43724630d2e5161c,2024-11,Комиссия банка ИМ Тинькофф,LE-IP-YANINA,62695.56,INTERNAL_TRANSFER_MEMO
EX-50d02fda590e9929,2024-11,Расходы по эквайрингу (Альфа),LE-IP-YANINA,12989.97,ACQUIRING_FEE
EX-0339b11116470c81,2024-11,Счет в тинькофф,LE-IP-YANINA,558400.0,INTERNAL_TRANSFER_MEMO
EX-40af55f4a2508eb4,2024-11,Столешников Марьяна,LE-IP-YANINA,419883.0,OPEX_OTHER
EX-a11d2bc86817ed26,2024-11,Покупка/продажа валюты,LE-IP-YANINA,904279.11,FX_MEMO
EX-8348abf2c9ee1863,2024-11,расходы по карте ноябрь 2024,LE-OOO-DEKOR,392752.65,CARD_EXPENSE
EX-db6241c2b7b09597,2024-11,вода,LE-OOO-DEKOR,4680.0,OPEX_OTHER
EX-7d4938e4f5791d64,2024-11,"фурнитура, бязь",LE-OOO-DEKOR,13672.43,MATERIALS_MEMO
EX-f911b7222a5ac4a0,2024-11,"фурнитура, бязь",LE-IP-YANINA,755361.0,MATERIALS_MEMO
EX-dcb08bf9b13efb2c,2024-11,"фурнитура, мел, булавки",LE-OOO-DEKOR,24339.9,MATERIALS_MEMO
EX-38ab1fc118ea71ef,2024-11,"фурнитура, мел, булавки",LE-IP-YANINA,755361.0,MATERIALS_MEMO
EX-46f87d38f65ac8df,2024-11,канцтовары,LE-OOO-DEKOR,24283.32,OPEX_OTHER
EX-db2f89f83ab4ae2d,2024-11,авиабилеты,LE-OOO-DEKOR,195725.0,OPEX_OTHER
EX-6d6f6548ddb665e6,2024-11,шампанское,LE-OOO-DEKOR,126000.0,OPEX_OTHER
EX-bfc9922215e15975,2024-11,шампанское,LE-IP-YANINA,436043.11,OPEX_OTHER
EX-495bdbd1335a18a3,2024-11,жидкое мыло,LE-OOO-DEKOR,673.0,OPEX_OTHER
EX-b5681a264fcff37d,2024-11,жидкое мыло,LE-IP-YANINA,468236.0,OPEX_OTHER
EX-62d0290a6eab574f,2024-11,смеситель,LE-OOO-DEKOR,3379.0,OPEX_OTHER
EX-7202fda308e11603,2024-11,смеситель,LE-IP-YANINA,276621.6,OPEX_OTHER
EX-81cff5e1811e02b4,2024-12,аутсорс (одежда) Площадки,LE-IP-YANINA,183400.0,OUTSOURCE
EX-a7647761e3deb9ee,2024-12,аутсорс (одежда) Площадки,LE-IP-YANINA,325457.4,OUTSOURCE
EX-a3979aaf323eb0d7,2024-12,аутсорс (одежда) ИМ,LE-IP-YANINA,172210.0,OUTSOURCE
EX-7084f1e4fe904817,2024-12,аутсорс МД,LE-IP-YANINA,208069.0,OUTSOURCE
EX-9355f05ef3ea8e32,2024-12,аутсорс собственники,LE-IP-YANINA,29800.0,OUTSOURCE
EX-19fe0f0035c4556b,2024-12,доставка,LE-IP-YANINA,178741.05,LOGISTICS
EX-02e1fa9b463add9a,2024-12,доставка,LE-IP-YANINA,100000.0,LOGISTICS
EX-90ca737b36b3cc9e,2024-12,комиссия эквайринг,LE-OOO-DEKOR,42236.0,ACQUIRING_FEE
EX-ecae40d88148d552,2024-12,комиссия эквайринг,LE-IP-YANINA,57490.45,ACQUIRING_FEE
EX-3b553b21063bad1b,2024-12,комиссия эквайринг,LE-IP-YANINA,59959.22,ACQUIRING_FEE
EX-4c9d1dc71f6d1288,2024-12,агентское вознаграждение,LE-IP-YANINA,262449.8,COMMISSION
EX-a25b110cde9995f4,2024-12,мероприятие МД,LE-IP-YANINA,69300.0,OPEX_OTHER
EX-0df53264bcde8d90,2024-12,налоги,LE-OOO-DEKOR,507799.17,TAX
EX-1f9c39d86646ddda,2024-12,налоги,LE-IP-YANINA,8586.82,TAX
EX-91e42b89ba8f62af,2024-12,налоги,LE-IP-YANINA,894764.8,TAX
EX-38c955b9979f7823,2024-12,оплата труда,LE-OOO-DEKOR,1430498.18,PAYROLL
EX-e1ca490d0bbe75fc,2024-12,оплата труда,LE-IP-YANINA,1432232.92,PAYROLL
EX-4f5b9ffaf8ab7267,2024-12,печатная продукция,LE-IP-YANINA,185000.0,OPEX_OTHER
EX-e8304a3e863a96db,2024-12,"продукты, лекарства Общие",LE-IP-YANINA,4600.0,OPEX_OTHER
EX-e5b46aefbdc3f2d9,2024-12,расходники для изделий,LE-IP-YANINA,21435.0,MATERIALS_MEMO
EX-206ea2084103fdfb,2024-12,аренда,LE-OOO-DEKOR,19600.0,RENT
EX-e6c5679e6ea50dfd,2024-12,аренда,LE-IP-YANINA,749667.0,RENT
EX-1f1538c192a1e708,2024-12,коммуналка и пр.,LE-IP-YANINA,115764.3,OPEX_OTHER
EX-64039f590093f1b0,2024-12,коммуналка и пр.,LE-IP-YANINA,103030.88,OPEX_OTHER
EX-7da1f65d4e636539,2024-12,коммуналка и пр.,LE-IP-YANINA,15453.38,OPEX_OTHER
EX-246349a2a3851cee,2024-12,реклама,LE-IP-YANINA,26500.0,MARKETING
EX-5439e5bc9b9c6775,2024-12,реклама,LE-IP-YANINA,425532.0,MARKETING
EX-b01e7ec469cf385d,2024-12,софт,LE-IP-YANINA,14193.0,OPEX_OTHER
EX-334fd397e0ef4a7a,2024-12,софт,LE-IP-YANINA,20998.0,OPEX_OTHER
EX-37de33253e22ea7b,2024-12,страхование,LE-IP-YANINA,114000.0,OPEX_OTHER
EX-b4b1dbfc8ad0606c,2024-12,"ткани, фурнитура МД",LE-IP-YANINA,20458.44,MATERIALS_MEMO
EX-8f535432dbd1f5cd,2024-12,"ткани, фурнитура ИМ",LE-IP-YANINA,29946.15,MATERIALS_MEMO
EX-130eb0d21321604c,2024-12,"ткани, фурнитура Площадки",LE-IP-YANINA,13737.0,MATERIALS_MEMO
EX-f35a8cddf9d59023,2024-12,"ткани, фурнитура Площадки",LE-IP-YANINA,636533.84,MATERIALS_MEMO
EX-f02368ddc8d6f1ed,2024-12,услуги банка,LE-OOO-DEKOR,7832.5,OPEX_OTHER
EX-14d280888b8851cf,2024-12,услуги банка,LE-IP-YANINA,10906.48,OPEX_OTHER
EX-234fb7376c42fb84,2024-12,услуги банка,LE-IP-YANINA,4644.89,OPEX_OTHER
EX-68b4585c23e6d09f,2024-12,юридические услуги,LE-IP-YANINA,49750.0,OPEX_OTHER
EX-7dfd0970232c4995,2024-12,Комиссия банка ИМ Тинькофф,LE-IP-YANINA,44405.92,INTERNAL_TRANSFER_MEMO
EX-ef6015d44635c795,2024-12,Расходы по эквайрингу (Альфа),LE-IP-YANINA,7739.34,ACQUIRING_FEE
EX-29085191d4cfa53c,2024-12,Комиссия СБП,LE-IP-YANINA,2833.11,COMMISSION
EX-bb15b7a39ed0b62d,2024-12,Доставка ИМ СДЭК,LE-IP-YANINA,13170.2,LOGISTICS
EX-d3e22568cc73e988,2024-12,Счет в тинькофф,LE-IP-YANINA,2005325.0,INTERNAL_TRANSFER_MEMO
EX-ebd15239c7631831,2024-12,Столешников Марьяна,LE-IP-YANINA,-44520.0,OPEX_OTHER
EX-d48d95a0e4a2394e,2024-12,Столешников Марьяна,LE-IP-YANINA,936889.0,OPEX_OTHER
EX-acd6f2ccbd727138,2024-12,Курбанова (Казань),LE-IP-YANINA,1162548.6,COUNTERPARTY_MEMO
EX-da4274bae323705f,2024-12,Махачкала (ИП Бекеева),LE-IP-YANINA,243478.5,COUNTERPARTY_MEMO
EX-455f2822fc1eeefd,2024-12,Возврат покупателю,LE-IP-YANINA,-62100.0,OPEX_OTHER
EX-8f0a149865ee08bb,2024-12,Интернет магазин (СДЭК),LE-IP-YANINA,7476.8,LOGISTICS
EX-87456419d9572db4,2024-12,Покупка/продажа валюты,LE-IP-YANINA,276621.6,FX_MEMO
EX-9861c18681e89772,2024-12,расходы по карте декабрь 2024,LE-OOO-DEKOR,896298.68,CARD_EXPENSE
EX-e40f65aaba87d1f2,2024-12,билеты,LE-OOO-DEKOR,138428.0,OPEX_OTHER
EX-e86e8fb35130b3c7,2024-12,билеты,LE-OOO-DEKOR,172562.0,OPEX_OTHER
EX-fd7974b1d0a30e75,2024-12,шампанское,LE-OOO-DEKOR,25200.0,OPEX_OTHER
EX-e4e4ace6a4e97962,2024-12,подарки НГ коллективу,LE-OOO-DEKOR,22236.0,OPEX_OTHER
EX-38e32cc83164883b,2024-12,бумага для плоттера,LE-OOO-DEKOR,9385.0,OPEX_OTHER
EX-bceb237fb19d39ce,2024-12,пакеты булавки,LE-OOO-DEKOR,10209.0,OPEX_OTHER
EX-8c67077d89e1adad,2024-12,пакеты,LE-OOO-DEKOR,842.0,OPEX_OTHER
EX-5ccda68b2c8d126c,2024-12,подарки НГ коллективу,LE-OOO-DEKOR,88570.0,OPEX_OTHER
EX-6d6c5dc51fd51b5a,2024-12,туал.бум,LE-OOO-DEKOR,3212.0,OPEX_OTHER
EX-f181dfb7c103ce4b,2024-12,подарки НГ коллективу,LE-OOO-DEKOR,9570.0,OPEX_OTHER
EX-2d314269d304f2de,2024-12,билеты в Париж,LE-OOO-DEKOR,390884.0,OPEX_OTHER
EX-2d059dc097839a93,2024-12,канц.товары,LE-OOO-DEKOR,15067.5,OPEX_OTHER
EX-272bdc621b0ad755,2024-12,хозтовары,LE-OOO-DEKOR,10133.18,OPEX_OTHER
EX-bc12ecfdfc47a9b6,2025-01,аутсорс (одежда) Площадки,LE-IP-YANINA,212630.0,OUTSOURCE
EX-677ba4c953d2ff20,2025-01,аутсорс (одежда) ИМ,LE-IP-YANINA,161588.0,OUTSOURCE
EX-6e7511085853d227,2025-01,аутсорс МД,LE-IP-YANINA,45000.0,OUTSOURCE
EX-1929c2ee18cbd597,2025-01,аутсорс МД,LE-IP-YANINA,95326.0,OUTSOURCE
EX-43e4a809badd2200,2025-01,доставка,LE-IP-YANINA,171942.34,LOGISTICS
EX-9ef1eca32cbef3c6,2025-01,комиссия эквайринг,LE-OOO-DEKOR,17912.0,ACQUIRING_FEE
EX-1d1ef2781d21d8b9,2025-01,комиссия эквайринг,LE-IP-YANINA,17587.18,ACQUIRING_FEE
EX-a2e0dedcd4fb91eb,2025-01,налоги с зарплаты,LE-OOO-DEKOR,258746.63,PAYROLL
EX-a1d63d8c9224d577,2025-01,налоги с зарплаты,LE-IP-YANINA,185482.0,PAYROLL
EX-8872c0e99def9553,2025-01,оплата труда,LE-OOO-DEKOR,872838.46,PAYROLL
EX-f7b0a3e92c94350a,2025-01,оплата труда,LE-IP-YANINA,918511.21,PAYROLL
EX-9180936ac9021f3b,2025-01,"продукты, лекарства Общие",LE-IP-YANINA,2340.0,OPEX_OTHER
EX-9b1337873907e51e,2025-01,расходники для изделий МД,LE-IP-YANINA,122000.0,MATERIALS_MEMO
EX-1917493c1126fdd8,2025-01,аренда,LE-OOO-DEKOR,19600.0,RENT
EX-85bf3778aa11e7ae,2025-01,аренда,LE-IP-YANINA,787150.35,RENT
EX-1d9fb07ea0a53a76,2025-01,коммуналка и пр.,LE-IP-YANINA,64240.59,OPEX_OTHER
EX-77942a547be2deba,2025-01,коммуналка и пр.,LE-IP-YANINA,82643.99,OPEX_OTHER
EX-247ef384ecf81a37,2025-01,коммуналка и пр.,LE-IP-YANINA,8512.94,OPEX_OTHER
EX-df6534c2f9b83f77,2025-01,реклама,LE-IP-YANINA,412766.0,MARKETING
EX-cd45a9a0a6c58b50,2025-01,сайт,LE-IP-YANINA,42650.0,OPEX_OTHER
EX-33fdd4805d7bc40d,2025-01,расходники для изделий Площадки,LE-IP-YANINA,6180.0,MATERIALS_MEMO
EX-a91651e247144c7b,2025-01,"ткани, фурнитура Площадки",LE-IP-YANINA,68090.88,MATERIALS_MEMO
EX-fe4fd5099066ec73,2025-01,торговое оборудование,LE-OOO-DEKOR,1500.0,OPEX_OTHER
EX-118d31a1f7b30745,2025-01,услуги банка,LE-OOO-DEKOR,5044.19,OPEX_OTHER
EX-133c114a216fa530,2025-01,услуги банка,LE-IP-YANINA,10500.59,OPEX_OTHER
EX-119e64c6fc370a13,2025-01,услуги банка,LE-IP-YANINA,4430.41,OPEX_OTHER
EX-a1641db504a2b729,2025-01,Комиссия банка ИМ Тинькофф,LE-IP-YANINA,19307.64,INTERNAL_TRANSFER_MEMO
EX-bfcecd29619daaf5,2025-01,Расходы по эквайрингу (Альфа),LE-IP-YANINA,2872.8,ACQUIRING_FEE
EX-3ef5f7ab6e99410a,2025-01,расходники для изделий,LE-IP-YANINA,100470.0,MATERIALS_MEMO
EX-fb6e57e96e45da91,2025-01,Доставка ИМ СДЭК,LE-IP-YANINA,19266.0,LOGISTICS
EX-0148a22d2cadb1a7,2025-01,Счет в тинькофф,LE-IP-YANINA,588200.0,INTERNAL_TRANSFER_MEMO
EX-97bd8869df2e01e1,2025-01,Раева (Жуковский),LE-IP-YANINA,58958.0,COUNTERPARTY_MEMO
EX-26dc1729b266b35a,2025-01,Лойченко (Владивосток),LE-IP-YANINA,69850.0,COUNTERPARTY_MEMO
EX-7756775eb421a781,2025-01,Сердюкова (Хабаровск),LE-IP-YANINA,200000.0,COUNTERPARTY_MEMO
EX-501413e418045a70,2025-01,Стратонова (Иваново),LE-IP-YANINA,255476.0,COUNTERPARTY_MEMO
EX-36598eab027c1e06,2025-01,Интернет магазин (СДЭК),LE-IP-YANINA,11712.8,LOGISTICS
EX-80bcc4bf10fe4e2c,2025-01,Покупка/продажа валюты,LE-IP-YANINA,87015.79,FX_MEMO
EX-2ed289c6238c2c7b,2025-01,расходы по карте январь 2025,LE-OOO-DEKOR,245486.89,CARD_EXPENSE
EX-85b45b662bd31597,2025-01,кофе для клиентов,LE-OOO-DEKOR,2939.0,OPEX_OTHER
EX-8fc7e1c833f90710,2025-01,картриджи,LE-OOO-DEKOR,6338.0,OPEX_OTHER
EX-00bb1b8a1735bdd5,2025-01,"туал.бумага, канц.товары",LE-OOO-DEKOR,5652.0,OPEX_OTHER
EX-f87d6d4a319d3c07,2025-01,терка,LE-OOO-DEKOR,297.0,OPEX_OTHER
EX-7812c0248569e064,2025-01,накладки для утюга,LE-OOO-DEKOR,3516.0,OPEX_OTHER
EX-eb2e4ab2cdacf6b5,2025-01,обмен билетов,LE-OOO-DEKOR,212615.0,OPEX_OTHER
EX-28cc171da369dc46,2025-01,хозтовары,LE-OOO-DEKOR,13271.89,OPEX_OTHER
EX-87c372d32b1df9f0,2025-01,хозтовары,LE-OOO-DEKOR,858.0,OPEX_OTHER
EX-9862576016cad562,2025-02,агентское вознаграждение,LE-IP-YANINA,113196.8,COMMISSION
EX-c6cfeb74bd1bb91b,2025-02,аутсорс (одежда) Площадки,LE-IP-YANINA,488800.0,OUTSOURCE
EX-f634d71a82fac6e5,2025-02,аутсорс (одежда) ИМ,LE-IP-YANINA,66680.0,OUTSOURCE
EX-5079c0ef61135b59,2025-02,аутсорс МД,LE-IP-YANINA,7100.0,OUTSOURCE
EX-b614672a831a656d,2025-02,доставка,LE-IP-YANINA,41005.18,LOGISTICS
EX-ec45e7e1ac94f195,2025-02,комиссия эквайринг,LE-OOO-DEKOR,12798.0,ACQUIRING_FEE
EX-2e46585c5522b9ae,2025-02,комиссия эквайринг,LE-IP-YANINA,26264.16,ACQUIRING_FEE
EX-36892fee186a7f1e,2025-02,"налоги (УСН, транспортный)",LE-OOO-DEKOR,10200.0,TAX
EX-eaccf3006e400c2e,2025-02,"налоги (УСН, транспортный)",LE-IP-YANINA,38000.0,TAX
EX-c0fef0627afbe857,2025-02,налоги с зарплаты,LE-OOO-DEKOR,407234.6,PAYROLL
EX-b299d4b5b1bbb643,2025-02,налоги с зарплаты,LE-IP-YANINA,286210.06,PAYROLL
EX-82ce4b6edfe42025,2025-02,оплата труда,LE-OOO-DEKOR,381588.0,PAYROLL
EX-e2edeb2f68aed16c,2025-02,оплата труда,LE-IP-YANINA,343806.0,PAYROLL
EX-1fc0f209450a1813,2025-02,подарки партнерам,LE-IP-YANINA,162016.0,OPEX_OTHER
EX-88401c8efe247bde,2025-02,"продукты, лекарства Общие",LE-IP-YANINA,11320.0,OPEX_OTHER
EX-87a3fa64b1c9f3c9,2025-02,прочее,LE-OOO-DEKOR,23400.0,OPEX_OTHER
EX-8728a51bd30f5bd5,2025-02,аренда,LE-OOO-DEKOR,25800.0,RENT
EX-b336cea82901a722,2025-02,аренда,LE-IP-YANINA,68081.32,RENT
EX-b36180b51da53461,2025-02,аренда,LE-IP-YANINA,787150.35,RENT
EX-f92ffa6d768efbab,2025-02,коммуналка и пр.,LE-IP-YANINA,135972.82,OPEX_OTHER
EX-b8367fb239ea375d,2025-02,коммуналка и пр.,LE-IP-YANINA,27798.06,OPEX_OTHER
EX-cf5a6177dba38e20,2025-02,коммуналка и пр.,LE-IP-YANINA,8512.94,OPEX_OTHER
EX-f776ca163e507c06,2025-02,реклама МД,LE-IP-YANINA,212766.0,MARKETING
EX-a0029b76131bd1ef,2025-02,сайт,LE-IP-YANINA,48720.0,OPEX_OTHER
EX-c0536e0fd15b3434,2025-02,софт ИМ,LE-IP-YANINA,5319.0,OPEX_OTHER
