material_id,name,article_hint,warehouse,qty,amount_rub,unit_cost_rub,snapshot_date,rank,share_pct,cum_share_pct,abc_class,so_t,method,warning
MAT-548ba25a44e7381a,"Бархат х/б, баклажан 6-003",6-003,Основной склад,7.1,11715.0,1650.0,2026-05-31,640,0.039,86.98,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-a8a62219773e60be,Шифон бледно-розовый 18-001,18-001,Основной склад,9.0,11700.0,1300.0,2026-05-31,641,0.039,87.02,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-4c918b3278d7467e,Шифон светло зеленый 18-005,18-005,Основной склад,9.0,11700.0,1300.0,2026-05-31,642,0.039,87.06,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-dd04074e5306d3c0,"Бархат стрейч, морская волна 6-053",6-053,Основной склад,28.5,11685.0,410.0,2026-05-31,643,0.039,87.09,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-37094b3dcffb6a48,"Х/Б штапель, голубой 4Ш-014",,Основной склад,29.2,11680.0,400.0,2026-05-31,644,0.039,87.13,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-571bf3dff8dec641,Синтетическая ткань оранжевый эко-шелк 20-023,20-023,Основной склад,23.3,11650.0,500.0,2026-05-31,645,0.039,87.17,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-42c14483105f6269,Х/Б батист девочки Y на белом 4А-037,,Основной склад,11.6,11600.0,1000.0,2026-05-31,646,0.039,87.21,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-5bd4f17dd05368ee,"Х/Б кайма, сине-белая полоска, 4А-113",,Основной склад,8.0,11600.0,1450.0,2026-05-31,647,0.039,87.25,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-cf4dd1e1b9125229,"Шерсть, молочный 8-037",8-037,Основной склад,5.8,11600.0,2000.0,2026-05-31,648,0.039,87.29,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-6b772a5fa710cf9e,Х/Б Хлопок микс средний розовый 4А-068,,Основной склад,8.0,11600.0,1450.0,2026-05-31,649,0.039,87.33,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-308a2705aa538519,"Шелк белый, принт оранжевый хаотичные ""Y"" 17A-017",,Основной склад,4.0,11600.0,2900.0,2026-05-31,650,0.039,87.37,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-57b87b00bbb13076,"Шерсть, серый в полоску с золотым люрексом 8-014",8-014,Основной склад,5.76,11520.0,2000.0,2026-05-31,651,0.039,87.41,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-c1723a5611f26c60,Трикотаж горох шерсть 23-055,23-055,Основной склад,11.5,11500.0,1000.0,2026-05-31,652,0.039,87.44,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-d6d243c1c2db1ea7,"Трикотаж, фуксия футболочный 23-027",23-027,Основной склад,23.0,11500.0,500.0,2026-05-31,653,0.039,87.48,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-7a68f9a17cbd83ad,"Шифон ,принт зебра коричневая 19-019",19-019,Основной склад,5.75,11500.0,2000.0,2026-05-31,654,0.039,87.52,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-908514bd58ff37bd,"Шифон зеленый, принт крупный микс 19A-010",,Основной склад,5.0,11500.0,2300.0,2026-05-31,655,0.039,87.56,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-3f6ef77fdd9aee43,"Х/Б цветы, голубой фон, 4А-080",,Основной склад,7.9,11455.0,1450.0,2026-05-31,656,0.038,87.6,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-024d926aebd821b5,"Х/Б штапель, белый 4Ш-001",,Основной склад,28.5,11400.0,400.0,2026-05-31,657,0.038,87.64,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-6a8bb8d43ff76277,"Шерсть пальтовая, красный 9-015",9-015,Основной склад,3.8,11400.0,3000.0,2026-05-31,658,0.038,87.67,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-e26b0da3b14ef7c5,"Шерсть, коричневый 8-003",8-003,Основной склад,5.7,11400.0,2000.0,2026-05-31,659,0.038,87.71,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-13c9a7375e62b886,"Шерсть, оранжевый 8-062",8-062,Основной склад,4.55,11375.0,2500.0,2026-05-31,660,0.038,87.75,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-281887f649f117b5,"Лен красный, 3-005",3-005,Основной склад,15.1,11325.0,750.0,2026-05-31,661,0.038,87.79,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-6da47f58d728476c,"Джинсовая ткань, черная 4-043",4-043,Основной склад,13.9,11259.58,810.04,2026-05-31,662,0.038,87.83,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-8d874acae0a99526,"Х/Б саржа, черный с принтом ""Y и девочки"" 4А-021",,Основной склад,7.5,11250.0,1500.0,2026-05-31,663,0.038,87.86,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-1819d73dd50af24d,"Шелк, темно-телесный 16-012",16-012,Основной склад,7.5,11250.0,1500.0,2026-05-31,664,0.038,87.9,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-b0d183e6bb50503f,"Хлопок желтый, 4-050",4-050,Основной склад,15.0,11250.0,750.0,2026-05-31,665,0.038,87.94,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-84c1b36749463ac1,Вечерняя ткань бронзовые пайетки круглые 12-031,12-031,Основной склад,0.68,11220.0,16500.0,2026-05-31,666,0.038,87.98,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-d7f8e68772103c57,"Вечерняя ткань, глитер на сетке, серебро 12-055",12-055,Основной склад,18.7,11220.0,600.0,2026-05-31,667,0.038,88.02,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-04ccd4905f3f3bae,Батист черный 4-025,4-025,Основной склад,28.0,11200.0,400.0,2026-05-31,668,0.038,88.05,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-99cbea8c73e31283,"Шифон серый, принт белый горох 19-029",19-029,Основной склад,5.6,11200.0,2000.0,2026-05-31,669,0.038,88.09,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-43e1bf019d2fb06a,"Кружево, синий 13-025",13-025,Основной склад,6.75,11137.5,1650.0,2026-05-31,670,0.037,88.13,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-75ab74e508e6b993,"Кружево, разноцветный (оттенки синего) 13-026",13-026,Основной склад,11.1,11100.0,1000.0,2026-05-31,671,0.037,88.16,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-aa35807e45d9de80,Х/Б черные крестики на белом  4П-025,,Основной склад,12.3,11070.0,900.0,2026-05-31,672,0.037,88.2,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-8d9d797c8300b2c8,Шифон розовый 18-051,18-051,Основной склад,8.5,11050.0,1300.0,2026-05-31,673,0.037,88.24,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-4ff76ea57e60d38c,"Хлопок розовый, 4-052",4-052,Основной склад,18.0,11001.6,611.2,2026-05-31,674,0.037,88.28,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-d1b9f1eee3d1080e,"Парча, коричневый 15-029",15-029,Основной склад,5.5,11000.0,2000.0,2026-05-31,675,0.037,88.31,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-e166f906dcfbe6ac,"Парча, оранжевая 15-003",15-003,Основной склад,5.5,11000.0,2000.0,2026-05-31,676,0.037,88.35,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-2c0edd04c578d97b,"Тафта, коричневый 2-008",2-008,Основной склад,5.0,11000.0,2200.0,2026-05-31,677,0.037,88.39,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-540e5ff252c5297a,"Тафта, синий 2-025",2-025,Основной склад,5.0,11000.0,2200.0,2026-05-31,678,0.037,88.42,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-cf2520f5819a3cba,"Тафта, синий 2-030",2-030,Основной склад,5.0,11000.0,2200.0,2026-05-31,679,0.037,88.46,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-576ec7ec3cce794e,"Тафта, фиолетовый 2-041",2-041,Основной склад,5.0,11000.0,2200.0,2026-05-31,680,0.037,88.5,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-b9ee1a8a251e3db0,"Чесуча, зеленый 1-002",1-002,Основной склад,5.0,11000.0,2200.0,2026-05-31,681,0.037,88.53,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-f5b2f019d0d5e8fb,"Дюшес, сиреневый 5-005",5-005,Основной склад,5.0,11000.0,2200.0,2026-05-31,682,0.037,88.57,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-2ac21573e7fb0a6c,"Тафта-хамелеон, бежевый с синим 2-И-001",,Основной склад,5.0,11000.0,2200.0,2026-05-31,683,0.037,88.61,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-119399c14d94db02,"Тафта, морская волна 2-040",2-040,Основной склад,5.0,11000.0,2200.0,2026-05-31,684,0.037,88.64,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-21e90d19854bcfa2,"Тафта, темно-бежевый 2-038",2-038,Основной склад,5.0,11000.0,2200.0,2026-05-31,685,0.037,88.68,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-576ec7ec3cce794e,"Тафта, фиолетовый 2-041",2-041,Основной склад,5.0,11000.0,2200.0,2026-05-31,686,0.037,88.72,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-42c14483105f6269,Х/Б батист девочки Y на белом 4А-037,,Основной склад,11.0,11000.0,1000.0,2026-05-31,687,0.037,88.76,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-50d38a3a022a5021,"БРАК Х/Б папайя, бирюзовый фон, 4А-096",,Основной склад,30.0,10980.0,366.0,2026-05-31,688,0.037,88.79,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-11bf787212d75c91,"Шелк, телесный 16-010",16-010,Основной склад,7.3,10950.0,1500.0,2026-05-31,689,0.037,88.83,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-6809a3064009e541,"Х/Б бежевый с вышитыми сотами, 4-001",4-001,Основной склад,15.6,10920.0,700.0,2026-05-31,690,0.037,88.87,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-0e176ec816809a0d,Шелк кайма розовый-зеленый-розовый 17A-040,,Основной склад,3.5,10850.0,3100.0,2026-05-31,691,0.036,88.9,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-9a6e3df44a4017e0,"Креп тонкий шерсть, красный 10-005",10-005,Основной склад,5.4,10800.0,2000.0,2026-05-31,692,0.036,88.94,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-17787b69435435a6,"Трикотаж италия, голубой масло 23-052",23-052,Основной склад,7.2,10800.0,1500.0,2026-05-31,693,0.036,88.97,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-c8d5622d5312e30b,"Хлопок темно-синий, 4-038",4-038,Основной склад,27.0,10800.0,400.0,2026-05-31,694,0.036,89.01,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-3206d4eabc8a2102,"Шелк, мелкие цветные листочки 17-008",17-008,Основной склад,7.2,10800.0,1500.0,2026-05-31,695,0.036,89.05,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-6820b845e033635d,"Бархат стрейч, темно-синий 6-051",6-051,Основной склад,26.3,10783.0,410.0,2026-05-31,696,0.036,89.08,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-83fb085039a72119,"Бархат х/б, бежевый 6-039",6-039,Основной склад,4.3,10750.0,2500.0,2026-05-31,697,0.036,89.12,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-c52de874b66107e7,"Шелк белый, принт полоски серые 17A-055",,Основной склад,3.7,10730.0,2900.0,2026-05-31,698,0.036,89.15,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-366b69456da1c1cf,Шелка кайма белый-розовый-белый 17A-042,,Основной склад,3.45,10695.0,3100.0,2026-05-31,699,0.036,89.19,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-e0b94317c8106ebb,Х/Б полоска на голубом 4П-019,,Основной склад,17.8,10680.0,600.0,2026-05-31,700,0.036,89.23,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-fb2aa6d35c10385f,"Шелк, белый в крупный горох 17-002",17-002,Основной склад,5.3,10600.0,2000.0,2026-05-31,701,0.036,89.26,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-3cec42a22a7a822b,"Шерсть, коричневый с люрексом 8-045",8-045,Основной склад,5.3,10600.0,2000.0,2026-05-31,702,0.036,89.3,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-9abdc37089300cc3,"Шелк, фиолетовый 16-036",16-036,Основной склад,7.05,10575.0,1500.0,2026-05-31,703,0.035,89.33,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-6fd4437add7f4093,"Кружево, белый 13-061",13-061,Основной склад,3.0,10560.0,3520.0,2026-05-31,704,0.035,89.37,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-c163fbfd2e192083,Шифон бежевый креповый 18-012,18-012,Основной склад,6.0,10560.0,1760.0,2026-05-31,705,0.035,89.4,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-804fd341f6894519,"Кружево, черный 13-096",13-096,Основной склад,10.5,10500.0,1000.0,2026-05-31,706,0.035,89.44,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-086cbd0e9c26ef0a,Х/Б штапель серый пляж 4А-010,,Основной склад,7.0,10500.0,1500.0,2026-05-31,707,0.035,89.47,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-bc4dc9d4a00b4600,"Шерсть пальтовая, бежевый 9-025",9-025,Основной склад,3.5,10500.0,3000.0,2026-05-31,708,0.035,89.51,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-eccee20d54739bac,"Х/Б горошек, голубой фон, 4А-090",,Основной склад,8.6,10406.0,1210.0,2026-05-31,709,0.035,89.54,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-7edbc9a2b6e743c8,"Органза, графит 21-030",21-030,Основной склад,10.4,10400.0,1000.0,2026-05-31,710,0.035,89.58,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-a9c4be92892e1797,"Тафта, серый 2-О-005",,Основной склад,4.7,10340.0,2200.0,2026-05-31,711,0.035,89.61,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-befab3517ced7577,"Чесуча, красно-зеленый 1-004",1-004,Основной склад,4.7,10340.0,2200.0,2026-05-31,712,0.035,89.65,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-874b5929795f1e71,"Х/Б штапель, бежевый 4Ш-013",,Основной склад,25.8,10320.0,400.0,2026-05-31,713,0.035,89.68,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-3740a806a313b354,"Трикотаж графит, под шерсть 23-021",23-021,Основной склад,15.8,10270.0,650.0,2026-05-31,714,0.034,89.72,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-380d48040990d166,"Кружево, серый 13-078",13-078,Основной склад,2.9,10208.0,3520.0,2026-05-31,715,0.034,89.75,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-6d49b3c25c1df943,"Шерсть пальтовая, бежевый 9-014",9-014,Основной склад,3.4,10200.0,3000.0,2026-05-31,716,0.034,89.79,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-7d854ce4325c2a09,"Шерсть пальтовая, синий 9-007",9-007,Основной склад,3.4,10200.0,3000.0,2026-05-31,717,0.034,89.82,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-4aef2abe5eae2aad,"Эко кожа, черный 25-010",25-010,Основной склад,14.5,10150.0,700.0,2026-05-31,718,0.034,89.85,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-253d8d44904cbe14,"Шелк синий, принт грибы 17A-011",,Основной склад,3.5,10150.0,2900.0,2026-05-31,719,0.034,89.89,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-0e5bd0c917b8df90,"Шелк черный, принт грибы 17A-010",,Основной склад,3.5,10150.0,2900.0,2026-05-31,720,0.034,89.92,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-705ee2df4ee271c8,"Лен черный, 3-001",3-001,Основной склад,13.5,10125.0,750.0,2026-05-31,721,0.034,89.96,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-300f63c5e156ec4c,"Бархат стрейч, бирюзовый 6-049",6-049,Основной склад,24.5,10045.0,410.0,2026-05-31,722,0.034,89.99,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-c0f5b320d104fc47,"Вечерняя ткань, трикотаж с люрексом фиолетовая 12-065",12-065,Основной склад,12.5,10000.0,800.0,2026-05-31,723,0.034,90.02,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-51de3cba502d2dcd,"Кружево плотное, мятный 13-021",13-021,Основной склад,10.0,10000.0,1000.0,2026-05-31,724,0.034,90.06,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-ea68a989724840d3,"Органза, черный, принт черные бантики 21-014",21-014,Основной склад,4.0,10000.0,2500.0,2026-05-31,725,0.034,90.09,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-fac7d3f4dec3ebcd,"Шелк, абежевый с рисунком цветы 17-012",17-012,Основной склад,5.0,10000.0,2000.0,2026-05-31,726,0.034,90.12,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-bad110011a6b150a,"Шерсть, серый в полоску 8-013",8-013,Основной склад,5.0,10000.0,2000.0,2026-05-31,727,0.034,90.16,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-3e37fd9c5570caf3,Вечерняя ткань черная сетка с серым стеклярусом 12-005,12-005,Основной склад,4.5,9900.0,2200.0,2026-05-31,728,0.033,90.19,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-f1c1257ab474f574,"Дюшес, розовый 5-002",5-002,Основной склад,4.5,9900.0,2200.0,2026-05-31,729,0.033,90.22,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-dea5e138f6eb024a,"Трикотаж, футер бежевый 23-077",23-077,Основной склад,16.5,9900.0,600.0,2026-05-31,730,0.033,90.26,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-2cb15e0efe76eb3b,"Х/Б саржа, молочный с принтом ""девочки"" 4А-006",,Основной склад,6.6,9900.0,1500.0,2026-05-31,731,0.033,90.29,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-f754b74d721924ed,"Чесуча, бежевый 1-011",1-011,Основной склад,4.5,9900.0,2200.0,2026-05-31,732,0.033,90.32,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-5942fcce1a659b56,"Чесуча, бордовый 1-009",1-009,Основной склад,4.5,9900.0,2200.0,2026-05-31,733,0.033,90.36,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-f754b74d721924ed,"Чесуча, бежевый 1-011",1-011,Основной склад,4.5,9900.0,2200.0,2026-05-31,734,0.033,90.39,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-e73f7d45ddbc29e3,"Шелк, синий 16-020",16-020,Основной склад,4.5,9900.0,2200.0,2026-05-31,735,0.033,90.42,B,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
