article_norm,article_family,person_sources,person_lines_n,person_years,clients_sample,products_sample,cost_rub_sum_indicative,cost_lines_n,hours_sum,in_collection_sales,collection_sale_eur,collection_link_coverage,collection_priority,in_sku_master,in_stock_cost,bridge_value,so_t,do_not_auto_accept
30-15,COLLECTION_STYLE,embroidery|mokeeva,8,2024-2026|2025,Климова|Климова Е,"жакет|жакет ""звезды""",17200.0,1,88.5,N,,,,N,N,ORPHAN_COST,N,YES
47-08,COLLECTION_STYLE,embroidery|mokeeva,8,2024-2026|2025,Коллекция|Коллекция 47,жакет|цветок|юбка,52510.0,2,122.5,N,,,,N,N,ORPHAN_COST,N,YES
48-10,COLLECTION_STYLE,embroidery|mokeeva,8,2024-2026|2026,Коллекция|Коллекция 48,платье,,0,134.5,N,,,,N,N,ORPHAN_COST,N,YES
48-17,COLLECTION_STYLE,embroidery|mokeeva,8,2024-2026|2026,Коллекция|Коллекция 48,блуза|платье|турнюр,,0,43.0,N,,,,N,N,ORPHAN_COST,N,YES
43-15,COLLECTION_STYLE,embroidery,8,2024-2026,Литвинюк,платье,,0,313.9,Y,15680.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
45-02,COLLECTION_STYLE,embroidery,8,2024-2026,Коллекция|Кулишова|Повтор,комбинезон,,0,197.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3223А,GOODS_STYLE,embroidery,8,2024-2026,Запас|Капсула,свитер,,0,86.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3365,GOODS_STYLE,embroidery|mokeeva|zhukova,7,2024-2026|2026,Жукова|Сазонова,БЛУЗОН|блуза|блуза/шорты,37736.0,3,14.5,Y,2352.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3063,GOODS_STYLE,zhukova,7,2024|2025|2026,,БРЮКИ,6926.0,7,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3083,GOODS_STYLE,mokeeva|zhukova,7,2024|2025,Фомина,КЕЙП|кейп перья с барх завяз,260348.0,5,,Y,33840.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2600,GOODS_STYLE,merkushina|mokeeva|zhukova,7,2024|2025|ИМ,Черник,БРЮКИ|Брюки|Брюки ЧерныйДюшес,17940.54,7,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3160,GOODS_STYLE,zhukova,7,2025,,ПЛАТЬЕ|ПЛАТЬЕ(блуза),17185.0,7,,Y,4002.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3143,GOODS_STYLE,mokeeva|zhukova,7,2025,Мадина|Сазонова,ФРЕНЧ|френч,44164.0,7,,Y,5016.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3112,GOODS_STYLE,mokeeva|zhukova,7,2025,Фомина,ЮБКА|юбка,24659.0,7,,Y,3826.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3188,GOODS_STYLE,embroidery|zhukova,7,2024-2026|2025,Капсула,ДУБЛЕНКА|жакет,21900.0,1,76.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3278,GOODS_STYLE,embroidery|mokeeva|zhukova,7,2024-2026|2025,Ершова|Ершова С|Фомина,БЛУЗОН|блуза|блузон с выш,43734.0,3,30.5,Y,4455.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3296,GOODS_STYLE,embroidery|mokeeva|zhukova,7,2024-2026|2025,МД повтор НГ|Удрас,ПЛАТЬЕ|платье,41093.0,5,5.0,Y,2720.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
Т-3140,GOODS_STYLE,embroidery|merkushina,7,2024-2026|ИМ|Площадки,ЦУМ|Чилингарова,"платье|платье длинное, свободного кроя, с рукав",235032.6,2,23.0,N,,,,N,N,ORPHAN_COST,N,YES
Т-2673,GOODS_STYLE,embroidery|merkushina,7,2024-2026|ИМ,ЦУМ,Блузка бархатная с вышивкой|блуза,5353.52,1,74.5,N,,,,N,N,ORPHAN_COST,N,YES
43-07,COLLECTION_STYLE,embroidery|mokeeva,7,2024-2026|2025,Кулишова М|Лукоянова,брюки|жакет,49770.0,3,15.0,Y,16860.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
45-07,COLLECTION_STYLE,embroidery|mokeeva,7,2024-2026|2025,Запас|Коллекция|Кузьмич Т,жакет|жилет|юбка,30725.0,2,36.0,Y,4506.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
33-04,COLLECTION_STYLE,embroidery|mokeeva,7,2024-2026|2025,Москова,платье,29100.0,1,87.0,N,,,,N,N,ORPHAN_COST,N,YES
0-1380,GOODS_STYLE,embroidery|mokeeva,7,2024-2026|2025,Черник|Черник ИВ,"блуза ""сереб листья""|блузон",18368.0,1,143.5,N,,,,N,N,ORPHAN_COST,N,YES
47-02,COLLECTION_STYLE,embroidery|mokeeva,7,2024-2026|2025,Коллекция|Коллекция 47,боди,29600.0,1,133.5,N,,,,N,N,ORPHAN_COST,N,YES
38-20,COLLECTION_STYLE,embroidery|mokeeva,7,2024-2026|2026,МД|МД повтор,платье,127019.0,1,104.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3390,GOODS_STYLE,embroidery|mokeeva,7,2024-2026|2026,Круиз|Круиз 26,жакет|жакет б|жакет ч,33350.8,1,8.0,Y,1470.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3404,GOODS_STYLE,embroidery|mokeeva,7,2024-2026|2026,Круиз|Круиз 26,платье|платье туника,23279.0,1,22.0,N,,,,N,N,ORPHAN_COST,N,YES
0-2163,GOODS_STYLE,embroidery|mokeeva,7,2024-2026|2026,Ищеева,платье|платье н/п,114758.0,1,87.5,N,,,,Y,N,GOODS_COST_ONLY,N,YES
48-32,COLLECTION_STYLE,embroidery|mokeeva,7,2024-2026|2026,Коллекция|Коллекция 48,платье,,0,46.5,N,,,,N,N,ORPHAN_COST,N,YES
Т-2967,GOODS_STYLE,embroidery,7,2024-2026,ЦУМ,платье,,0,99.0,N,,,,N,N,ORPHAN_COST,N,YES
46-05,COLLECTION_STYLE,embroidery,7,2024-2026,Коллекция,жакет,,0,148.5,Y,824.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3223В,GOODS_STYLE,embroidery,7,2024-2026,Запас|Капсула|капсула,свитер,,0,104.5,Y,1540.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3194А,GOODS_STYLE,embroidery,7,2024-2026,Капсула,палантин,,0,66.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3092В,GOODS_STYLE,embroidery,7,2024-2026,ЦУМ,палантин,,0,132.0,N,,,,N,N,ORPHAN_COST,N,YES
0-1442,GOODS_STYLE,zhukova,6,2024|2025|2026,,ЮБКА,37015.0,6,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2852,GOODS_STYLE,embroidery|zhukova,6,2024-2026|2026,Жукова,КАФТАН|парео,15447.0,1,15.5,N,,,,Y,N,GOODS_COST_ONLY,N,YES
0-3058,GOODS_STYLE,zhukova,6,2024|2025,,БЛУЗА|СВИТШОТ,10984.0,5,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-1416,GOODS_STYLE,merkushina|zhukova,6,2025|Площадки,,"БРЮКИ|Брюки женские (джогеры), из стрейч барха|ДЖОГГЕРЫ",10373.94,6,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3116А,GOODS_STYLE,embroidery|zhukova,6,2024-2026|2025,Погодина,ЖАКЕТ|жакет(белый),5673.0,2,17.5,Y,3152.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3155,GOODS_STYLE,mokeeva|zhukova,6,2025,Кулишова М|Кулишова Н,ШОРТЫ|шорты|шорты батист,34034.0,6,,Y,555.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-3111,GOODS_STYLE,embroidery|mokeeva|zhukova,6,2024-2026|2025,Гонтова,ЖАКЕТ|жакет|жакет с выш на спине,36448.0,3,4.0,Y,1870.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3141,GOODS_STYLE,zhukova,6,2025,,ВЫШИВКА|КАФТАН,60930.0,6,,Y,4710.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3179,GOODS_STYLE,embroidery|zhukova,6,2024-2026|2025,Жукова,ФУТБОЛКА|ФУТБОЛКИ|футболка,4093.0,4,5.0,Y,1484.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3157А,GOODS_STYLE,embroidery|zhukova,6,2024-2026|2025,Жукова|Круиз,КЕЙП|кейп|кейп(белый),37281.0,3,22.0,Y,3060.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3189,GOODS_STYLE,embroidery|mokeeva|zhukova,6,2024-2026|2025,Влада|Гонтова|Гонтова Н,ДУБЛЕНКА|дубленка,186552.0,4,1.5,Y,16344.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3270,GOODS_STYLE,embroidery|mokeeva|zhukova,6,2024-2026|2025,Капсула|осен.капсула 25,ПЛАТЬЕ|платье,25400.0,2,16.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3102,GOODS_STYLE,embroidery|zhukova,6,2024|2024-2026,ЦУМ,ПАЛЬТО|накидка|халат,53031.0,3,62.0,Y,6300.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3090,GOODS_STYLE,embroidery|zhukova,6,2024|2024-2026,ЦУМ,КЕЙП|НАКИДКА|накидка,16777.0,1,106.0,Y,4160.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3128С,GOODS_STYLE,embroidery|mokeeva,6,2024-2026|2025,Круиз|круиз 25,жакет|куртка(розовая)|куртка(фуксия),18240.0,1,26.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3194,GOODS_STYLE,embroidery|mokeeva,6,2024-2026|2025,Капсула|МД|осен.капсула 25,палантин,2500.0,1,14.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3298,GOODS_STYLE,embroidery|mokeeva,6,2024-2026|2025,МД|НГ капсула,"брошь|брошь ""Лист""|платье М",12000.0,1,22.5,Y,1760.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
36-01,COLLECTION_STYLE,embroidery|mokeeva,6,2024-2026|2025,Харитонова,жакет,30487.0,1,55.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3320,GOODS_STYLE,embroidery|mokeeva,6,2024-2026|2026,МД|МД запуск Канны,платье,150982.0,1,67.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3394,GOODS_STYLE,embroidery|mokeeva,6,2024-2026|2026,Круиз|Круиз 26|Кулишова,юбка шорты|юбка-шорты,31634.0,2,4.0,Y,776.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
48-31,COLLECTION_STYLE,embroidery|mokeeva,6,2024-2026|2026,Коллекция|Коллекция 48,платье|турнюр,,0,5.0,N,,,,N,N,ORPHAN_COST,N,YES
44-03,COLLECTION_STYLE,embroidery,6,2024-2026,Харитонова,жакет,,0,33.5,Y,3450.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
45-26,COLLECTION_STYLE,embroidery,6,2024-2026,Коллекция,платье,,0,53.0,N,,,,N,N,ORPHAN_COST,N,YES
0-2973,GOODS_STYLE,embroidery,6,2024-2026,Меркушина|ЦУМ,блуза|рубашка,,0,21.5,Y,570.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3128А,GOODS_STYLE,embroidery,6,2024-2026,Круиз,куртка(серая),,0,21.5,N,,,,N,N,ORPHAN_COST,N,YES
Т-3152А,GOODS_STYLE,embroidery,6,2024-2026,ЦУМ,блуза,,0,19.0,N,,,,N,N,ORPHAN_COST,N,YES
0-2807,GOODS_STYLE,embroidery,6,2024-2026,МД,пальто,,0,126.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3349,GOODS_STYLE,mokeeva|zhukova,5,2026,Фомина|Хачатрян Т,БРЮКИ|брюки|брюки б/п,110017.4,5,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
47-24,COLLECTION_STYLE,mokeeva|zhukova,5,2025|2026,Коллекция 47,БАЛЕРО|ПЛАТЬЕ|платье с пелериной,98439.0,5,,N,,,,N,N,ORPHAN_COST,N,YES
0-3419,GOODS_STYLE,zhukova,5,2026,,РУБАШКА,16115.0,5,,Y,1980.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3331А,GOODS_STYLE,zhukova,5,2026,,БРАСЛЕТ|БРАСЛЕТЫ,5580.0,5,,N,,,,N,N,ORPHAN_COST,N,YES
0-1178,GOODS_STYLE,merkushina|zhukova,5,2025|2026|ИМ,,ПАЛЬТО|ПАЛЬТО-ХАЛАТ|Пальто - халат,8767.0,5,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3073,GOODS_STYLE,zhukova,5,2024|2025|2026,,БЛУЗА|СВИТШОТ,6345.0,4,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
48-29,COLLECTION_STYLE,embroidery|mokeeva|zhukova,5,2024-2026|2026,Коллекция|Коллекция 48,ВЫШИВКА|платье|пояс,870.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-2470,GOODS_STYLE,zhukova,5,2024|2025,,ЮБКА,13270.0,5,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3097,GOODS_STYLE,zhukova,5,2024|2025,,ПАЛЬТО,43861.0,4,,Y,11280.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2702,GOODS_STYLE,embroidery|zhukova,5,2024-2026|2025,Фомина,ПЛАТЬЕ|платье,4540.0,1,18.0,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3060,GOODS_STYLE,zhukova,5,2024|2025,,ЮБКА,4887.0,5,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3032А,GOODS_STYLE,embroidery|zhukova,5,2024|2024-2026|2025,Жукова,"ЮБКА|юбка""Герда""",8377.0,2,10.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3154,GOODS_STYLE,mokeeva|zhukova,5,2025,Кулишова Н,БЛУЗА|рубашка,18186.0,5,,Y,1358.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-3120,GOODS_STYLE,mokeeva|zhukova,5,2025|2026,Резеда|Янакова,ПЛАТЬЕ|платье,31034.0,5,,Y,1280.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-3025,GOODS_STYLE,embroidery|mokeeva|zhukova,5,2024-2026|2025,Бакунина ИМ|Жукова,БЛУЗОН|блуза|жакет,12410.0,3,12.0,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3156,GOODS_STYLE,mokeeva|zhukova,5,2025,Филимонова,БРЮКИ|брюки,16200.0,5,,Y,2159.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3178,GOODS_STYLE,embroidery|zhukova,5,2024-2026|2025,Жукова,ВЫШИВКА|МАЙКА|майка,20604.0,4,2.0,Y,1402.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3172,GOODS_STYLE,embroidery|mokeeva|zhukova,5,2024-2026|2025,Гонтова,ЮБКА|юбка,18908.0,2,4.0,Y,1080.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-1672В,GOODS_STYLE,embroidery|zhukova,5,2024-2026|2025,Жукова,РУБАШКА|рубашка,3294.0,2,5.5,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-1672С,GOODS_STYLE,embroidery|zhukova,5,2024-2026|2025,Жукова|ЦУМ,РУБАШКА|рубашка,1647.0,1,14.5,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2560,GOODS_STYLE,mokeeva|zhukova,5,2025|2026,Казьмина,КИМОНО|пальто халат,73733.5,5,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3275,GOODS_STYLE,mokeeva|zhukova,5,2025|2026,Баткаева|Владимирова|Кулишова М,БРЮКИ|брюки|брюки н/п,105419.0,5,,Y,5035.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3191А,GOODS_STYLE,embroidery|zhukova,5,2024-2026|2025,Дмитриева|Капсула|Шелудченко,БЛУЗА|блузон (кожа+бархат)|блузон(мех),18802.0,1,62.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3294,GOODS_STYLE,embroidery|zhukova,5,2024-2026|2025,Жукова А.,ПЛАТЬЕ|платье,11342.0,4,4.5,Y,7360.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3300,GOODS_STYLE,mokeeva|zhukova,5,2025|2026,Гонтова|Уланова|Якунина Ю,БЛУЗА|блуза,68230.0,5,,Y,3066.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2393,GOODS_STYLE,embroidery|mokeeva|zhukova,5,2024|2024-2026|2025,Луковникова,ПЛАТЬЕ|платье,27154.0,2,4.0,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3096,GOODS_STYLE,mokeeva|zhukova,5,2024|2025,Казьмина,ТОП|топ,22213.0,3,,Y,2855.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
Т-2804,GOODS_STYLE,embroidery|merkushina,5,2024-2026|Площадки,Запас|Маркушина,Жакет с клевантами принт ГОРОХ|блузон,17712.94,1,29.0,N,,,,N,N,ORPHAN_COST,N,YES
Т-3178,GOODS_STYLE,embroidery|merkushina,5,2024-2026|ИМ|Площадки,ЦУМ,"майка с вышивкой ""перец"", белый хлопок|футболка",24544.0,2,11.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3243,GOODS_STYLE,embroidery|merkushina,5,2024-2026|ИМ,Меркушина|ЦУМ,Худи из плотного футера|худи,8693.07,1,2.5,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2489,GOODS_STYLE,embroidery|mokeeva,5,2024-2026|2025,Батурина,жакет|жакет(кожа),23170.0,1,10.5,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2754А,GOODS_STYLE,mokeeva,5,2025,Батурина|Фомина,платье|платье комб,50020.0,5,,Y,4740.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3018,GOODS_STYLE,embroidery|mokeeva,5,2024-2026|2025,Мадина,платье|платье колье,22440.0,1,58.0,Y,6446.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3012,GOODS_STYLE,embroidery|mokeeva,5,2024-2026|2025,Мадина,пальто,26595.0,1,79.5,Y,4080.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
46-12,COLLECTION_STYLE,embroidery|mokeeva,5,2024-2026|2025,Коллекция|коллекция 46,кейп,8960.0,1,69.5,N,,,,N,N,ORPHAN_COST,N,YES
0-1302,GOODS_STYLE,embroidery|mokeeva,5,2024-2026|2025,Лолита,блузон,15201.0,1,34.5,N,,,,N,N,ORPHAN_COST,N,YES
41-12,COLLECTION_STYLE,embroidery|mokeeva,5,2024-2026|2026,Марианна,платье,81402.0,1,63.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3392,GOODS_STYLE,embroidery|mokeeva,5,2024-2026|2026,Ершова|Круиз|Круиз 26,платье,46065.0,1,6.5,Y,4160.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
23-11,COLLECTION_STYLE,embroidery|mokeeva,5,2024-2026|2026,Литвинюк,платье|платье н/п,160793.0,1,181.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3370В,GOODS_STYLE,mokeeva,5,2026,Влада|Владимирова|Уланова,топ,47908.0,5,,Y,1968.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
43-04,COLLECTION_STYLE,embroidery,5,2024-2026,Коллекция|Повтор,"платье|платье ""феникс""",,0,159.0,Y,28720.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
43-16,COLLECTION_STYLE,embroidery,5,2024-2026,Влада,корсет,,0,42.0,Y,9760.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
43-30,COLLECTION_STYLE,embroidery,5,2024-2026,Казьмина,платье,,0,47.0,Y,42745.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3034,GOODS_STYLE,embroidery,5,2024-2026,Жукова,блуза,,0,9.5,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2984,GOODS_STYLE,embroidery,5,2024-2026,Харитонова|Шелудченко|Элисо,дубленка,,0,72.0,Y,18400.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
43-01,COLLECTION_STYLE,embroidery,5,2024-2026,Сивак,жакет|юбка,,0,90.0,Y,14100.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2997,GOODS_STYLE,embroidery,5,2024-2026,Клышевич|Мягких Ольга,боди,,0,56.0,Y,5500.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2998,GOODS_STYLE,embroidery,5,2024-2026,Клышевич,юбка,,0,20.0,Y,7000.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3072,GOODS_STYLE,embroidery,5,2024-2026,Хоба,платье,,0,30.5,Y,3570.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
44-08,COLLECTION_STYLE,embroidery,5,2024-2026,Коган,бомбер,,0,28.0,Y,4560.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
45-33,COLLECTION_STYLE,embroidery,5,2024-2026,Коллекция|Повтор,ободок(стразы на сером)|платье,,0,68.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3014В,GOODS_STYLE,embroidery,5,2024-2026,ЦУМ,"свитер|свитер(сер,бел)",,0,41.5,Y,4525.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
44-31,COLLECTION_STYLE,embroidery,5,2024-2026,МД,платье,,0,26.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3316,GOODS_STYLE,embroidery|mokeeva|zhukova,4,2024-2026|2026,?|Кулишова,ПАЛЬТО|брюки|пальто,14455.0,2,2.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3064А,GOODS_STYLE,mokeeva|zhukova,4,2025|2026,Кулишова М,Н/ПЛАТЬЕ|ПЛАТЬЕ|платье комб,27600.0,4,,N,,,,N,N,ORPHAN_COST,N,YES
0-3426,GOODS_STYLE,mokeeva|zhukova,4,2026,Кулишова|МД|Элла,ПЕРЕДЕЛКА|платье,94560.0,4,,Y,2880.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
48-19,COLLECTION_STYLE,zhukova,4,2026,,БЛУЗА|БРЮКИ|ТОП,21859.0,4,,N,,,,N,N,ORPHAN_COST,N,YES
48-15,COLLECTION_STYLE,embroidery|mokeeva|zhukova,4,2024-2026|2026,Коллекция|Коллекция 48,ПЛАТЬЕ|платье|трусики,3850.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3040,GOODS_STYLE,zhukova,4,2024|2025,,БРЮКИ,6384.0,4,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3030А,GOODS_STYLE,zhukova,4,2024|2025,,БЛУЗА|БЛУЗОН,6584.0,4,,N,,,,N,N,ORPHAN_COST,N,YES
0-2406,GOODS_STYLE,zhukova,4,2024|2025,,ЮБКА,2662.0,3,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2788,GOODS_STYLE,embroidery|zhukova,4,2024-2026|2025,Меркушина,ПЛАТЬЕ|платье,1200.0,1,19.0,Y,1670.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3036,GOODS_STYLE,zhukova,4,2025,,ЮБКА,9685.0,4,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-1418,GOODS_STYLE,zhukova,4,2024|2025,,БЛУЗА|СВИТШОТ,10362.0,4,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3120В,GOODS_STYLE,mokeeva|zhukova,4,2025,Ершова|Михасенко|Фомина,ПЛАТЬЕ|платье,51561.0,4,,Y,3680.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3117А,GOODS_STYLE,mokeeva|zhukova,4,2025,Филимонова,ШОРТЫ|шорты,10588.0,4,,Y,775.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3126,GOODS_STYLE,embroidery|zhukova,4,2024-2026|2025,Жукова,БОМБЕР|бомбер,24774.0,3,4.5,N,,,,Y,N,GOODS_COST_ONLY,N,YES
0-3153,GOODS_STYLE,embroidery|zhukova,4,2024-2026|2025,Жукова,ЖАКЕТ|ЖИЛЕТ|жилет,12940.0,3,2.0,Y,2586.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3134,GOODS_STYLE,mokeeva|zhukova,4,2025|2026,Мусатова,ШОРТЫ|шорты,12262.0,4,,Y,259.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-3152В,GOODS_STYLE,zhukova,4,2025,,ВЫШИВКА|КАФТАН,13910.0,3,,Y,2095.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3168,GOODS_STYLE,zhukova,4,2025,,РУБАШКА,17888.0,4,,Y,7741.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3182,GOODS_STYLE,embroidery|zhukova,4,2024-2026|2025,Жукова,БЛУЗОН|СВИТШОТ|свитшот,10444.0,3,1.5,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3185,GOODS_STYLE,zhukova,4,2025,,БЛУЗА,19785.0,4,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3204,GOODS_STYLE,embroidery|zhukova,4,2024-2026|2025,Капсула,КУРТКА|куртка,47652.0,1,36.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3198А,GOODS_STYLE,embroidery|mokeeva|zhukova,4,2024-2026|2025,Гонтова Н|Капсула,ПАЛЬТО|пальто (розовое)|пальто с выш,56132.0,2,9.0,Y,2880.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3260,GOODS_STYLE,mokeeva|zhukova,4,2025|2026,Владимирова|Ершова,ТОП|блуза|топ,82644.5,4,,Y,2328.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3267А,GOODS_STYLE,embroidery|zhukova,4,2024-2026|2025,Капсула,ПАЛАНТИН|палантин,3000.0,1,28.5,Y,2210.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-1486,GOODS_STYLE,merkushina|zhukova,4,2024|2025|ИМ,,ЮБКА|ЮбкаЧерный Пайетки,14848.62,3,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3247,GOODS_STYLE,zhukova,4,2025,,РУБАШКА,27109.0,4,,Y,5940.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-963,GOODS_STYLE,zhukova,4,2024|2025,,РУКАВА,5393.0,4,,N,,,,Y,N,GOODS_COST_ONLY,N,YES
43-24,COLLECTION_STYLE,embroidery|mokeeva|zhukova,4,2024-2026|2025,Кулишова М|Уланова|Уланова И,ПОЛОЧКА|платье,94284.0,3,0.5,Y,51320.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
