sku_row_id,name,article,article_norm,code_1c,unit,composition,source_file,source_file_id,so_t
SKU-810,"Жакет женский, серый, из шерстяного крепа, с вышивкой, приталенного силуэта",0-2322А,0-2322А,00-00000803,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-811,"Жакет женский, белый, из шерстяного крепа, с вышивкой",0-2322В,0-2322В,00-00000830,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-812,"Жакет женский, черный, из шерсти, приталенного силуэта, с вышивкой",0-2322Д,0-2322Д,00-00000868,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-813,"Жакет женский, красный, из крепа, с вышивкой",0-2322С,0-2322С,00-00000840,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-814,"Юбка женская, розовая, из шерстяного крепа, с вышивкой, прямого силуэта",0-2323,0-2323,00-00000802,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-815,"Юбка женская, серая, из шерстяного крепа, с вышивкой, прямого силуэта",0-2323А,0-2323А,00-00000804,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-816,"Юбка женская, белая, из шерстяного крепа, с вышивкой",0-2323В,0-2323В,00-00000831,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-817,"Юбка женская, красная, из крепа, с вышивкой",0-2323Д,0-2323Д,00-00000841,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-818,"Юбка женская, черная, из шерсти, прямого силуэта, на подкладке",0-2323Е,0-2323Е,00-00000869,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-819,"Юбка женская, черная, из крепа, с вышивкой, прямого силуэта",0-2323С,0-2323С,00-00000850,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-820,"Юбка женская, черная, из крепа, с вышивкой, средней длины",0-2323С1,0-2323С1,00-00000834,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-821,"Пальто женское, серое, из шелкового бархата, с расшитыми розовыми цветами на рукавах",0-2324,0-2324,00-00000806,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-822,"Пальто женское, черное, из шелкового бархата, с расшитым цветком по рукавам",0-2324A,0-2324A,00-00000861,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-823,"Пальто женское, черное, из шелкового бархата, с черной расшивкой по рукавам",0-2324B,0-2324B,00-00000863,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-824,"Пальто женское, черное, из шелкового бархата, с вышивкой ""Звезды""",0-2324C,0-2324C,00-00000864,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-825,"Пальто женское ""ТЕРРА"", серое, из шерстяного крепа, с вышивкой",0-2325,0-2325,00-00000808,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-826,"Пальто женское ""ТЕРРА"", розовое, из шерстяного крепа, с вышивкой",0-2325B,0-2325B,00-00000799,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-827,"Пальто женское ""ТЕРРА"", красное, из шерстяного крепа, с вышивкой",0-2325C,0-2325C,00-00000838,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-828,"Пальто женское ""ТЕРРА"", темно-розовое, из шерстяного крепа, с вышивкой",0-2325E,0-2325E,00-00000819,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-829,"Пальто женское ""ТЕРРА"", белое, из шерстяного крепа, с вышивкой",0-2325А,0-2325А,00-00000828,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-830,"Пальто женское ""ТЕРРА"", черное, из шерстяного крепа,  с вышивкой",0-2325Д,0-2325Д,00-00000854,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-831,"Юбка женская ""ТЕРРА"", серая, из шерстяного крепа, прямого силуэта",0-2326,0-2326,00-00000809,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-832,"Юбка женская, черная, из шерстяного крепа, с вышивкой, пряпого силуэта",0-2326D,0-2326D,00-00000855,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-833,"Юбка женская ""ТЕРРА"", белая, из шерстяного крепа, с вышивкой",0-2326А,0-2326А,00-00000829,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-834,"Юбка женская ""ТЕРРА"", розовая, из шерстяного крепа, с вышивкой",0-2326В,0-2326В,00-00000800,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-835,"Юбка женская ""ТЕРРА"",темно-розовая, из шерстяного крепа, с вышивкой",0-2326Е,0-2326Е,00-00000820,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-836,"Юбка женская ""ТЕРРА"", красная, из шерстяного крепа, с вышивкой",0-2326С,0-2326С,00-00000839,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-837,"Свитер женский, серый, из кашемира, с расшивкой ""Цветы"" на рукавах",0-2327,0-2327,00-00000813,шт,100% кашемир,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-838,"Свитер женский, темно-серый, из кашемира, с расшивкой ""Цветы"" на рукавах",0-2327А,0-2327А,00-00000815,шт,100% кашемир,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-839,"Свитер женский, белый, из кашемира, с расшивкой ""Цветы"" на рукавах",0-2327В,0-2327В,00-00000823,шт,100% кашемир,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-840,"Свитер женский, черный, из кашемира, с расшивкой ""Цветы"" на рукавах",0-2327Д,0-2327Д,00-00000825,шт,100% кашемир,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-841,"Свитер женский, красный, из кашемира, с расшивкой ""Цветы"" на рукавах",0-2327С,0-2327С,00-00000837,шт,100% кашемир,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-842,"Юбка женская, серая, из шерсти, с аппликационной вышивкой ""Хризантемы""",0-2328,0-2328,00-00000812,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-843,"Юбка женская, розовая, из шерсти, с аппликационной вышивкой ""Хризантемы""",0-2328C,0-2328C,00-00001842,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-844,"Юбка женская, синяя, из шерсти, с аппликационной вышивкой ""Хризантемы""",0-2328D,0-2328D,00-00001855,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-845,"Юбка женская, белая, из шерсти, с аппликационной вышивкой ""Хризантемы""",0-2328А,0-2328А,00-00000822,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-846,"Юбка женская, красная, из шерсти, с аппликационной вышивкой ""Хризантемы""",0-2328В,0-2328В,00-00000842,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-847,"Платье женское ""ТЕРРА"", черное, из шерстяного крепа. свышивкой",0-2329,0-2329,00-00000817,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-848,"Платье женское, розовое с принтом ""многоцветные разводы"", из шелка",0-2330,0-2330,00-00000818,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-849,"Платье женское, черное в белый горох, из шифона",0-2330А,0-2330А,00-00000858,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-850,"Пальто женское, темно-розовое, из шерстяного крепа, с вышивкой",0-2331,0-2331,00-00000821,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-851,"Платье женское, темно-розовое, из крепа",0-2332,0-2332,00-00000877,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-852,"Блуза-боди женская, бежевая, из трикотажа",0-2333,0-2333,00-00000832,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-853,"Блуза-боди женская, черная, из трикотажа",0-2333А,0-2333А,00-00000856,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-854,"Блуза-боди женская, темно-серая, из трикотажа",0-2333В,0-2333В,00-00000857,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-855,"Блуза женская, белая, из крепа, на подкладке",0-2334,0-2334,00-00000810,шт,"100% полиэстер, 100% хлопок",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-856,"Блуза женская, бежевая, из крепа, на подкладке",0-2334А,0-2334А,00-00000833,шт,"100% полиэстер, 100% хлопок",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-857,"Блуза женская, черная, из крепа, на подкладке",0-2334В,0-2334В,00-00000835,шт,"100% полиэстер, 100% хлопок",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-858,"Брюки женские, серые, из шерсти, зауженные к низу",0-2335,0-2335,00-00000807,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-859,"Брюки женские, черные, из шерсти, зауженные к низу",0-2335А,0-2335А,00-00000876,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-860,"Брюки женские, серые, из джерси, без подкладки",0-2336,0-2336,00-00000814,шт,100% вискоза,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-861,"Брюки женские, темно-серые, из джерси, без подкладки",0-2336А,0-2336А,00-00000816,шт,100% вискоза,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-862,"Брюки женские, черные, из джерси, без подкладки",0-2336В,0-2336В,00-00000824,шт,100% вискоза,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-863,"Жакет женский, черный, из крепа, с вышивкой пайетками",0-2338,0-2338,00-00000843,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-864,"Юбка женская, черная, из дюшеса и фатина, трапециевидного силуэта",0-2339,0-2339,00-00000844,шт,"100% полиэстер, подкладка: 100% шелк",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-865,"Пальто женское, белое, из шерстяного крепа, с черной кожаной аппликацией",0-2340,0-2340,00-00000851,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-866,"Пальто женское, черное, из шерстяного крепа, с белой кожаной аппликацией",0-2340А,0-2340А,00-00000852,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-867,"Платье женское, черное, из шерсти, с вышивкой бархатом",0-2341,0-2341,00-00000853,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-868,"Блуза женская, черная, из тафты, с объемными рукавами, декорирована бантом",0-2342,0-2342,00-00000859,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-869,"Жакет женский, черный, из шерсти, с вышивкой ""Звезды""",0-2343,0-2343,00-00000866,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-870,"Брюки женские, черные, из шерсти, классического силуэта",0-2344,0-2344,00-00000867,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-871,"Куртка женская, черная, из бархата, с вышивкой ""SUMAN""",0-2345,0-2345,00-00000870,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-872,"Юбка женская, черная, из бархата, с вышивкой ""SUMAN""",0-2346,0-2346,00-00000871,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-873,"Пальто женское ""ДИАГОНАЛЬ"", черное, из шерсти, с отделкой кожей",0-2347,0-2347,00-00000872,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-874,"Скатерть столовая, белая, из хлопка, с рисунком "" цветы """,0-2348,0-2348,00-00000937,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-875,"Скатерть столовая, серая, из хлопка, с рисунком "" цветы """,0-2348А,0-2348А,00-00000942,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-876,"Скатерть столовая, белая, из хлопка, с рисунком "" рыбы """,0-2348В,0-2348В,00-00000946,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-877,"Скатерть столовая, белая, из хлопка, с рисунком "" лобстер """,0-2348С,0-2348С,00-00000947,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-878,"Дорожка столовая, белая, из хлопка, с рисунком "" цветы """,0-2349,0-2349,00-00000936,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-879,"Дорожка столовая, серая, из хлопка, с рисунком "" цветы """,0-2349А,0-2349А,00-00000941,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-880,"Дорожка столовая, белая, из хлопка, с рисунком "" рыбы """,0-2349В,0-2349В,00-00000945,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-881,"Салфетка столовая, белая, из хлопка, с рисунком "" белая гортензия""",0-2350,0-2350,00-00000934,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-882,"Салфетка столовая, белая, из хлопка, с рисунком "" синяя гортензия """,0-2350А,0-2350А,00-00000935,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-883,"Салфетка столовая, серая, из хлопка, с рисунком "" цветы """,0-2350В,0-2350В,00-00000938,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-884,"Салфетка столовая, серая, из хлопка, с рисунком "" синяя гортензия """,0-2350Д,0-2350Д,00-00000940,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-885,"Салфетка столовая, белая, из хлопка, с рисунком "" синие рыбы """,0-2350Е,0-2350Е,00-00000943,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-886,"Салфетка столовая, белая, из хлопка, с рисунком "" бирюзовые рыбы """,0-2350К,0-2350К,00-00000944,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-887,"Салфетка столовая, белая, из хлопка, с рисунком "" лобстер """,0-2350Л,0-2350Л,00-00000948,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-888,"Салфетка столовая, серая, из хлопка, с рисунком "" белая гортензия """,0-2350С,0-2350С,00-00000939,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-889,"Блуза женская, черная, из бархата, с отделкой из черных пайеток по низу рукава и горловине",0-2351,0-2351,00-00000901,шт,"95% полиэстер, 5% лайкра",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-890,"Блуза женская, черная, из бархата, с отделкой из белых пайеток по низу рукава и горловине",0-2351А,0-2351А,00-00000902,шт,"95% полиэстер, 5% лайкра",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-891,"Пальто женское, коричневое, из пальтовой ткани, декорировано бахромой",0-2352,0-2352,00-00000904,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-892,"Пальто женское, черное, из шерсти, с расшивкой мелкими пайетками",0-2352A,0-2352A,00-00000883,шт,"80% шерсть, 20% полиэстер",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-893,"Пальто женское, черное, из шерсти, с пайетками и бахромой",0-2352В,0-2352В,00-00000930,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-894,"Юбка женская, коричневая, из пальтовой ткани, с отделкой бахромой по низу юбки",0-2353,0-2353,00-00000905,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-895,"Юбка женская, черная, из шерсти, с расшивкой мелкими пайетками",0-2353А,0-2353А,00-00000882,шт,"80% шерсть, 20% полиэстер",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-896,"Блуза женская, черная, из бархата, декорирована вышитыми листьями из кожи",0-2354,0-2354,00-00000884,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-897,"Платье женское, голубое в горох, из шифона, по талии пояс с пряжкой",0-2355,0-2355,00-00000885,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-898,"Платье женское, коричневое в горох, из шифона, по талии пояс с пряжкой",0-2355А,0-2355А,00-00000886,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-899,"Юбка женская, черная, из костюмной ткани, декорирована бахромой по низу",0-2356,0-2356,00-00000887,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-900,"Юбка женская, черная, из шерсти с пайетками, декорирована бахромой по низу юбки",0-2356А,0-2356А,00-00000929,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-901,"Платье женское, серое, из футера, с цветным принтом ""разводы""",0-2357,0-2357,00-00000926,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-902,"Свитшот женский, серый, из футера, с декором принт ""цветные разводы""",0-2358,0-2358,00-00000927,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-903,"Брюки-джоггеры женские, серые, из футера, с декором принт ""цветные разводы""",0-2358А,0-2358А,00-00000928,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-904,"Свитшот женский, черный, из футера, с декором принт ""сердце, Yanina""",0-2359,0-2359,00-00000906,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-905,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina""",0-2359A,0-2359A,00-00001135,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-906,"Свитшот женский, черный, из футера, с декором принт ""Y"" и белой отделкой по горловине",0-2359В,0-2359В,00-00001005,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-907,"Пальто женское, темно-серое, из кашемира, с отделкой из искусственного меха по рукавам",0-2360,0-2360,00-00000888,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-908,"Юбка женская, коричневая, из шерсти, со складками и отделкой из коричневой тафты по борту",0-2362,0-2362,00-00000907,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-909,"Юбка женская, черная, из шелковой ткани, с отделкой из белого шелка по борту",0-2362А,0-2362А,00-00000908,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-910,"Блуза женская, черная, из бархата, с белым вортником, декорирована ниткой жемчуга и бантом",0-2363,0-2363,00-00000922,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-911,"Блуза женская, бежевая, из крепа, с объемным рукавом, декорирована бантом по низу рукавов",0-2364,0-2364,00-00000910,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-912,"Блуза женская, черная, из бархата, с объемными, декорированными белыми бантами по низу рукавами",0-2364А,0-2364А,00-00000911,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-913,"Блуза женская, черная, из крепа, с объемным рукавом, декорирована бантом по низу рукавов",0-2364В,0-2364В,00-00000951,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-914,"Юбка женская, черная, из фатина, с декором принт ""черные цветы"" по передней половине юбки",0-2365,0-2365,00-00000923,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-915,"Юбка женская, белая, из фатина, с декором принт ""черные цветы"" по передней половине юбки",0-2365А,0-2365А,00-00000913,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-916,"Юбка женская, бежевая, из фатина, с декором принт ""черные цветы"" по передней половине юбки",0-2365В,0-2365В,00-00000914,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-917,"Юбка женская, белая, из фатина, с декором принт ""белые цветы"" по передней половине юбки",0-2365С,0-2365С,00-00000915,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-918,"Жакет женский, белый, из костюмной ткани, с отделкой черной тесьмой из бархата",0-2366,0-2366,00-00000916,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-919,"Жакет женский, черно-белый, из костюмной ткани, с отделкой черной тесьмой из бархата",0-2366А,0-2366А,00-00000917,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-920,"Платье женское, многоцветное, из шелка, декорировано серыми перьями страуса по рукавам",0-2367,0-2367,00-00000889,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-921,"Пальто женское, черное, из костюмной ткани, декорировано бахромой",0-2368,0-2368,00-00000890,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-922,"Пальто женское, коричневое, из костюмной ткани, декорировано бахромой",0-2368А,0-2368А,00-00000933,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-923,"Пальто женское, черное, из костюмной ткани, декорировано белой тесьмой и белыми помпонами",0-2369,0-2369,00-00000891,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-924,"Платье женское, черное, из костюмной ткани, без рукавов",0-2370,0-2370,00-00000892,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-925,"Юбка женская, черная, из бархата, декорирована вышитыми листьями из кожи",0-2371,0-2371,00-00000893,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-926,"Юбка женская, белая, из костюмной ткани, с отделкой черной тесьмой по низу юбки, короткая",0-2372,0-2372,00-00000918,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-927,"Юбка женская, черно-белая, из костюмной ткани, с отделкой черной тесьмой по низу",0-2372А,0-2372А,00-00000919,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-928,"Платье женское, черное, из кружева, декорировано контрастной тесьмой (зубчики)",0-2380,0-2380,00-00000954,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-929,"Блуза-кимоно женская, черная, из шелкового бархата, с вышивкой ""Геральдика"" и белым кантом",0-2383,0-2383,00-00000952,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-930,"Блуза-кимоно женская, черная с принтом  ""белая Y"", из шелка, с отделкой белым кантом",0-2383А,0-2383А,00-00000953,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-931,"Брюки женские, черные, из шелкового бархата, с отделкой белым кантом по бокам",0-2384,0-2384,00-00000931,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-932,"Брюки женские, черные с принтом ""белая Y"", из шелка, с отделкой белым кантом",0-2384А,0-2384А,00-00000932,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-933,"Блуза женская, черная, из шифона, с воротником, переходящая в бант и вышивкой",0-2387,0-2387,00-00000955,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-934,"Блуза женская, белая, из шифона, с воротником, переходящая в бант и вышивкой",0-2387А,0-2387А,00-00000956,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-935,"Платье женское, черное, из пайеточной ткани, с манжетами декорированными лепестками",0-2389,0-2389,00-00000958,шт,"100% полиэстер, подкладка: 97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-936,"Платье женское, черное, из шелка, с бахромой и кокеткой расшитой бисером",0-2393,0-2393,00-00000957,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-937,"Платье женское, черное, из крепа, с декором ""Листья"" на манжетах",0-2396,0-2396,00-00000959,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-938,"Комбинезон женский, черный, из бархата, с рукавами из сетки и круживными манжетами",0-2396С,0-2396С,00-00000987,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-939,"Платье женское, черное, из стрейч бархата, с разрезом и декором из страз",0-2397,0-2397,00-00000960,шт,"100% полиэстер, подкладка: 97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-940,Болеро-накидка из сетки,0-2397В,0-2397В,00-00000962,шт,"100% полиэстер, подкладка: 100% шелк",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-941,"Платье женское, черное, из стрейч бархата, с вышивкой ""Цветы""",0-2400,0-2400,00-00000978,шт,"100% полиэстер, подкладка: 97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-942,"Платье женское, черное, с принтом ""девочки"", из шелка, на тонких бретелях",0-2404,0-2404,00-00000988,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-943,"Юбка женская, черная, из бархата, средней длины, с поясом",0-2406,0-2406,00-00000984,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-944,"Платье женское, черное, из стрейч бархата, с расшитым бантом",0-2408,0-2408,00-00000990,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-945,"Платье женское, черное, из шерсти, с декором из сетки и перьев",0-2409,0-2409,00-00000961,шт,"100% шерсть, подкладка: 97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-946,"Платье женское, черное, из джерси, со вставкой из кружева на шелке и тесьмой-зубчиками",0-2409A,0-2409A,00-00001121,шт,100% вискоза,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-947,"Блуза-боди женская, темно-серая, из трикотажа, декорирована белыми манжетами, с бантами",0-2415,0-2415,00-00000983,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-948,"Брюки женские, синие, из шелкового бархата, с отделкой белым кантом",0-2419,0-2419,00-00000986,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
