lineage_id,link_config_id,edge_id,domain,from_file,from_source_file_ids,target_token,from_field_candidates,to_file,to_source_file_ids,to_field_candidates,availability,current_status,current_join,target_join,missing_for_execution,transformation_rule,owner_role,integration_test_id,approval_status
LIN-0289,LCFG-083,TAX-EDGE-083,Налоги/ФОТ,ЗП за январь 2025.xlsx,FILE-039,accrual_period,FLD-1777 Распределение!О score=70 | FLD-1780 Распределение!П score=70,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-083,Draft
LIN-0290,LCFG-083,TAX-EDGE-083,Налоги/ФОТ,ЗП за январь 2025.xlsx,FILE-039,tax_code,,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-083,Draft
LIN-0291,LCFG-084,TAX-EDGE-084,Налоги/ФОТ,ЗП за январь 2025.xlsx,FILE-039,employer_id,FLD-1777 Распределение!О score=70,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-084,Draft
LIN-0292,LCFG-084,TAX-EDGE-084,Налоги/ФОТ,ЗП за январь 2025.xlsx,FILE-039,employee_id,FLD-1777 Распределение!О score=70 | FLD-1781 Распределение!С score=70,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-084,Draft
LIN-0293,LCFG-084,TAX-EDGE-084,Налоги/ФОТ,ЗП за январь 2025.xlsx,FILE-039,accrual_period,FLD-1777 Распределение!О score=70 | FLD-1780 Распределение!П score=70,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-084,Draft
LIN-0294,LCFG-084,TAX-EDGE-084,Налоги/ФОТ,ЗП за январь 2025.xlsx,FILE-039,tax_code,,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-084,Draft
LIN-0295,LCFG-085,TAX-EDGE-085,Налоги/ФОТ,ЗП за январь 2025.xlsx,FILE-039,employer_id,FLD-1777 Распределение!О score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-085,Draft
LIN-0296,LCFG-085,TAX-EDGE-085,Налоги/ФОТ,ЗП за январь 2025.xlsx,FILE-039,employee_id,FLD-1777 Распределение!О score=70 | FLD-1781 Распределение!С score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-085,Draft
LIN-0297,LCFG-085,TAX-EDGE-085,Налоги/ФОТ,ЗП за январь 2025.xlsx,FILE-039,accrual_period,FLD-1777 Распределение!О score=70 | FLD-1780 Распределение!П score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-085,Draft
LIN-0298,LCFG-085,TAX-EDGE-085,Налоги/ФОТ,ЗП за январь 2025.xlsx,FILE-039,tax_code,,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-085,Draft
LIN-0299,LCFG-086,TAX-EDGE-086,Налоги/ФОТ,ЗП за январь 2025.xlsx,FILE-039,employer_id,FLD-1777 Распределение!О score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-086,Draft
LIN-0300,LCFG-086,TAX-EDGE-086,Налоги/ФОТ,ЗП за январь 2025.xlsx,FILE-039,employee_id,FLD-1777 Распределение!О score=70 | FLD-1781 Распределение!С score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-086,Draft
LIN-0301,LCFG-086,TAX-EDGE-086,Налоги/ФОТ,ЗП за январь 2025.xlsx,FILE-039,accrual_period,FLD-1777 Распределение!О score=70 | FLD-1780 Распределение!П score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-086,Draft
LIN-0302,LCFG-086,TAX-EDGE-086,Налоги/ФОТ,ЗП за январь 2025.xlsx,FILE-039,tax_code,,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-086,Draft
LIN-0303,LCFG-087,TAX-EDGE-087,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,payroll_batch_id,,ДДС 2026.xlxs.xlsx,FILE-019,,Neither side,Частично,month + displayed control total,payroll_batch_id + payment_date + employer_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-087,Draft
LIN-0304,LCFG-087,TAX-EDGE-087,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,payment_date,,ДДС 2026.xlxs.xlsx,FILE-019,,Neither side,Частично,month + displayed control total,payroll_batch_id + payment_date + employer_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-087,Draft
LIN-0305,LCFG-087,TAX-EDGE-087,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,employer_id,FLD-1896 Распределение!О score=70,ДДС 2026.xlxs.xlsx,FILE-019,,From only,Частично,month + displayed control total,payroll_batch_id + payment_date + employer_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-087,Draft
LIN-0306,LCFG-088,TAX-EDGE-088,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,employee_id,FLD-1896 Распределение!О score=70 | FLD-1900 Распределение!С score=70,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,,From only,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-088,Draft
LIN-0307,LCFG-088,TAX-EDGE-088,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,payroll_batch_id,,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,,Neither side,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-088,Draft
LIN-0308,LCFG-088,TAX-EDGE-088,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,bank_payment_id,FLD-1896 Распределение!О score=70 | FLD-1899 Распределение!П score=70,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,,From only,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-088,Draft
LIN-0309,LCFG-089,TAX-EDGE-089,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,employee_id,FLD-1896 Распределение!О score=70 | FLD-1900 Распределение!С score=70,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,FILE-008,,From only,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-089,Draft
LIN-0310,LCFG-089,TAX-EDGE-089,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,payroll_batch_id,,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,FILE-008,,Neither side,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-089,Draft
LIN-0311,LCFG-089,TAX-EDGE-089,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,bank_payment_id,FLD-1896 Распределение!О score=70 | FLD-1899 Распределение!П score=70,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,FILE-008,,From only,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-089,Draft
LIN-0312,LCFG-090,TAX-EDGE-090,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,employer_id,FLD-1896 Распределение!О score=70,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-090,Draft
LIN-0313,LCFG-090,TAX-EDGE-090,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,employee_id,FLD-1896 Распределение!О score=70 | FLD-1900 Распределение!С score=70,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-090,Draft
LIN-0314,LCFG-090,TAX-EDGE-090,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,accrual_period,FLD-1896 Распределение!О score=70 | FLD-1899 Распределение!П score=70,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-090,Draft
LIN-0315,LCFG-090,TAX-EDGE-090,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,tax_code,,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-090,Draft
LIN-0316,LCFG-091,TAX-EDGE-091,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,employer_id,FLD-1896 Распределение!О score=70,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-091,Draft
LIN-0317,LCFG-091,TAX-EDGE-091,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,employee_id,FLD-1896 Распределение!О score=70 | FLD-1900 Распределение!С score=70,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-091,Draft
LIN-0318,LCFG-091,TAX-EDGE-091,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,accrual_period,FLD-1896 Распределение!О score=70 | FLD-1899 Распределение!П score=70,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-091,Draft
LIN-0319,LCFG-091,TAX-EDGE-091,Налоги/ФОТ,ЗП за январь 2026.xlsx,FILE-040,tax_code,,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-091,Draft
LIN-0320,LCFG-092,TAX-EDGE-092,Налоги/ФОТ,ЗП_ЦЕХ 05.26.xlsx,FILE-050,employee_id,,ЗП за май 2026.xlsx,FILE-034,FLD-1146 Распределение!С score=70 | FLD-1163 вышивальщицы!2026-05-01 00:00:00 / ФИО score=70,To only,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-092,Draft
LIN-0321,LCFG-092,TAX-EDGE-092,Налоги/ФОТ,ЗП_ЦЕХ 05.26.xlsx,FILE-050,accrual_period,,ЗП за май 2026.xlsx,FILE-034,FLD-1145 Распределение!П score=70 | FLD-1146 Распределение!С score=70,To only,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-092,Draft
LIN-0322,LCFG-092,TAX-EDGE-092,Налоги/ФОТ,ЗП_ЦЕХ 05.26.xlsx,FILE-050,component_code,,ЗП за май 2026.xlsx,FILE-034,,Neither side,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-092,Draft
LIN-0323,LCFG-093,TAX-EDGE-093,Налоги/ФОТ,ЗП_ЦЕХ 03.26.xlsx,FILE-048,employee_id,,ЗП за март 2026.xlsx,FILE-036,FLD-1403 Распределение!С score=70 | FLD-1419 вышивальщицы!2026-03-01 00:00:00 / ФИО score=70,To only,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-093,Draft
LIN-0324,LCFG-093,TAX-EDGE-093,Налоги/ФОТ,ЗП_ЦЕХ 03.26.xlsx,FILE-048,accrual_period,,ЗП за март 2026.xlsx,FILE-036,FLD-1402 Распределение!П score=70 | FLD-1403 Распределение!С score=70,To only,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-093,Draft
LIN-0325,LCFG-093,TAX-EDGE-093,Налоги/ФОТ,ЗП_ЦЕХ 03.26.xlsx,FILE-048,component_code,,ЗП за март 2026.xlsx,FILE-036,,Neither side,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-093,Draft
LIN-0326,LCFG-094,TAX-EDGE-094,Налоги/ФОТ,ЗП_ЦЕХ 04.26.xlsx,FILE-049,employee_id,,ЗП за апрель 2026.xlsx,FILE-031,FLD-0761 Распределение!С score=70 | FLD-0778 вышивальщицы!2026-04-01 00:00:00 / ФИО score=70,To only,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-094,Draft
LIN-0327,LCFG-094,TAX-EDGE-094,Налоги/ФОТ,ЗП_ЦЕХ 04.26.xlsx,FILE-049,accrual_period,,ЗП за апрель 2026.xlsx,FILE-031,FLD-0760 Распределение!П score=70 | FLD-0761 Распределение!С score=70,To only,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-094,Draft
LIN-0328,LCFG-094,TAX-EDGE-094,Налоги/ФОТ,ЗП_ЦЕХ 04.26.xlsx,FILE-049,component_code,,ЗП за апрель 2026.xlsx,FILE-031,,Neither side,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-094,Draft
LIN-0329,LCFG-095,TAX-EDGE-095,Налоги/ФОТ,ЗП_ЦЕХ 01.26.xlsx,FILE-046,employee_id,,ЗП за январь 2026.xlsx,FILE-040,FLD-1896 Распределение!О score=70 | FLD-1900 Распределение!С score=70,To only,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-095,Draft
LIN-0330,LCFG-095,TAX-EDGE-095,Налоги/ФОТ,ЗП_ЦЕХ 01.26.xlsx,FILE-046,accrual_period,,ЗП за январь 2026.xlsx,FILE-040,FLD-1896 Распределение!О score=70 | FLD-1899 Распределение!П score=70,To only,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-095,Draft
LIN-0331,LCFG-095,TAX-EDGE-095,Налоги/ФОТ,ЗП_ЦЕХ 01.26.xlsx,FILE-046,component_code,,ЗП за январь 2026.xlsx,FILE-040,,Neither side,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-095,Draft
LIN-0332,LCFG-096,TAX-EDGE-096,Налоги/ФОТ,ЗП_ЦЕХ 02.26.xlsx,FILE-047,employee_id,,ЗП за февраль 2026.xlsx,FILE-038,FLD-1648 Распределение!О score=70 | FLD-1652 Распределение!С score=70,To only,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-096,Draft
LIN-0333,LCFG-096,TAX-EDGE-096,Налоги/ФОТ,ЗП_ЦЕХ 02.26.xlsx,FILE-047,accrual_period,,ЗП за февраль 2026.xlsx,FILE-038,FLD-1648 Распределение!О score=70 | FLD-1651 Распределение!П score=70,To only,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-096,Draft
LIN-0334,LCFG-096,TAX-EDGE-096,Налоги/ФОТ,ЗП_ЦЕХ 02.26.xlsx,FILE-047,component_code,,ЗП за февраль 2026.xlsx,FILE-038,,Neither side,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-096,Draft
LIN-0335,LCFG-097,TAX-EDGE-097,Налоги/ФОТ,зп_конструкторы_05.26.xlsx,FILE-045,employee_id,FLD-2182 констр 09.24 старый!ФИО score=70,ЗП за май 2026.xlsx,FILE-034,FLD-1146 Распределение!С score=70 | FLD-1163 вышивальщицы!2026-05-01 00:00:00 / ФИО score=70,Both sides,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,employee_id + payroll_component_id,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-097,Draft
LIN-0336,LCFG-097,TAX-EDGE-097,Налоги/ФОТ,зп_конструкторы_05.26.xlsx,FILE-045,accrual_period,,ЗП за май 2026.xlsx,FILE-034,FLD-1145 Распределение!П score=70 | FLD-1146 Распределение!С score=70,To only,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-097,Draft
LIN-0337,LCFG-097,TAX-EDGE-097,Налоги/ФОТ,зп_конструкторы_05.26.xlsx,FILE-045,component_code,,ЗП за май 2026.xlsx,FILE-034,,Neither side,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-097,Draft
LIN-0338,LCFG-098,TAX-EDGE-098,Налоги/ФОТ,зп_конструкторы_04.26.xlsx,FILE-044,employee_id,FLD-2143 констр 09.24 старый!ФИО score=70,ЗП за апрель 2026.xlsx,FILE-031,FLD-0761 Распределение!С score=70 | FLD-0778 вышивальщицы!2026-04-01 00:00:00 / ФИО score=70,Both sides,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,employee_id + payroll_component_id,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-098,Draft
LIN-0339,LCFG-098,TAX-EDGE-098,Налоги/ФОТ,зп_конструкторы_04.26.xlsx,FILE-044,accrual_period,,ЗП за апрель 2026.xlsx,FILE-031,FLD-0760 Распределение!П score=70 | FLD-0761 Распределение!С score=70,To only,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-098,Draft
LIN-0340,LCFG-098,TAX-EDGE-098,Налоги/ФОТ,зп_конструкторы_04.26.xlsx,FILE-044,component_code,,ЗП за апрель 2026.xlsx,FILE-031,,Neither side,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-098,Draft
LIN-0341,LCFG-099,TAX-EDGE-099,Налоги/ФОТ,зп_конструкторы_03.26.xlsx,FILE-043,employee_id,FLD-2104 констр 09.24 старый!ФИО score=70,ЗП за март 2026.xlsx,FILE-036,FLD-1403 Распределение!С score=70 | FLD-1419 вышивальщицы!2026-03-01 00:00:00 / ФИО score=70,Both sides,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,employee_id + payroll_component_id,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-099,Draft
LIN-0342,LCFG-099,TAX-EDGE-099,Налоги/ФОТ,зп_конструкторы_03.26.xlsx,FILE-043,accrual_period,,ЗП за март 2026.xlsx,FILE-036,FLD-1402 Распределение!П score=70 | FLD-1403 Распределение!С score=70,To only,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-099,Draft
LIN-0343,LCFG-099,TAX-EDGE-099,Налоги/ФОТ,зп_конструкторы_03.26.xlsx,FILE-043,component_code,,ЗП за март 2026.xlsx,FILE-036,,Neither side,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-099,Draft
LIN-0344,LCFG-100,TAX-EDGE-100,Налоги/ФОТ,зп_конструкторы_02.26.xlsx,FILE-042,employee_id,FLD-2065 констр 09.24 старый!ФИО score=70,ЗП за февраль 2026.xlsx,FILE-038,FLD-1648 Распределение!О score=70 | FLD-1652 Распределение!С score=70,Both sides,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,employee_id + payroll_component_id,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-100,Draft
LIN-0345,LCFG-100,TAX-EDGE-100,Налоги/ФОТ,зп_конструкторы_02.26.xlsx,FILE-042,accrual_period,,ЗП за февраль 2026.xlsx,FILE-038,FLD-1648 Распределение!О score=70 | FLD-1651 Распределение!П score=70,To only,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-100,Draft
LIN-0346,LCFG-100,TAX-EDGE-100,Налоги/ФОТ,зп_конструкторы_02.26.xlsx,FILE-042,component_code,,ЗП за февраль 2026.xlsx,FILE-038,,Neither side,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-100,Draft
LIN-0347,LCFG-101,TAX-EDGE-101,Налоги/ФОТ,зп_конструкторы_01.26.xlsx,FILE-041,employee_id,FLD-2026 констр 09.24 старый!ФИО score=70,ЗП за январь 2026.xlsx,FILE-040,FLD-1896 Распределение!О score=70 | FLD-1900 Распределение!С score=70,Both sides,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,employee_id + payroll_component_id,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-101,Draft
LIN-0348,LCFG-101,TAX-EDGE-101,Налоги/ФОТ,зп_конструкторы_01.26.xlsx,FILE-041,accrual_period,,ЗП за январь 2026.xlsx,FILE-040,FLD-1896 Распределение!О score=70 | FLD-1899 Распределение!П score=70,To only,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-101,Draft
LIN-0349,LCFG-101,TAX-EDGE-101,Налоги/ФОТ,зп_конструкторы_01.26.xlsx,FILE-041,component_code,,ЗП за январь 2026.xlsx,FILE-040,,Neither side,Частично,month + employee name/manual total,employee_id + accrual_period + component_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR,IT-101,Draft
LIN-0350,LCFG-102,TAX-EDGE-102,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,bank_payment_id,,ДДС 2024.xlsx,FILE-017,FLD-0347 Расходы бизнеса!Сумма по полю в евро / Названия строк score=70 | FLD-0360 сводная бизнес по статьям!Сумма по полю в евро / Названия строк score=70,To only,Частично,date + amount + account + description,bank_payment_id,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-102,Draft
LIN-0351,LCFG-103,TAX-EDGE-103,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,bank_payment_id,,ДДС 2025.xlsx,FILE-018,FLD-0448 data B!сумма руб. score=70 | FLD-0451 data B!курс евро score=70,To only,Частично,date + amount + account + description,bank_payment_id,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-103,Draft
LIN-0352,LCFG-104,TAX-EDGE-104,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,bank_payment_id,,ДДС 2026.xlxs.xlsx,FILE-019,FLD-0583 data B!сумма руб. score=70 | FLD-0586 data B!курс евро score=70,To only,Частично,date + amount + account + description,bank_payment_id,source field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-104,Draft
LIN-0353,LCFG-105,TAX-EDGE-105,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,bank_payment_id,,Сведения о наличии отрицательного сальдо ЕНС.pdf,FILE-080,,Neither side,Частично,entity only,bank_payment_id → ens_allocation_id → status_date,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Бухгалтерия,IT-105,Draft
LIN-0354,LCFG-105,TAX-EDGE-105,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,ens_allocation_id,,Сведения о наличии отрицательного сальдо ЕНС.pdf,FILE-080,,Neither side,Частично,entity only,bank_payment_id → ens_allocation_id → status_date,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Бухгалтерия,IT-105,Draft
