sales_line_id,period_month,canonical_sku,qty,revenue_rub,unit_price_rub,cogs_reported_rub,cogs_source,product_cogs_rub,commission_proxy_rub,agency_comm_at_net_rate_rub,reported_margin_rub,product_margin_rub,commission_proxy_share_of_rev,split_method,net_rate_policy,agency_take_policy
SL-e7661caef810ad4a,2025-04,T-2472,7.0,289777.9,41396.84,177883.81,FILE,49864.53,128019.28,154509.58,111894.09,239913.37,0.4418,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-55adf0f6c2903eee,2025-05,T-2472,2.0,96600.0,48300.0,64630.26,FILE,14247.01,50383.25,51507.12,31969.74,82352.99,0.5216,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-933a07ed9dcbd74a,2025-06,T-2472,1.0,48300.0,48300.0,32315.13,FILE,7123.5,25191.63,25753.56,15984.87,41176.5,0.5216,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-b3206632741690fd,2025-07,T-2472,1.0,45534.6,45534.6,29549.73,FILE,7123.5,22426.23,24279.05,15984.87,38411.1,0.4925,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-d2100e86a94a6e00,2025-10,T-2472,2.0,91681.64,45840.82,64052.9,FILE,14247.01,49805.89,48884.65,27628.74,77434.63,0.5432,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-a6c66d93d0513aa1,2025-11,T-2472,1.0,33400.0,33400.0,19461.38,FILE,7123.5,12337.88,17808.88,13938.62,26276.5,0.3694,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-09d2cce9f79fc814,2026-03,T-2472,1.0,21000.0,21000.0,7061.38,FILE,7123.5,-62.12,11197.2,13938.62,13876.5,-0.003,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-94ecd5e595369d87,2025-06,T-2037E,1.0,44283.0,44283.0,8510.52,FILE,8510.52,0.0,23611.7,35772.48,35772.48,0.0,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-c3b33607c3da978e,2025-07,T-2037E,1.0,90184.43,90184.43,54411.95,FILE,8510.52,45901.43,48086.34,35772.48,81673.91,0.509,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-30eef7c9cebbc822,2024-02,0-2598,1.0,108000.0,108000.0,79388.0,FILE,18345.0,61043.0,57585.6,28612.0,89655.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-ae77189fa01fbdda,2024-03,0-2598,1.0,108000.0,108000.0,79388.0,FILE,18345.0,61043.0,57585.6,28612.0,89655.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-d433d096560fe742,2024-11,0-2598,1.0,108000.0,108000.0,79388.0,FILE,18345.0,61043.0,57585.6,28612.0,89655.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-fe70966f46ff334a,2025-01,0-2598,1.0,113400.0,113400.0,82440.0,FILE,18345.0,64095.0,60464.88,30960.0,95055.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-76fc93e6ce569283,2025-08,0-2598,1.0,113400.0,113400.0,82440.15,FILE,18345.0,64095.15,60464.88,30959.85,95055.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-4c4bf619b4dd6ebc,2025-09,0-2598,1.0,107767.75,107767.75,76807.9,FILE,18345.0,58462.9,57461.76,30959.85,89422.75,0.5425,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-804e5f7334b38e1b,2024-12,T-2941,1.0,74524.18,74524.18,31571.1,FILE,9133.0,22438.1,39736.29,42953.08,65391.18,0.3011,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-5c5316e751c4538b,2025-02,T-2941,1.0,126000.0,126000.0,80607.62,FILE,9133.0,71474.62,67183.2,45392.38,116867.0,0.5673,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-036ccbe72eccb87d,2025-09,T-2941,1.0,126000.0,126000.0,80092.68,FILE,9133.0,70959.68,67183.2,45907.32,116867.0,0.5632,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-b276314fc18e9caf,2025-03,T-1416,1.0,39100.0,39100.0,27772.5,FILE,5425.78,22346.72,20848.12,11327.5,33674.22,0.5715,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-4711db1682f651c2,2025-04,T-1416,1.0,39100.0,39100.0,27772.5,FILE,5425.78,22346.72,20848.12,11327.5,33674.22,0.5715,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-d7594ebcd735b32f,2025-05,T-1416,1.0,17000.0,17000.0,5672.5,FILE,5425.78,246.72,9064.4,11327.5,11574.22,0.0145,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-bb4c0f11b3143008,2025-07,T-1416,1.0,35358.37,35358.37,24030.87,FILE,5425.78,18605.09,18853.08,11327.5,29932.59,0.5262,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-dcdb887966fb2461,2025-08,T-1416,3.0,111992.13,37330.71,78009.63,FILE,16277.34,61732.29,59714.2,33982.5,95714.79,0.5512,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-aaf93a29b2f748fd,2025-09,T-1416,3.0,117300.0,39100.0,83317.5,FILE,16277.34,67040.16,62544.36,33982.5,101022.66,0.5715,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-c6e74cd3d69ec09e,2025-10,T-1416,2.0,78200.0,39100.0,55503.88,FILE,10851.56,44652.32,41696.24,22696.12,67348.44,0.571,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-d9300abef252a05b,2025-11,T-1416,2.0,77917.97,38958.99,55221.85,FILE,10851.56,44370.29,41545.86,22696.12,67066.41,0.5694,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-9c90ee09ec051b68,2026-02,T-3156D,1.0,67050.0,67050.0,43334.26,FILE,5381.26,37953.0,35751.06,23715.74,61668.74,0.566,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-0c8b1b4488172062,2024-04,T-2037C,1.0,26800.0,26800.0,6599.96,FILE,6599.96,0.0,14289.76,20200.04,20200.04,0.0,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-c184089d64f7e4ce,2024-05,T-2037C,1.0,61640.0,61640.0,41439.96,FILE,6599.96,34840.0,32866.45,20200.04,55040.04,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-4fad788b8811a9a7,2024-06,T-2037C,1.0,61640.0,61640.0,41439.96,FILE,6599.96,34840.0,32866.45,20200.04,55040.04,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-e1ddfec28f23ded0,2024-08,T-2037C,1.0,61640.0,61640.0,41439.96,FILE,6599.96,34840.0,32866.45,20200.04,55040.04,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-5207b754ca0c6553,2024-12,T-2037C,1.0,61640.0,61640.0,41439.96,FILE,6599.96,34840.0,32866.45,20200.04,55040.04,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-16248a64d3eca73f,2025-01,T-2037C,-1.0,-61640.0,61640.0,-41439.96,FILE,-6599.96,-34840.0,-32866.45,-20200.04,-55040.04,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-6bfe50d9188ba06e,2025-01,T-2037C,1.0,64720.0,64720.0,43179.96,FILE,6599.96,36580.0,34508.7,21540.04,58120.04,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-d2b83dade9bb5100,2026-02,T-2037C,1.0,63987.88,63987.88,42447.84,FILE,6599.96,35847.88,34118.34,21540.04,57387.92,0.5602,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-cac57cb64ed2cf99,2026-02,T-3156D,1.0,61194.71,61194.71,37425.97,FILE,5381.26,32044.71,32629.02,23768.74,55813.45,0.5237,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-dd919dca9aa919eb,2026-04,T-3156D,1.0,67026.64,67026.64,43257.9,FILE,5381.26,37876.64,35738.6,23768.74,61645.38,0.5651,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-a44a87467a8bcdf9,2026-06,T-3156D,1.0,63049.0,63049.0,39280.26,FILE,5381.26,33899.0,33617.73,23768.74,57667.74,0.5377,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-910e2770c13151d3,2024-03,0-2600,1.0,87300.0,87300.0,54761.8,FILE,5832.0,48929.8,46548.36,32538.2,81468.0,0.5605,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-5640cbb341be25d6,2025-09,T-2988,2.0,270424.63,135212.32,181525.21,FILE,26934.76,154590.45,144190.41,88899.42,243489.87,0.5717,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-c73b7018f36318e9,2025-10,T-2988,1.0,138690.0,138690.0,94240.29,FILE,13467.38,80772.91,73949.51,44449.71,125222.62,0.5824,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-7e50e2900d45841e,2026-02,T-2988,1.0,138690.0,138690.0,94240.29,FILE,13467.38,80772.91,73949.51,44449.71,125222.62,0.5824,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-ce1641f6c1cff294,2026-05,T-2988,1.0,138690.0,138690.0,89612.09,FILE,13467.38,76144.71,73949.51,49077.91,125222.62,0.549,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-9413c9aaf3088a97,2025-11,T-2984,1.0,320689.59,320689.59,166740.15,FILE,77050.56,89689.59,170991.69,153949.44,243639.03,0.2797,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-73cd1cfe6d90bd23,2025-12,T-2984,1.0,510700.0,510700.0,356750.56,FILE,77050.56,279700.0,272305.24,153949.44,433649.44,0.5477,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-f052c3ba53b271ef,2024-09,T-2707,2.0,494960.0,247480.0,344903.74,FILE,65143.74,279760.0,263912.67,150056.26,429816.26,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-66984b4f98b46bff,2024-10,T-2707,1.0,247480.0,247480.0,172451.87,FILE,32571.87,139880.0,131956.34,75028.13,214908.13,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-f403a52bf264c0a6,2024-12,T-2707,3.0,611745.6,203915.2,386661.21,FILE,97715.61,288945.6,326182.75,225084.39,514029.99,0.4723,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-7d8cb9f43d90c50b,2025-07,T-2707,1.0,259850.0,259850.0,179441.87,FILE,32571.87,146870.0,138552.02,80408.13,227278.13,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-017b714d02a3ece4,2025-07,T-2892,1.0,175500.0,175500.0,115103.97,FILE,15842.97,99261.0,93576.6,60396.03,159657.03,0.5656,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-79379361649bd1fe,2025-09,T-2892,1.0,175500.0,175500.0,115103.97,FILE,15842.97,99261.0,93576.6,60396.03,159657.03,0.5656,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-d116f822e5dbf314,2026-06,T-2892,1.0,76239.0,76239.0,15842.97,FILE,15842.97,0.0,40650.63,60396.03,60396.03,0.0,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-74be692f5a51634b,2025-05,T-2804,2.0,313354.42,156677.21,196385.3,FILE,35508.88,160876.42,167080.58,116969.12,277845.54,0.5134,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-60a08503316b36f8,2025-06,T-2804,3.0,524979.97,174993.32,349526.29,FILE,53263.31,296262.98,279919.32,175453.68,471716.66,0.5643,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-bff35987a700dd61,2024-01,0-2675,2.0,418067.0,209033.5,260131.74,FILE,40324.74,219807.0,222913.32,157935.26,377742.26,0.5258,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-28e329ee14e0eaae,2024-02,0-2675,1.0,99130.0,99130.0,20162.37,FILE,20162.37,0.0,52856.12,78967.63,78967.63,0.0,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-ce50075184697ecc,2024-07,0-2675,1.0,228000.0,228000.0,149032.37,FILE,20162.37,128870.0,121569.6,78967.63,207837.63,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-b7453e30221a7dc3,2024-12,0-2675,1.0,228000.0,228000.0,149032.37,FILE,20162.37,128870.0,121569.6,78967.63,207837.63,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-2621c7084d26eabe,2024-01,0-2599,1.0,125217.0,125217.0,35094.5,FILE,35094.5,0.0,66765.7,90122.5,90122.5,0.0,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-a83cbc7c4fe056b5,2024-03,0-2462A,2.0,252000.0,126000.0,170166.96,FILE,27732.96,142434.0,134366.4,81833.04,224267.04,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-ef6a24f856978460,2024-04,0-2462A,-1.0,-126000.0,126000.0,-85083.48,FILE,-13866.48,-71217.0,-67183.2,-40916.52,-112133.52,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-118ad308f48ff1ed,2024-03,0-2595,1.0,234000.0,234000.0,159011.0,FILE,26750.0,132261.0,124768.8,74989.0,207250.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-0eabefe54af4feb9,2024-12,T-2940,1.0,161469.05,161469.05,68496.65,FILE,20296.37,48200.28,86095.3,92972.4,141172.68,0.2985,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-e6e139734c85d2b8,2025-01,T-2940,1.0,273000.0,273000.0,174826.14,FILE,20296.37,154529.77,145563.6,98173.86,252703.63,0.566,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-bbf44a81f8f62316,2025-02,T-2940,1.0,273000.0,273000.0,174374.6,FILE,20296.37,154078.23,145563.6,98625.4,252703.63,0.5644,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-734b45114b256456,2025-09,T-2940,1.0,273000.0,273000.0,174375.45,FILE,20296.37,154079.08,145563.6,98624.55,252703.63,0.5644,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-b0640a23f28f4a4d,2026-03,T-3109B,2.0,184791.8,92395.9,124273.78,FILE,23880.18,100393.6,98530.99,60518.02,160911.62,0.5433,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-59054aaa84afdf75,2026-05,T-3109B,2.0,156015.04,78007.52,95497.02,FILE,23880.18,71616.84,83187.22,60518.02,132134.86,0.459,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-a4b77e75ec4739a5,2026-06,T-3109B,3.0,276312.0,92104.0,185534.97,FILE,35820.28,149714.69,147329.56,90777.03,240491.72,0.5418,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-fbb5c7113eb53331,2026-03,T-3109B,2.0,183858.42,91929.21,123984.12,FILE,23880.18,100103.94,98033.31,59874.3,159978.24,0.5445,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-39d01f09ae70f5e7,2025-07,T-2805,1.0,175500.0,175500.0,112455.78,FILE,13194.78,99261.0,93576.6,63044.22,162305.22,0.5656,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-df5505ff03be8ddd,2026-03,T-2805,2.0,350700.0,175350.0,224611.56,FILE,26389.57,198221.99,186993.24,126088.44,324310.43,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-c6d9bf5a644c2d0c,2025-12,T-3090,1.0,509005.74,509005.74,349089.73,FILE,66183.99,282905.74,271401.86,159916.01,442821.75,0.5558,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-e95da974ea4f4fa2,2026-04,T-3090,1.0,520030.0,520030.0,360113.99,FILE,66183.99,293930.0,277280.0,159916.01,453846.01,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-d17f9bbfc2909ff7,2025-12,T-3092A,3.0,774547.76,258182.59,519519.08,FILE,84121.32,435397.76,412988.87,255028.68,690426.44,0.5621,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-76568622731b3572,2026-01,T-3092A,1.0,229290.04,229290.04,144280.48,FILE,28040.44,116240.04,122257.45,85009.56,201249.6,0.507,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-7b916a114ff09ef9,2026-03,T-3092A,1.0,260020.0,260020.0,175010.44,FILE,28040.44,146970.0,138642.66,85009.56,231979.56,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-aa1e60cd2b22614b,2026-06,T-3092A,1.0,260020.0,260020.0,175010.44,FILE,28040.44,146970.0,138642.66,85009.56,231979.56,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-b73e8ef4b58ddb6c,2025-12,T-3088,1.0,320050.0,320050.0,209317.9,FILE,28417.9,180900.0,170650.66,110732.1,291632.1,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-6530fb87df7b7bdb,2026-04,T-3088,1.0,234471.12,234471.12,123739.02,FILE,28417.9,95321.12,125020.0,110732.1,206053.22,0.4065,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-2ce5165200303c5e,2025-04,T-2701,3.0,1159094.0,386364.67,785198.0,FILE,142704.0,642494.0,618028.92,373896.0,1016390.0,0.5543,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-fe56ac6e499487a3,2025-08,T-2701,1.0,381000.0,381000.0,256368.0,FILE,47568.0,208800.0,203149.2,124632.0,333432.0,0.548,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-02a2b864645c34fd,2024-04,0-2489,1.0,177100.0,177100.0,120273.0,FILE,,,94429.72,56827.0,,,NO_SPLIT,0.4668,0.5332
SL-ac14347191710b7c,2026-04,T-2987,1.0,416070.0,416070.0,269555.91,FILE,34385.91,235170.0,221848.52,146514.09,381684.09,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-52cc0ca6185b322c,2025-09,T-3001,2.0,638001.09,319000.54,339314.29,FILE,86495.28,252819.01,340182.18,298686.8,551505.81,0.3963,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-40f2765c66302273,2025-11,T-3001,1.0,438900.0,438900.0,289556.6,FILE,43247.64,246308.96,234021.48,149343.4,395652.36,0.5612,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-45b74616805e8bf3,2025-12,T-3001,1.0,190826.0,190826.0,41482.6,FILE,43247.64,-1765.04,101748.42,149343.4,147578.36,-0.0092,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-871f890304cb6938,2026-01,T-3001,2.0,877800.0,438900.0,584408.32,FILE,86495.28,497913.04,468042.96,293391.68,791304.72,0.5672,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-499b21740c1f9499,2026-02,T-3001,1.0,438900.0,438900.0,291321.64,FILE,43247.64,248074.0,234021.48,147578.36,395652.36,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-075a43d00cdfead9,2024-05,0-2594,2.0,648000.0,324000.0,448944.4,FILE,82682.4,366262.0,345513.6,199055.6,565317.6,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-fe918cf280115226,2025-11,T-3049,1.0,155371.22,155371.22,99759.98,FILE,17038.76,82721.22,82843.93,55611.24,138332.46,0.5324,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-71ee3bde838cf08f,2025-12,T-3049,3.0,403307.6,134435.87,236473.88,FILE,51116.26,185357.62,215043.61,166833.72,352191.34,0.4596,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-0b39988a81051fc3,2026-02,T-3178,1.0,15070.0,15070.0,1653.22,W3_BOM_H9,1653.22,0.0,8035.32,13416.78,13416.78,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-aeae192f9001e187,2026-03,T-3178,3.0,41604.85,13868.28,4959.65,W3_BOM_H9,4959.65,0.0,22183.71,36645.2,36645.2,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-e07eb7fdfbbd4ddf,2026-04,T-3178,2.0,21620.0,10810.0,3306.43,W3_BOM_H9,3306.43,0.0,11527.78,18313.57,18313.57,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-aa0d73e3973b44f5,2026-05,T-3178,3.0,40140.0,13380.0,4959.65,W3_BOM_H9,4959.65,0.0,21402.65,35180.35,35180.35,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-8e0b6abb87825fa8,2026-06,T-3178,1.0,14766.0,14766.0,1653.22,W3_BOM_H9,1653.22,0.0,7873.23,13112.78,13112.78,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-02943ff64a2c5af3,2024-09,T-2720,2.0,881910.0,440955.0,622394.0,FILE,129684.0,492710.0,470234.41,259516.0,752226.0,0.5587,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-20527ce7725d05d6,2025-01,T-2719,1.0,471266.89,471266.89,307936.89,FILE,42170.0,265766.89,251279.51,163330.0,429096.89,0.5639,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-373684d2957657e1,2025-09,T-2719,1.0,496280.0,496280.0,322675.0,FILE,42170.0,280505.0,264616.5,173605.0,454110.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-6bafde9d95c7bb4d,2026-02,T-2719,1.0,397024.0,397024.0,223419.0,FILE,42170.0,181249.0,211693.2,173605.0,354854.0,0.4565,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-da5a6d525ea5a613,2026-03,T-2719,1.0,496280.0,496280.0,322675.0,FILE,42170.0,280505.0,264616.5,173605.0,454110.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-0152caaa6ba3d808,2024-02,0-1043,1.0,434653.82,434653.82,272262.82,FILE,32392.0,239870.82,231757.42,162391.0,402261.82,0.5519,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-75b804fba1533405,2024-01,0-2464,1.0,86496.64,86496.64,29521.64,FILE,12338.0,17183.64,46120.01,56975.0,74158.64,0.1987,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-d0869629cae03042,2024-01,0-2597,1.0,222000.0,222000.0,118265.2,FILE,37135.2,81130.0,118370.4,103734.8,184864.8,0.3655,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-dd09480a1464a85e,2025-01,0-2596,1.0,245700.0,245700.0,183233.4,FILE,44359.4,138874.0,131007.24,62466.6,201340.6,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-7ad5872e910525f7,2026-02,0-2596,1.0,245700.0,245700.0,183233.4,FILE,44359.4,138874.0,131007.24,62466.6,201340.6,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-9fad0ddea86ed34f,2026-04,0-2487A,1.0,145040.0,145040.0,100491.0,FILE,18510.0,81981.0,77335.33,44549.0,126530.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-b4891b92ae557863,2024-04,T-2560A,3.0,456588.93,152196.31,317193.93,FILE,61005.0,256188.93,243453.22,139395.0,395583.93,0.5611,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-78d75f88172976cd,2024-06,T-2560A,2.0,307280.0,153640.0,214350.0,FILE,40670.0,173680.0,163841.7,92930.0,266610.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-d126861ad1521ac4,2024-06,T-2560B,1.0,116840.0,116840.0,78699.0,FILE,12659.0,66040.0,62299.09,38141.0,104181.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-1a163fec7e509640,2024-08,T-2560B,1.0,116840.0,116840.0,78699.0,FILE,12659.0,66040.0,62299.09,38141.0,104181.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-a6f9b07e33523647,2024-12,T-2560B,1.0,116840.0,116840.0,78699.0,FILE,12659.0,66040.0,62299.09,38141.0,104181.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-e61b8d24eb62d55c,2025-01,T-2560B,-1.0,-116840.0,116840.0,-78699.0,FILE,-12659.0,-66040.0,-62299.09,-38141.0,-104181.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-0d7461a1dfef0964,2025-01,T-2560B,1.0,122680.0,122680.0,81999.0,FILE,12659.0,69340.0,65412.98,40681.0,110021.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-994562ca4c63134a,2026-02,T-2560B,1.0,121292.23,121292.23,80611.23,FILE,12659.0,67952.23,64673.02,40681.0,108633.23,0.5602,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-2ef878f85fd0ac2e,2026-04,T-2885,1.0,175288.91,175288.91,110350.25,FILE,11300.34,99049.91,93464.05,64938.66,163988.57,0.5651,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-82172b0fd1007eb9,2025-07,T-2911,1.0,133350.0,133350.0,94926.75,FILE,19554.75,75372.0,71102.22,38423.25,113795.25,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-3bcabf7d496dd4e0,2025-08,T-2911,1.0,133350.0,133350.0,94926.75,FILE,19554.75,75372.0,71102.22,38423.25,113795.25,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-0202ad069892dab4,2026-03,T-2911,1.0,133350.0,133350.0,94926.75,FILE,19554.75,75372.0,71102.22,38423.25,113795.25,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-3f08667f50b3ae87,2026-05,T-2911,1.0,133350.0,133350.0,94926.75,FILE,19554.75,75372.0,71102.22,38423.25,113795.25,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-e78c0bb87e0f42e4,2024-06,T-2546,1.0,167960.89,167960.89,108025.89,FILE,18865.0,89160.89,89556.75,59935.0,149095.89,0.5308,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-9b88dd2914b1eeed,2026-02,T-3137A,1.0,197110.0,197110.0,127347.34,FILE,15937.34,111410.0,105099.05,69762.66,181172.66,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-45f523133afe6801,2026-05,T-3137A,1.0,197110.0,197110.0,127347.34,FILE,15937.34,111410.0,105099.05,69762.66,181172.66,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-844218a60f80d2f2,2026-06,T-3137A,1.0,85700.0,85700.0,15937.34,FILE,15937.34,0.0,45695.24,69762.66,69762.66,0.0,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-e88ccfbc4f8c8b8e,2026-06,0-2487B,1.0,114532.0,114532.0,73152.5,FILE,10052.5,63100.0,61068.46,41379.5,104479.5,0.5509,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-c712ccc81d9c40f4,2024-04,T-2546,1.0,181240.0,181240.0,121305.0,FILE,18865.0,102440.0,96637.17,59935.0,162375.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-33f0b8ab278d41da,2024-05,T-2546,1.0,181240.0,181240.0,121305.0,FILE,18865.0,102440.0,96637.17,59935.0,162375.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-16c030bd763f8e48,2024-06,T-2546,1.0,167960.87,167960.87,108025.87,FILE,18865.0,89160.87,89556.74,59935.0,149095.87,0.5308,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
