warehouse,name,article_hint,docs_n,docs_in_n,docs_out_n,first_move_date,last_move_date,last_in_date,last_out_date,days_since_last_move,aging_band,last_doc,inv_match,inv_qty,inv_amount_rub,inv_abc_band,inv_as_of,risk_flag,move_end_leaf_ambiguous,as_of_analysis,do_not_auto_accept,so_t
Основной склад,"Шелк, темно-телесный 16-012",16-012,3,1,2,2024-10-31,2025-08-14,2024-10-31,2025-08-14,349,181_365_COOL,Перемещение запасов 242 от 14.08.2025,WH_ART,7.5,11250.0,B,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Основной склад,"Шелк, темный графит 16-049",16-049,2,1,1,2025-09-17,2025-09-30,2025-09-17,2025-09-30,302,181_365_COOL,Перемещение запасов 311 от 30.09.2025,NO_INV,0,0,,,REVIEW,,2026-07-29,YES,N
Основной склад,"Шелк, фиолетовый 16-032",16-032,1,1,0,2026-05-08,2026-05-08,2026-05-08,,82,0_90_HOT,Приходная накладная 63 от 08.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,134123.42,2026-07-29,YES,N
Основной склад,"Шелк, фиолетовый 16-036",16-036,11,1,10,2024-10-31,2025-12-12,2024-10-31,2025-12-12,229,181_365_COOL,Перемещение запасов 439 от 12.12.2025,WH_ART,7.05,10575.0,B,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Основной склад,"Шелк, фуксия 16-024",16-024,9,2,7,2024-10-31,2026-06-23,2025-11-06,2026-06-23,36,0_90_HOT,Перемещение запасов 277 от 23.06.2026,WH_ART,4.0,6000.0,C,2026-05-31,OK_ACTIVE,62560.0,2026-07-29,YES,N
Основной склад,"Шелк, фуксия 16-026",16-026,18,2,16,2024-10-31,2026-05-13,2025-11-10,2026-05-13,77,0_90_HOT,Перемещение запасов 197 от 13.05.2026,WH_ART,42.65,63975.0,A,2026-05-31,OK_ACTIVE,19425.0,2026-07-29,YES,N
Основной склад,"Шелк, цикламеновый 16-025",16-025,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 6 от 31.10.2024,WH_ART,10.0,22000.0,A,2026-05-31,DEAD_STOCK,22000.0,2026-07-29,YES,N
Основной склад,"Шелк, черный 16-038",16-038,88,6,82,2024-10-31,2026-06-30,2026-05-08,2026-06-30,29,0_90_HOT,Перемещение запасов 289 от 30.06.2026,WH_ART,103.35,150733.48,A,2026-05-31,OK_ACTIVE,261995.31,2026-07-29,YES,N
Основной склад,"Шелк, черный без стрейча 16-046",16-046,10,1,9,2024-10-31,2025-09-02,2024-10-31,2025-09-02,330,181_365_COOL,Перемещение запасов 266 от 02.09.2025,WH_ART,37.45,74900.0,A,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Основной склад,"Шелк, черный в крупный горох 17-001",17-001,8,1,7,2025-02-24,2025-10-29,2025-02-24,2025-10-29,273,181_365_COOL,Перемещение запасов 371 от 29.10.2025,WH_ART,14.9,29800.0,A,2026-05-31,AGING_WATCH,17400.0,2026-07-29,YES,N
Основной склад,"Шелк, черный с принтом ""белая Y"" 17А-008",,18,3,15,2024-10-31,2026-05-27,2026-05-08,2026-05-27,63,0_90_HOT,Перемещение запасов 228 от 27.05.2026,WH_NAME,39.2,78400.0,A,2026-05-31,OK_ACTIVE,125485.64,2026-07-29,YES,N
Основной склад,"Шелк, черный с принтом ""белые ласточки"" 17A-053",,7,3,4,2024-10-31,2026-05-18,2026-05-18,2025-12-24,72,0_90_HOT,Перемещение запасов 203 от 18.05.2026,WH_NAME,5.4,15660.0,B,2026-05-31,OK_ACTIVE,39249.39,2026-07-29,YES,N
Основной склад,"Шелк, черный, белые листья  17А-001",,2,1,1,2026-02-20,2026-02-20,2026-02-20,2026-02-20,159,91_180_WARM,Перемещение запасов 55 от 20.02.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Основной склад,"Шелк, ярко-зеленый 16-034",16-034,4,1,3,2024-10-31,2025-03-06,2024-10-31,2025-03-06,510,365PLUS_STALE,Перемещение запасов 29 от 06.03.2025,NO_INV,0,0,,,CLEARED_OLD,,2026-07-29,YES,N
Основной склад,Шелка кайма белый-розовый-белый 17A-042,,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 7 от 31.10.2024,WH_NAME,3.45,10695.0,B,2026-05-31,DEAD_STOCK,10695.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, бежевый 9-009",9-009,2,1,1,2024-10-31,2025-08-14,2024-10-31,2025-08-14,349,181_365_COOL,Перемещение запасов 242 от 14.08.2025,WH_ART,10.15,30450.0,A,2026-05-31,AGING_WATCH,18450.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, бежевый 9-014",9-014,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 11 от 31.10.2024,WH_ART,3.4,10200.0,B,2026-05-31,DEAD_STOCK,10200.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, бежевый 9-025",9-025,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 11 от 31.10.2024,WH_ART,3.5,10500.0,B,2026-05-31,DEAD_STOCK,10500.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, бордовая 9-023",9-023,3,1,2,2024-10-31,2025-09-04,2024-10-31,2025-09-04,328,181_365_COOL,Перемещение запасов 269 от 04.09.2025,WH_ART,10.2,30600.0,A,2026-05-31,AGING_WATCH,11100.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, графит 9-004",9-004,3,1,2,2024-10-31,2025-09-01,2024-10-31,2025-09-01,331,181_365_COOL,Перемещение запасов 264 от 01.09.2025,WH_ART,2.7,8100.0,B,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, зеленый 9-022",9-022,4,2,2,2024-10-31,2025-09-04,2025-07-04,2025-09-04,328,181_365_COOL,Перемещение запасов 269 от 04.09.2025,WH_ART,7.0,21000.0,A,2026-05-31,AGING_WATCH,9300.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, искуственная черная 9-033",9-033,2,1,1,2026-06-16,2026-06-16,2026-06-16,2026-06-16,43,0_90_HOT,Перемещение запасов 267 от 16.06.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, коричневый 9-003",9-003,2,1,1,2024-10-31,2025-12-22,2024-10-31,2025-12-22,219,181_365_COOL,Перемещение запасов 457 от 22.12.2025,WH_ART,9.2,27600.0,A,2026-05-31,AGING_WATCH,15600.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, красный 9-015",9-015,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 11 от 31.10.2024,WH_ART,3.8,11400.0,B,2026-05-31,DEAD_STOCK,11400.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, красный 9-017",9-017,2,1,1,2024-10-31,2025-12-24,2024-10-31,2025-12-24,217,181_365_COOL,Перемещение запасов 461 от 24.12.2025,WH_ART,19.0,57000.0,A,2026-05-31,AGING_WATCH,49800.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, розовый 9-032",9-032,3,1,2,2025-07-03,2025-07-29,2025-07-03,2025-07-29,365,181_365_COOL,Перемещение запасов 215 от 29.07.2025,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,10150.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, розовый 9-О-001",,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 11 от 31.10.2024,WH_NAME,1.5,4500.0,C,2026-05-31,DEAD_STOCK,4500.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, светло-бежевый 9-012",9-012,3,1,2,2024-10-31,2025-12-24,2024-10-31,2025-12-24,217,181_365_COOL,Перемещение запасов 461 от 24.12.2025,WH_ART,22.3,66900.0,A,2026-05-31,AGING_WATCH,50700.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, серый  9-030",9-030,11,1,10,2025-07-03,2026-06-05,2025-07-03,2026-06-05,54,0_90_HOT,Перемещение запасов 252 от 05.06.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, серый 9-026",9-026,8,5,3,2025-06-23,2026-03-19,2026-03-19,2025-12-25,132,91_180_WARM,Перемещение запасов 96 от 19.03.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,105042.15,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, серый 9-О-005",,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 11 от 31.10.2024,WH_NAME,3.0,9000.0,B,2026-05-31,DEAD_STOCK,9000.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, серый 9-О-006",,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 11 от 31.10.2024,WH_NAME,2.7,8100.0,B,2026-05-31,DEAD_STOCK,8100.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, серый в крапинку 9-013",9-013,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 11 от 31.10.2024,WH_ART,16.0,48000.0,A,2026-05-31,DEAD_STOCK,48000.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, серый в полоску 9-024",9-024,2,1,1,2024-10-31,2025-09-04,2024-10-31,2025-09-04,328,181_365_COOL,Перемещение запасов 270 от 04.09.2025,WH_ART,3.25,9750.0,B,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, серый ёлочка 9-027",9-027,8,1,7,2025-06-23,2025-10-09,2025-06-23,2025-10-09,293,181_365_COOL,Перемещение запасов 333 от 09.10.2025,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,99794.52,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, синий 9-007",9-007,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 11 от 31.10.2024,WH_ART,3.4,10200.0,B,2026-05-31,DEAD_STOCK,10200.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, синий 9-031",9-031,6,1,5,2025-07-03,2025-12-16,2025-07-03,2025-12-16,225,181_365_COOL,Перемещение запасов 445 от 16.12.2025,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,12284.3,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, синий 9-О-002",,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 11 от 31.10.2024,WH_NAME,2.55,7650.0,B,2026-05-31,DEAD_STOCK,7650.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, темно-бежевый 9-008",9-008,3,1,2,2024-10-31,2025-12-24,2024-10-31,2025-12-24,217,181_365_COOL,Перемещение запасов 461 от 24.12.2025,WH_ART,6.6,19800.0,A,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, темно-серый 9-002",9-002,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 11 от 31.10.2024,WH_ART,5.1,15300.0,B,2026-05-31,DEAD_STOCK,15300.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, темно-синий 9-005",9-005,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 11 от 31.10.2024,WH_ART,9.7,29100.0,A,2026-05-31,DEAD_STOCK,29100.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, темно-синий 9-020",9-020,2,1,1,2024-10-31,2025-12-10,2024-10-31,2025-12-10,231,181_365_COOL,Перемещение запасов 435 от 10.12.2025,WH_ART,5.2,15600.0,B,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, темно-синий 9-021",9-021,2,1,1,2024-10-31,2025-12-24,2024-10-31,2025-12-24,217,181_365_COOL,Перемещение запасов 461 от 24.12.2025,WH_ART,3.0,9000.0,B,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, фиолетовый 9-018",9-018,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 11 от 31.10.2024,WH_ART,13.7,41100.0,A,2026-05-31,DEAD_STOCK,41100.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, фуксия 9-016",9-016,2,1,1,2024-10-31,2025-12-24,2024-10-31,2025-12-24,217,181_365_COOL,Перемещение запасов 461 от 24.12.2025,WH_ART,6.5,19500.0,A,2026-05-31,AGING_WATCH,12300.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, черный 9-001",9-001,4,2,2,2024-10-31,2025-12-22,2025-09-24,2025-12-22,219,181_365_COOL,Перемещение запасов 457 от 22.12.2025,WH_ART,12.5,37500.0,A,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, черный 9-028",9-028,15,3,12,2025-06-30,2026-05-20,2026-05-15,2026-05-20,70,0_90_HOT,Перемещение запасов 212 от 20.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,33822.34,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, черный 9-029",9-029,16,1,15,2025-07-03,2026-05-13,2025-07-03,2026-05-13,77,0_90_HOT,Перемещение запасов 197 от 13.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,6844.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, черный барашек 9-019",9-019,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 11 от 31.10.2024,WH_ART,6.5,19500.0,A,2026-05-31,DEAD_STOCK,19500.0,2026-07-29,YES,N
Основной склад,"Шерсть пальтовая, ярко-синий 9-006",9-006,4,2,2,2024-10-31,2025-12-16,2025-10-03,2025-12-16,225,181_365_COOL,Перемещение запасов 445 от 16.12.2025,WH_ART,6.9,20700.0,A,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Основной склад,"Шерсть плотная, коричневая 8-017",8-017,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,4.4,8800.0,B,2026-05-31,DEAD_STOCK,8800.0,2026-07-29,YES,N
Основной склад,"Шерсть плотная, синий 8-018",8-018,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,10.5,21000.0,A,2026-05-31,DEAD_STOCK,21000.0,2026-07-29,YES,N
Основной склад,"Шерсть тонкая, бежевый 8-070",8-070,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,13.45,26900.0,A,2026-05-31,DEAD_STOCK,26900.0,2026-07-29,YES,N
Основной склад,"Шерсть тонкая, серый 8-065",8-065,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,4.3,8600.0,B,2026-05-31,DEAD_STOCK,8600.0,2026-07-29,YES,N
Основной склад,"Шерсть тонкая, серый 8-066",8-066,2,1,1,2024-10-31,2025-08-18,2024-10-31,2025-08-18,345,181_365_COOL,Перемещение запасов 245 от 18.08.2025,WH_ART,9.9,19800.0,A,2026-05-31,AGING_WATCH,18800.0,2026-07-29,YES,N
Основной склад,"Шерсть тонкая, темно-серый 8-064",8-064,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,4.4,8800.0,B,2026-05-31,DEAD_STOCK,8800.0,2026-07-29,YES,N
Основной склад,"Шерсть тонкая, темный хаки 8-068",8-068,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,14.1,28200.0,A,2026-05-31,DEAD_STOCK,28200.0,2026-07-29,YES,N
Основной склад,"Шерсть тонкая, хаки 8-069",8-069,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,11.55,23100.0,A,2026-05-31,DEAD_STOCK,23100.0,2026-07-29,YES,N
Основной склад,"Шерсть-версаче, черный 8-055",8-055,4,2,2,2024-10-31,2026-02-11,2026-02-11,2026-02-03,168,91_180_WARM,Перемещение запасов 40 от 11.02.2026,WH_ART,15.4,38500.0,A,2026-05-31,OK_ACTIVE,32250.0,2026-07-29,YES,N
Основной склад,"Шерсть-кучерелли, голубой 8-058",8-058,2,1,1,2024-10-31,2026-04-22,2024-10-31,2026-04-22,98,91_180_WARM,Перемещение запасов 157 от 22.04.2026,WH_ART,48.0,120000.0,A,2026-05-31,OK_ACTIVE,119250.0,2026-07-29,YES,N
Основной склад,"Шерсть-кучерелли, коралловый 8-061",8-061,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,11.5,28750.0,A,2026-05-31,DEAD_STOCK,28750.0,2026-07-29,YES,N
Основной склад,"Шерсть-кучерелли, коричневый 8-051",8-051,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,9.1,22750.0,A,2026-05-31,DEAD_STOCK,22750.0,2026-07-29,YES,N
Основной склад,"Шерсть-кучерелли, коричневый 8-052",8-052,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,10.1,25250.0,A,2026-05-31,DEAD_STOCK,25250.0,2026-07-29,YES,N
Основной склад,"Шерсть-кучерелли, красный 8-060",8-060,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,16.2,40500.0,A,2026-05-31,DEAD_STOCK,40500.0,2026-07-29,YES,N
Основной склад,"Шерсть-кучерелли, морская волна 8-057",8-057,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,9.5,23750.0,A,2026-05-31,DEAD_STOCK,23750.0,2026-07-29,YES,N
Основной склад,"Шерсть-кучерелли, розовый 8-053",8-053,2,1,1,2024-10-31,2025-01-21,2024-10-31,2025-01-21,554,365PLUS_STALE,Перемещение запасов 7 от 21.01.2025,WH_ART,10.0,25000.0,A,2026-05-31,DEAD_STOCK,25000.0,2026-07-29,YES,N
Основной склад,"Шерсть-кучерелли, розовый 8-054",8-054,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,11.5,28750.0,A,2026-05-31,DEAD_STOCK,28750.0,2026-07-29,YES,N
Основной склад,"Шерсть-кучерелли, серый (грибной) 8-059",8-059,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,9.5,23750.0,A,2026-05-31,DEAD_STOCK,23750.0,2026-07-29,YES,N
Основной склад,"Шерсть-кучерелли, черный 8-056",8-056,11,3,8,2024-10-31,2026-03-19,2026-03-19,2025-11-12,132,91_180_WARM,Перемещение запасов 100 от 19.03.2026,WH_ART,36.5,116800.0,A,2026-05-31,OK_ACTIVE,46400.0,2026-07-29,YES,N
Основной склад,"Шерсть-шанель, коричневый 8-026",8-026,3,2,1,2024-10-31,2026-05-27,2026-05-27,2026-04-24,63,0_90_HOT,Перемещение запасов 227 от 27.05.2026,WH_ART,12.5,25000.0,A,2026-05-31,OK_ACTIVE,17200.0,2026-07-29,YES,N
Основной склад,"Шерсть-шанель, красный 8-024",8-024,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,8.1,16200.0,B,2026-05-31,DEAD_STOCK,16200.0,2026-07-29,YES,N
Основной склад,"Шерсть, бежевая с блеском 8-015",8-015,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,5.9,11800.0,B,2026-05-31,DEAD_STOCK,11800.0,2026-07-29,YES,N
Основной склад,"Шерсть, бежевый 8-040",8-040,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,3.45,6900.0,B,2026-05-31,DEAD_STOCK,6900.0,2026-07-29,YES,N
Основной склад,"Шерсть, бежевый 8-041",8-041,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,6.6,13200.0,B,2026-05-31,DEAD_STOCK,13200.0,2026-07-29,YES,N
Основной склад,"Шерсть, в клетку 8-004",8-004,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,4.5,9000.0,B,2026-05-31,DEAD_STOCK,9000.0,2026-07-29,YES,N
Основной склад,"Шерсть, в полоску 8-006",8-006,3,1,2,2024-10-31,2025-10-03,2024-10-31,2025-10-03,299,181_365_COOL,Перемещение запасов 323 от 03.10.2025,WH_ART,6.6,13200.0,B,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Основной склад,"Шерсть, голубой 8-001",8-001,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,9.7,19400.0,A,2026-05-31,DEAD_STOCK,19400.0,2026-07-29,YES,N
Основной склад,"Шерсть, голубой в крапинку 8-O-006",,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_NAME,2.1,4200.0,C,2026-05-31,DEAD_STOCK,4200.0,2026-07-29,YES,N
Основной склад,"Шерсть, зеленый 8-002",8-002,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,7.3,14600.0,B,2026-05-31,DEAD_STOCK,14600.0,2026-07-29,YES,N
Основной склад,"Шерсть, зеленый 8-O-008",,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_NAME,3.0,6000.0,C,2026-05-31,DEAD_STOCK,6000.0,2026-07-29,YES,N
Основной склад,"Шерсть, коричневый 8-003",8-003,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,5.7,11400.0,B,2026-05-31,DEAD_STOCK,11400.0,2026-07-29,YES,N
Основной склад,"Шерсть, коричневый 8-019",8-019,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,9.0,18000.0,A,2026-05-31,DEAD_STOCK,18000.0,2026-07-29,YES,N
Основной склад,"Шерсть, коричневый в полоску 8-009",8-009,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,4.9,9800.0,B,2026-05-31,DEAD_STOCK,9800.0,2026-07-29,YES,N
Основной склад,"Шерсть, коричневый в полоску 8-010",8-010,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,4.1,8200.0,B,2026-05-31,DEAD_STOCK,8200.0,2026-07-29,YES,N
Основной склад,"Шерсть, коричневый с люрексом 8-045",8-045,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,5.3,10600.0,B,2026-05-31,DEAD_STOCK,10600.0,2026-07-29,YES,N
Основной склад,"Шерсть, красный 8-020",8-020,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,6.2,12400.0,B,2026-05-31,DEAD_STOCK,12400.0,2026-07-29,YES,N
Основной склад,"Шерсть, красный 8-O-002",,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_NAME,2.5,5000.0,C,2026-05-31,DEAD_STOCK,5000.0,2026-07-29,YES,N
Основной склад,"Шерсть, красный в крапинку 8-O-007",,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_NAME,1.0,2000.0,C,2026-05-31,DEAD_STOCK,2000.0,2026-07-29,YES,N
Основной склад,"Шерсть, молочный 8-037",8-037,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,5.8,11600.0,B,2026-05-31,DEAD_STOCK,11600.0,2026-07-29,YES,N
Основной склад,"Шерсть, оранжевый 8-038",8-038,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,8.0,16000.0,B,2026-05-31,DEAD_STOCK,16000.0,2026-07-29,YES,N
Основной склад,"Шерсть, оранжевый 8-062",8-062,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,4.55,11375.0,B,2026-05-31,DEAD_STOCK,11375.0,2026-07-29,YES,N
Основной склад,"Шерсть, рогожка белая 8-031",8-031,1,1,0,2025-10-10,2025-10-10,2025-10-10,,292,181_365_COOL,Оприходование запасов 15 от 10.10.2025,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,6000.0,2026-07-29,YES,N
Основной склад,"Шерсть, серо-бежевый 8-042",8-042,3,1,2,2024-10-31,2025-04-11,2024-10-31,2025-04-11,474,365PLUS_STALE,Перемещение запасов 79 от 11.04.2025,WH_ART,4.9,9800.0,B,2026-05-31,DEAD_STOCK,9800.0,2026-07-29,YES,N
Основной склад,"Шерсть, серый 8-035",8-035,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,6.4,12800.0,B,2026-05-31,DEAD_STOCK,12800.0,2026-07-29,YES,N
Основной склад,"Шерсть, серый 8-O-009",,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_NAME,2.6,5200.0,C,2026-05-31,DEAD_STOCK,5200.0,2026-07-29,YES,N
Основной склад,"Шерсть, серый 8-O-011",,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_NAME,2.6,5200.0,C,2026-05-31,DEAD_STOCK,5200.0,2026-07-29,YES,N
Основной склад,"Шерсть, серый в полоску 8-007",8-007,2,1,1,2024-10-31,2025-09-04,2024-10-31,2025-09-04,328,181_365_COOL,Перемещение запасов 270 от 04.09.2025,WH_ART,3.65,7300.0,B,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Основной склад,"Шерсть, серый в полоску 8-013",8-013,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 15 от 31.10.2024,WH_ART,5.0,10000.0,B,2026-05-31,DEAD_STOCK,10000.0,2026-07-29,YES,N
