formula_error_id,source_file_id,version_id,file_name,sheet,cell,error_type,formula,shared_formula_si,shared_anchor,shared_anchor_formula,shared_ref,classification,referenced_error_cells,proposed_patch,patch_confidence,application_status,owner_role,required_evidence,analysis_impact
FERR-0314,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O2447,#DIV/0!,J2447-N2447,,,,,Propagated from upstream error,J2447,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0315,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O2457,#DIV/0!,J2457-N2457,,,,,Propagated from upstream error,J2457,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0316,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O2467,#DIV/0!,J2467-N2467,,,,,Propagated from upstream error,J2467,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0317,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O2477,#DIV/0!,J2477-N2477,,,,,Propagated from upstream error,J2477,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0318,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O2487,#DIV/0!,J2487-N2487,,,,,Propagated from upstream error,J2487,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0319,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O2497,#DIV/0!,J2497-N2497,,,,,Propagated from upstream error,J2497,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0320,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O2507,#DIV/0!,J2507-N2507,,,,,Propagated from upstream error,J2507,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0321,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O2517,#DIV/0!,J2517-N2517,,,,,Propagated from upstream error,J2517,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0322,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O2527,#DIV/0!,J2527-N2527,,,,,Propagated from upstream error,J2527,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0323,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O2537,#DIV/0!,J2537-N2537,,,,,Propagated from upstream error,J2537,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0324,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O2547,#DIV/0!,J2547-N2547,,,,,Propagated from upstream error,J2547,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0325,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O2557,#DIV/0!,J2557-N2557,,,,,Propagated from upstream error,J2557,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0326,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O2567,#DIV/0!,J2567-N2567,,,,,Propagated from upstream error,J2567,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0327,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O2577,#DIV/0!,J2577-N2577,,,,,Propagated from upstream error,J2577,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0328,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O275,#DIV/0!,,19,O235,J235-N235,O235:O291,Shared-formula error; inspect anchor,,"=IFERROR(J235-N235,"""")",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0329,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O291,#DIV/0!,,19,O235,J235-N235,O235:O291,Shared-formula error; inspect anchor,,"=IFERROR(J235-N235,"""")",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0330,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,O659,#DIV/0!,,43,O619,J619-N619,O619:O675,Shared-formula error; inspect anchor,,"=IFERROR(J619-N619,"""")",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0331,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4341,#DIV/0!,SUM(T4341:T4348)/G4341,,,,,Root denominator error,,"=IF(G4341=0,"""",SUM(T4341:T4348)/G4341)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0332,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4365,#DIV/0!,SUM(T4365:T4372)/G4365,,,,,Root denominator error,,"=IF(G4365=0,"""",SUM(T4365:T4372)/G4365)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0333,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4373,#DIV/0!,SUM(T4373:T4380)/G4373,,,,,Root denominator error,,"=IF(G4373=0,"""",SUM(T4373:T4380)/G4373)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0334,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4381,#DIV/0!,SUM(T4381:T4388)/G4381,,,,,Root denominator error,,"=IF(G4381=0,"""",SUM(T4381:T4388)/G4381)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0335,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4429,#DIV/0!,SUM(T4429:T4436)/G4429,,,,,Root denominator error,,"=IF(G4429=0,"""",SUM(T4429:T4436)/G4429)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0336,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4437,#DIV/0!,SUM(T4437:T4444)/G4437,,,,,Root denominator error,,"=IF(G4437=0,"""",SUM(T4437:T4444)/G4437)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0337,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4445,#DIV/0!,SUM(T4445:T4452)/G4445,,,,,Root denominator error,,"=IF(G4445=0,"""",SUM(T4445:T4452)/G4445)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0338,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4453,#DIV/0!,SUM(T4453:T4460)/G4453,,,,,Root denominator error,,"=IF(G4453=0,"""",SUM(T4453:T4460)/G4453)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0339,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4461,#DIV/0!,SUM(T4461:T4468)/G4461,,,,,Root denominator error,,"=IF(G4461=0,"""",SUM(T4461:T4468)/G4461)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0340,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4469,#DIV/0!,SUM(T4469:T4476)/G4469,,,,,Root denominator error,,"=IF(G4469=0,"""",SUM(T4469:T4476)/G4469)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0341,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4477,#DIV/0!,SUM(T4477:T4484)/G4477,,,,,Root denominator error,,"=IF(G4477=0,"""",SUM(T4477:T4484)/G4477)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0342,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4485,#DIV/0!,SUM(T4485:T4492)/G4485,,,,,Root denominator error,,"=IF(G4485=0,"""",SUM(T4485:T4492)/G4485)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0343,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4493,#DIV/0!,SUM(T4493:T4500)/G4493,,,,,Root denominator error,,"=IF(G4493=0,"""",SUM(T4493:T4500)/G4493)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0344,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4501,#DIV/0!,SUM(T4501:T4508)/G4501,,,,,Root denominator error,,"=IF(G4501=0,"""",SUM(T4501:T4508)/G4501)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0345,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4509,#DIV/0!,SUM(T4509:T4516)/G4509,,,,,Root denominator error,,"=IF(G4509=0,"""",SUM(T4509:T4516)/G4509)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0346,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4517,#DIV/0!,SUM(T4517:T4524)/G4517,,,,,Root denominator error,,"=IF(G4517=0,"""",SUM(T4517:T4524)/G4517)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0347,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4525,#DIV/0!,SUM(T4525:T4532)/G4525,,,,,Root denominator error,,"=IF(G4525=0,"""",SUM(T4525:T4532)/G4525)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0348,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4533,#DIV/0!,SUM(T4533:T4540)/G4533,,,,,Root denominator error,,"=IF(G4533=0,"""",SUM(T4533:T4540)/G4533)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0349,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4541,#DIV/0!,SUM(T4541:T4548)/G4541,,,,,Root denominator error,,"=IF(G4541=0,"""",SUM(T4541:T4548)/G4541)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0350,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4549,#DIV/0!,SUM(T4549:T4556)/G4549,,,,,Root denominator error,,"=IF(G4549=0,"""",SUM(T4549:T4556)/G4549)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0351,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4557,#DIV/0!,SUM(T4557:T4564)/G4557,,,,,Root denominator error,,"=IF(G4557=0,"""",SUM(T4557:T4564)/G4557)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0352,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4565,#DIV/0!,SUM(T4565:T4572)/G4565,,,,,Root denominator error,,"=IF(G4565=0,"""",SUM(T4565:T4572)/G4565)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0353,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4573,#DIV/0!,SUM(T4573:T4580)/G4573,,,,,Root denominator error,,"=IF(G4573=0,"""",SUM(T4573:T4580)/G4573)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0354,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4581,#DIV/0!,SUM(T4581:T4588)/G4581,,,,,Root denominator error,,"=IF(G4581=0,"""",SUM(T4581:T4588)/G4581)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0355,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4589,#DIV/0!,SUM(T4589:T4596)/G4589,,,,,Root denominator error,,"=IF(G4589=0,"""",SUM(T4589:T4596)/G4589)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0356,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4597,#DIV/0!,SUM(T4597:T4604)/G4597,,,,,Root denominator error,,"=IF(G4597=0,"""",SUM(T4597:T4604)/G4597)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0357,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4605,#DIV/0!,SUM(T4605:T4612)/G4605,,,,,Root denominator error,,"=IF(G4605=0,"""",SUM(T4605:T4612)/G4605)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0358,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4613,#DIV/0!,SUM(T4613:T4620)/G4613,,,,,Root denominator error,,"=IF(G4613=0,"""",SUM(T4613:T4620)/G4613)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0359,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4621,#DIV/0!,SUM(T4621:T4628)/G4621,,,,,Root denominator error,,"=IF(G4621=0,"""",SUM(T4621:T4628)/G4621)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0360,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4629,#DIV/0!,SUM(T4629:T4636)/G4629,,,,,Root denominator error,,"=IF(G4629=0,"""",SUM(T4629:T4636)/G4629)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0361,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4637,#DIV/0!,SUM(T4637:T4644)/G4637,,,,,Root denominator error,,"=IF(G4637=0,"""",SUM(T4637:T4644)/G4637)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0362,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4645,#DIV/0!,SUM(T4645:T4652)/G4645,,,,,Root denominator error,,"=IF(G4645=0,"""",SUM(T4645:T4652)/G4645)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0363,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4653,#DIV/0!,SUM(T4653:T4660)/G4653,,,,,Root denominator error,,"=IF(G4653=0,"""",SUM(T4653:T4660)/G4653)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0364,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4661,#DIV/0!,SUM(T4661:T4668)/G4661,,,,,Root denominator error,,"=IF(G4661=0,"""",SUM(T4661:T4668)/G4661)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0365,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4669,#DIV/0!,SUM(T4669:T4676)/G4669,,,,,Root denominator error,,"=IF(G4669=0,"""",SUM(T4669:T4676)/G4669)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0366,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4677,#DIV/0!,SUM(T4677:T4684)/G4677,,,,,Root denominator error,,"=IF(G4677=0,"""",SUM(T4677:T4684)/G4677)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0367,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4685,#DIV/0!,SUM(T4685:T4692)/G4685,,,,,Root denominator error,,"=IF(G4685=0,"""",SUM(T4685:T4692)/G4685)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0368,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4693,#DIV/0!,SUM(T4693:T4700)/G4693,,,,,Root denominator error,,"=IF(G4693=0,"""",SUM(T4693:T4700)/G4693)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0369,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4701,#DIV/0!,SUM(T4701:T4708)/G4701,,,,,Root denominator error,,"=IF(G4701=0,"""",SUM(T4701:T4708)/G4701)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0370,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4709,#DIV/0!,SUM(T4709:T4716)/G4709,,,,,Root denominator error,,"=IF(G4709=0,"""",SUM(T4709:T4716)/G4709)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0371,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4717,#DIV/0!,SUM(T4717:T4724)/G4717,,,,,Root denominator error,,"=IF(G4717=0,"""",SUM(T4717:T4724)/G4717)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0372,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4725,#DIV/0!,SUM(T4725:T4732)/G4725,,,,,Root denominator error,,"=IF(G4725=0,"""",SUM(T4725:T4732)/G4725)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0373,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4733,#DIV/0!,SUM(T4733:T4740)/G4733,,,,,Root denominator error,,"=IF(G4733=0,"""",SUM(T4733:T4740)/G4733)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0374,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4741,#DIV/0!,SUM(T4741:T4748)/G4741,,,,,Root denominator error,,"=IF(G4741=0,"""",SUM(T4741:T4748)/G4741)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0375,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4749,#DIV/0!,SUM(T4749:T4756)/G4749,,,,,Root denominator error,,"=IF(G4749=0,"""",SUM(T4749:T4756)/G4749)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0376,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4757,#DIV/0!,SUM(T4757:T4764)/G4757,,,,,Root denominator error,,"=IF(G4757=0,"""",SUM(T4757:T4764)/G4757)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0377,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4765,#DIV/0!,SUM(T4765:T4772)/G4765,,,,,Root denominator error,,"=IF(G4765=0,"""",SUM(T4765:T4772)/G4765)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0378,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4773,#DIV/0!,SUM(T4773:T4780)/G4773,,,,,Root denominator error,,"=IF(G4773=0,"""",SUM(T4773:T4780)/G4773)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0379,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4781,#DIV/0!,SUM(T4781:T4788)/G4781,,,,,Root denominator error,,"=IF(G4781=0,"""",SUM(T4781:T4788)/G4781)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0380,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4789,#DIV/0!,SUM(T4789:T4796)/G4789,,,,,Root denominator error,,"=IF(G4789=0,"""",SUM(T4789:T4796)/G4789)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0381,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4797,#DIV/0!,SUM(T4797:T4804)/G4797,,,,,Root denominator error,,"=IF(G4797=0,"""",SUM(T4797:T4804)/G4797)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0382,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4805,#DIV/0!,SUM(T4805:T4812)/G4805,,,,,Root denominator error,,"=IF(G4805=0,"""",SUM(T4805:T4812)/G4805)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0383,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,I4813,#DIV/0!,SUM(T4813:T4820)/G4813,,,,,Root denominator error,,"=IF(G4813=0,"""",SUM(T4813:T4820)/G4813)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
