field_id,source_file_id,version_id,file_name,domain,sheet,sheet_state,header_row,header_confidence,source_column,source_field,normalized_field,tags,entity,data_type,nonempty,estimated_rows,completeness_pct,sample_unique,uniqueness_pct,key_candidate,formula_count,error_count,min_date,max_date,min_number,max_number,sensitivity,current_target_system,target_system,target_register,target_primary_key,proposed_target_field,mapping_rule,join_role,mapping_status,quality_risk,missing_for_production_use,owner_role,approval_status
FLD-1194,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,5,Оплата больничного исходя из оклада,оплата_больничного_исходя_из_оклада,salary,ФОТ,number,1,20,5,1,100,Нет,0,0,,,0,0,Персональные/финансовые,ЗУП / ERP,ЗУП / ERP,data_quarantine,,оплата_больничного_исходя_из_оклада,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1195,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,6,"Отшито изделий, шт.",отшито_изделий_шт,quantity,Операционная строка,number,13,20,65,6,46.2,Нет,0,0,,,2,47,Обычные внутренние,В первичном регистре,В первичном регистре,data_quarantine,,отшито_изделий_шт,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1196,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,7,"Переделки, часы",переделки_часы,hours; defect_qty,Брак/переделка; Производственная операция,number,13,20,65,9,69.2,Нет,0,0,,,0,121,Обычные внутренние,MES / ERP,MES / ERP,data_quarantine,,переделки_часы,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1197,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,8,"Аксессуры, кол-во, шт.",аксессуры_кол_во_шт,quantity,Операционная строка,number,13,20,65,4,30.8,Нет,0,0,,,0,3,Обычные внутренние,В первичном регистре,В первичном регистре,data_quarantine,,аксессуры_кол_во_шт,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1198,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,9,Проезд,проезд,unclassified,Не классифицировано,number,13,20,65,3,23.1,Нет,1,0,,,0,12000,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,проезд,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1199,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,10,Выслуга,выслуга,unclassified,Не классифицировано,number,13,20,65,3,23.1,Нет,0,0,,,0,28000,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,выслуга,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1200,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,11,"Итого, без бонуса",итого_без_бонуса,amount,Финансовая операция,number,14,20,70,14,100,Да,6,0,,,33566,1014223,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого_без_бонуса,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1201,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,12,Бонус,бонус,unclassified,Не классифицировано,number,14,20,70,6,42.9,Нет,0,0,,,0,70000,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,бонус,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1202,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,13,Итого к выплате,итого_к_выплате,amount; salary,ФОТ; Финансовая операция,number,14,20,70,14,100,Да,9,0,,,33566,1084223,Персональные/финансовые,ERP / финансовый регистр; ЗУП / ERP,ERP / финансовый регистр; ЗУП / ERP,data_quarantine,,итого_к_выплате,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1203,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,14,Премия от Юлии,премия_от_юлии,salary,ФОТ,number,3,20,15,3,100,Нет,0,0,,,-12500,-5000,Персональные/финансовые,ЗУП / ERP,ЗУП / ERP,data_quarantine,,премия_от_юлии,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1204,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,15,Карта,карта,unclassified,Не классифицировано,number,14,20,70,4,28.6,Нет,1,0,,,0,596178,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,карта,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1205,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,16,Итого на руки,итого_на_руки,amount,Финансовая операция,number,14,20,70,14,100,Да,5,0,,,0,486042,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого_на_руки,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1206,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,17,Выдан аванс,выдан_аванс,unclassified,Не классифицировано,number,14,20,70,12,85.7,Нет,1,0,,,0,486500,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,выдан_аванс,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1207,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,18,На руки по факту,на_руки_по_факту,budget_actual,Бюджет,number,1,20,5,1,100,Нет,1,0,,,0,0,Обычные внутренние,FP&A / BI,FP&A / BI,data_quarantine,,на_руки_по_факту,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1208,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,19,Примечание,примечание,comment,Комментарий,text,2,20,10,2,100,Нет,0,0,,,,,Обычные внутренние,В контексте первичного регистра,В контексте первичного регистра,data_quarantine,,примечание,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1209,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,1,"Заработная плата, выданная на карты, за май 2026 / № п/п",заработная_плата_выданная_на_карты_за_май_2026_o_п_п,unclassified,Не классифицировано,number,47,67,70.1,47,100,Да,0,0,,,1,47,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,заработная_плата_выданная_на_карты_за_май_2026_o_п_п,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1210,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,2,ФИО,фио,employee_name,Сотрудник,text,48,67,71.6,48,100,Да,0,0,,,,,Персональные/финансовые,HRIS / ЗУП,HRIS/ЗУП,employee_master,employee_id,employee_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test,HR,Draft
FLD-1211,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,4,Аванс на карты,аванс_на_карты,unclassified,Не классифицировано,number,52,67,77.6,17,32.7,Нет,5,0,,,0,1249928.56,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,аванс_на_карты,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1212,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,5,Зарплата на карты,зарплата_на_карты,salary,ФОТ,number,50,67,74.6,24,48,Нет,2,0,,,-97892.4,1971150.6500000001,Персональные/финансовые,ЗУП / ERP,ЗУП / ERP,data_quarantine,,зарплата_на_карты,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1213,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,6,Отпускные,отпускные,unclassified,Не классифицировано,number,3,67,4.5,3,100,Нет,1,0,,,15636.5,78281.42,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,отпускные,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1214,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,7,Больничный за счет работодателя,больничный_за_счет_работодателя,unclassified,Не классифицировано,number,1,67,1.5,1,100,Нет,1,0,,,0,0,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,больничный_за_счет_работодателя,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1215,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,8,Больничный за счет ФСС,больничный_за_счет_фсс,unclassified,Не классифицировано,number,2,67,3,1,50,Нет,1,0,,,28302.126666666667,28302.126666666667,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,больничный_за_счет_фсс,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1216,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,9,Вычет на детей,вычет_на_детей,unclassified,Не классифицировано,number,11,67,16.4,6,54.5,Нет,0,0,,,182,6162,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вычет_на_детей,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1217,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,10,ИТОГО,итого,amount,Финансовая операция,number,48,67,71.6,18,37.5,Нет,2,0,,,32968.740000000005,3321500.756666667,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1218,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,1,2026-05-01 00:00:00,2026_05_01_00_00_00,unclassified,Не классифицировано,number,71,72,98.6,70,98.6,Да,2,0,,,1,60,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,2026_05_01_00_00_00,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1219,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,3,График,график,unclassified,Не классифицировано,text,60,72,83.3,12,20,Нет,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,график,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1220,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,4,отпуск с нач.года,отпуск_с_нач_года,unclassified,Не классифицировано,number,5,72,6.9,3,60,Нет,0,0,,,3,21,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,отпуск_с_нач_года,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1221,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,5,ПТ,пт,unclassified,Не классифицировано,number,3,72,4.2,3,100,Нет,0,0,,,1,8,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1222,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,6,СБ,сб,unclassified,Не классифицировано,number,2,72,2.8,2,100,Нет,0,0,,,2,5,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,сб,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1223,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,7,ВСК,вск,unclassified,Не классифицировано,number,2,72,2.8,2,100,Нет,0,0,,,3,7.5,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вск,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1224,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,8,ПН,пн,unclassified,Не классифицировано,number,58,72,80.6,11,19,Нет,0,0,,,4,12,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пн,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1225,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,9,ВТ,вт,unclassified,Не классифицировано,number,58,72,80.6,13,22.4,Нет,0,0,,,4,12,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1226,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,10,СР,ср,unclassified,Не классифицировано,number,58,72,80.6,13,22.4,Нет,0,0,,,4,12,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,ср,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1227,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,11,ЧТ,чт,unclassified,Не классифицировано,number,58,72,80.6,11,19,Нет,0,0,,,4,13,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,чт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1228,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,12,ПТ,пт,unclassified,Не классифицировано,number,57,72,79.2,13,22.8,Нет,0,0,,,4,14,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1229,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,13,СБ,сб,unclassified,Не классифицировано,number,2,72,2.8,2,100,Нет,0,0,,,9,9,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,сб,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1230,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,14,ВСК,вск,unclassified,Не классифицировано,number,4,72,5.6,4,100,Нет,0,0,,,7,10,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вск,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1231,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,15,ПН,пн,unclassified,Не классифицировано,text,5,72,6.9,4,80,Нет,0,0,,,6,11,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пн,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1232,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,16,ВТ,вт,unclassified,Не классифицировано,number,57,72,79.2,12,21.1,Нет,0,0,,,4,12,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1233,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,17,СР,ср,unclassified,Не классифицировано,number,57,72,79.2,13,22.8,Нет,0,0,,,4,13,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,ср,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1234,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,18,ЧТ,чт,unclassified,Не классифицировано,number,57,72,79.2,9,15.8,Нет,0,0,,,4,14,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,чт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1235,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,19,ПТ,пт,unclassified,Не классифицировано,number,55,72,76.4,11,20,Нет,0,0,,,4,15,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1236,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,20,СБ,сб,unclassified,Не классифицировано,number,4,72,5.6,4,100,Нет,0,0,,,6,16,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,сб,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1237,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,21,ВСК,вск,unclassified,Не классифицировано,number,3,72,4.2,3,100,Нет,0,0,,,2,17,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вск,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1238,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,22,ПН,пн,unclassified,Не классифицировано,number,58,72,80.6,12,20.7,Нет,0,0,,,4,18,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пн,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1239,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,23,ВТ,вт,unclassified,Не классифицировано,number,59,72,81.9,14,23.7,Нет,0,0,,,4,19,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1240,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,24,СР,ср,unclassified,Не классифицировано,number,57,72,79.2,12,21.1,Нет,0,0,,,4,20,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,ср,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1241,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,25,ЧТ,чт,unclassified,Не классифицировано,number,58,72,80.6,14,24.1,Нет,0,0,,,4,21,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,чт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1242,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,26,ПТ,пт,unclassified,Не классифицировано,number,57,72,79.2,14,24.6,Нет,0,0,,,4,22,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1243,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,27,СБ,сб,unclassified,Не классифицировано,number,7,72,9.7,6,85.7,Нет,0,0,,,4,23,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,сб,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1244,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,28,ВСК,вск,unclassified,Не классифицировано,text,3,72,4.2,3,100,Нет,0,0,,,24,24,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вск,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1245,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,29,ПН,пн,unclassified,Не классифицировано,number,56,72,77.8,11,19.6,Нет,0,0,,,6,25,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пн,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1246,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,30,ВТ,вт,unclassified,Не классифицировано,number,57,72,79.2,12,21.1,Нет,0,0,,,4,26,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1247,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,31,СР,ср,unclassified,Не классифицировано,number,59,72,81.9,10,16.9,Нет,0,0,,,4,27,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,ср,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1248,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,32,ЧТ,чт,unclassified,Не классифицировано,number,58,72,80.6,13,22.4,Нет,0,0,,,4,28,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,чт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1249,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,33,ПТ,пт,unclassified,Не классифицировано,number,56,72,77.8,9,16.1,Нет,0,0,,,4,29,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1250,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,34,СБ,сб,unclassified,Не классифицировано,number,4,72,5.6,4,100,Нет,0,0,,,5,30,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,сб,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1251,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,35,ВС,вс,unclassified,Не классифицировано,number,2,72,2.8,2,100,Нет,0,0,,,31,31,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вс,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
