pc_line_id,source_person,source_year,client,product_name,article_raw,article_norm,fabric_note,cost_rub_indicative,source_file,source_file_id,so_t,hours
EMB-2447,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,вышивка,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,3.0
EMB-2448,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,"перевод рисунка вприпорох,набивка сьемных деталей,8шт",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,2.5
EMB-2449,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,строчка по контуру,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,13.5
EMB-2450,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,"технический рисунок лифа,трафарет,обводка",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,7.0
EMB-2451,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,вырезка,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.0
EMB-2452,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,"приметывание пленок,вырезка объемных элементов,расшивка половинки спинки,,рукавов,полочки.,расшивка ласточки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,41.0
EMB-2453,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,"дюймовочка ,1вариант-подбор ткани и ниток,отрисовка,перевод рисунка,лицо-ручная гладь",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,5.0
EMB-2454,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,"дюймовочка 1вариант-выполнение аппликации гладьевым валиком,обстрочка гралом",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,12.0
EMB-2455,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,"дюймовочка ,2вариант-подбор ткани и ниток,отрисовка,перевод рисунка,лицо-ручная гладь",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,5.0
EMB-2456,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,"дюймовочка 2вариант-выполнение аппликации гладьевым валиком,обстрочка гралом",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,12.0
EMB-2457,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,подготовка,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.0
EMB-2458,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,проба+вышивка волны+кроны деревьев,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,18.5
EMB-2459,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,"подбор сеток,приметывание слоев,вырезка сетки,расшивка",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,59.0
EMB-2460,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,"расшивка стволов деревьев,1/2спинки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,7.0
EMB-2461,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,"вышивка-трава,камыши,листья",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,90.0
EMB-2462,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,вырезка,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,30.0
EMB-2463,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,"вышивка отленых крон деревьев+вышивка кувшинки гладью,строчка по сетке",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,53.0
EMB-2464,embroidery,2024-2026,Дакота(Мари),"платье ""Дюймовочка""",42-07,42-07,"тех.рисунок,подготовка,вырезка",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,41.5
EMB-2465,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,"изготовление пучков перьев,133шт",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,7.0
EMB-2466,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,помощь в пришивании слоев сетки по рисунку,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.0
EMB-2467,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,настрачивание аппликации камыши по низу юбки,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,6.0
EMB-2468,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,перевод рисунка на пленку под расшивку,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,4.5
EMB-2469,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,пришивание готовых вышитых элементов по низу юбки+обводка дюймовочки,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,9.0
EMB-2470,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,"расшивка деревьев,приметывание полотна с травой,пришивание стеблей и ласточки,стыковки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,72.0
EMB-2471,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,"расшивка платья дюймовочки,накалывание,расшивка,приметывание шлейфа",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,14.5
EMB-2472,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,"настрачивание сетки,вышивка кроны деревьев,волосы,стыковка",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,18.0
EMB-2473,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,наметывание сетки,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,0.5
EMB-2474,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,"пришивание перьев,пришивание крон на лиф",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,7.0
EMB-2475,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,"пришивание элементов вышивки,вырезка",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,6.0
EMB-2476,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,пришивание элементов вышивки,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,5.5
EMB-2477,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,вышивка крон деревьев,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,3.5
EMB-2478,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,подготовка+вырезка,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.5
EMB-2479,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,пришивание перьев,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,0.5
EMB-2480,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,сборка перьев+пришивание,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,10.5
EMB-2481,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,формирование пучков из перьев,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.5
EMB-2482,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,формирование пучков из перьев,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.0
EMB-2483,embroidery,2024-2026,Дакота(Мари),"платье""Дюймовочка""",42-07,42-07,"сетка,бархат,стеклярус,атлас,нитки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2492,embroidery,2024-2026,Круиз,куртка(красная),0-3128,0-3128,пришивание листьев на рукава,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,3.0
EMB-2493,embroidery,2024-2026,Круиз,куртка(красная),0-3128,0-3128,пришивание листьев на рукава,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,3.5
EMB-2494,embroidery,2024-2026,Круиз,куртка(серая),0-3128А,0-3128А,"вышивка листьев,2зап",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,8.0
EMB-2495,embroidery,2024-2026,Круиз,куртка(белая),0-3128В,0-3128В,"вышивка листьев,3зап",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,10.0
EMB-2496,embroidery,2024-2026,Круиз,куртка(фуксия),0-3128С,0-3128С,"вышивка листьев,2зап",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,8.0
EMB-2497,embroidery,2024-2026,Круиз,куртка(красная),0-3128,0-3128,"вышивка листьев,2зап",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,8.0
EMB-2498,embroidery,2024-2026,Круиз,куртка(красная),0-3128,0-3128,вырезка,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,2.0
EMB-2499,embroidery,2024-2026,Круиз,куртка(красная),0-3128,0-3128,накалывание  листьев,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.5
EMB-2500,embroidery,2024-2026,Круиз,куртка(красная),0-3128,0-3128,пришивание листьев на рукава,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,3.0
EMB-2501,embroidery,2024-2026,Круиз,куртка(красная),0-3128,0-3128,"шифон,флизелин,сетка,нитки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2502,embroidery,2024-2026,Круиз,куртка(красная),0-3128,0-3128,"вышивка листьев,2зап",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,8.0
EMB-2503,embroidery,2024-2026,Круиз,куртка(красная),0-3128,0-3128,"вырезка,22шт",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.5
EMB-2504,embroidery,2024-2026,Круиз,куртка(красная),0-3128,0-3128,пришивание листьев на рукава,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,3.0
EMB-2505,embroidery,2024-2026,Круиз,куртка(красная),0-3128,0-3128,"шифон,флизелин,сетка,нитки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2506,embroidery,2024-2026,Круиз,куртка(розовая),0-3128С,0-3128С,накалывание+пришивание,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,7.5
EMB-2507,embroidery,2024-2026,Круиз,куртка(розовая),0-3128С,0-3128С,"вышивка листьев,2зап",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,8.0
EMB-2508,embroidery,2024-2026,Круиз,куртка(розовая),0-3128В,0-3128В,"вырезка,25шт",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.5
EMB-2509,embroidery,2024-2026,Круиз,куртка(розовая),0-3128С,0-3128С,"шифон,флизелин,сетка,нитки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2510,embroidery,2024-2026,Ушакова,куртка(белая),0-3128В,0-3128В,наколка и пришивание листьев,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,6.0
EMB-2511,embroidery,2024-2026,Ушакова,куртка(белая),0-3128В,0-3128В,"вырезка,25шт",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.5
EMB-2512,embroidery,2024-2026,Ушакова,куртка(белая),0-3128В,0-3128В,"вышивка листьев,1зап(частично)",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.5
EMB-2513,embroidery,2024-2026,Ушакова,куртка(белая),0-3128В,0-3128В,"вышивка листьев,1зап",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,6.0
EMB-2514,embroidery,2024-2026,Ушакова,куртка(белая),0-3128В,0-3128В,"шифон,флизелин,сетка,нитки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2515,embroidery,2024-2026,Круиз,куртка(серая),0-3128А,0-3128А,"вышивка листьев,2зап",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,8.0
EMB-2516,embroidery,2024-2026,Круиз,куртка(серая),0-3128А,0-3128А,"вырезка,25шт",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.5
EMB-2517,embroidery,2024-2026,Круиз,куртка(серая),0-3128А,0-3128А,пришивание листьев,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,2.5
EMB-2518,embroidery,2024-2026,Круиз,куртка(серая),0-3128А,0-3128А,накалывание  листьев,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.5
EMB-2519,embroidery,2024-2026,Круиз,куртка(серая),0-3128А,0-3128А,"шифон,флизелин,сетка,нитки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2520,embroidery,2024-2026,Круиз,куптка(белая),0-3128В,0-3128В,"вышивка листьев,2зап",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,8.0
EMB-2521,embroidery,2024-2026,Круиз,куртка(белая),0-3128В,0-3128В,"вырезка,пришивание",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,4.0
EMB-2522,embroidery,2024-2026,Круиз,куртка(белая),0-3128В,0-3128В,пришивание листьев,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.5
EMB-2523,embroidery,2024-2026,Круиз,куртка(белая),0-3128В,0-3128В,накалывание  листьев+пришивание,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,4.0
EMB-2524,embroidery,2024-2026,Круиз,куртка(белая),0-3128В,0-3128В,"шифон,флизелин,сетка,нитки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2525,embroidery,2024-2026,Круиз,куртка(красная),0-3128,0-3128,"вышивка листьев,2зап",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,8.0
EMB-2526,embroidery,2024-2026,Круиз,куртка(красная),0-3128,0-3128,вырезка,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,2.0
EMB-2527,embroidery,2024-2026,Круиз,куртка(красная),0-3128,0-3128,"шифон,флизелин,сетка,нитки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2528,embroidery,2024-2026,Круиз,куртка(красная),0-3128,0-3128,"вырезка,22шт",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.5
EMB-2529,embroidery,2024-2026,Круиз,куртка(красная),0-3128,0-3128,вырезка,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,2.0
EMB-2530,embroidery,2024-2026,Кузнецова,жакет,45-05,45-05,изготовление и булирование листьев,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,21.0
EMB-2531,embroidery,2024-2026,Кузнецова,жакет,45-05,45-05,булирование и окрашивание листьев,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,4.0
EMB-2532,embroidery,2024-2026,Кузнецова,жакет,45-05,45-05,накалывание декора на жакет,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,14.0
EMB-2533,embroidery,2024-2026,Кузнецова,жакет,45-05,45-05,"сшивание лепестков, основы",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,12.0
EMB-2534,embroidery,2024-2026,Кузнецова,жакет,45-06,45-06,корректировка декора,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,4.0
EMB-2535,embroidery,2024-2026,Кузнецова,жакет,45-05,45-05,сшивание лепестков,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,4.0
EMB-2536,embroidery,2024-2026,Кузнецова,жакет,45-05,45-05,"ткань,раствор,краски",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2537,embroidery,2024-2026,Москова,платье,33-04,33-04,вышивка пальчиков на васильковом шифоне и сетке.29пр,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,47.0
EMB-2538,embroidery,2024-2026,Москова,платье,33-04,33-04,"вырезка,11пр",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,8.0
EMB-2539,embroidery,2024-2026,Москова,платье,33-04,33-04,"вырезка,18пр",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,14.0
EMB-2540,embroidery,2024-2026,Москова,платье,33-04,33-04,пришивание лепестков,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,10.0
EMB-2541,embroidery,2024-2026,Москова,платье,33-04,33-04,пришивание лепестков,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,8.0
EMB-2542,embroidery,2024-2026,Москова,платье,33-04,33-04,"шифон,сетка,нитки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2549,embroidery,2024-2026,Капсула,палантин,0-3194,0-3194,"вышивка,2запяла",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,5.0
EMB-2550,embroidery,2024-2026,Капсула,палантин,0-3194,0-3194,вырезка,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,7.5
EMB-2551,embroidery,2024-2026,Капсула,палантин,0-3194,0-3194,распарывание,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.5
EMB-2552,embroidery,2024-2026,Капсула,палантин,0-3194,0-3194,"пленка,флизелин,нитки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2553,embroidery,2024-2026,Запас,свитер,0-3223В,0-3223В,"расшивка перцев,28шт+трафарет",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,46.5
EMB-2554,embroidery,2024-2026,Капсула,платок,0-3259,0-3259,вышивка,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.0
EMB-2555,embroidery,2024-2026,Капсула,платок,0-3259,0-3259,"флизелин,стабилизатор,нитки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2556,embroidery,2024-2026,Капсула,куртка,0-3204,0-3204,"вышивка перьев,7программ",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,28.5
EMB-2557,embroidery,2024-2026,Капсула,куртка,0-3204,0-3204,"смывание  и вырезка перьев,7программ",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,7.5
EMB-2558,embroidery,2024-2026,Капсула,куртка,0-3204,0-3204,"сетка(двойная),водорастворимый флизелин.нитки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2559,embroidery,2024-2026,Капсула,пальто(синее),0-3198,0-3198,"вышивка квадратов,2зап",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,7.0
EMB-2560,embroidery,2024-2026,Капсула,пальто(синее),0-3198,0-3198,"подготовка,чистка,вырезка,114шт",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,3.0
EMB-2561,embroidery,2024-2026,Капсула,пальто(синее),0-3198,0-3198,"сетка,водорастворимый флизелин,нитки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2562,embroidery,2024-2026,Капсула,пальто (розовое),0-3198А,0-3198А,"вышивка квадратов,2зап",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,9.0
EMB-2563,embroidery,2024-2026,Капсула,пальто(розовое),0-3298А,0-3298А,"чистка,114шт",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,2.0
EMB-2564,embroidery,2024-2026,Капсула,пальто(розовое),0-3298А,0-3298А,"вырезка,1пр",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.5
EMB-2565,embroidery,2024-2026,Капсула,пальто(розовое),0-3198А,0-3198А,"сетка,водорастворимый флизелин,нитки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2566,embroidery,2024-2026,Запас,свитер,0-3223С,0-3223С,"подготовка,сбор материала,расшивка папайи,5шт",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,52.0
EMB-2567,embroidery,2024-2026,Запас,свитер,0-3223С,0-3223С,"перевод схемы расположения папай на пленку,подбор иатериала,трафарет",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,2.5
EMB-2568,embroidery,2024-2026,Запас,свитер,0-3223С,0-3223С,"стразы,бусы,стеклярус,стразовая цепь",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2569,embroidery,2024-2026,Запас,свитер,0-3222С,0-3222С,"вышивка лепестков пайетками,сшивание,вырезка",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,52.0
EMB-2570,embroidery,2024-2026,Запас,свитер,0-3223А,0-3223А,"сбор материала,расшивка горохов,12шт",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,42.0
EMB-2571,embroidery,2024-2026,Запас,свитер,0-3223А,0-3223А,перенос расположения рисунка на пленку,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,0.5
EMB-2572,embroidery,2024-2026,Капсула,жакет,0-3271,0-3271,"сколок,перевод рисунка вприпорох,вырезка",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,4.5
EMB-2573,embroidery,2024-2026,Капсула,жакет,0-3271,0-3271,"проба,перестрочка рисунка,вышивка гладьевым валиком",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,25.0
EMB-2574,embroidery,2024-2026,Капсула,жакет,0-3271,0-3271,"изготовление пуговиц,6шт",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,6.0
EMB-2575,embroidery,2024-2026,Капсула,жакет,0-3271,0-3271,нитки,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2577,embroidery,2024-2026,Капсула,блузон(кожа+бархат),0-3191,0-3191,"сколок,вырезка",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,5.5
EMB-2578,embroidery,2024-2026,Капсула,блузон(кожа+бархат),0-3191,0-3191,"удаление флизелина,вырезка",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,8.0
EMB-2579,embroidery,2024-2026,Капсула,блузон(кожа+бархат),0-3191,0-3191,вышивка отдельных элементов+настрачивание декора на серединки,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.5
EMB-2580,embroidery,2024-2026,Капсула,блузон(кожа+бархат),0-3191,0-3191,"вышивка петлями серединок и пришивание на блуэон,10шт",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,22.0
EMB-2581,embroidery,2024-2026,Капсула,блузон(кожа+бархат),0-3191,0-3191,"вышивка лентой серединки клематиса,2шт,вырезка готовых,чистка,пришивание на мех",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,10.5
EMB-2582,embroidery,2024-2026,Капсула,блузон(кожа+бархат),0-3191,0-3191,нитки,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2583,embroidery,2024-2026,Капсула,жакет,0-3274,0-3274,"вышивка,1зап",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,3.0
EMB-2584,embroidery,2024-2026,Капсула,жакет,0-3274,0-3274,расшивка вышитых элементов бусами,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,5.0
EMB-2585,embroidery,2024-2026,Капсула,жакет,0-3274,0-3274,"пришивание вышивки,3,5ч+переделка,2,5ч",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,6.0
EMB-2586,embroidery,2024-2026,Капсула,жакет,0-3274,0-3274,"сетка,пуф,нитки,бусы",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2587,embroidery,2024-2026,Капсула,блузон(мех),0-3291А,0-3291А,проба+строчка по рисунку на полочке,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.0
EMB-2588,embroidery,2024-2026,Капсула,блузон(мех),0-3291А,0-3291А,сколок,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.0
EMB-2589,embroidery,2024-2026,Капсула,блузон(мех),0-3291А,0-3291А,вырезка,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,5.5
EMB-2590,embroidery,2024-2026,Капсула,блузон(мех),0-3191А,0-3191А,"проба,серединка клематиса на мехе",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,13.0
EMB-2591,embroidery,2024-2026,Капсула,блузон(мех),0-3291А,0-3291А,нитки,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2592,embroidery,2024-2026,Капсула,платье,0-3277,0-3277,"вышивка,9зап,черный",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,19.0
EMB-2593,embroidery,2024-2026,Капсула,платье,0-3277,0-3277,"подготовка,черный",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.0
EMB-2594,embroidery,2024-2026,Капсула,платье,0-3277,0-3277,вставка проволоки+сшивание деталей,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,13.0
EMB-2595,embroidery,2024-2026,Капсула,платье,0-3277,0-3277,"вырезка элементов,сшивание",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,19.0
EMB-2596,embroidery,2024-2026,Капсула,платье,0-3277,0-3277,накалывание+пришивание,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,6.0
EMB-2597,embroidery,2024-2026,Капсула,платье,0-3277,0-3277,"флизелин,сетка,пуф,нитки",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,
EMB-2598,embroidery,2024-2026,Капсула,платье,0-3277А,0-3277А,"вышивка,9зап,белый",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,19.0
EMB-2599,embroidery,2024-2026,Капсула,платье,0-3277А,0-3277А,"подготовка,белый",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,1.0
EMB-2600,embroidery,2024-2026,Капсула,платье,0-3277А,0-3277А,"вырезка элементов,пришивание проволоки,сшивание",,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,18.5
EMB-2601,embroidery,2024-2026,Капсула,платье,0-3277А,0-3277А,вшивание проволоки+сборка элементов,,Вышивка себестоимость 2024-2026.xlsx,SRC-627DAA533FFD,N,16.0
