decision_id,object_type,object_id,issue,evidence,recommended_decision,owner,priority,analysis_unlocked,source_ref,decision,comment,status,due_date,source_stage,priority_score,wave
DEC-00588,Operation,OP-DRAFT-00191,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-27 Кислова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование W22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00589,Operation,OP-DRAFT-00192,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-23 настрочка кружева на юбку,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование X22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00590,Operation,OP-DRAFT-00193,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-23 настрочка кружева на юбку,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AC22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00591,Operation,OP-DRAFT-00194,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-22 лиф настрочка кружева,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AD22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00592,Operation,OP-DRAFT-00195,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-02 тюльпан,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AF22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00593,Operation,OP-DRAFT-00196,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-22,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AG22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00594,Operation,OP-DRAFT-00197,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Ляззат,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AS22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00595,Operation,OP-DRAFT-00198,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Ляззат,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AT22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00596,Operation,OP-DRAFT-00199,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Ляззат,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AU22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00597,Operation,OP-DRAFT-00200,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Ляззат,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AX22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00598,Operation,OP-DRAFT-00201,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Ляззат,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AY22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00599,Operation,OP-DRAFT-00202,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Ляззат,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AZ22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00600,Operation,OP-DRAFT-00203,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Ляззат,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование BA22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00601,Operation,OP-DRAFT-00204,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Ляззат,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование BB22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00602,Operation,OP-DRAFT-00205,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Ляззат,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование BE22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00603,Operation,OP-DRAFT-00206,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Ляззат,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование BF22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00604,Operation,OP-DRAFT-00207,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Ляззат,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование BG22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00605,Operation,OP-DRAFT-00208,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Ляззат,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование BH22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00606,Operation,OP-DRAFT-00209,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Ляззат,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование BI22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00607,Operation,OP-DRAFT-00220,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DB22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00608,Operation,OP-DRAFT-00221,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DC22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00609,Operation,OP-DRAFT-00222,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DD22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00610,Operation,OP-DRAFT-00223,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DE22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00611,Operation,OP-DRAFT-00224,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DF22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00612,Operation,OP-DRAFT-00225,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DI22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00613,Operation,OP-DRAFT-00226,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DJ22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00614,Operation,OP-DRAFT-00227,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DK22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00615,Operation,OP-DRAFT-00228,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DL22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00616,Operation,OP-DRAFT-00229,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DM22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00617,Operation,OP-DRAFT-00230,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DP22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00618,Operation,OP-DRAFT-00231,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DQ22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00619,Operation,OP-DRAFT-00232,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DR22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00620,Operation,OP-DRAFT-00233,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DS22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00621,Operation,OP-DRAFT-00234,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DT22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00622,Operation,OP-DRAFT-00235,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DW22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00623,Operation,OP-DRAFT-00236,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DX22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00624,Operation,OP-DRAFT-00237,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DY22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00625,Operation,OP-DRAFT-00238,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DZ22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00626,Operation,OP-DRAFT-00239,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-16 Казьмина,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование EA22,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00627,Operation,OP-DRAFT-00242,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,ПРИОСТАНОВЛЕНО,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование H23,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00628,Operation,OP-DRAFT-00245,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,привезла,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование P23,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00629,Operation,OP-DRAFT-00246,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-15 Казьмина 75д сд 29.05,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование I24,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00630,Operation,OP-DRAFT-00247,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48я синие пайетки цветы,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование J25,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00631,Operation,OP-DRAFT-00248,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-30 Уланова 32д сд 25.05,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование C26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00632,Operation,OP-DRAFT-00249,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-15 Казьмина 75д сд 29.05,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование I26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00633,Operation,OP-DRAFT-00250,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-30 Уланова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование L26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00634,Operation,OP-DRAFT-00251,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-28 маки,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование O26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00635,Operation,OP-DRAFT-00253,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-10,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование R26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00636,Operation,OP-DRAFT-00254,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-08 веточки,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование V26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00637,Operation,OP-DRAFT-00255,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-10 цветочки,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование W26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00638,Operation,OP-DRAFT-00256,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-10 цветочки,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование X26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00639,Operation,OP-DRAFT-00257,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-10 цветочки,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование Y26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00640,Operation,OP-DRAFT-00258,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-10 цветочки,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование Z26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00641,Operation,OP-DRAFT-00259,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-10 цветочки,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AA26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00642,Operation,OP-DRAFT-00260,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-25 кружево вырезка,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AC26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00643,Operation,OP-DRAFT-00261,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-04 расшивка,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AD26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00644,Operation,OP-DRAFT-00262,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-08,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AE26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00645,Operation,OP-DRAFT-00263,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-08,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AF26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00646,Operation,OP-DRAFT-00264,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-10,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AG26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00647,Operation,OP-DRAFT-00265,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CG26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00648,Operation,OP-DRAFT-00266,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CH26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00649,Operation,OP-DRAFT-00267,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CI26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00650,Operation,OP-DRAFT-00268,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CJ26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00651,Operation,OP-DRAFT-00269,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CK26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00652,Operation,OP-DRAFT-00270,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CN26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00653,Operation,OP-DRAFT-00271,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CO26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00654,Operation,OP-DRAFT-00272,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CP26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00655,Operation,OP-DRAFT-00273,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CQ26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00656,Operation,OP-DRAFT-00274,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CR26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00657,Operation,OP-DRAFT-00275,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CU26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00658,Operation,OP-DRAFT-00276,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CV26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00659,Operation,OP-DRAFT-00277,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CW26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00660,Operation,OP-DRAFT-00278,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CX26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00661,Operation,OP-DRAFT-00279,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CY26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00662,Operation,OP-DRAFT-00280,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DB26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00663,Operation,OP-DRAFT-00281,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DC26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00664,Operation,OP-DRAFT-00282,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DD26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00665,Operation,OP-DRAFT-00283,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DE26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00666,Operation,OP-DRAFT-00284,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DF26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00667,Operation,OP-DRAFT-00285,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DI26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00668,Operation,OP-DRAFT-00286,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DJ26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00669,Operation,OP-DRAFT-00287,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DK26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00670,Operation,OP-DRAFT-00288,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DL26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00671,Operation,OP-DRAFT-00289,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-20 Шафикова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование DM26,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00672,Operation,OP-DRAFT-00290,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,"47-27 Кислова 22д, сд 8.06","Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование C27,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
