edge_id,domain,from_file,to_file,relation,period,current_join,current_status,status_class,evidence,missing_key_or_control,target_join,analysis_enabled,owner,false_join_risk
PROD-EDGE-023,Продукт/операции,Себестоимость Меркушина.xlsx,MASTER_SKU,Калькуляция → SKU,2024–май 2026,точное совпадение артикула,Частично,Частично,unique=77; ambiguous=20; candidates=5,"cost_version_id, effective_date, variant/color/size, batch/production_order, approval",canonical_sku + cost_version_id + production_order_id,Себестоимость и маржа SKU,Финансы + производство,Высокий при текстовом/агрегатном join
PROD-EDGE-024,Продукт/операции,себестоимость Мокеева 2025.xlsx,MASTER_SKU,Калькуляция → SKU,2024–май 2026,точное совпадение артикула,Частично,Частично,unique=1; ambiguous=3; candidates=15,"cost_version_id, effective_date, variant/color/size, batch/production_order, approval",canonical_sku + cost_version_id + production_order_id,Себестоимость и маржа SKU,Финансы + производство,Высокий при текстовом/агрегатном join
PROD-EDGE-025,Продукт/операции,себестоимость Мокеева 2026.xlsx,MASTER_SKU,Калькуляция → SKU,2024–май 2026,точное совпадение артикула,Частично,Частично,unique=1; ambiguous=0; candidates=2,"cost_version_id, effective_date, variant/color/size, batch/production_order, approval",canonical_sku + cost_version_id + production_order_id,Себестоимость и маржа SKU,Финансы + производство,Высокий при текстовом/агрегатном join
PROD-EDGE-026,Продукт/операции,Вышивка себестоимость 2024-2026.xlsx,MASTER_SKU,Калькуляция → SKU,2024–май 2026,точное совпадение артикула,Частично,Частично,unique=0; ambiguous=0; candidates=0,"cost_version_id, effective_date, variant/color/size, batch/production_order, approval",canonical_sku + cost_version_id + production_order_id,Себестоимость и маржа SKU,Финансы + производство,Высокий при текстовом/агрегатном join
PROD-EDGE-027,Продукт/операции,Остатки ткани из 1С на 31.05.2026.xlsx,COST_FILES,Материал → калькуляция,2024–май 2026,код материала в наименовании ↔ код в калькуляции,Частично,Частично,"11 123 134,14 руб. найдено в фактических калькуляциях","material_id, lot_id, issue_document",material_id + material_lot_id + bom_line_id,Фактический расход и отклонение,Склад + производство,Высокий при текстовом/агрегатном join
PROD-EDGE-028,Продукт/операции,Остатки ткани из 1С на 31.05.2026.xlsx,COLLECTION_FILES,Материал → план коллекции,2024–май 2026,код материала ↔ код в выбранных плановых файлах,Частично,Частично,"3 781 462,32 руб. найдено в плановых источниках",BOM version and reservation,material_id + bom_id + collection_id,Потребность и резерв материалов,Продуктовый блок + закупки,Высокий при текстовом/агрегатном join
PROD-EDGE-029,Продукт/операции,Вышивка себестоимость 2024-2026.xlsx,COST_FILES,Операция → себестоимость,2024–май 2026,артикул/модель в калькуляции,Частично,Частично,17 SKU имеют точную ссылку на компонент вышивки,"operation_id, hours, production_order_id",operation_id + production_order_id + cost_component_id,Фактическая производственная cost,Производство,Высокий при текстовом/агрегатном join
PROD-EDGE-030,Продукт/операции,Вышивка себестоимость 2024-2026.xlsx,MASTER_SKU,План производства → SKU,2024–май 2026,свободный текст кода модели/заказа,Частично,Частично,163 заказа в плане; 22 без модели; 20 ячеек с несколькими кодами,"production_order_id, model_id, structured status",production_order_id + canonical_sku + operation_id,Lead time и загрузка,Производство,Высокий при текстовом/агрегатном join
PROD-EDGE-031,Продукт/операции,МД — копия.xlsx,MASTER_SKU,Исторический остаток → SKU,2024–май 2026,артикул,Частично,Частично,109 исторических строк без даты продажи,current snapshot and movement history,canonical_sku + inventory_movement_id,Остатки и aging,Склад,Высокий при текстовом/агрегатном join
PROD-EDGE-032,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2024-01,месяц поступления + назначение платежа,Сопоставимо с малой разницей,Подтверждено,2024-01: diff -34.34 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-033,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2024-02,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2024-02: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-034,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2024-03,месяц поступления + назначение платежа,Сопоставимо с малой разницей,Подтверждено,2024-03: diff 29.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-035,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2024-04,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2024-04: diff 0.26 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-036,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2024-05,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2024-05: diff -0.28 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-037,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2024-06,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2024-06: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-038,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2024-07,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2024-07: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-039,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2024-08,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2024-08: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-040,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2024-09,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2024-09: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-041,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2024-10,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2024-10: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-042,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2024-11,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2024-11: diff -0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-043,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2024-12,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2024-12: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-044,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2025-01,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-01: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-045,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2025-02,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-02: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-046,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2025-03,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-03: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-047,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2025-04,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-04: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-048,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2025-05,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-05: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-049,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2025-06,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-06: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-050,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2025-07,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-07: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-051,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2025-08,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-08: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-052,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2025-09,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-09: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-053,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2025-10,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-10: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-054,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2025-11,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-11: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-055,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2025-12,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-12: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-056,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2026-01,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2026-01: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-057,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2026-02,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2026-02: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-058,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2026-03,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2026-03: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-059,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2026-04,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2026-04: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
PROD-EDGE-060,Продукт/операции,SALES 2024-2026.xlsx,BANK_STATEMENTS,Поступления ЦУМ → банк,2026-05,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2026-05: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join
FIN-DDS-2024,Финансы/закрытие,ДДС 2024.xlsx,Расходы 2024.xlsx,ДДС ↔ классификация расходов,2024,Период + категория + сумма,Частично,Частично,Структура 2024 неоднородна; требуется построчная карта методики.,Нет transaction_id/category_id и унифицированной методики,cash_transaction_id + account_id + category_id,Cash flow и план-факт,Финансы,Средний/высокий
FIN-DDS-2025,Финансы/закрытие,ДДС 2025.xlsx,Расходы 2025.xlsx,ДДС ↔ классификация расходов,2025,Период + категория + сумма,Подтверждено в большинстве месяцев,Подтверждено,ДДС и Расходы в большинстве месяцев сходятся после учёта валютного/карточного блоков.,Нет transaction_id/category_id и унифицированной методики,cash_transaction_id + account_id + category_id,Cash flow и план-факт,Финансы,Средний/высокий
FIN-DDS-2026-01..05,Финансы/закрытие,ДДС 2026.xlxs.xlsx,Расходы 2026.xlsx,ДДС ↔ классификация расходов,2026-01..05,Период + категория + сумма,Частично,Частично,"Январь–апрель в основном сходятся; май содержит 27 500,30 руб. без строки ДДС.",Нет transaction_id/category_id и унифицированной методики,cash_transaction_id + account_id + category_id,Cash flow и план-факт,Финансы,Средний/высокий
FIN-BANK-1,Финансы/закрытие,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,Расходы 2024–2026.xlsx,Банк ↔ месячные остатки,2024–2026,account + month-end balance,Подтверждено с исключениями,Подтверждено,113 из 116 доступных месячных остатков совпали в пределах 1 рубля.,Не весь банковский периметр; 3 исключения,bank_account_id + statement_line_id + close_period_id,Ликвидность и cash close,Финансы,Низкий на покрытых счетах; высокий вне периметра
FIN-BANK-2,Финансы/закрытие,VTB_BankStatement_40802810404000000049_01.01.2024-22.06.2026_417016.pdf,Расходы 2024–2026.xlsx,Банк ↔ месячные остатки,2024–2026,account + month-end balance,Подтверждено с исключениями,Подтверждено,113 из 116 доступных месячных остатков совпали в пределах 1 рубля.,Не весь банковский периметр; 3 исключения,bank_account_id + statement_line_id + close_period_id,Ликвидность и cash close,Финансы,Низкий на покрытых счетах; высокий вне периметра
FIN-BANK-3,Финансы/закрытие,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,Расходы 2024–2026.xlsx,Банк ↔ месячные остатки,2024–2026,account + month-end balance,Подтверждено с исключениями,Подтверждено,113 из 116 доступных месячных остатков совпали в пределах 1 рубля.,Не весь банковский периметр; 3 исключения,bank_account_id + statement_line_id + close_period_id,Ликвидность и cash close,Финансы,Низкий на покрытых счетах; высокий вне периметра
FIN-BANK-4,Финансы/закрытие,Выписка_40802810202620002686_01.01.2024–31.12.2024.xlsx / 2025 / 2026,Расходы 2024–2026.xlsx,Банк ↔ месячные остатки,2024–2026,account + month-end balance,Подтверждено с исключениями,Подтверждено,113 из 116 доступных месячных остатков совпали в пределах 1 рубля.,Не весь банковский периметр; 3 исключения,bank_account_id + statement_line_id + close_period_id,Ликвидность и cash close,Финансы,Низкий на покрытых счетах; высокий вне периметра
FIN-PAY-01,Финансы/закрытие,ЗП за январь 2025.xlsx,ДДС 2025.xlsx,ФОТ ↔ банковская выплата/ДДС,2025-январь,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,После Stage 13 агрегатная разница payroll↔банк↔ДДС объяснена; cash adjustment не требуется.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон"
FIN-PAY-02,Финансы/закрытие,ЗП за февраль 2025.xlsx,ДДС 2025.xlsx,ФОТ ↔ банковская выплата/ДДС,2025-февраль,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,Безналичная выплата совпадает с контрольным значением в пределах 1 рубля.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон"
FIN-PAY-03,Финансы/закрытие,ЗП за март 2025.xlsx,ДДС 2025.xlsx,ФОТ ↔ банковская выплата/ДДС,2025-март,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,После Stage 13 агрегатная разница payroll↔банк↔ДДС объяснена; cash adjustment не требуется.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон"
FIN-PAY-04,Финансы/закрытие,ЗП за апрель 2025.xlsx,ДДС 2025.xlsx,ФОТ ↔ банковская выплата/ДДС,2025-апрель,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,После Stage 13 агрегатная разница payroll↔банк↔ДДС объяснена; cash adjustment не требуется.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон"
FIN-PAY-05,Финансы/закрытие,ЗП за май 2025.xlsx,ДДС 2025.xlsx,ФОТ ↔ банковская выплата/ДДС,2025-май,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,Безналичная выплата совпадает с контрольным значением в пределах 1 рубля.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон"
FIN-PAY-06,Финансы/закрытие,ЗП за июнь 2025.xlsx,ДДС 2025.xlsx,ФОТ ↔ банковская выплата/ДДС,2025-июнь,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,Безналичная выплата совпадает с контрольным значением в пределах 1 рубля.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон"
FIN-PAY-07,Финансы/закрытие,ЗП за январь 2026.xlsx,ДДС 2026.xlsx,ФОТ ↔ банковская выплата/ДДС,2026-январь,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,Безналичная выплата совпадает с контрольным значением в пределах 1 рубля.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон"
FIN-PAY-08,Финансы/закрытие,ЗП за февраль 2026.xlsx,ДДС 2026.xlsx,ФОТ ↔ банковская выплата/ДДС,2026-февраль,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,Безналичная выплата совпадает с контрольным значением в пределах 1 рубля.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон"
FIN-PAY-09,Финансы/закрытие,ЗП за март 2026.xlsx,ДДС 2026.xlsx,ФОТ ↔ банковская выплата/ДДС,2026-март,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,Безналичная выплата совпадает с контрольным значением в пределах 1 рубля.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон"
FIN-PAY-10,Финансы/закрытие,ЗП за апрель 2026.xlsx,ДДС 2026.xlsx,ФОТ ↔ банковская выплата/ДДС,2026-апрель,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,Безналичная выплата совпадает с контрольным значением в пределах 1 рубля.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон"
FIN-PAY-11,Финансы/закрытие,ЗП за май 2026.xlsx,ДДС 2026.xlsx,ФОТ ↔ банковская выплата/ДДС,2026-май,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,Безналичная выплата совпадает с контрольным значением в пределах 1 рубля.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон"
FIN-TSUM-2024,Финансы/закрытие,Продажи ЦУМ 2024.xlsx,Банковские выписки / Расходы,Реализация ЦУМ ↔ поступление,2024,Месяц + контрагент + сумма,Агрегатно подтверждено,Частично,27 из 29 месяцев совпали в пределах 1 рубля; две малые разницы.,Нет sales_line_id/settlement_id/commission detail,sales_line_id → settlement_id → bank_payment_id,Sales-to-cash,Коммерция + финансы,Высокий на SKU/заказе
FIN-TSUM-2025,Финансы/закрытие,Продажи ЦУМ 2025.xlsx,Банковские выписки / Расходы,Реализация ЦУМ ↔ поступление,2025,Месяц + контрагент + сумма,Агрегатно подтверждено,Частично,27 из 29 месяцев совпали в пределах 1 рубля; две малые разницы.,Нет sales_line_id/settlement_id/commission detail,sales_line_id → settlement_id → bank_payment_id,Sales-to-cash,Коммерция + финансы,Высокий на SKU/заказе
FIN-TSUM-2026,Финансы/закрытие,Продажи ЦУМ 2026.xlsx,Банковские выписки / Расходы,Реализация ЦУМ ↔ поступление,2026,Месяц + контрагент + сумма,Агрегатно подтверждено,Частично,27 из 29 месяцев совпали в пределах 1 рубля; две малые разницы.,Нет sales_line_id/settlement_id/commission detail,sales_line_id → settlement_id → bank_payment_id,Sales-to-cash,Коммерция + финансы,Высокий на SKU/заказе
FIN-B2B-2025,Финансы/закрытие,Факт анализ продаж B2B 2025.xlsx,Банковские выписки / Расходы,B2B ↔ поступление,2025,Месяц + контрагент + сумма,Подтверждено агрегатно,Частично,17 из 17 доступных месяцев сопоставлены с банком.,Нет invoice/settlement/payment allocation,invoice_id + settlement_id + bank_payment_id,B2B cash collection,Коммерция + финансы,Средний/высокий
FIN-B2B-2026,Финансы/закрытие,Факт анализ продаж B2B 2026.xlsx,Банковские выписки / Расходы,B2B ↔ поступление,2026,Месяц + контрагент + сумма,Подтверждено агрегатно,Частично,17 из 17 доступных месяцев сопоставлены с банком.,Нет invoice/settlement/payment allocation,invoice_id + settlement_id + bank_payment_id,B2B cash collection,Коммерция + финансы,Средний/высокий
FIN-SALES-01,Финансы/закрытие,SALES 2024-2026.xlsx,Расходы 2024–2026.xlsx / банк,Каналы продаж ↔ cash receipts,2024–2026,Период + канал + пересчёт валюты,Частично,Частично,"Cash mix и каналы доступны, но Salon и Shop не разделены в источнике.","Нет строки продажи, валюты признания, НДС/скидок/возвратов",sales_line_id + channel_id + currency_id + payment_id,Revenue/channel analysis,Коммерция + финансы,Высокий
FIN-BUD-01,Финансы/закрытие,Бюджет 2-е полугодие 2025(1).xlsx,Расходы 2025.xlsx,Бюджет ↔ факт,H2 2025,Статья + месяц,Подтверждено с оговоркой,Частично,"Факт 1 244 056 против плана 1 157 467,89; +7,5%.",Нет plan_version_id и утверждённой классификации,plan_version_id + account_id + period,Plan-fact,Финансы,Средний
FIN-BUD-02,Финансы/закрытие,Бюджет 2026.xlsx,Расходы 2026.xlsx / SALES,Бюджет ↔ факт,2026-01..05,Статья + месяц,Подтверждено с оговоркой,Частично,"Поступления ниже плана на 22,3%; расходы ниже плана на 1,2%.",Нет единого plan_version_id и связей с driver model,plan_version_id + period + cost_center_id + channel_id,Plan-fact and forecast,Финансы,Средний
FIN-SUP-01,Финансы/закрытие,Список контрагентов по закупке.xlsx,Остатки ткани из 1С на 31.05.2026.xlsx,Поставщик ↔ материалы,На дату 31.05.2026,Название/текст,Частично,Частично,63 строки поставщиков; контакты и реквизиты неполны.,Нет supplier_id/PO/GRN/lot,supplier_id → purchase_order_id → material_lot_id,Supplier/material analysis,Закупки,Высокий
FIN-MAT-01,Финансы/закрытие,Остатки ткани из 1С на 31.05.2026.xlsx,Себестоимость/коллекционные файлы,Материал ↔ калькуляция/коллекция,31.05.2026,Код из текста/наименование,Частично,Частично,410 из 1 338 строк имеют прямую ссылку в проверенных источниках.,Нет material_id/lot/BOM/movement,material_id + lot_id + bom_line_id + production_order_id,Material usage and valuation,Закупки + склад,Высокий
