sales_line_id,channel,period_year,period_month,article_raw,canonical_sku,item_id,color,name_raw,qty,sales_amount_rub,amount_meaning,store,source_file_id,source_row_id,cost_version_id,unit_cost_rub,margin_rub,margin_pct,match_status,cost_owner
SL-440c7c1ef26cf5ae,TSUM,2025,,T-2928,T-2928,НЕ00914182,БЕЖЕВЫЙ,"Блуза женская с принтом ""голуб(Бежевый/M-L)НЕ00914182",1.0,76238.9985,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r102,CV-97723a173ac7e1e9,19862.03,56376.97,73.95,MATCHED,MERKUSHINA
SL-54eb1172476b3ea5,TSUM,2025,,T-2792,T-2792,НЕ00914183,БЕЛЫЙ,"Платье женское  с принтом ""чер(Белый/M-L)НЕ00914183",1.0,119792.02,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r103,CV-e17f2cabf753f35b,38483.44,81308.58,67.87,MATCHED,MERKUSHINA
SL-7008315a2a9b0966,TSUM,2025,,T-2792,T-2792,НЕ00914183,БЕЛЫЙ,"Платье женское  с принтом ""чер(Белый/S-M)НЕ00914183",1.0,118696.0005,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r104,CV-e17f2cabf753f35b,38483.44,80212.56,67.58,MATCHED,MERKUSHINA
SL-6bbbea3ed34dbe20,TSUM,2025,,T-2792A,T-2792A,НЕ00914184,серый,"Платье женское  с принтом ""бел(Серый/S-M)НЕ00914184",1.0,118696.0005,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r105,CV-60482f9de1fabd0b,39521.58,79174.42,66.7,MATCHED,MERKUSHINA
SL-98542f420eba62b0,TSUM,2025,,T-2792A,T-2792A,НЕ00914184,серый,"Платье женское  с принтом ""бел(Серый/XL)НЕ00914184",1.0,118696.0005,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r106,CV-60482f9de1fabd0b,39521.58,79174.42,66.7,MATCHED,MERKUSHINA
SL-0864786ddc887f06,TSUM,2025,,T-1984P,T-1984P,НЕ00914186,БЕЛЫЙ,"Футболка женская, из трикотажа(Белый/M)НЕ00914186",2.0,31199.994,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r107,CV-f0b4f1878740fabf,3645.37,23909.25,76.63,MATCHED,MERKUSHINA
SL-4f36681ebec3a0db,TSUM,2025,,T-1984P,T-1984P,НЕ00914186,БЕЛЫЙ,"Футболка женская, из трикотажа(Белый/S)НЕ00914186",1.0,15599.997,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r108,CV-f0b4f1878740fabf,3645.37,11954.62,76.63,MATCHED,MERKUSHINA
SL-6aaf3dcb046b12ba,TSUM,2025,,T-2872,T-2872,НЕ00914187,Черный,"Блуза женская с принтом ""хаоти(Черный/M-L)НЕ00914187",2.0,152477.997,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r109,CV-8086297a77c9a7ca,15559.53,121358.94,79.59,MATCHED,MERKUSHINA
SL-a613ed1f008079f4,TSUM,2025,,T-2872,T-2872,НЕ00914187,Черный,"Блуза женская с принтом ""хаоти(Черный/XL)НЕ00914187",1.0,76238.9985,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r110,CV-8086297a77c9a7ca,15559.53,60679.47,79.59,MATCHED,MERKUSHINA
SL-986ae22afce66773,TSUM,2025,,T-2865,T-2865,НЕ00914188,БЕЛЫЙ,"Платье женское с принтом ""черн(Белый/M-L)НЕ00914188",1.0,135587.004,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r111,CV-fac2e5626ba7c8b0,25377.7,110209.3,81.28,MATCHED,MERKUSHINA
SL-365821da482c66d6,TSUM,2025,,T-2861A,T-2861A,НЕ00914189,БЕЛЫЙ,"Футболка женская с принтом ""де(Белый/M-L)НЕ00914189",1.0,26022.003,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r112,CV-25fc020b020c9e68,3059.78,22962.22,88.24,MATCHED,MERKUSHINA
SL-69b709ea3118f7d3,TSUM,2025,,T-2861A,T-2861A,НЕ00914189,БЕЛЫЙ,"Футболка женская с принтом ""де(Белый/S-M)НЕ00914189",1.0,26022.003,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r113,CV-25fc020b020c9e68,3059.78,22962.22,88.24,MATCHED,MERKUSHINA
SL-ee4e97cc6a4d1bae,TSUM,2025,,T-2788,T-2788,НЕ00914190,БЕЛЫЙ,"Платье женское  с принтом ""чер(Белый/M-L)НЕ00914190",1.0,89934.999,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r114,CV-d5058f88a2f18461,38600.98,51334.02,57.08,MATCHED,MERKUSHINA
SL-b8af18e12652c226,TSUM,2025,,T-2788,T-2788,НЕ00914190,БЕЛЫЙ,"Платье женское  с принтом ""чер(Белый/XL)НЕ00914190",1.0,89934.999,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r115,CV-d5058f88a2f18461,38600.98,51334.02,57.08,MATCHED,MERKUSHINA
SL-61ede9196dffb63d,TSUM,2025,,Т-3023,T-3023,НЕ00920213,Черный,Платье женское с кружевом и ап(Т-Серый/S-M)НЕ00920213,1.0,160700.001,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r116,CV-e8876ed9a8449317,29317.06,131382.94,81.76,MATCHED,MERKUSHINA
SL-b9d533d42472423b,TSUM,2025,,Т-2985,T-2985,НЕ00920214,Черный,"Юбка женская с аппликацией ""Ли(Черный/S-M)НЕ00920214",2.0,140700.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r117,CV-25a5603ab51c4fa6,25659.64,89380.72,63.53,MATCHED,MERKUSHINA
SL-e5f8a821ed6956c2,TSUM,2025,,Т-2604,T-2604,НЕ00920215,Черный,Юбка-карандаш женская(Черный/M-L)НЕ00920215,2.0,72399.999,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r118,CV-81fe8cc869a99a86,5744.82,60910.35,84.13,MATCHED,MERKUSHINA
SL-60088e46a4603686,TSUM,2025,,Т-2988,T-2988,НЕ00920216,Черный,Брюки-палаццо женские(Черный/M-L)НЕ00920216,1.0,60299.9985,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r119,CV-38b8caf780b66541,15850.28,44449.71,73.71,MATCHED,MERKUSHINA
SL-b89684399ea04da8,TSUM,2025,,Т-2988,T-2988,НЕ00920216,Черный,Брюки-палаццо женские(Черный/S-M)НЕ00920216,1.0,60299.9985,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r120,CV-38b8caf780b66541,15850.28,44449.71,73.71,MATCHED,MERKUSHINA
SL-66f28c1699335e29,TSUM,2025,,Т-2381,T-2381,НЕ00920219,Черный,Блуза-топ женская на тонких бр(Черный/M-L)НЕ00920219,1.0,22100.001,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r121,CV-15b95167298bbc28,5370.07,16729.93,75.7,MATCHED,MERKUSHINA
SL-3f3cfa63aca38116,TSUM,2025,,Т-3014С,T-3014C,НЕ00920220,РОЗОВЫЙ,"Свитер женский с вышивкой ""Гор(Розовый/M-L)НЕ00920220",1.0,98999.9955,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r122,CV-b00e483e0fc4e03b,16680.0,82320.0,83.15,MATCHED,MERKUSHINA
SL-4a039c6d74a313e3,TSUM,2025,,Т-3062,T-3062,НЕ00920221,Черный,Блуза-топ женская без рукавов(Черный/M-L)НЕ00920221,1.0,22100.001,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r123,CV-5085823621dc7e2f,6547.77,15552.23,70.37,MATCHED,MERKUSHINA
SL-3970b6e96ad78517,TSUM,2025,,Т-3062,T-3062,НЕ00920221,Черный,Блуза-топ женская без рукавов(Черный/S-M)НЕ00920221,1.0,22100.001,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r124,CV-5085823621dc7e2f,6547.77,15552.23,70.37,MATCHED,MERKUSHINA
SL-2dfb3a07e7bb52eb,TSUM,2025,,Т-3062,T-3062,НЕ00920221,Черный,Блуза-топ женская без рукавов(Черный/XL)НЕ00920221,1.0,22100.001,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r125,CV-5085823621dc7e2f,6547.77,15552.23,70.37,MATCHED,MERKUSHINA
SL-c93655a0ff059264,TSUM,2025,,Т-3014А,T-3014A,НЕ00920222,серый,"Свитер женский с вышивкой ""Фан(Серый/M-L)НЕ00920222",2.0,197999.991,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r126,CV-a98653ae4b3fa3d8,16680.0,164639.99,83.15,MATCHED,MERKUSHINA
SL-5480aa54aa779e2c,TSUM,2025,,Т-3014В,T-3014B,НЕ00920223,Черный,Свитер женский(Т-Серый/M-L)НЕ00920223,1.0,98999.9955,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r127,CV-a73f663d10840f6a,56550.0,42450.0,42.88,MATCHED,MERKUSHINA
SL-e13e528920f98f97,TSUM,2025,,0-2455А,0-2455A,НЕ00922111,Черный,Юбка женская(Черный/S)НЕ00922111,1.0,18215.001,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r128,CV-1e65cc72dc5e2f38,13038.0,5177.0,28.42,MATCHED,MERKUSHINA
SL-dff6a48706a9a52c,TSUM,2025,,T-2472,T-2472,НЕ00922113,Черный,Брюки женские(Черный/M)НЕ00922113,2.0,42000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r129,CV-e66f275349def41d,7185.63,27628.73,65.78,MATCHED,MERKUSHINA
SL-71e3f06bcab99e2f,TSUM,2025,,Т-3001,T-3001,НЕ00922134,Черный,Куртка женская(Черный/M-L)НЕ00922134,1.0,190826.0025,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r130,CV-7de5e1408d461859,46130.81,144695.19,75.83,MATCHED,MERKUSHINA
SL-34ca3208c6c438ca,TSUM,2025,,Т-3001,T-3001,НЕ00922134,Черный,Куртка женская(Черный/S-M)НЕ00922134,2.0,381652.005,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r131,CV-7de5e1408d461859,46130.81,289390.39,75.83,MATCHED,MERKUSHINA
SL-9591396c3081a3fa,TSUM,2025,,Т-3001,T-3001,НЕ00922134,Черный,Куртка женская(Черный/XL)НЕ00922134,1.0,190826.0025,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r132,CV-7de5e1408d461859,46130.81,144695.19,75.83,MATCHED,MERKUSHINA
SL-21dc8573d2e07673,TSUM,2025,,Т-2984,T-2984,НЕ00929715,Черно-Белый,Дубленка женская с аппликацией(Черно-Белы/S-M)НЕ00929715,1.0,231000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r133,CV-0204ac74839eac3f,77050.56,153949.44,66.64,MATCHED,MERKUSHINA
SL-0f5bb084008921f3,TSUM,2025,,T-3090,T-3090,НЕ00932217,Черный,"Кейп-накидка женская, черная,(Черный/XL)НЕ00932217",1.0,226099.9965,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r134,CV-3a3d02e468756ff3,66183.99,159916.0,70.73,MATCHED,MERKUSHINA
SL-6e671f88bf4f3403,TSUM,2025,,T-3187,T-3187,НЕ00932219,Голубой,"Платье женское, голубое, из ст(Голубой/S-M)НЕ00932219",1.0,55250.0025,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r135,CV-744f562467d73279,23815.22,31434.79,56.9,MATCHED,MERKUSHINA
SL-f932ba333494f5ca,TSUM,2025,,T-3088,T-3088,НЕ00932221,Черный,"Кейп-накидка женская, черная,(Черный/M-L)НЕ00932221",1.0,139150.0005,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r136,CV-4d10f7fa0dcdd406,28417.9,110732.1,79.58,MATCHED,MERKUSHINA
SL-0822a42da42f4c04,TSUM,2025,,T-3187A,T-3187A,НЕ00932222,ТЕМНО-СИНИЙ,"Платье женское, темно-синее, и(Т-синий/S-M)НЕ00932222",1.0,55250.0025,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r137,CV-ef35f6b857d8b3cd,22462.05,32787.95,59.34,MATCHED,MERKUSHINA
SL-7f1c4509cd0473cc,TSUM,2025,,T-3186,T-3186,НЕ00932223,Черный,"Юбка женская, черная, из стрей(Черный/M-L)НЕ00932223",1.0,52200.0045,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r138,CV-75562f6092bb2db2,7200.69,44999.32,86.21,MATCHED,MERKUSHINA
SL-2a65e164a8909c82,TSUM,2025,,T-3186,T-3186,НЕ00932223,Черный,"Юбка женская, черная, из стрей(Черный/S-M)НЕ00932223",1.0,52200.0045,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r139,CV-75562f6092bb2db2,7200.69,44999.32,86.21,MATCHED,MERKUSHINA
SL-21565f163b1f6e2b,TSUM,2025,,T-3091D,T-3091D,НЕ00932224,Черный,"Блуза-топ женская, черная, из(Черный/XL)НЕ00932224",1.0,42200.004,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r140,CV-228527a2e28c206d,10879.69,31320.32,74.22,MATCHED,MERKUSHINA
SL-d6e978fb5bcc12e5,TSUM,2025,,T-3079,T-3079,НЕ00932226,Черный,"Платье женское, черное, из стр(Черный/M-L)НЕ00932226",1.0,113050.0035,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r141,CV-2e029e9b92aacc87,34196.71,78853.3,69.75,MATCHED,MERKUSHINA
SL-54ca2f14b1e4bc06,TSUM,2025,,T-3079,T-3079,НЕ00932226,Черный,"Платье женское, черное, из стр(Черный/S-M)НЕ00932226",2.0,226100.007,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r142,CV-2e029e9b92aacc87,34196.71,157706.6,69.75,MATCHED,MERKUSHINA
SL-54ac95c30b373097,TSUM,2025,,T-3092A,T-3092A,НЕ00932227,Черный,"Кейп-накидка женская, черная,(Черный/M-L)НЕ00932227",1.0,113050.0035,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r143,CV-fe65ec683c31a92e,28040.44,85009.56,75.2,MATCHED,MERKUSHINA
SL-6d750b96bd9aab8d,TSUM,2025,,T-3049,T-3049,НЕ00932229,Черный,"Куртка-бомбер женская, черная,(Черный/M-L)НЕ00932229",2.0,145300.008,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r144,CV-f5d578c2a293eb31,17038.76,111222.5,76.55,MATCHED,MERKUSHINA
SL-424061e9f999beea,TSUM,2025,,T-3049,T-3049,НЕ00932229,Черный,"Куртка-бомбер женская, черная,(Черный/S-M)НЕ00932229",1.0,72650.004,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-058,r145,CV-f5d578c2a293eb31,17038.76,55611.25,76.55,MATCHED,MERKUSHINA
SL-d7e8b310ee46d401,TSUM,2025,,T-2401B/3,T-2401B,НЕ00876460,БЕЛЫЙ,"Брюки женские, белые с принтом(Белый/M-L)НЕ00876460",1.0,48028.39,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r147,,,,,UNMATCHED,
SL-0b81b55cd52f1e6e,TSUM,2025,,T-2750A,T-2750A,НЕ00876475,БЕЛЫЙ,"Блуза-топ женская, белая с при(Белый/M-L)НЕ00876475",1.0,20511.79,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r148,,,,,UNMATCHED,
SL-750494104f6551e6,TSUM,2025,,T-1960,T-1960,НЕ00890947,РОЗОВЫЙ,"Блуза женская, розовая, из шиф(Розовый/S-M)НЕ00890947",1.0,42696.28,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r149,CV-31d4b0b9159c30c4,12587.0,30109.28,70.52,MATCHED,ZHUKOVA
SL-fbf4e896972128ae,TSUM,2025,,T-1879В,T-1879B,НЕ00902361,Черный,"Юбка женская, черная, из стрей(Черный/M-L)НЕ00902361",1.0,40937.97,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r150,,,,,UNMATCHED,
SL-b3e75f74ab668c72,TSUM,2025,,T-2938,T-2938,НЕ00902366,БЕЛЫЙ,"Блуза женская, белая, с вышивк(Белый/S-M)НЕ00902366",1.0,51139.93,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r151,,,,,UNMATCHED,
SL-5861f5e724f0ef05,TSUM,2025,,T-2960,T-2960,НЕ00902368,Черный,"Юбка женская, черная  из стрей(Черный/M-L)НЕ00902368",1.0,48321.03,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r152,,,,,UNMATCHED,
SL-8ea19b4e5cb81ce6,TSUM,2025,,0-2455,0-2455,НЕ00904248,Черный,Юбка женская(Черный/S-M)НЕ00904248,1.0,52395.33,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r153,,,,,UNMATCHED,
SL-5b7c25a95166f90f,TSUM,2025,,T-2359A,T-2359A,НЕ00909280,Черный,Свитшот женский(Черный/S)НЕ00909280,1.0,26856.95,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r154,CV-883229fb4ff5fabf,7465.47,19391.48,72.2,MATCHED,MERKUSHINA
SL-fa3a28c2643b45ed,TSUM,2025,,T-2470,T-2470,НЕ00909282,Черный,Юбка женская(Черный/S)НЕ00909282,1.0,24708.44,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r155,CV-a852d3e21511801d,7329.38,17379.06,70.34,MATCHED,MERKUSHINA
SL-e9ef9b2ade470698,TSUM,2025,,T-1416,T-1416,НЕ00909283,Черный,"Брюки-джоггеры женские, из стр(Черный/L)НЕ00909283",1.0,17388.06,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r156,CV-d8ff60c4383cc0d8,5425.78,11962.28,68.8,MATCHED,MERKUSHINA
SL-74bd93071e1db7c9,TSUM,2025,,T-1416,T-1416,НЕ00909283,Черный,"Брюки-джоггеры женские, из стр(Черный/M)НЕ00909283",1.0,16584.25,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r157,CV-d8ff60c4383cc0d8,5425.78,11158.47,67.28,MATCHED,MERKUSHINA
SL-4fb3fadc5559bc50,TSUM,2025,,T-2963,T-2963,НЕ00909284,Черный,"Платье женское, черное, из пай(Черный/M-L)НЕ00909284",1.0,118059.17,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r158,,,,,UNMATCHED,
SL-708e638bf2330789,TSUM,2025,,T-2750C,T-2750C,НЕ00911853,Мятный,"Блуза-топ женская, мятная, из(Бирюзовый/XL)НЕ00911853",1.0,21739.27,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r159,CV-e492aca3d0c5ac46,5400.7,16338.57,75.16,MATCHED,MERKUSHINA
SL-ab4136ad6764f2f0,TSUM,2025,,T-2750D,T-2750D,НЕ00911861,Голубой,"Блуза-топ женская, голубая, из(Голубой/XL)НЕ00911861",1.0,20177.16,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r160,CV-a82832bc6ebc43a7,5414.39,14762.77,73.17,MATCHED,MERKUSHINA
SL-76cb8c3921c87573,TSUM,2025,,T-2804,T-2804,НЕ00911862,Черный,"Жакет женский с принтом ""белый(Черный/M-L)НЕ00911862",1.0,76085.84,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r161,CV-8243bd83839bd62c,17754.44,58331.4,76.67,MATCHED,MERKUSHINA
SL-defc3888e5a15ff4,TSUM,2025,,T-2862,T-2862,НЕ00912390,БЕЛЫЙ,"Рубашка женская, белая  из хло(Белый/M-L)НЕ00912390",2.0,92660.42,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r162,CV-e1fc5f6411514ae6,9433.61,73793.21,79.64,MATCHED,MERKUSHINA
SL-36a20a9900955d2e,TSUM,2025,,T-2862,T-2862,НЕ00912390,БЕЛЫЙ,"Рубашка женская, белая  из хло(Белый/S-M)НЕ00912390",1.0,44289.23,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r163,CV-e1fc5f6411514ae6,9433.61,34855.62,78.7,MATCHED,MERKUSHINA
SL-d077ddb824cde2d7,TSUM,2025,,T-2933,T-2933,НЕ00912400,Черный,"Блуза женская, черная, из шелк(Черный/M-L)НЕ00912400",1.0,64010.81,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r164,,,,,UNMATCHED,
SL-4f2f92f2d0565eab,TSUM,2025,,T-2892,T-2892,НЕ00914176,Черный,"Жакет женский с принтом ""белый(Черный/M-L)НЕ00914176",1.0,78310.37,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r165,CV-e8a32028c5680d73,15842.97,62467.4,79.77,MATCHED,MERKUSHINA
SL-d9da8d0d3f4946b4,TSUM,2025,,T-2892,T-2892,НЕ00914176,Черный,"Жакет женский с принтом ""белый(Черный/S-M)НЕ00914176",1.0,79703.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r166,CV-e8a32028c5680d73,15842.97,63860.03,80.12,MATCHED,MERKUSHINA
SL-ae60f6097521d2c9,TSUM,2025,,T-2865A,T-2865A,НЕ00914177,Черный,"Платье женское с принтом ""белы(Черный/M-L)НЕ00914177",1.0,138785.48,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r167,CV-318f00aa42aab4b6,35609.58,103175.9,74.34,MATCHED,MERKUSHINA
SL-f16eac76104e237a,TSUM,2025,,T-2893,T-2893,НЕ00914180,Черный,"Брюки женские с принтом ""белый(Черный/M-L)НЕ00914180",1.0,56271.48,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r168,CV-d6a0881634223252,7819.91,48451.57,86.1,MATCHED,MERKUSHINA
SL-48fa5e2ddd01d2b6,TSUM,2025,,T-2893,T-2893,НЕ00914180,Черный,"Брюки женские с принтом ""белый(Черный/S-M)НЕ00914180",2.0,112550.56,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r169,CV-d6a0881634223252,7819.91,96910.74,86.1,MATCHED,MERKUSHINA
SL-0dd93ff8969c2090,TSUM,2025,,T-2805,T-2805,НЕ00914181,Черный,"Жилет женский в белый горох, и(Черный/XL)НЕ00914181",1.0,76943.35,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r170,CV-22dc9cd75e6bf919,13194.78,63748.57,82.85,MATCHED,MERKUSHINA
SL-3e286ea2fc45e116,TSUM,2025,,T-2792A,T-2792A,НЕ00914184,серый,"Платье женское  с принтом ""бел(Серый/M-L)НЕ00914184",1.0,119620.84,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r171,CV-60482f9de1fabd0b,39521.58,80099.26,66.96,MATCHED,MERKUSHINA
SL-6f7ba7e8aec4e5f4,TSUM,2025,,T-3187A,T-3187A,НЕ00932222,ТЕМНО-СИНИЙ,"Платье женское, темно-синее, и(Т-синий/M-L)НЕ00932222",1.0,54667.3,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Boutiques,FILE-058,r172,CV-ef35f6b857d8b3cd,22462.05,32205.25,58.91,MATCHED,MERKUSHINA
SL-b3ed9481a074b74d,TSUM,2025,,T-2401B/6,T-2401B,НЕ00876472,БЕЛЫЙ,"Брюки женские, белые с принтом(Белый/M-L)НЕ00876472",1.0,48028.39,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Barvikha,FILE-058,r174,,,,,UNMATCHED,
SL-283c1c9479cab865,TSUM,2025,,T-2495B,T-2495B,НЕ00876479,Черный,"Платье женское, черное с принт(Черный/M-L)НЕ00876479",1.0,112566.54,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Barvikha,FILE-058,r175,,,,,UNMATCHED,
SL-595ab41e8c3b0911,TSUM,2025,,0-2469A,0-2469A,НЕ00850285,Черный,Платье женское(Черный/S-M)НЕ00850285,1.0,90391.35,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-058,r177,,,,,UNMATCHED,
SL-524becd5b81e6bf5,TSUM,2025,,0-2658,0-2658,НЕ00866519,Черный,"Платье женское, черное, из бар(Черный/S-M)НЕ00866519",1.0,52137.75,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-058,r178,,,,,UNMATCHED,
SL-45bc0a3bc9366fde,TSUM,2025,,0-2691,0-2691,НЕ00866892,Черный,"Брюки женские, черные, из барх(Черный/M-L)НЕ00866892",1.0,42068.25,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-058,r179,,,,,UNMATCHED,
SL-5729c8891cb8d7a2,TSUM,2025,,T-2750B/1,T-2750B,НЕ00876478,Черный,"Блуза-топ женская, черная, из(Черный/XL)НЕ00876478",1.0,21000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-058,r180,CV-98101a4547510f16,5350.27,15649.73,74.52,MATCHED,MERKUSHINA
SL-f3d512f9ef5f0357,TSUM,2025,,T-1960/1,T-1960,НЕ00890940,Черный,"Блуза женская, черная, из шифо(Черный/M-L)НЕ00890940",0.0,0.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-058,r181,CV-31d4b0b9159c30c4,12587.0,-12587.0,,MATCHED,ZHUKOVA
SL-6a5dfe002a2a1cef,TSUM,2025,,T-2702,T-2702,НЕ00890944,Черный,"Платье женское, черное, из дже(Черный/M-L)НЕ00890944",2.0,138810.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-058,r182,,,,,UNMATCHED,
SL-9d35b3537971a746,TSUM,2025,,T-2702,T-2702,НЕ00890944,Черный,"Платье женское, черное, из дже(Черный/S-M)НЕ00890944",1.0,69405.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-058,r183,,,,,UNMATCHED,
SL-696ae30059fc2bef,TSUM,2025,,T-2757,T-2757,НЕ00890945,Коричневый,"Брюки женские, коричневые, из(Коричневый/S-M)НЕ00890945",1.0,64155.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-058,r184,,,,,UNMATCHED,
