canonical_sku,period_year,qty,sales_amount_rub,unit_cost_rub,cogs_rub,margin_rub,margin_pct,cost_version_id,cost_owner,sales_line_id
T-2928,2026,1.0,76238.9985,19862.02857142857,19862.03,56376.97,73.95,CV-97723a173ac7e1e9,MERKUSHINA,SL-545e73c80577065d
T-1984P,2026,2.0,31199.994,3645.3725,7290.74,23909.25,76.63,CV-f0b4f1878740fabf,MERKUSHINA,SL-b486d55b0cdf466f
T-1984P,2026,1.0,15599.997,3645.3725,3645.37,11954.62,76.63,CV-f0b4f1878740fabf,MERKUSHINA,SL-6f09f0766de01aad
T-2872,2026,1.0,76238.9985,15559.527,15559.53,60679.47,79.59,CV-8086297a77c9a7ca,MERKUSHINA,SL-34bce55364a6a73b
T-3108,2026,1.0,0.0,11253.76375,11253.76,-11253.76,,CV-f769c83e50862899,MERKUSHINA,SL-bd48ea37c2cea70e
0-3073A,2026,1.0,19000.002,8236.0,8236.0,10764.0,56.65,CV-3fc63edbb413c06c,ZHUKOVA,SL-eaa002788e2b4094
0-3073A,2026,1.0,19000.002,8236.0,8236.0,10764.0,56.65,CV-3fc63edbb413c06c,ZHUKOVA,SL-d7915b9ef3b83dad
T-2604,2026,1.0,36199.9995,5744.823,5744.82,30455.18,84.13,CV-81fe8cc869a99a86,MERKUSHINA,SL-ee6afab88d387ea4
T-2988,2026,1.0,60299.9985,15850.285,15850.28,44449.71,73.71,CV-38b8caf780b66541,MERKUSHINA,SL-5dfb19fed9a56ae5
T-2985,2026,1.0,70350.0,25659.64,25659.64,44690.36,63.53,CV-25a5603ab51c4fa6,MERKUSHINA,SL-018f950c8093c412
T-2359,2026,1.0,20000.001,6005.702222222222,6005.7,13994.3,69.97,CV-ad40dd546c016603,MERKUSHINA,SL-4c407c2eb4d88d08
T-3090,2026,1.0,226099.9965,66183.9925,66183.99,159916.0,70.73,CV-3a3d02e468756ff3,MERKUSHINA,SL-417fe1e8414cb90a
T-3092A,2026,2.0,226100.007,28040.441250000003,56080.88,170019.12,75.2,CV-fe65ec683c31a92e,MERKUSHINA,SL-692b445fa6917196
T-3136A,2026,1.0,52200.0045,9877.135555555556,9877.14,42322.87,81.08,CV-0a9c3dddd42d0944,MERKUSHINA,SL-1e203abd5c8d7a06
T-3069A,2026,2.0,40899.999,6972.917692307693,13945.84,26954.16,65.9,CV-807dd46c1e25a455,MERKUSHINA,SL-379ec05b380dfd48
T-3140A,2026,1.0,139200.0015,38216.72363636363,38216.72,100983.28,72.55,CV-bc3eb191d8750a94,MERKUSHINA,SL-591122e8b86b270b
T-3109B,2026,1.0,42200.004,11940.092222222222,11940.09,30259.91,71.71,CV-e395ca42c7764c81,MERKUSHINA,SL-3ea8841db6712967
T-3109B,2026,1.0,42200.004,11940.092222222222,11940.09,30259.91,71.71,CV-e395ca42c7764c81,MERKUSHINA,SL-31b77332975d1b71
T-3110,2026,1.0,52200.0045,6351.564444444444,6351.56,45848.44,87.83,CV-51f5a062b033fb6d,MERKUSHINA,SL-82b60ff7e06aa568
T-3140,2026,1.0,139200.0015,42834.92307692308,42834.92,96365.08,69.23,CV-d172602246deddca,MERKUSHINA,SL-dd0ea46f18e383d5
T-3137A,2026,1.0,85700.0025,15937.339166666668,15937.34,69762.66,81.4,CV-7526412fbdc189db,MERKUSHINA,SL-f4d1a764e9297176
T-3179,2026,1.0,16099.9965,5060.348888888889,5060.35,11039.65,68.57,CV-19766869011bb8da,MERKUSHINA,SL-6b471e5b378ddce6
T-3179,2026,2.0,32199.993,5060.348888888889,10120.7,22079.3,68.57,CV-19766869011bb8da,MERKUSHINA,SL-fb77be0593d9945c
T-3178,2026,2.0,13100.01,1653.2153846153847,3306.43,9793.58,74.76,CV-ca33d19b12707eb8,MERKUSHINA,SL-8964196921c0a659
T-3178,2026,2.0,13100.01,1653.2153846153847,3306.43,9793.58,74.76,CV-ca33d19b12707eb8,MERKUSHINA,SL-8d051881c0d129f9
T-3178,2026,1.0,6550.005,1653.2153846153847,1653.22,4896.79,74.76,CV-ca33d19b12707eb8,MERKUSHINA,SL-4825fd5f333456fe
T-3168,2026,1.0,37850.001,8823.176153846154,8823.18,29026.82,76.69,CV-2b0cdb2c99f8fbe1,MERKUSHINA,SL-5284859a41133646
T-3168B,2026,1.0,37850.001,8033.761,8033.76,29816.24,78.77,CV-3b8657eb9fc8ede9,MERKUSHINA,SL-76bb5a46ef7c4095
