cost_version_id,canonical_sku,article_raw,name,direction,color,size,qty,material_cost,labor_cost,unit_cost_rub,order_cost_rub,cost_date,cost_year,owner_file,channel_hint,collection,completeness,source_file_id,source_sheet,source_row_id
CV-9c2de5a8f45ad081,43-09,43-09,жакет,MD,,,1,1100.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r73
CV-8ab755483336d8aa,43-09,43-09,юбка,MD,,,1,1100.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r74
CV-4a9f53cf6afce258,0-3130,0-3130,платье,MD,,,1,400.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r75
CV-56eb1d94abe68014,0-3130,0-3130,платье,MD,,,1,400.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r76
CV-f2c9d4b8110d886a,ИM-3042,ИМ-3042,блуза,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r77
CV-fc926a44a14e5544,43-26,43-26,жакет,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r78
CV-201c2656563800d4,0-2991,0-2991,водолазка,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r81
CV-1793043f1dcf40c5,0-2992,0-2992,сарафан,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r82
CV-f1b8cd78200ef7bb,43-02,43-02,жакет,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r83
CV-65068c857d034d7b,43-02,43-02,юбка,MD,,,1,1800.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r84
CV-bb940970604fa6a0,44-05,44-05,жакет,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r85
CV-55298e3ee305cd2b,44-05,44-05,юбка,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r86
CV-faa9d2f1b70291e4,45-31,45-31,блузон,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r87
CV-7225b9835b79ec4c,45-07,45-07,жакет,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r88
CV-1f119f6ded058cc0,45-07,45-07,юбка,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r89
CV-21cc6d695e3e8bfa,45-01,45-01,юбка,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r90
CV-b2c4f07234672056,45-01,45-01,жакет,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r91
CV-626c5e38caa6faa1,43-14,43-14,брюки,MD,,,1,1800.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r92
CV-92139610fa6f745f,43-07,43-07,жакет,MD,,,1,1800.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r93
CV-67476ca00c3e9260,43-07,43-07,брюки,MD,,,1,1800.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r94
CV-087bc2c1fa6083e6,44-11,44-11,платье,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r97
CV-3996e467394ae164,44-11,44-11,брюки,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r98
CV-f1f8315d448ee000,45-18,45-18,юбка,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r99
CV-18160ff68754d400,45-23,45-23,платье,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r101
CV-548faac1c22b4a08,43-25,43-25,юбка,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r103
CV-68f6c42ba0f0ced2,38-07,38-07,жакет,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r104
CV-27991ae8608e0c8a,38-07,38-07,брюки,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r105
CV-582464da9fc059ee,43-32,43-32,корсет/платье+реставрац,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r107
CV-29a960e686c17617,35-15,35-15,блузон,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r110
CV-d1f84063ca1f33e4,0-1742,0-1742,блузон Жаклин,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r111
CV-73eba3b86a14a59c,31-05,31-05,блуза,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r112
CV-573233c12eeedbf4,ПO43-02,по 43-02,юбка,MD,,,1,1800.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r113
CV-b69c4ecc8b40d721,45-11,45-11,чалма,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r115
CV-25b0d64598b2571c,45-11,45-11,чалма,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r116
CV-fbc26650614753e1,45-11,45-11,чалма,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r117
CV-b1e9c5dc7d1526b6,ПAПAЯ,папая,сумка,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r118
CV-10fc4bc44698fc17,ПAПAЯ,папая,сумка,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r119
CV-788221ef781d442d,ЛУK,лук,сумка,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r120
CV-5df3bac3cae25b93,ПEPEЦ,перец,сумка,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r121
CV-ba5fcfa4d1af8313,ПEPEЦ,перец,сумка,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r122
CV-160f72d66933b606,БAKЛAЖ,баклаж,сумка,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r125
CV-c562220208954ede,0-3130A,0-3130а,платье,MD,,,1,400.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r131
CV-9a146f4866d8ab34,0-3130B,0-3130в,платье,MD,,,1,400.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r132
CV-5c0c1375ca00b45d,0-3132A,0-3132а,Платье,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r133
CV-0cdc5643c4e46d55,0-3131A,0-3131а,кейп,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r134
CV-d0ef9f02a3e8efbb,0-3132,0-3132,Платье,MD,,,1,1600.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r135
CV-ece60106a336cbf4,0-3131,0-3131,кейп,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r136
CV-40090558ded50a06,0-3128,0-3128,жакет,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r140
CV-a8fe6b75d62861c6,45-01,45-01,жакет,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r145
CV-e7f77ade42235970,45-01,45-01,юбка,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r146
CV-b23314a11d3af4b2,0-3141A,0-3141а,кафтан,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r147
CV-cb1e9ec82b9566c9,45-11,45-11,сарафан,MD,,,1,1779.14,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r149
CV-2133929189c16a1f,ПO45-13,по 45-13,платье,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r150
CV-a8bd76679e253042,ПO43-25,по 43-25,колье серебро,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r151
CV-30d4b824c407f902,0-3061C,0-3061с,пальто-халат,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r152
CV-d03664fb130216c1,0-3063C,0-3063с,брюки,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r153
CV-596e47babcb0f4ff,0-3062C,0-3062с,майка,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r154
CV-b234f35c8e5fead7,45-06,45-06,жилет,MD,,,1,17779.14,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r155
CV-b33ed4573cb75d0e,45-06,45-06,брюки,MD,,,1,17779.14,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r156
CV-0b8ca962124de971,45-06,45-06,юбка,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r157
CV-d1c5e841d1776f21,45-11,45-11,платье,MD,,,1,1779.14,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r158
CV-857b18c52c9fc9ae,45-04,45-04,юбка,MD,,,1,1517.66,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r160
CV-b3d1f772aebd0e34,ПO32-16,по 32-16,жакет,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r161
CV-81b20a87bf82c949,39-12,39-12,кафтан,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r162
CV-9ee45f85a9f4a141,0-2560C,0-2560с,ниж.юбка,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r163
CV-1d3dc757c5c1344a,0-2050,0-2050,пальто-халат,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r164
CV-9cde9b22a49367f2,0-2050,0-2050,шорты,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r165
CV-56c535594db3905f,44-11,44-11,платье,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r166
CV-2dc29d0441dba083,44-11,44-11,брюки,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r167
CV-79b403824a2214a3,K44-11,к 44-11,брюки,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r168
CV-76fbc71ebce008f4,45-19,45-19,жакет,MD,,,1,1100.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r169
CV-da8589b7e9ea4d9b,43-25,43-25,жакет-кейп,MD,,,1,1517.66,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r170
CV-a766dd3644b4c12e,0-3091A,0-3091а,боди,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r171
CV-2b312211e87e834a,0-2873,0-2873,брюки,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r172
CV-5af9cbdc1a575de3,0-3167,0-3167/2,накидка,MD,,,1,1108.98,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r173
CV-4ac4d913066cdb57,45-06,45-06,брюки,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r174
CV-d9ae140f26335d30,0-3167,0-3167/а,накидка,MD,,,1,1108.98,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r175
CV-72822ee629abedc1,45-05,45-05,берет,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r176
CV-11bbd2d2df337b09,45-09,45-09,комбинезон,MD,,,1,1779.14,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r177
CV-295fbd78e6d613e1,ПO43-14,по 43-14,блузон,MD,,,1,1518.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r178
CV-1f2315da8d02fdaf,43-23,43-23,юбка,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r179
CV-c735742f4387c463,45-11,45-11,платье,MD,,,1,1779.14,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r180
CV-be55cac04ab6757c,0-2117,0-2117,платье,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r181
CV-d8dab39b5e560358,44-28,44-28,блузон клематис,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r182
CV-390b188a01f11b1b,44-27,44-27,юбка,MD,,,1,1779.14,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r183
CV-f520eb32e3bfd684,0-3128B,0-3128в,жакет,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r185
CV-167d7c8e160e5c80,K43-09,к 43-09,юбка,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r186
CV-49d5204b13726963,ПO45-09,по 45-09,комбинезон+колье,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r187
CV-62b1f0fa38d0b87a,ПO45-13,по 45-13,платье,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r189
CV-04cf6274a3188223,18-19,18-19,куртка,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r190
CV-17036967100ed8de,0-3129,0-3129,жакет,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r196
CV-a704d421071ce3df,0-3128Д,0-3128д,жакет,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r197
CV-36c5d0705bdb375d,0-3128B,0-3128в,жакет,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r198
CV-669a18a8cd8514db,0-3128C,0-3128с,жакет,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r199
CV-01a999097c65594d,0-3161,0-3161,пальто-халат,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r200
CV-10223e44bdc457e9,0-2754A,0-2754а,платье,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r201
CV-c347bb9e3506f01d,0-2754A,0-2754а,платье,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r202
CV-2869d8166f817983,0-2754A,0-2754а,платье,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r203
CV-082c5eb27f9c84c5,46-4,46-4,платье,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r204
CV-80c23fb4bfc1d38d,0-3141A,0-3141а,кафтан перец,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r207
CV-34d05cd25ec554db,0-2754A,0-2754а,платье комб,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r208
CV-02972eba352c9fbe,0-2754A,0-2754а,платье комб,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r209
CV-7b2dfbf11a1f37db,0-3144,0-3144,туника гжель,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r210
CV-e4e75ba077b31603,0-2032,0-2032,куртка батист,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r211
CV-700ddb0b8b508103,0-2037,0-2037,брюки батист,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r212
CV-bcc8d12c937d33a0,0-2050,0-2050,шорты батист,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r213
CV-c5b7867cce03f647,0-2052,0-2052,юбка батист,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r214
CV-11f0f3be1724559f,45-22,45-22,платье,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r215
CV-4f2870d8873b2526,45-09,45-09,комбинезон,MD,,,1,1776.14,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r216
CV-ac3f055044c8dc66,45-09,45-09,пальто,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r217
CV-d109176a99d96f60,45-08,45-08,чокер,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r218
CV-6d0cafeb5a96e9bd,0-3114,0-3114,брюки,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r219
CV-612f7ddb9cc481bd,0-3113,0-3113,жакет,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r220
CV-b3b2a4dc9c68f235,0-3140,0-3140,платье,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r225
CV-c0415fe1637533fa,45-06,45-06,жакет,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r226
CV-a437316c9ba10fba,45-31,45-31,юбка,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r227
CV-73cdf3070c267def,43-23,43-23,юбка,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r228
CV-1685ab70e289a389,0-3042A,0-3042а,блуза с цветк,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r229
CV-8b4d63fc4d31c5cd,0-3155,0-3155,шорты батист,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r230
CV-eee6c7c35eb0f5ba,0-3143,0-3143,френч,MD,,,1,1517.66,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r232
CV-c3a29be1310e82f0,0-3159,0-3159,юбка,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r233
CV-769cc55ed748d62c,0-3167A,0-3167а/2,накидка,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r234
CV-83fab51276bb11e5,0-3018,0-3018,платье колье,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r235
CV-3f5cf598a951937b,ПO0-3012,по 0-3012,пальто,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r236
CV-1cea47866094639c,45-06,45-06,жакет,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r239
CV-c75ac6af33a272db,45-06,45-06,юбка,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r240
CV-521b900361003537,0-3109,0-3109,туника,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r241
CV-bd3fde0012d5cebf,0-3110,0-3110,брюки,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r242
CV-11967a493c084416,0-2393,0-2393,платье,MD,,,1,1517.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r243
CV-099dbbc1306f990c,45-09,45-09,комбинезон,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r244
CV-683ef5b740b7db9b,0-3140,0-3140,платье,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r245
CV-dee7a81866457c0b,0-3120B,0-3120в,платье,MD,,,1,1550.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r246
CV-0d97889f9aa2b61e,45-09,45-09,пальто,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r247
CV-f9ec8dfae53faa99,33-26,33-26,платье,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r248
CV-d2cfda0b3a3801e4,34-08,34-08,жакет,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r250
CV-99ca9e1b090f8a4f,43-09,43-09,жакет,MD,,,1,1779.14,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r253
CV-da10c62b56271dd3,43-25,43-25,жакет кейп,MD,,,1,1779.14,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r254
CV-e41fc9a59821a92e,T-2754A,Т-2754а,платье комбинация,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r255
CV-54c78a52aa3bc521,0-3109A,0-3109а,туника,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r256
CV-81913993e2459d5f,0-2117,0-2117,платье,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r257
CV-aceed04f2e912d3c,0-3110A,0-3110а,брюки,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r259
CV-ae68fa64d7a0a2ee,0-2401B,0-2401в,брюки,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r260
CV-4ce5424cad6b78b7,0-3122A,0-3122а,рубашка,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r261
CV-a39b2815736fd26a,0-3140,0-3140,платье н/п,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r262
CV-6e1749206c4a366e,0-3123,0-3123,брюки н/п,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r263
CV-1ae85f4d26e86148,0-3112,0-3112,юбка,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r264
CV-564e20ce92a3a0c1,0-3117A,0-3117а,шорты,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r265
CV-a9398e697b99d863,45-04,45-04,юбка насюрморт,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r266
CV-f3ea5f90a7432e3d,ПO44-18,по 44-18,пальто,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r273
CV-483065f7e3f2df7b,0-3141A,0-3141а,кафтан,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r274
CV-10e3bd9222f63d54,0-3128B,0-3128в,жакет,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r275
CV-67c0c558755e69e7,0-3120B,0-3120в,платье,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r277
CV-bd3de0ee9f83bea3,0-3116,0-3116,жакет,MD,,,1,1500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r278
CV-b060d0b54e280381,0-3171,0-3171,брюки,MD,,,1,504.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r279
CV-8867c156b3b79713,K3134,к 3134,ниж юбки,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r281
CV-93331df999855448,31-3442-07,31-34    42-07,платье микс,MD,,,1,500.0,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r282
CV-63026b6495c6de37,0-2754,0-2754,платье сорочка,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r283
CV-f9cb3858269040f7,0-2750A,0-2750а,топ,MD,,,1,,,,,,2025,MOKEEVA,partial_material_only,,PARTIAL_MATERIAL,FILE-083,2025,r284
