budget_line_id,budget_version,period_month,section,article_name,plan_eur,fact_eur,var_eur,currency,source_file_id,source_row_id
BL-da4efccd44338dd6,BUD-2025H2,2025-12,,"Налоги с зарплаты (НДФЛ, страх.взн)",11200.0,13301.0,2101.0,EUR,FILE-011,r11
BL-cb39840a484ad177,BUD-2025H2,2025-07,,Налоги с доходов,30000.0,20158.0,-9842.0,EUR,FILE-011,r12
BL-ff39db482767ee1e,BUD-2025H2,2025-08,,Налоги с доходов,,5342.0,,EUR,FILE-011,r12
BL-4eaadf47373c00aa,BUD-2025H2,2025-09,,Налоги с доходов,,4895.0,,EUR,FILE-011,r12
BL-045ed5aa622d7847,BUD-2025H2,2025-10,,Налоги с доходов,33000.0,13554.0,-19446.0,EUR,FILE-011,r12
BL-85aff4fc31a8b1d8,BUD-2025H2,2025-11,,Налоги с доходов,,4449.0,,EUR,FILE-011,r12
BL-5adab4e136bdb36b,BUD-2025H2,2025-12,,Налоги с доходов,,4986.0,,EUR,FILE-011,r12
BL-0c81931c3bb72e90,BUD-2025H2,2025-07,,Производственные расходы,1650.0,573.0,-1077.0,EUR,FILE-011,r13
BL-b2e52c0737f65e09,BUD-2025H2,2025-08,,Производственные расходы,400.0,180.0,-220.0,EUR,FILE-011,r13
BL-a7aacdab5a6b9155,BUD-2025H2,2025-09,,Производственные расходы,1000.0,1135.0,135.0,EUR,FILE-011,r13
BL-80c087879ea9e285,BUD-2025H2,2025-10,,Производственные расходы,500.0,739.0,239.0,EUR,FILE-011,r13
BL-4f7b4d1f164e4e56,BUD-2025H2,2025-11,,Производственные расходы,150.0,771.0,621.0,EUR,FILE-011,r13
BL-d6e1537ced3a71f5,BUD-2025H2,2025-12,,Производственные расходы,120.0,1059.0,939.0,EUR,FILE-011,r13
BL-ff7702e74a890d4c,BUD-2025H2,2025-07,,Офисные расходы,1500.0,2091.0,591.0,EUR,FILE-011,r14
BL-50bf7f7400f4c2de,BUD-2025H2,2025-08,,Офисные расходы,1300.0,1495.0,195.0,EUR,FILE-011,r14
BL-afddd7b19475960e,BUD-2025H2,2025-09,,Офисные расходы,600.0,930.0,330.0,EUR,FILE-011,r14
BL-caea5a3574e23c3a,BUD-2025H2,2025-10,,Офисные расходы,800.0,2283.0,1483.0,EUR,FILE-011,r14
BL-29b8170d93e21f36,BUD-2025H2,2025-11,,Офисные расходы,350.0,2328.0,1978.0,EUR,FILE-011,r14
BL-861113bde8437935,BUD-2025H2,2025-12,,Офисные расходы,1100.0,1969.0,869.0,EUR,FILE-011,r14
BL-7b1b2e6a579ba176,BUD-2025H2,2025-07,,Представительские расходы,1600.0,96011.0,94411.0,EUR,FILE-011,r15
BL-9c2146aedd06c5fb,BUD-2025H2,2025-08,,Представительские расходы,1900.0,17052.0,15152.0,EUR,FILE-011,r15
BL-a28e3c4c21d35095,BUD-2025H2,2025-09,,Представительские расходы,13200.0,3996.0,-9204.0,EUR,FILE-011,r15
BL-0945fc2e5f41d82c,BUD-2025H2,2025-10,,Представительские расходы,2800.0,37640.0,34840.0,EUR,FILE-011,r15
BL-d5ee09adcc6d76c7,BUD-2025H2,2025-11,,Представительские расходы,8300.0,48875.0,40575.0,EUR,FILE-011,r15
BL-1639d227bb642264,BUD-2025H2,2025-12,,Представительские расходы,67000.0,7144.0,-59856.0,EUR,FILE-011,r15
BL-61fbcf676f18d508,BUD-2025H2,2025-07,,Транспортные расходы,1850.0,2969.0,1119.0,EUR,FILE-011,r16
BL-f23b33e05cdb3e0f,BUD-2025H2,2025-08,,Транспортные расходы,1850.0,1471.0,-379.0,EUR,FILE-011,r16
BL-98c4cd2ab633ea24,BUD-2025H2,2025-09,,Транспортные расходы,1850.0,1215.0,-635.0,EUR,FILE-011,r16
BL-c0ed35cdea1f0699,BUD-2025H2,2025-10,,Транспортные расходы,1850.0,2018.0,168.0,EUR,FILE-011,r16
BL-6aaafa57b0759aac,BUD-2025H2,2025-11,,Транспортные расходы,1850.0,2083.0,233.0,EUR,FILE-011,r16
BL-4384cad39bdc3839,BUD-2025H2,2025-12,,Транспортные расходы,1850.0,2661.0,811.0,EUR,FILE-011,r16
BL-2b47135e7d6b4edd,BUD-2025H2,2025-07,,Командировочные расходы,2700.0,4697.0,1997.0,EUR,FILE-011,r17
BL-0d9abb53662e8b55,BUD-2025H2,2025-09,,Командировочные расходы,,2587.0,,EUR,FILE-011,r17
BL-2e740a2b654876ef,BUD-2025H2,2025-10,,Командировочные расходы,618.51,,,EUR,FILE-011,r17
BL-3efac7345403b640,BUD-2025H2,2025-11,,Командировочные расходы,2352.25,10104.0,7751.75,EUR,FILE-011,r17
BL-79851394b7d969ee,BUD-2025H2,2025-12,,Командировочные расходы,7018.74,3281.0,-3737.74,EUR,FILE-011,r17
BL-fe827a051259f68c,BUD-2025H2,2025-07,,Агентское вознаграждение,60.0,160.0,100.0,EUR,FILE-011,r18
BL-2949ff2c8614fefe,BUD-2025H2,2025-08,,Агентское вознаграждение,150.0,0.0,-150.0,EUR,FILE-011,r18
BL-483c474776e61a7e,BUD-2025H2,2025-09,,Агентское вознаграждение,500.0,12.0,-488.0,EUR,FILE-011,r18
BL-9b764fb2f8753f47,BUD-2025H2,2025-10,,Агентское вознаграждение,500.0,,,EUR,FILE-011,r18
BL-b01bbbd563ab5e34,BUD-2025H2,2025-11,,Агентское вознаграждение,250.0,784.0,534.0,EUR,FILE-011,r18
BL-ac5ae8c01d11cf2b,BUD-2025H2,2025-12,,Агентское вознаграждение,2000.0,6204.0,4204.0,EUR,FILE-011,r18
BL-e60f95b79d386f34,BUD-2025H2,2025-07,,Услуги банка (вкл. эквайринг),1200.0,1095.0,-105.0,EUR,FILE-011,r19
BL-63c8c54f1c47978b,BUD-2025H2,2025-08,,Услуги банка (вкл. эквайринг),1200.0,825.0,-375.0,EUR,FILE-011,r19
BL-1182a12593ba40cc,BUD-2025H2,2025-09,,Услуги банка (вкл. эквайринг),1200.0,1122.0,-78.0,EUR,FILE-011,r19
BL-5efa1d4445085d95,BUD-2025H2,2025-10,,Услуги банка (вкл. эквайринг),1200.0,1611.0,411.0,EUR,FILE-011,r19
BL-63bba6a694a9ccd6,BUD-2025H2,2025-11,,Услуги банка (вкл. эквайринг),1200.0,3673.0,2473.0,EUR,FILE-011,r19
BL-3abc57f85f7bc533,BUD-2025H2,2025-12,,Услуги банка (вкл. эквайринг),1200.0,3068.0,1868.0,EUR,FILE-011,r19
BL-f6930ba3ff8ca7cb,BUD-2025H2,2025-08,,Сайт,400.0,0.0,-400.0,EUR,FILE-011,r20
BL-ec76a447429f55b0,BUD-2025H2,2025-09,,Сайт,600.0,435.0,-165.0,EUR,FILE-011,r20
BL-0b4cccad3019d20e,BUD-2025H2,2025-11,,Сайт,400.0,0.0,-400.0,EUR,FILE-011,r20
BL-4fdbc0cdf8f47023,BUD-2025H2,2025-12,,Сайт,,775.0,,EUR,FILE-011,r20
BL-1186699cc33f61ae,BUD-2025H2,2025-07,,Юридические услуги,,370.0,,EUR,FILE-011,r21
BL-7392820be67bb7aa,BUD-2025H2,2025-09,,Юридические услуги,,475.0,,EUR,FILE-011,r21
BL-ebeb32e712609e48,BUD-2025H2,2025-10,,Юридические услуги,,581.0,,EUR,FILE-011,r21
BL-e2a0845ba25ca7f0,BUD-2025H2,2025-12,,Юридические услуги,280.0,0.0,-280.0,EUR,FILE-011,r21
BL-353314566898fd9d,BUD-2025H2,2025-09,,Резервный фонд,1500.0,,,EUR,FILE-011,r22
BL-abda0ce8c4ac1ffa,BUD-2025H2,2025-10,,Резервный фонд,1500.0,,,EUR,FILE-011,r22
BL-1249ab991a0744c0,BUD-2025H2,2025-11,,Резервный фонд,1500.0,,,EUR,FILE-011,r22
BL-ca3730dba2b8e9e5,BUD-2025H2,2025-12,,Резервный фонд,1500.0,,,EUR,FILE-011,r22
BL-64568ff66c770428,BUD-2025H2,2025-07,,ИТОГО,168489.81,284852.0,116362.19,EUR,FILE-011,r23
BL-4c1253cd0347bd76,BUD-2025H2,2025-08,,ИТОГО,141323.32,148503.0,7179.68,EUR,FILE-011,r23
BL-b7dc8378debeace0,BUD-2025H2,2025-09,,ИТОГО,169116.65,120273.0,-48843.65,EUR,FILE-011,r23
BL-fa853474b92e8714,BUD-2025H2,2025-10,,ИТОГО,176193.39,192921.0,16727.61,EUR,FILE-011,r23
BL-09742104e301e6d7,BUD-2025H2,2025-11,,ИТОГО,167112.13,217662.0,50549.87,EUR,FILE-011,r23
BL-8bb9996f32af33f5,BUD-2025H2,2025-12,,ИТОГО,335232.59,279845.0,-55387.59,EUR,FILE-011,r23
