canonical_sku,name,class,priority,stock_qty_end,stock_im_qty,stock_tsum_qty,stock_b2b_qty,warehouses,sales_qty,sales_revenue_rub,sales_lines_n,sales_channels,im_sales_qty,im_sales_rev_rub,tsum_sales_qty,tsum_sales_rev_rub,b2b_sales_qty,sellthrough_proxy,align_flags,do_not_auto_accept,so_t
0-2718,"Брюки женские, коричневые, из шерсти, со стрелками, расклешенные к низу",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2721,"Платье женское, бежевое, из шифона, длинное",STOCK_AND_SALES,LOW,3.0,2.0,0.0,0.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж,2.0,577714.0,3,IM|TSUM,1.0,273654.0,1.0,304060.0,0.0,0.4,IM_ALIGNED,YES,N
0-2727,"Жакет женский, бежевый, из шелка",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,369000.0,2,IM,1.0,369000.0,0.0,0.0,0.0,1.0,,YES,N
0-2756D,"Свитер женский, серый, из кашемира, с вышивкой ""ласточка""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад производства (Жукова),2.0,344850.0,3,IM,2.0,344850.0,0.0,0.0,0.0,1.0,,YES,N
0-2761,"Босоножки женские, серые, из кожи, состоящие из плетеных ремешков, без каблука",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Склад производства (Жукова),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2763,"Юбка женская, черная, из костюмной ткани, с застежкой",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,27900.0,2,IM,1.0,27900.0,0.0,0.0,0.0,1.0,,YES,N
0-2771,"Платье женское, черное, из пайеточной ткани, с вышивкой ""Серебряный цветок""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,194736.0,2,IM,1.0,194736.0,0.0,0.0,0.0,1.0,,YES,N
0-2778,"Платье женское, черное, из джерси, декорировано ""перьями"" на рукавах",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад производства (Жукова),1.0,168435.0,2,IM,1.0,168435.0,0.0,0.0,0.0,1.0,,YES,N
0-2779A,,SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,,1.0,324900.0,1,IM,1.0,324900.0,0.0,0.0,0.0,1.0,,YES,N
0-2782,"Блуза женская, черная, из фатина, с аппликационной вышивкой",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад производства (Жукова),1.0,96000.0,2,IM,1.0,96000.0,0.0,0.0,0.0,1.0,,YES,N
0-2785,"Плед бежевый, из кашемира, с авторским принтом ""Дерево жизни""",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад оптовых продаж,2.0,136522.0,1,B2B,0.0,0.0,0.0,0.0,2.0,0.6667,,YES,N
0-2814,"Платье женское, красное, из дюшеса, с объемным декором ""Цветок""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж,3.0,874020.81,2,TSUM,0.0,0.0,3.0,874020.81,0.0,1.0,,YES,N
0-2815,"Платье женское, черное, из джерси, с рукавами из тафты",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж,6.0,835089.93,5,TSUM,0.0,0.0,6.0,835089.93,0.0,0.8571,,YES,N
0-2816,"Платье женское, черное, из бархата хлопчатобумажного, с декором ""Бант с цветком""",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Остатки ЦУМ|Склад ИМ|Склад оптовых продаж,3.0,703256.94,3,TSUM,0.0,0.0,3.0,703256.94,0.0,0.75,IM_STOCK_SOLD_ELSEWHERE,YES,N
0-2817,"Блуза женская, белая, из тафты",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Остатки ЦУМ|Склад ИМ|Склад оптовых продаж,4.0,472855.29,4,TSUM,0.0,0.0,4.0,472855.29,0.0,0.8,IM_STOCK_SOLD_ELSEWHERE,YES,N
0-2818,"Плед бежевый, из кашемира, с авторским рисунком",STOCK_AND_SALES,LOW,2.0,0.0,0.0,0.0,Остатки ЦУМ|Подарки|Салон (Лена М.)|Склад оптовых продаж,2.0,104348.0,1,B2B,0.0,0.0,0.0,0.0,2.0,0.5,,YES,N
0-2818A,"Плед серый, из кашемира, с авторским рисунком",STOCK_AND_SALES,LOW,2.0,0.0,0.0,0.0,Остатки ЦУМ|Салон (Лена М.)|Склад оптовых продаж,2.0,104348.0,1,B2B,0.0,0.0,0.0,0.0,2.0,0.5,,YES,N
0-2818B,"Плед темно-серый, из кашемира, с авторским рисунком",STOCK_NO_SALES,HIGH,4.0,0.0,0.0,0.0,Салон (Лена М.)|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2828,"Платье женское, черное, из крепа, с лифом из сетки, с кружевным декором",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2829,"Платье женское, белое, из шелка, с рисунком ""ЦВЕТЫ""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад производства (Жукова),1.0,20000.0,1,IM,1.0,20000.0,0.0,0.0,0.0,1.0,,YES,N
0-2845,"Свитшот женский, бежевый, из футера, с декором принт ""Champayne o' clock""",STOCK_NO_SALES,MED,2.0,2.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2845A,"Свитшот женский, розовый, из футера, с декором принт ""Champayne o' clock""",STOCK_AND_SALES,LOW,2.0,1.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),21.0,359277.0,12,B2B|IM,3.0,77000.0,0.0,0.0,18.0,0.913,IM_ALIGNED,YES,N
0-2854,,SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,,3.0,475950.0,6,IM,3.0,475950.0,0.0,0.0,0.0,1.0,,YES,N
0-2861,"Футболка женская, белая с принтом ""цветы"", из трикотажа",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад производства (Жукова),2.0,69240.0,3,IM,2.0,69240.0,0.0,0.0,0.0,1.0,,YES,N
0-2861A,"Футболка женская, белая с принтом ""дерево"", из трикотажа",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2931A,"Платье женское, синее с принтом ""голубые капли"", из шелка",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,187000.0,2,IM,1.0,187000.0,0.0,0.0,0.0,1.0,,YES,N
0-2959,"Топ-майка женская, белая, из хлопка, с вышивкой ""BE AN ICONIC""",STOCK_AND_SALES,MED,22.0,1.0,0.0,16.0,Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),7.0,59610.0,5,B2B|IM,2.0,27000.0,0.0,0.0,5.0,0.2414,IM_ALIGNED,YES,N
0-2959A,"Топ-майка женская, черная, из хлопка, с вышивкой ""BE AN ICONIC""",STOCK_AND_SALES,LOW,15.0,1.0,0.0,11.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,10.0,65220.0,4,B2B,0.0,0.0,0.0,0.0,10.0,0.4,IM_STOCK_SOLD_ELSEWHERE,YES,N
0-2974A,"Рубашка женская, белая, хлопок, с принтом ""цветы""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад производства (Жукова),1.0,132300.0,1,IM,1.0,132300.0,0.0,0.0,0.0,1.0,,YES,N
0-2985,"Юбка женская, черная, из шелка, с аппликацией ""Листья""",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,178800.05,2,IM,1.0,178800.05,0.0,0.0,0.0,0.5,IM_ALIGNED,YES,N
0-3006,"Шорты женские, черные, из тафты",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-3009,"Куртка женская, черная, из плащевой ткани, с вышивкой ""Цветы"" на рукавах",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3024,"Юбка женская, черная, из трикотажа, декорирована листьями из натуральной кожи",STOCK_AND_SALES,LOW,3.0,2.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,2.0,70845.0,4,IM,2.0,70845.0,0.0,0.0,0.0,0.4,IM_ALIGNED,YES,N
0-3025,"Блуза женская, черная, из стрейч бархата, с отделкой белым кантом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,5.0,263466.0,10,IM,5.0,263466.0,0.0,0.0,0.0,1.0,,YES,N
0-3026,"Брюки женские, черные, из стрейч бархата, с отделкой белым кантом",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,33480.0,2,IM,1.0,33480.0,0.0,0.0,0.0,0.5,IM_ALIGNED,YES,N
0-3027,"Куртка женская, черная, из шелка на синтепоне",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3028,"Жилет женский, черный, из шифона",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,51850.0,2,IM,1.0,51850.0,0.0,0.0,0.0,1.0,,YES,N
0-3029,"Брюки женские, черные, из шелка",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,6.0,159034.0,8,B2B|IM,4.0,121120.0,0.0,0.0,2.0,1.0,,YES,N
0-3030,"Свитшот женский, черный, из стрейч бархата, с декором из тафты",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3030A,"Свитшот женский, синий, из стрейч бархата, с декором из тафты",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,8.0,359790.0,14,IM,8.0,359790.0,0.0,0.0,0.0,1.0,,YES,N
0-3030B,"Свитшот женский, бежевый, из стрейч бархата, с декором из тафты",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3031,"Брюки-джоггеры женские, черные, из стрейч бархата, с отделкой ""лампас""",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3031A,"Брюки-джоггеры женские, синие, из стрейч бархата, с отделкой ""лампас""",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,5.0,154795.0,9,IM,5.0,154795.0,0.0,0.0,0.0,0.8333,IM_ALIGNED,YES,N
0-3031B,"Брюки-джоггеры женские, бежевые, из стрейч бархата, с отделкой ""лампас""",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3032A,"Юбка женская, черная, из фатина, с вышивкой ""Герда""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,4.0,211440.0,7,IM,4.0,211440.0,0.0,0.0,0.0,1.0,,YES,N
0-3032B,"Юбка женская, белая, из фатина, с вышивкой ""Герда""",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,1.0,51480.0,2,IM,1.0,51480.0,0.0,0.0,0.0,0.5,,YES,N
0-3033,"Куртка женская, черная, из эко-кожи, с аппликацией из камней ""Y"" на рукаве",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3033A,"Куртка женская, белая, из эко-кожи",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3034,"Блуза женская, белая, из шелка, с вышивкой ""Балерина""",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3034A,"Блуза женская, серая, из шелка, с вышивкой ""Арлекин""",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3035,"Куртка-бомбер женская, черная, из эко-кожи, с расшивкой камнями",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,53300.0,2,IM,1.0,53300.0,0.0,0.0,0.0,1.0,,YES,N
0-3035A,"Куртка-бомбер женская, белая, из эко-кожи, с расшивкой камнями",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-3036,"Юбка женская, черная, из искусственного крепа, расклешенная к низу",STOCK_AND_SALES,LOW,4.0,3.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,2.0,53595.0,8,IM,2.0,53595.0,0.0,0.0,0.0,0.3333,IM_ALIGNED,YES,N
0-3037,"Платье женское, светло-коричневое, из тафты, с кружевным воротником",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-3038,"Платье женское, черное, из стрейч бархата, с кружевными рукавами",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,1.0,102765.0,2,IM,1.0,102765.0,0.0,0.0,0.0,1.0,,YES,N
0-3039,"Блуза женская, черная, из футера, с отделкой ""лампас""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,4.0,128880.0,7,IM,4.0,128880.0,0.0,0.0,0.0,1.0,,YES,N
0-3039A,"Блуза женская, белая, из футера, с отделкой ""лампас""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,48330.0,1,IM,1.0,48330.0,0.0,0.0,0.0,1.0,,YES,N
0-3039B,"Блуза женская, серая, из футера, с отделкой ""лампас""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,48330.0,2,IM,1.0,48330.0,0.0,0.0,0.0,1.0,,YES,N
0-3040,"Брюки женские, черные, из футера, с отделкой ""лампас""",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,6.0,209760.0,11,IM,6.0,209760.0,0.0,0.0,0.0,0.8571,IM_ALIGNED,YES,N
0-3040A,"Брюки женские, белые, из футера, с отделкой ""лампас""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,39330.0,1,IM,1.0,39330.0,0.0,0.0,0.0,1.0,,YES,N
0-3041,"Платье женское, черное, из шелк бархата, с воротником из кружева",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3042A,"Блуза женская, белая, из хлопка, с декором ""Цветок""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,51930.0,2,IM,1.0,51930.0,0.0,0.0,0.0,1.0,,YES,N
0-3042C,"Блуза женская, розовая, из хлопка, с декором ""Цветок""",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,2.0,100975.0,4,IM,2.0,100975.0,0.0,0.0,0.0,0.6667,,YES,N
0-3043,"Блуза женская, черная, из футера, декорирована шифоновым кружевом, с коротким рукавом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,3.0,110170.0,6,IM,3.0,110170.0,0.0,0.0,0.0,1.0,,YES,N
0-3043A,"Блуза женская, фуксия, из футера, декорирована шифоновым кружевом",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-3043B,"Блуза женская, бежевая, из футера, декорирована шифоновым кружевом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,49900.0,1,IM,1.0,49900.0,0.0,0.0,0.0,1.0,,YES,N
0-3044A,"Шорты женские, фуксия, из футера",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-3047,"Юбка женская, черная, из шелка",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3047A,"Юбка женская, серая, из шелка",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-3049,"Куртка-бомбер женская, черная, из стрейч бархата, с декором ""Жучки""",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,2.0,185895.0,4,IM,2.0,185895.0,0.0,0.0,0.0,0.6667,,YES,N
0-3049B,"Куртка-бомбер, женская, бирюзовая, из стрейч бархата, с декором ""Жучки""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,82620.0,2,IM,1.0,82620.0,0.0,0.0,0.0,1.0,,YES,N
0-3050,"Шорты женские, черные, из стрейч бархата",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,2.0,33180.0,4,IM,2.0,33180.0,0.0,0.0,0.0,1.0,,YES,N
0-3050B,"Шорты женские, бирюзовые, из стрейч бархата",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-3051,"Брюки женские, черные, из стрейч бархата, с отделкой ""лампас""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,3.0,91770.0,6,IM,3.0,91770.0,0.0,0.0,0.0,1.0,,YES,N
0-3052,"Юбка женская, черная, из эко-кожи, с поясом из бархата",STOCK_AND_SALES,LOW,4.0,2.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,12.0,333985.0,22,IM,12.0,333985.0,0.0,0.0,0.0,0.75,IM_ALIGNED,YES,N
0-3053,"Платье женское, черное, из джерси, декорировано кружевом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,48550.0,2,IM,1.0,48550.0,0.0,0.0,0.0,1.0,,YES,N
0-3054,"Платье женское, черное, из шифона, декорировано бантами на рукавах",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3054A,"Платье женское, черное с принтом ""белый горох"", из шелка, декорировано белыми бантами на рукавах",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3055,"Рубашка женская, белая с принтом ""черные Y, балерины"", из шелка",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,7.0,479050.0,13,IM,7.0,479050.0,0.0,0.0,0.0,1.0,,YES,N
0-3055B,"Рубашка женская, черная с принтом ""белые Y, балерины"", из шелка",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,2.0,156780.0,4,IM,2.0,156780.0,0.0,0.0,0.0,1.0,,YES,N
0-3056,"Брюки женские, черные, из искусственного крепа, со скрытым поясом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,43600.0,1,IM,1.0,43600.0,0.0,0.0,0.0,1.0,,YES,N
0-3058,"Блуза женская, черная, из футера, с декором принт ""бусы, бантик""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,7.0,278320.0,12,IM,7.0,278320.0,0.0,0.0,0.0,1.0,,YES,N
0-3058A,"Блуза женская, голубая, из футера, с декором принт ""бусы, бантик""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,44730.0,2,IM,1.0,44730.0,0.0,0.0,0.0,1.0,,YES,N
0-3058B,"Блуза женская, серая, из футера, с декором принт  ""бусы, бантик""",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,1.0,44730.0,2,IM,1.0,44730.0,0.0,0.0,0.0,0.5,,YES,N
0-3058C,"Блуза женская, бежевая, из футера, с декором принт ""бусы, бантик""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,49700.0,2,IM,1.0,49700.0,0.0,0.0,0.0,1.0,,YES,N
0-3059,"Брюки женские, черные, из футера, с отделкой ""лампас""",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,5.0,161158.34,10,IM,5.0,161158.34,0.0,0.0,0.0,0.8333,,YES,N
0-3059B,"Брюки женские, серые, из футера, с отделкой ""лампас""",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,35190.0,2,IM,1.0,35190.0,0.0,0.0,0.0,0.5,IM_ALIGNED,YES,N
0-306,"Брюки женские, черные, из крепа, со складками спереди, зауженные к низу",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-3060,"Юбка женская, черная, из футера, с отделкой ""лампас""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,8.0,331200.0,15,IM,8.0,331200.0,0.0,0.0,0.0,1.0,,YES,N
0-3060B,"Юбка женская, серая, из футера, с отделкой ""лампас""",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3060C,"Юбка женская, бежевая, из футера, с отделкой ""лампас""",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-3061,"Пальто-халат женское, черное, из стрейч бархата, с расшивкой пайетками на манжетах",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,2.0,78658.78,4,IM,2.0,78658.78,0.0,0.0,0.0,0.6667,IM_ALIGNED,YES,N
0-3061A,"Пальто-халат женское, бежевое, из стрейч бархата, с пайетками на манжетах",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3061B,"Пальто-халат женское, синее, из стрейч бархата, с пайетками на манжетах",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,41850.0,1,IM,1.0,41850.0,0.0,0.0,0.0,1.0,,YES,N
0-3061C,"Пальто-халат женское, голубое, из стрейч бархата, с пайетками на манжетах",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-3061D,"Пальто-халат бирюзовое, из стрейч бархата, с пайетками на манжетах",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,77570.0,2,IM,1.0,77570.0,0.0,0.0,0.0,1.0,,YES,N
0-3062,"Блуза-топ женская, черная с принтом ""многоцветные капли"", из шелка",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,39510.0,2,IM,1.0,39510.0,0.0,0.0,0.0,1.0,,YES,N
0-3062A,"Блуза-топ женская, бежевая, из шелка, на тонких бретелях",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-3062B,"Блуза-топ женская, черная с принтом ""синие капли"", из шелка",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,35120.0,2,IM,1.0,35120.0,0.0,0.0,0.0,1.0,,YES,N
0-3062C,"Блуза-топ женская, голубая, с принтом ""синие капли"", из шелка",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,2.0,61460.0,4,IM,2.0,61460.0,0.0,0.0,0.0,1.0,,YES,N
