stock_cost_id,article_raw,canonical_sku,warehouse,name,open_qty,open_cost_rub,in_qty,in_cost_rub,out_qty,out_cost_rub,unit_cost_rub,unit_cost_source,source_file_id,source_row_id
SC-2bdd3d5d753fc77e,0-2560C/1,0-2560C,Остатки ЦУМ (Основное подразделение),"Пальто-халат женское, белое с принтом ""цветы и грибы"" из батиста с пайетками на манжетах",1,8895,,,1,8895,8895.0,OUT,FILE-099,r3398
SC-5a1a8b7ee2b9f5e7,0-2560C/3,0-2560C,Остатки ЦУМ (Основное подразделение),"Пальто-халат женское, синее с принтом ""цветы и грибы, из батиста, с пайетками на манжетах",1,8895,1,8895,2,17790,8895.0,IN,FILE-099,r3400
SC-fedf85a1b22adc4c,0-2560D,0-2560D,Остатки ЦУМ (Основное подразделение),"Пальто-халат женское, черное с принтом ""цветы и грибы"", из хлопка, с пайетками на манжетах",1,11522,2,23044,2,23044,11522.0,IN,FILE-099,r3402
SC-589c00ddc7316aff,0-2560D/1,0-2560D,Остатки ЦУМ (Основное подразделение),"Пальто-халат женское, белое с принтом ""балерины"", из батиста, с отделкой черным кантом",,,1,11522,1,11522,11522.0,IN,FILE-099,r3404
SC-56cc8c921f61911e,0-2566,0-2566,Остатки ЦУМ (Основное подразделение),"Пальто-халат женское, синее с принтом ""цветы грибы"", из батиста",,,1,13650,,,13650.0,IN,FILE-099,r3406
SC-810e0df51f02cfcf,0-2567A,0-2567A,Остатки ЦУМ (Основное подразделение),"Платье-рубашка женское, белое, из батиста, с принтом ""черные Y и грибы"" с надписью ""YANINA""",,,1,13650,,,13650.0,IN,FILE-099,r3408
SC-6248c8b158ddb18a,0-2572,0-2572,Остатки ЦУМ (Основное подразделение),"Платье-рубашка женское, белое, из батиста, с принтом ""черные Y и грибы""",1,9353,1,9353,1,9353,9353.0,IN,FILE-099,r3410
SC-7c7bf6958b7aee2c,0-2573,0-2573,Остатки ЦУМ (Основное подразделение),"Блуза женская, черная с принтом ""Y"", из батиста, декорирована контрастной тесьмой",1,2748,,,1,2748,2748.0,OUT,FILE-099,r3412
SC-ab2be2c3a456dad8,0-2575,0-2575,Остатки ЦУМ (Основное подразделение),"Шорты женские, черные с принтом ""Y"", из батиста, декорированы контрастной тесьмой",1,15360,,,1,15360,15360.0,OUT,FILE-099,r3414
SC-1f52e1e2a49cb3ab,0-2576,0-2576,Остатки ЦУМ (Основное подразделение),"Платье женское, серое, из хлопка, с отделкой фатином с принтом ""розовая Y""",1,18714,,,1,18714,18714.0,OUT,FILE-099,r3416
SC-1c360697e919e1d6,0-2589,0-2589,Остатки ЦУМ (Основное подразделение),"Платье женское, разноцветное с принтом ""черная Y"", из фатина, с драпированным лифом",,,5,80992.5,4,64794,16198.5,IN,FILE-099,r3418
SC-187d1f1a82d0970d,0-2590,0-2590,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из хлопкового кружева, с вышивкой ""Цветы""",,,1,40175,1,40175,40175.0,IN,FILE-099,r3420
SC-ec4f654b76691fcc,0-2592/1,0-2592,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, корсетное, из сетки, с декором ""Красный цветок""",,,5,66300,3,39780,13260.0,IN,FILE-099,r3422
SC-855d30c72dede2a2,0-2592/2,0-2592,Остатки ЦУМ (Основное подразделение),"Свитер женский, черный, из кашемира, с вышивкой ""черная Y""",,,5,66300,5,66300,13260.0,IN,FILE-099,r3424
SC-96eca07abe7d783d,0-2592/4,0-2592,Остатки ЦУМ (Основное подразделение),"Свитер женский, белый, из кашемира, с вышивкой  ""белая Y""",,,1,13260,1,13260,13260.0,IN,FILE-099,r3426
SC-51627e4b85097811,0-2595,0-2595,Остатки ЦУМ (Основное подразделение),"Свитер женский, зеленый, из кашемира, с вышивкой ""зеленая Y""",,,1,26750,1,26750,26750.0,IN,FILE-099,r3428
SC-4ef58768f149b61a,0-2598,0-2598,Остатки ЦУМ (Основное подразделение),"Жакет женский, черный, из шелкового бархата, с вышивкой ""Цветок"" из пайеток",,,4,73380,4,73380,18345.0,IN,FILE-099,r3430
SC-0128e31c9d4535fc,0-2600,0-2600,Остатки ЦУМ (Основное подразделение),"Брюки женские, черные, из шелкового бархата, на подкладке",,,18,131834.26,16,122164.8,7324.13,IN,FILE-099,r3432
SC-108ee4922be372c6,0-2600A,0-2600A,Остатки ЦУМ (Основное подразделение),"Брюки-капри женские, чёрные, из шёлка дюшес",,,2,10052,2,10052,5026.0,IN,FILE-099,r3434
SC-09413cbd946c6afb,0-2603,0-2603,Остатки ЦУМ (Основное подразделение),"Брюки-капри женские, коричневые, из шёлка дюшес",,,1,40445.32,1,40445.32,40445.32,IN,FILE-099,r3436
SC-2dcd9b382e5bddc9,0-2603A,0-2603A,Остатки ЦУМ (Основное подразделение),"Юбка женская, черная, из пайеточной ткани, длинная, с вышивкой ""Красный цветок""",,,2,80350.64,2,80350.64,40175.32,IN,FILE-099,r3438
SC-4ba90bd5f61f0ee2,0-2604,0-2604,Остатки ЦУМ (Основное подразделение),"Юбка женская, черная, из пайеточной ткани, короткая, с вышивкой ""Красный цветок""",,,10,51224,7,35813.25,5122.4,IN,FILE-099,r3440
SC-740c9b53ecb69dff,0-2613,0-2613,Остатки ЦУМ (Основное подразделение),"Юбка женская, черная, из стрейч бархата, прямая, зауженная к низу, средней длины",1,9829,1,9829,1,9829,9829.0,IN,FILE-099,r3442
SC-e1fc210857130871,0-2613A,0-2613A,Остатки ЦУМ (Основное подразделение),"Рубашка женская, белая с принтом ""грибы"", из батиста",,,2,25854,,,12927.0,IN,FILE-099,r3444
SC-3acc1c63e18c66a4,0-2614A,0-2614A,Остатки ЦУМ (Основное подразделение),"Блуза женская, черная с принтом ""Y и девочки"", из батиста, декорирована кантом ""YANINA""",,,2,14376,,,7188.0,IN,FILE-099,r3446
SC-714d3a33b07b4cf3,0-2623,0-2623,Остатки ЦУМ (Основное подразделение),"Брюки-капри женские, черные, из хлопка, с принтом ""Y и девочки""",3,25500,,,1,8500,8500.0,OUT,FILE-099,r3448
SC-a76fa9f2cd495f19,0-2624,0-2624,Остатки ЦУМ (Основное подразделение),"Туфли женские, бежевые, из кожи, без каблука, расшиты цветными камнями",3,22800,,,,,7600.0,OPEN,FILE-099,r3450
SC-21b6a073b9aad2d3,0-2625,0-2625,Остатки ЦУМ (Основное подразделение),"Туфли женские, черные с белым принтом ""Y"", из кожи, без каблука",1,8500,,,1,8500,8500.0,OUT,FILE-099,r3452
SC-12b06070fd177f2c,0-2626,0-2626,Остатки ЦУМ (Основное подразделение),"Туфли женские, серебряные, из кожи, расшиты большими камнями",6,51000,,,1,8500,8500.0,OUT,FILE-099,r3454
SC-40edb3dce4ba237c,0-2627,0-2627,Остатки ЦУМ (Основное подразделение),"Туфли женские, черные, из кожи, без каблука, расшиты кристаллами",3,22500,,,3,22500,7500.0,OUT,FILE-099,r3456
SC-1632174e1604b90c,0-2628,0-2628,Остатки ЦУМ (Основное подразделение),"Туфли женские, черные, из атласа, без каблука, декорированы пряжкой",4,34000,,,,,8500.0,OPEN,FILE-099,r3458
SC-2fd452857481b549,0-2630,0-2630,Остатки ЦУМ (Основное подразделение),"Туфли женские, серебряные, из кожи, расшиты стразами",2,17000,,,1,8500,8500.0,OUT,FILE-099,r3460
SC-12ec701a5ead5c76,0-2631,0-2631,Остатки ЦУМ (Основное подразделение),"Лоферы женские, бежевые, из натуральной кожи, с вышивкой ""YC""",1,8500,,,,,8500.0,OPEN,FILE-099,r3462
SC-472404f20d50c434,0-2631A,0-2631A,Остатки ЦУМ (Основное подразделение),"Лоферы женские, бежевые, из кожи, на меховой подкладке",2,17000,,,,,8500.0,OPEN,FILE-099,r3464
SC-3e4daf9608e9a133,0-2645,0-2645,Остатки ЦУМ (Основное подразделение),"Лоферы женские, черные, из кожи, на меховой подкладке",5,48000,,,1,9600,9600.0,OUT,FILE-099,r3466
SC-04e669162f33956f,0-2655,0-2655,Остатки ЦУМ (Основное подразделение),"Туфли женские, бежевые, из кожи, на высоком каблуке",,,1,3200,1,3200,3200.0,IN,FILE-099,r3468
SC-3bfaa6d96992a2ef,0-2655A,0-2655A,Остатки ЦУМ (Основное подразделение),Косметичка пляжная,,,1,5200,1,5200,5200.0,IN,FILE-099,r3470
SC-d3695a28b9b1e896,0-2658,0-2658,Остатки ЦУМ (Основное подразделение),"Сумка-тоут  женская, черная, с принтом ""YANINA""",,,6,86604,6,86604,14434.0,IN,FILE-099,r3472
SC-fb1f5b1719a36b45,0-2658A,0-2658A,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из бархата стрейч, с аппликацией ""Цветок""",,,4,179076,4,179076,44769.0,IN,FILE-099,r3474
SC-d3d9a8ba31ba7930,0-2659,0-2659,Остатки ЦУМ (Основное подразделение),"Платье женское, серебро, из паейток, с аппликацией ""Цветок""",,,1,107500,1,107500,107500.0,IN,FILE-099,r3476
SC-f0ee8cddb47a46b4,0-2661,0-2661,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из стрейч бархата, на подкладке",,,5,160354,5,160354,32070.8,IN,FILE-099,r3478
SC-942f54ceeb97e198,0-2665,0-2665,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из шелкового бархата, с рукавом из шифона с боа по низу",,,2,33086,2,33086,16543.0,IN,FILE-099,r3480
SC-fa960a1ddb2967e1,0-2666,0-2666,Остатки ЦУМ (Основное подразделение),"Блуза женская, белая, из шелка, с аппликацией ""Цветы""",,,4,122147.52,4,122147.52,30536.88,IN,FILE-099,r3482
SC-ce7bf134bf2f4dfa,0-2668,0-2668,Остатки ЦУМ (Основное подразделение),"Юбка женская, серебро, из пайеток, с аппликацией ""Цветы""",,,6,103030.8,6,103030.8,17171.8,IN,FILE-099,r3484
SC-ec1ac01ff293bf93,0-2669A,0-2669A,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, длинное, из бархата стрейч, с аппликацией ""Цветок""",,,4,77308,4,77308,19327.0,IN,FILE-099,r3486
SC-d8f46e474bba2a5e,0-2671,0-2671,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из бархата стрейч, с аппликацией ""Цветок"", с длинным рукавом",,,5,59180,5,59180,11836.0,IN,FILE-099,r3488
SC-c2d296eead561a8a,0-2672,0-2672,Остатки ЦУМ (Основное подразделение),"Блуза женская, черная, из шифона, с кружевом",,,6,152028.48,5,126690.4,25338.08,IN,FILE-099,r3490
SC-f22af6c496e37360,0-2673,0-2673,Остатки ЦУМ (Основное подразделение),"Юбка женская, черная, из пайеток, с аппликацией ""Цветок""",,,7,106810.56,6,90374.67,15258.65,IN,FILE-099,r3492
SC-442d0d3aa23f3700,0-2674,0-2674,Остатки ЦУМ (Основное подразделение),"Блуза женская, черная, из бархата стрейч, с аппликацией ""Цветок""",,,5,26592.6,5,26592.6,5318.52,IN,FILE-099,r3494
SC-3dbbe4d2981bdc35,0-2675,0-2675,Остатки ЦУМ (Основное подразделение),"Брюки женские, черные, из бархата стрейч, с аппликацией ""Цветок""",,,4,80649.48,4,80649.48,20162.37,IN,FILE-099,r3496
SC-57395cf2f318fae9,0-2675A,0-2675A,Остатки ЦУМ (Основное подразделение),"Жакет женский, черный, из бархата шелкового с аппликацией ""Цветок""",1,14035,1,14035,2,28070,14035.0,IN,FILE-099,r3498
SC-209d376c6cff546f,0-2676,0-2676,Остатки ЦУМ (Основное подразделение),"Жакет женский, черный, из стрейч бархата, с аппликацией ""Цветок""",,,4,52983.96,4,52983.96,13245.99,IN,FILE-099,r3500
SC-092ca62621af183a,0-2676A,0-2676A,Остатки ЦУМ (Основное подразделение),"Брюки женские, черные, из бархата шелкового, с аппликацией ""Цветок""",1,10008,2,20016,3,30024,10008.0,IN,FILE-099,r3502
SC-85965bfffbf9cf2e,0-2677,0-2677,Остатки ЦУМ (Основное подразделение),"Брюки женские, черные, из бархата, с аппликацией ""Цветок""",,,1,15795,1,15795,15795.0,IN,FILE-099,r3504
SC-ca63115bfb9ffdb4,0-2678,0-2678,Остатки ЦУМ (Основное подразделение),"Жакет женский, черный, из бархата и крепа, декорирован объемным цветком",1,5081,1,5081,2,10162,5081.0,IN,FILE-099,r3506
SC-1c2d633b14153461,0-2679,0-2679,Остатки ЦУМ (Основное подразделение),"Брюки женские, черные, из крепа, со складками по талии",,,3,37764,2,25176,12588.0,IN,FILE-099,r3508
SC-7caf6ecf21d72205,0-2680,0-2680,Остатки ЦУМ (Основное подразделение),"Жакет женский, черный, из джерси, декорирован отлетными деталями",,,3,14297.5,2,8646,4765.83,IN,FILE-099,r3510
SC-a43ea14e3e02a0f3,0-2681A,0-2681A,Остатки ЦУМ (Основное подразделение),"Брюки женские, черные, из джерси, со стрелками, расклешенные к низу",1,15127,,,1,15127,15127.0,OUT,FILE-099,r3512
SC-e42fc3b1df7b2a2d,0-2682/2,0-2682,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из кружевной ткани, с брошью ""Бант"" и белым воротником",,,1,132000,1,132000,132000.0,IN,FILE-099,r3514
SC-df069949ccf1325a,0-2683,0-2683,Остатки ЦУМ (Основное подразделение),"Платье женское, бежевое в белый горох, из шифона",,,4,94435,4,94435,23608.75,IN,FILE-099,r3516
SC-1f0d452853b97a84,0-2684,0-2684,Остатки ЦУМ (Основное подразделение),"Платье женское, черное в белый горох, из шелка, с поясом-завязка",1,12948,,,1,12948,12948.0,OUT,FILE-099,r3518
SC-6fe2efdc474ff3aa,0-2685,0-2685,Остатки ЦУМ (Основное подразделение),"Жакет женский, белый, из кружевной ткани, с брошью ""Бант""",1,6331,,,1,6331,6331.0,OUT,FILE-099,r3520
SC-ebb77ef85bb27e93,0-2686,0-2686,Остатки ЦУМ (Основное подразделение),"Юбка женская, белая, из кружевной ткани",,,7,70152,7,70152,10021.71,IN,FILE-099,r3522
SC-46bd809f77ec0c73,0-2687,0-2687,Остатки ЦУМ (Основное подразделение),"Блуза женская, черная, из бархата, с декором ""бант"" и вставками из сетки",,,3,14212,3,14212,4737.33,IN,FILE-099,r3524
SC-bcd39ccc3cf42daa,0-2688,0-2688,Остатки ЦУМ (Основное подразделение),"Брюки женские, черные, из бархата, расклешенные к низу",1,8630,,,1,8630,8630.0,OUT,FILE-099,r3526
SC-08c60beb44eb54b5,0-2689,0-2689,Остатки ЦУМ (Основное подразделение),"Блуза женская, белая, из хлопка, с вышивкой ""Yanina"" и съемным декором ""бант""",,,2,54599.76,2,54599.76,27299.88,IN,FILE-099,r3528
SC-5b0db07bfc90d77b,0-2689A,0-2689A,Остатки ЦУМ (Основное подразделение),"Юбка женская, черная, из пайеток, с боа",1,10610,,,1,10610,10610.0,OUT,FILE-099,r3530
SC-beef40eed5356885,0-2690,0-2690,Остатки ЦУМ (Основное подразделение),"Юбка женская, черная, из пайеточной ткани, декорирована перьями страуса",,,1,16716.5,,,16716.5,IN,FILE-099,r3532
SC-d544f31446bcd0f6,0-2691,0-2691,Остатки ЦУМ (Основное подразделение),"Блуза женская, черная, из ткани с пайетками, топ с баской",,,5,31495,4,25196,6299.0,IN,FILE-099,r3534
SC-fcb3c8aac930e12b,0-2702,0-2702,Остатки ЦУМ (Основное подразделение),"Брюки женские, черные, из бархата стрейч",,,2,31930,2,31930,15965.0,IN,FILE-099,r3536
SC-fa0078eaebb638c5,0-2703,0-2703,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из джерси, с расшивной аппликацией ""Цветок""",,,2,31863,2,31863,15931.5,IN,FILE-099,r3538
SC-dbbee280c2485660,0-2705,0-2705,Остатки ЦУМ (Основное подразделение),"Блуза женская, черная, из шифона, с аппликацией ""Цветок""",,,3,40543,1,15400,13514.33,IN,FILE-099,r3540
SC-5f881926a434ec9c,0-2706,0-2706,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из крепа, с декором ""Y"" из белой кожи",,,1,24345,,,24345.0,IN,FILE-099,r3542
SC-6a4e336c3abe9608,0-2709,0-2709,Остатки ЦУМ (Основное подразделение),"Платье женское, синее, из шелкового бархата, с вышивкой ""Y"" на карманах",,,1,45900,1,45900,45900.0,IN,FILE-099,r3544
SC-f427c6d16e70dd39,0-2710,0-2710,Остатки ЦУМ (Основное подразделение),"Жакет женский, синий, из шелкового бархата, с вышивкой ""Ласточка""",,,1,13463,1,13463,13463.0,IN,FILE-099,r3546
SC-088e8edbda6d8de0,0-2711,0-2711,Остатки ЦУМ (Основное подразделение),"Брюки женские, синие, из шелкового бархата, широкие",,,1,29265,1,29265,29265.0,IN,FILE-099,r3548
SC-0942ede896c4e4dc,0-2712,0-2712,Остатки ЦУМ (Основное подразделение),"Жакет женский, синий, из шерсти, с объемным декором из бархата",,,1,10548,1,10548,10548.0,IN,FILE-099,r3550
SC-3f89da46928bf2d3,0-2713,0-2713,Остатки ЦУМ (Основное подразделение),"Юбка-карандаш женская, синяя, из шерсти",,,1,25410,1,25410,25410.0,IN,FILE-099,r3552
SC-9cd2f658e63b04ff,0-2714,0-2714,Остатки ЦУМ (Основное подразделение),"Жакет женский, черный, из шерсти, со съемным декором",,,1,8583,1,8583,8583.0,IN,FILE-099,r3554
SC-de3d90b7bbb3090e,0-2715,0-2715,Остатки ЦУМ (Основное подразделение),"Юбка женская, черная, из шерсти, классического силуэта, средней длины",,,2,51940,2,51940,25970.0,IN,FILE-099,r3556
SC-e277db124b1c4fe5,0-2716,0-2716,Остатки ЦУМ (Основное подразделение),"Жакет женский, черный, из шерсти, с аппликационной вышивкой ""Листья"", с баской",,,2,21064,2,21064,10532.0,IN,FILE-099,r3558
SC-a963f2bcfdf6fe37,0-2717,0-2717,Остатки ЦУМ (Основное подразделение),"Юбка женская, черная, из шерсти, с аппликационной вышивкой ""Листья""",,,2,53580,2,53580,26790.0,IN,FILE-099,r3560
SC-205b5ee09153a7c5,0-2718,0-2718,Остатки ЦУМ (Основное подразделение),"Жакет женский, коричневый, из шерсти, с аппликационной вышивкой ""Листья""",,,2,20386,2,20386,10193.0,IN,FILE-099,r3562
SC-5b4bb3dc1bfeee24,0-2721,0-2721,Остатки ЦУМ (Основное подразделение),"Брюки женские, коричневые, из шерсти, со стрелками, расклешенные к низу",,,7,265615,5,189725,37945.0,IN,FILE-099,r3564
SC-0a041b347d398928,0-2727,0-2727,Остатки ЦУМ (Основное подразделение),"Платье женское, бежевое, из шифона, длинное",,,1,24496,1,24496,24496.0,IN,FILE-099,r3566
SC-9b8d1eeeda839571,0-2735,0-2735,Остатки ЦУМ (Основное подразделение),"Жакет женский, бежевый, из шелка",1,3376,,,1,3376,3376.0,OUT,FILE-099,r3568
SC-85d71cc0a0d85fac,0-2756D/1,0-2756D,Остатки ЦУМ (Основное подразделение),"Юбка-карандаш женская, черная, из джерси, длинная",,,2,44620,2,44620,22310.0,IN,FILE-099,r3570
SC-cba0cae8ee574ebc,0-2763,0-2763,Остатки ЦУМ (Основное подразделение),"Свитер женский, серый, из кашемира, с вышивкой ""ласточка""",1,4220,,,1,4220,4220.0,OUT,FILE-099,r3572
SC-355b7b42644b4eba,0-2771,0-2771,Остатки ЦУМ (Основное подразделение),"Юбка женская, черная, из костюмной ткани, с застежкой",,,1,22300,1,22300,22300.0,IN,FILE-099,r3574
SC-e83c2feeed4e8e94,0-2778,0-2778,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из пайеточной ткани, с вышивкой ""Серебряный цветок""",,,1,15489,1,15489,15489.0,IN,FILE-099,r3576
SC-92453d3d49691e81,0-2779,0-2779,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из джерси, декорировано ""перьями"" на рукавах",,,1,35435,1,35435,35435.0,IN,FILE-099,r3578
SC-e0d22524dafbcf77,0-2782,0-2782,Остатки ЦУМ (Основное подразделение),"Кейп-накидка женская, черная, из бархата, декорирована перьями страуса",,,1,12856,1,12856,12856.0,IN,FILE-099,r3580
SC-7e57c01e5761e9f5,0-2814,0-2814,Остатки ЦУМ (Основное подразделение),"Блуза женская, черная, из фатина, с аппликационной вышивкой",,,2,38140,2,38140,19070.0,IN,FILE-099,r3582
SC-a3c52cb25851a2df,0-2815,0-2815,Остатки ЦУМ (Основное подразделение),"Платье женское, красное, из дюшеса, с объемным декором ""Цветок""",,,3,44505.6,3,44505.6,14835.2,IN,FILE-099,r3584
SC-e8d70c0d339a7c04,0-2816,0-2816,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из джерси, с рукавами из тафты",,,5,102171.5,4,81737.2,20434.3,IN,FILE-099,r3586
SC-0e81383bcd802376,0-2817,0-2817,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из бархата хлопчатобумажного, с декором ""Бант с цветком""",,,3,47955,2,31970,15985.0,IN,FILE-099,r3588
SC-a50a5fecb2e91809,0-2828,0-2828,Остатки ЦУМ (Основное подразделение),"Блуза женская, белая, из тафты",,,2,30350,2,30350,15175.0,IN,FILE-099,r3590
SC-5acfe253b43f6a39,0-2829,0-2829,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из крепа, с лифом из сетки, с кружевным декором",,,1,18650,1,18650,18650.0,IN,FILE-099,r3592
SC-761b3f8db7ec9275,0-2834,0-2834,Остатки ЦУМ (Основное подразделение),"Платье женское, белое, из шелка, с рисунком ""ЦВЕТЫ""",,,1,9680,1,9680,9680.0,IN,FILE-099,r3594
SC-e93adc6f6560805e,0-2845,0-2845,Остатки ЦУМ (Основное подразделение),"Платье женское, белое, из шелка, с накидкой из сетки с бусинами",,,2,6171.84,,,3085.92,IN,FILE-099,r3596
SC-51bfd6112802eb81,0-2845A,0-2845A,Остатки ЦУМ (Основное подразделение),"Свитшот женский, бежевый, из футера, с декором принт ""Champayne o' clock""",,,5,12662.45,4,9576.53,2532.49,IN,FILE-099,r3598
SC-caf78e36a71d89c1,0-2854A,0-2854A,Остатки ЦУМ (Основное подразделение),"Свитшот женский, розовый, из футера, с декором принт ""Champayne o' clock""",,,3,66300,3,66300,22100.0,IN,FILE-099,r3600
SC-180052b7ffe6994b,0-2861,0-2861,Остатки ЦУМ (Основное подразделение),"Платье-кафтан, разноцветное с принтом ""гортензии"", из шифона",,,1,4140,1,4140,4140.0,IN,FILE-099,r3602
SC-f76b464cf58e82cf,0-2861A,0-2861A,Остатки ЦУМ (Основное подразделение),"Футболка женская, белая с принтом ""цветы"", из трикотажа",,,2,7180,1,3590,3590.0,IN,FILE-099,r3604
SC-fb1327739f71783c,0-2931A,0-2931A,Остатки ЦУМ (Основное подразделение),"Футболка женская, белая с принтом ""дерево"", из трикотажа",,,1,30950,1,30950,30950.0,IN,FILE-099,r3606
SC-8de0616177ebb86b,0-2959,0-2959,Остатки ЦУМ (Основное подразделение),"Платье женское, синее с принтом ""голубые капли"", из шелка",,,5,5066.38,4,3898.19,1013.28,IN,FILE-099,r3608
SC-6566af6e963ed6a7,0-2959A,0-2959A,Остатки ЦУМ (Основное подразделение),"Топ-майка женская, белая, из хлопка, с вышивкой ""BE AN ICONIC""",,,2,2355.51,1,1177.76,1177.76,IN,FILE-099,r3610
SC-12fb9f21135cad32,0-2974A,0-2974A,Остатки ЦУМ (Основное подразделение),"Топ-майка женская, черная, из хлопка, с вышивкой ""BE AN ICONIC""",,,1,9398,1,9398,9398.0,IN,FILE-099,r3612
SC-0f169607e1463e0e,0-2985,0-2985,Остатки ЦУМ (Основное подразделение),"Рубашка женская, белая, хлопок, с принтом ""цветы""",,,1,28510,,,28510.0,IN,FILE-099,r3614
SC-4b1657fdb139c053,0-3006,0-3006,Остатки ЦУМ (Основное подразделение),"Юбка женская, черная, из шелка, с аппликацией ""Листья""",,,1,5428,,,5428.0,IN,FILE-099,r3616
SC-61b158e9ea12e8fe,0-3024,0-3024,Остатки ЦУМ (Основное подразделение),"Шорты женские, черные, из тафты",,,5,38853,3,23116.5,7770.6,IN,FILE-099,r3618
SC-21dc226728e2dd89,0-3025,0-3025,Остатки ЦУМ (Основное подразделение),"Юбка женская, черная, из трикотажа, декорирована листьями из натуральной кожи",,,6,76742.5,6,76742.5,12790.42,IN,FILE-099,r3620
SC-4c8641cd2acf9156,0-3026,0-3026,Остатки ЦУМ (Основное подразделение),"Блуза женская, черная, из стрейч бархата, с отделкой белым кантом",,,2,11548,1,5774,5774.0,IN,FILE-099,r3622
SC-96d2057b5aa8b426,0-3027,0-3027,Остатки ЦУМ (Основное подразделение),"Брюки женские, черные, из стрейч бархата, с отделкой белым кантом",,,1,21160,1,21160,21160.0,IN,FILE-099,r3624
SC-8468a217678b6119,0-3028,0-3028,Остатки ЦУМ (Основное подразделение),"Куртка женская, черная, из шелка на синтепоне",,,1,8827,1,8827,8827.0,IN,FILE-099,r3626
SC-d7600ec1b2be9010,0-3029,0-3029,Остатки ЦУМ (Основное подразделение),"Жилет женский, черный, из шифона",,,3,15657,3,15657,5219.0,IN,FILE-099,r3628
SC-c8af84cd2633abc4,0-3030,0-3030,Остатки ЦУМ (Основное подразделение),"Брюки женские, черные, из шелка",,,3,28547,3,28547,9515.67,IN,FILE-099,r3630
SC-2d23a1d6342ac62a,0-3030A,0-3030A,Остатки ЦУМ (Основное подразделение),"Свитшот женский, черный, из стрейч бархата, с декором из тафты",,,6,58441,6,58441,9740.17,IN,FILE-099,r3632
SC-9c5056aa80366224,0-3030B,0-3030B,Остатки ЦУМ (Основное подразделение),"Свитшот женский, синий, из стрейч бархата, с декором из тафты",,,2,21414,2,21414,10707.0,IN,FILE-099,r3634
SC-ca2487cb5652058b,0-3031,0-3031,Остатки ЦУМ (Основное подразделение),"Свитшот женский, бежевый, из стрейч бархата, с декором из тафты",,,1,5606,1,5606,5606.0,IN,FILE-099,r3636
SC-b3521c149b85d811,0-3031A,0-3031A,Остатки ЦУМ (Основное подразделение),"Брюки-джоггеры женские, черные, из стрейч бархата, с отделкой ""лампас""",,,6,40129,5,33298,6688.17,IN,FILE-099,r3638
SC-5b6818438c410686,0-3031B,0-3031B,Остатки ЦУМ (Основное подразделение),"Брюки-джоггеры женские, синие, из стрейч бархата, с отделкой ""лампас""",,,2,14654,2,14654,7327.0,IN,FILE-099,r3640
SC-1eb5943272bbe79c,0-3032,0-3032,Остатки ЦУМ (Основное подразделение),"Брюки-джоггеры женские, бежевые, из стрейч бархата, с отделкой ""лампас""",,,2,25802,2,25802,12901.0,IN,FILE-099,r3642
SC-4cf13961bddfc6db,0-3032A,0-3032A,Остатки ЦУМ (Основное подразделение),"Юбка женская, бежевая, из фатина, с вышивкой ""Балерины""",,,3,42343,3,42343,14114.33,IN,FILE-099,r3644
SC-2dc2880900b0ff4e,0-3032B,0-3032B,Остатки ЦУМ (Основное подразделение),"Юбка женская, черная, из фатина, с вышивкой ""Герда""",,,2,18968.87,2,18968.87,9484.43,IN,FILE-099,r3646
SC-88c9f50aa54b6d02,0-3033,0-3033,Остатки ЦУМ (Основное подразделение),"Юбка женская, белая, из фатина, с вышивкой ""Герда""",,,1,19231,1,19231,19231.0,IN,FILE-099,r3648
SC-05632f6a3bef387c,0-3033A,0-3033A,Остатки ЦУМ (Основное подразделение),"Куртка женская, черная, из эко-кожи, с аппликацией из камней ""Y"" на рукаве",,,1,19231,1,19231,19231.0,IN,FILE-099,r3650
SC-b6f84ba5399f6d0c,0-3034,0-3034,Остатки ЦУМ (Основное подразделение),"Куртка женская, белая, из эко-кожи",,,1,11393,1,11393,11393.0,IN,FILE-099,r3652
SC-f939536f14c5f7c9,0-3034A,0-3034A,Остатки ЦУМ (Основное подразделение),"Блуза женская, белая, из шелка, с вышивкой ""Балерина""",,,1,11393,1,11393,11393.0,IN,FILE-099,r3654
SC-97f1895c3c5cfeb4,0-3035,0-3035,Остатки ЦУМ (Основное подразделение),"Блуза женская, серая, из шелка, с вышивкой ""Арлекин""",,,1,22032,1,22032,22032.0,IN,FILE-099,r3656
