material_movement_id,material_id,name,article_hint,qty,amount_rub,unit_cost_rub,snapshot_date,warehouse,movement_type,source_file_id,source_row_id
MAT-44dba7e83fcbd1f7,MAT-44dba7e83fcbd1f7,"Хлопок серый, 4-056",4-056,31.5,12600.0,400.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r625
MAT-c8d5622d5312e30b,MAT-c8d5622d5312e30b,"Хлопок темно-синий, 4-038",4-038,27.0,10800.0,400.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r626
MAT-940e2f384d793f0b,MAT-940e2f384d793f0b,"Чесуча искусственная, жемчужный 1-А-002",,16.0,12000.0,750.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r627
MAT-61082d70e64d07bb,MAT-61082d70e64d07bb,"Чесуча искусственная, серый 1-А-001",,4.0,3000.0,750.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r628
MAT-f754b74d721924ed,MAT-f754b74d721924ed,"Чесуча, бежевый 1-011",1-011,4.5,9900.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r629
MAT-95dc5a3aeaddb6bd,MAT-95dc5a3aeaddb6bd,"Чесуча, бежевый с розовым 1-013",1-013,8.7,19140.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r630
MAT-fb8f538c363d20f4,MAT-fb8f538c363d20f4,"Чесуча, бордовый 1-008",1-008,9.2,20240.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r631
MAT-5942fcce1a659b56,MAT-5942fcce1a659b56,"Чесуча, бордовый 1-009",1-009,4.5,9900.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r632
MAT-6b008adf907799ae,MAT-6b008adf907799ae,"Чесуча, бордовый 1-023",1-023,10.6,23320.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r633
MAT-b9ee1a8a251e3db0,MAT-b9ee1a8a251e3db0,"Чесуча, зеленый 1-002",1-002,5.0,11000.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r634
MAT-c80716ab537e2d3b,MAT-c80716ab537e2d3b,"Чесуча, зеленый 1-003",1-003,5.6,12320.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r635
MAT-5ce61bf59340a523,MAT-5ce61bf59340a523,"Чесуча, зеленый 1-005",1-005,2.8,6160.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r636
MAT-ab8f7ce59fa795e1,MAT-ab8f7ce59fa795e1,"Чесуча, золотой 1-021",1-021,17.4,38280.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r637
MAT-befab3517ced7577,MAT-befab3517ced7577,"Чесуча, красно-зеленый 1-004",1-004,4.7,10340.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r638
MAT-79d2f05a51960058,MAT-79d2f05a51960058,"Чесуча, красно-оранжевый 1-006",1-006,9.5,20900.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r639
MAT-91580c8bf18d0a1b,MAT-91580c8bf18d0a1b,"Чесуча, красный 1-020",1-020,15.0,33000.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r640
MAT-414fc29334a65a1d,MAT-414fc29334a65a1d,"Чесуча, красный 1-029",1-029,11.75,25850.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r641
MAT-dae2ea4a08c93ddb,MAT-dae2ea4a08c93ddb,"Чесуча, оранжевый 1-030",1-030,22.0,48400.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r642
MAT-253b405605e3fe5b,MAT-253b405605e3fe5b,"Чесуча, светло-серый (жемчужный) 1-037",1-037,18.7,41140.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r643
MAT-6ad7d1876b171f21,MAT-6ad7d1876b171f21,"Чесуча, светло-фиолетовый1-015",1-015,8.3,18260.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r644
MAT-16eb895e22fa9830,MAT-16eb895e22fa9830,"Чесуча, серебряный 1-022",1-022,10.65,23430.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r645
MAT-085a85e9d85c83bc,MAT-085a85e9d85c83bc,"Чесуча, серый 1-024",1-024,18.0,39600.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r646
MAT-be8f6fded54688cc,MAT-be8f6fded54688cc,"Чесуча, серый 1-036",1-036,12.1,26620.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r647
MAT-fea0176b2b522ed5,MAT-fea0176b2b522ed5,"Чесуча, синий (васильковый) 1-034",1-034,42.0,92400.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r648
MAT-504e9b3687269655,MAT-504e9b3687269655,"Чесуча, синий 1-019",1-019,12.4,27280.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r649
MAT-74b833ddbe313cd0,MAT-74b833ddbe313cd0,"Чесуча, синий 1-028",1-028,10.3,22660.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r650
MAT-4e6cc6fac8bd68e5,MAT-4e6cc6fac8bd68e5,"Чесуча, синий 1-О-005",,3.3,7260.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r651
MAT-80b7dcb1385cd569,MAT-80b7dcb1385cd569,"Чесуча, темно-серый 1-035",1-035,18.6,40920.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r652
MAT-38ba82f0f094421a,MAT-38ba82f0f094421a,"Чесуча, темно-синий 1-026",1-026,3.1,6820.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r653
MAT-2071de33078e06bd,MAT-2071de33078e06bd,"Чесуча, темно-фиолетовый 1-016",1-016,7.9,17380.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r654
MAT-a184dc28710a5be5,MAT-a184dc28710a5be5,"Чесуча, фуксия 1-032",1-032,16.9,37180.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r655
MAT-d8125ee1e7a71710,MAT-d8125ee1e7a71710,"Чесуча, цикламеновый 1-025",1-025,3.3,7260.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r656
MAT-7a4903835be15875,MAT-7a4903835be15875,"Чесуча, ярко-розовый 1-031",1-031,24.5,53900.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r657
MAT-0b76be31829da8cf,MAT-0b76be31829da8cf,"Шанель искусственная, красный 8А-004",,28.6,20020.0,700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r658
MAT-1a6bbdfbc1606c80,MAT-1a6bbdfbc1606c80,"Шанель искусственная, молочный 8А-001",,3.8,3268.0,860.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r659
MAT-b23f124bda781496,MAT-b23f124bda781496,"Шанель искусственная, разноцветный 8А-003",,20.0,14000.0,700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r660
MAT-a211c73106cf0883,MAT-a211c73106cf0883,"Шанель искусственная, розовый 8А-002",,26.5,22790.0,860.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r661
MAT-5c20285e877b4917,MAT-5c20285e877b4917,"Шанель искусственная, розовый 8А-008",,16.4,16400.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r662
MAT-1589da955417aace,MAT-1589da955417aace,"Шанель искусственная, черная с люрексом 8А-009",,23.5,16450.0,700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r663
MAT-2cd00d6424509bb4,MAT-2cd00d6424509bb4,"Шанель искусственная, черный 8А-005",,20.7,14490.0,700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r664
MAT-21e8cf42f3f9612d,MAT-21e8cf42f3f9612d,"Шелк белый, принт ""Y"" в ряд серые с черным 17A-057",,6.9,20010.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r665
MAT-2407f222cb12a55d,MAT-2407f222cb12a55d,"Шелк белый, принт грибы 17A-012",,33.5,97150.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r666
MAT-4a6a0015128b2d9a,MAT-4a6a0015128b2d9a,"Шелк белый, принт капли сине-голубые деград 17A-033       деграде голубые с синим",,44.5,137950.0,3100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r667
MAT-e80619dd3bb4d651,MAT-e80619dd3bb4d651,"Шелк белый, принт микс крупный 17A-029",,12.5,36250.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r668
MAT-97eee2a7858c0a7f,MAT-97eee2a7858c0a7f,"Шелк белый, принт микс средний 17A-018",,29.2,90520.0,3100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r669
MAT-308a2705aa538519,MAT-308a2705aa538519,"Шелк белый, принт оранжевый хаотичные ""Y"" 17A-017",,60.0,174000.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r670
MAT-fbecc2ab0103efba,MAT-fbecc2ab0103efba,"Шелк белый, принт полоски оранжевые 17A-056",,7.8,24180.0,3100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r671
MAT-c52de874b66107e7,MAT-c52de874b66107e7,"Шелк белый, принт полоски серые 17A-055",,3.7,10730.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r672
MAT-5a9b2ead4e37d24b,MAT-5a9b2ead4e37d24b,"Шелк белый, принт серый хаотичные ""Y"" 17A-016",,5.8,16820.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r673
MAT-c033928f170b4501,MAT-c033928f170b4501,"Шелк белый, принт черный ""Y"" + балерины 17A-014",,9.05,26245.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r674
MAT-f7eb0a91af7b0472,MAT-f7eb0a91af7b0472,"Шелк белый, принт черный ""Y"" 17A-009",,46.4,92800.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r675
MAT-eb7a4d4ca1c0b08e,MAT-eb7a4d4ca1c0b08e,"Шелк бирюзовый, принт микс средний 17A-021",,16.1,49910.0,3100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r676
MAT-e7cfdfb0ccbeedae,MAT-e7cfdfb0ccbeedae,"Шелк голубой, принт микс средний 17A-022",,19.9,57710.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r677
MAT-5234e6e928faeaa4,MAT-5234e6e928faeaa4,"Шелк желтый, принт крупные девочки 17A-003",,7.1,26980.0,3800.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r678
MAT-d1a0dfc4f5d93b01,MAT-d1a0dfc4f5d93b01,"Шелк зеленый, принт микс средний 17A-025",,6.3,18270.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r679
MAT-b60e35d149422b50,MAT-b60e35d149422b50,Шелк кайма белый-черный-белый 17A-043,,1.0,3100.0,3100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r680
MAT-c67cf64841020bf7,MAT-c67cf64841020bf7,Шелк кайма красный-синий-красный 17A-039,,6.0,18600.0,3100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r681
MAT-0e176ec816809a0d,MAT-0e176ec816809a0d,Шелк кайма розовый-зеленый-розовый 17A-040,,3.5,10850.0,3100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r682
MAT-68b75321fba8338d,MAT-68b75321fba8338d,"Шелк кайма синий, принт YANINA 17A-038",,7.0,21700.0,3100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r683
MAT-e5bf86a164b81f87,MAT-e5bf86a164b81f87,Шелк кайма черная-белая-черная 17A-046,,21.2,74200.0,3500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r684
MAT-c01fe54170677c4c,MAT-c01fe54170677c4c,Шелк кайма черный-белый-черный 17A-045,,9.2,26680.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r685
MAT-997b8b51201db63c,MAT-997b8b51201db63c,"Шелк кайма, принт YANINA 17A-036",,7.0,21700.0,3100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r686
MAT-997b8b51201db63c,MAT-997b8b51201db63c,"Шелк кайма, принт YANINA 17A-036",,7.0,21700.0,3100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r687
MAT-3103b5eff0dd2b28,MAT-3103b5eff0dd2b28,"Шелк красный, принт микс средний 17A-023",,1.85,5365.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r688
MAT-3d8657f20fa7ee80,MAT-3d8657f20fa7ee80,Шелк принт бирюзовые капли 17A-051,,34.3,99470.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r689
MAT-e8e62c7566121742,MAT-e8e62c7566121742,"Шелк принт синие капли деграде, 17A-031",,43.95,136245.0,3100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r690
MAT-53451d3425508335,MAT-53451d3425508335,"Шелк розовый, принт микс крупный 17A-028",,21.6,62640.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r691
MAT-3d60aab0bffc4c9b,MAT-3d60aab0bffc4c9b,"Шелк серый с розовым, принт крупные разводы 17A-004",,31.1,102630.0,3300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r692
MAT-b54f48c215a027e9,MAT-b54f48c215a027e9,"Шелк серый, принт крупные девочки 17A-002",,12.5,47500.0,3800.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r693
MAT-047d0f89234daed3,MAT-047d0f89234daed3,"Шелк серый, принт цветок 17A-049",,19.3,55970.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r694
MAT-253d8d44904cbe14,MAT-253d8d44904cbe14,"Шелк синий, принт грибы 17A-011",,27.5,79750.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r695
MAT-c78ddf9bcc7051e8,MAT-c78ddf9bcc7051e8,"Шелк синий, принт мелкие девочки 17A-006",,63.0,113400.0,1800.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r696
MAT-ab5371485366563c,MAT-ab5371485366563c,"Шелк синий, принт микс крупный 17A-027",,2.7,8370.0,3100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r697
MAT-eae8911aab9a8cce,MAT-eae8911aab9a8cce,"Шелк фуксия, принт цветок 17A-048",,18.8,54520.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r698
MAT-b97ceea32d3058e2,MAT-b97ceea32d3058e2,"Шелк черный, принт ""Y"" в ряд белые с серым 17A-058",,10.4,30160.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r699
MAT-8cc53ed4d7aa9fe8,MAT-8cc53ed4d7aa9fe8,"Шелк черный, принт белый  горох 17A-007",,45.6,82080.0,1800.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r700
MAT-db727ed5307d48e6,MAT-db727ed5307d48e6,"Шелк черный, принт белый ""Y"" + балерины 17A-013",,9.25,28675.0,3100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r701
MAT-cb403acc8fd9aa30,MAT-cb403acc8fd9aa30,"Шелк черный, принт белый ""Y"" + девочки 17A-059",,7.8,22620.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r702
MAT-6d033159065639cc,MAT-6d033159065639cc,"Шелк черный, принт белый хаотичные ""Y"" 17А-015",,49.3,133896.09,2715.95,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r703
MAT-0e5bd0c917b8df90,MAT-0e5bd0c917b8df90,"Шелк черный, принт грибы 17A-010",,35.0,101500.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r704
MAT-de56ca813d34fa1f,MAT-de56ca813d34fa1f,"Шелк черный, принт капли цветные деграде 17A-032",,19.23,59613.0,3100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r705
MAT-3d832d21e8643555,MAT-3d832d21e8643555,"Шелк черный, принт крупные девочки 17A-030",,8.0,24800.0,3100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r706
MAT-43526364db4220e7,MAT-43526364db4220e7,"Шелк черный, принт мелкая девочка, 17А-005",,8.65,15570.0,1800.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r707
MAT-5144478acb5ec73f,MAT-5144478acb5ec73f,"Шелк черный, принт микс крупный 17A-026",,15.5,44950.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r708
MAT-65dbfeb3a6372323,MAT-65dbfeb3a6372323,"Шелк черный, принт микс средний 17A-019",,18.3,53070.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r709
MAT-d2b303d9fb0fa75e,MAT-d2b303d9fb0fa75e,"Шелк черный, принт цветок 17A-047",,19.2,55680.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r710
MAT-3ec0ac667ce6c377,MAT-3ec0ac667ce6c377,"Шелк-кади, бежевый 16А-001",,7.2,18000.0,2500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r711
MAT-c90a494fb5e3c496,MAT-c90a494fb5e3c496,"Шелк-кади, бежевый 16А-002",,7.2,18000.0,2500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r712
MAT-ff4fe8187398216c,MAT-ff4fe8187398216c,"Шелк-кади, зеленый 16А-009",,1.7,4250.0,2500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r713
MAT-610742c2a367c2e6,MAT-610742c2a367c2e6,"Шелк-кади, красный 16А-008",,3.1,7750.0,2500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r714
MAT-435f6ae1189d923d,MAT-435f6ae1189d923d,"Шелк-кади, морская волна 16А-007",,5.8,14500.0,2500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r715
MAT-4751493ac29399d3,MAT-4751493ac29399d3,"Шелк-кади, оранжевый 16А-004",,5.0,12500.0,2500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r716
MAT-32f5c119e7b1fb71,MAT-32f5c119e7b1fb71,"Шелк-кади, розовый 16А-003",,8.75,21875.0,2500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r717
MAT-32ede03e3e89576e,MAT-32ede03e3e89576e,"Шелк-кади, синий 16А-006",,2.8,7000.0,2500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r718
MAT-8eebc3ec64f09beb,MAT-8eebc3ec64f09beb,"Шелк-кади, черный 16А-010",,5.1,12750.0,2500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r719
MAT-8bb9937a70faf2cb,MAT-8bb9937a70faf2cb,"Шелк-туаль, голубой 16-015",16-015,5.6,12320.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r720
MAT-fac7d3f4dec3ebcd,MAT-fac7d3f4dec3ebcd,"Шелк, абежевый с рисунком цветы 17-012",17-012,5.0,10000.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r721
MAT-52c2f7f567505319,MAT-52c2f7f567505319,"Шелк, акварнель  17-005",17-005,7.5,15000.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r722
MAT-8d2d27e582817cfa,MAT-8d2d27e582817cfa,"Шелк, акварнель  17-006",17-006,4.7,9400.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r723
MAT-5954ad032e7e6cf2,MAT-5954ad032e7e6cf2,"Шелк, акварнель фиолетовый 17-004",17-004,4.0,8000.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r724
MAT-a8ddbfd23f5d8535,MAT-a8ddbfd23f5d8535,"Шелк, бежевый 16-047",16-047,49.3,71485.0,1450.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r725
MAT-044785494219a9e5,MAT-044785494219a9e5,"Шелк, бежевый в горох 17-007",17-007,8.75,8750.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r726
MAT-7b5776e8dfaa593a,MAT-7b5776e8dfaa593a,"Шелк, белый 16-001",16-001,88.8,137318.14,1546.38,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r727
MAT-fb2aa6d35c10385f,MAT-fb2aa6d35c10385f,"Шелк, белый в крупный горох 17-002",17-002,5.3,10600.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r728
MAT-a3120d65de215634,MAT-a3120d65de215634,"Шелк, белый с принтом ""черные ласточки"" 17A-054",,12.65,36685.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r729
MAT-28e1875b2d9e069e,MAT-28e1875b2d9e069e,"Шелк, бирюзовый 16-022",16-022,10.0,22000.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r730
MAT-dc01d8061492d24e,MAT-dc01d8061492d24e,"Шелк, бирюзовый 16-041",16-041,44.0,70400.0,1600.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r731
MAT-aeb370ad4803d821,MAT-aeb370ad4803d821,"Шелк, бордовый 16-045",16-045,48.3,70035.0,1450.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r732
MAT-76d1c219cfc948f0,MAT-76d1c219cfc948f0,"Шелк, голубой 16-017",16-017,5.0,7500.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r733
MAT-5a5738f28cfb3421,MAT-5a5738f28cfb3421,"Шелк, голубой 16-018",16-018,13.8,20700.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r734
MAT-7ef77273d543a133,MAT-7ef77273d543a133,"Шелк, голубой 16-019",16-019,33.2,49800.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r735
MAT-5eccff180bd8ffab,MAT-5eccff180bd8ffab,"Шелк, желтый 16-029",16-029,30.9,46350.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r736
MAT-fc13e4697f836939,MAT-fc13e4697f836939,"Шелк, желтый 16-030",16-030,76.2,114300.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r737
MAT-6667f7d6dd357259,MAT-6667f7d6dd357259,"Шелк, жемчужный 16-002",16-002,9.0,19800.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r738
MAT-7a51b840b36be852,MAT-7a51b840b36be852,"Шелк, жемчужный 16-048",16-048,94.3,136735.0,1450.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r739
MAT-3011adcf4bb6d6f1,MAT-3011adcf4bb6d6f1,"Шелк, зеленый 16-035",16-035,50.0,72710.28,1454.21,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r740
MAT-fcdbd70d396e7fc9,MAT-fcdbd70d396e7fc9,"Шелк, золотой 16-009",16-009,25.5,38250.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r741
MAT-9d1c4c7918039980,MAT-9d1c4c7918039980,"Шелк, кирпичный 16-027",16-027,14.0,30800.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r742
MAT-35dbce4ca9dea719,MAT-35dbce4ca9dea719,"Шелк, красный 16-037",16-037,59.8,89700.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r743
MAT-3d1c0d69be352946,MAT-3d1c0d69be352946,"Шелк, красный, без стрейча 16-040",16-040,35.1,52650.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r744
MAT-3206d4eabc8a2102,MAT-3206d4eabc8a2102,"Шелк, мелкие цветные листочки 17-008",17-008,7.2,10800.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r745
MAT-ce31532a2780788a,MAT-ce31532a2780788a,"Шелк, оранжевый 16-028",16-028,10.5,15750.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r746
MAT-74d0ef8f9efbfd8c,MAT-74d0ef8f9efbfd8c,"Шелк, принт овощи, 17А-062",,22.0,102300.0,4650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r747
MAT-27181b72f7c986ba,MAT-27181b72f7c986ba,"Шелк, принт папайя, 17А-061",,50.5,247108.78,4893.24,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r748
MAT-883d19e61bd8a422,MAT-883d19e61bd8a422,"Шелк, пуччи ленты 17-011",17-011,6.15,14760.0,2400.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r749
MAT-c387e99e8b34635d,MAT-c387e99e8b34635d,"Шелк, пуччи петля 17-010",17-010,8.5,20400.0,2400.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r750
MAT-04461b7329b3e05b,MAT-04461b7329b3e05b,"Шелк, розовый 16-023",16-023,60.2,88084.64,1463.2,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r751
MAT-ede795d470216cb6,MAT-ede795d470216cb6,"Шелк, светло-серый 16-003",16-003,14.7,29400.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r752
MAT-9f401f53c844b6b6,MAT-9f401f53c844b6b6,"Шелк, светло-серый 16-004",16-004,31.6,63200.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r753
MAT-85e937fce96c3ee8,MAT-85e937fce96c3ee8,"Шелк, серый 16-005",16-005,22.0,33000.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r754
MAT-7903fbd87f27d12f,MAT-7903fbd87f27d12f,"Шелк, серый 16-006",16-006,39.8,59700.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r755
MAT-c985d5c8acaff308,MAT-c985d5c8acaff308,"Шелк, серый 16-007",16-007,2.2,4840.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r756
MAT-e73f7d45ddbc29e3,MAT-e73f7d45ddbc29e3,"Шелк, синий 16-020",16-020,17.0,37400.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r757
MAT-11bf787212d75c91,MAT-11bf787212d75c91,"Шелк, телесный 16-010",16-010,10.5,15750.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r758
MAT-1819d73dd50af24d,MAT-1819d73dd50af24d,"Шелк, темно-телесный 16-012",16-012,7.5,11250.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r759
