material_movement_id,material_id,name,article_hint,qty_in,qty_out,qty_end,value_unit,snapshot_date,warehouse,movement_type,source_file_id,source_row_id
MAT-8aef76075bfae8fb,MAT-8aef76075bfae8fb,"Дабл-креп, желтый 11-026",11-026,15870.0,6670.0,9200.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10504
MAT-5363bd867db6c70d,MAT-5363bd867db6c70d,"Дабл-креп, морская волна 11-008",11-008,5750.0,2300.0,3450.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10510
MAT-c1eed51a8f760729,MAT-c1eed51a8f760729,"Дабл-креп, розовый 11-027",11-027,16100.0,6900.0,9200.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10516
MAT-5af612918699e415,MAT-5af612918699e415,"Дабл-креп, светло-серый 11-004",11-004,3450.0,,3450.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10522
MAT-b78f1b79c5e923e7,MAT-b78f1b79c5e923e7,"Дабл-креп, серый 11-003",11-003,20700.0,5520.0,15180.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10526
MAT-fbf3752317f3214d,MAT-fbf3752317f3214d,"Дабл-креп, фуксия 11-017",11-017,5750.0,5750.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10534
MAT-f7301af9f8e033e0,MAT-f7301af9f8e033e0,"Дабл-креп, черный 11-001",11-001,11500.0,11500.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10540
MAT-5a0e85bac14a0491,MAT-5a0e85bac14a0491,"Джерси, черный 23-031",23-031,28444.23,11100.19,17344.04,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10548
MAT-f310c62d3ee48aea,MAT-f310c62d3ee48aea,"Джинсовая ткань, молочная 4-042",,14363.9,10259.93,4103.97,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10560
MAT-c61a81e930364baf,MAT-c61a81e930364baf,"Джинсовая ткань, черная 4-043",,7290.37,7290.37,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10570
MAT-4c7e7c95a39e352b,MAT-4c7e7c95a39e352b,"Дюшес-дабл, черный 5-014",,5250.0,,5250.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10584
MAT-5dd2194066ff4722,MAT-5dd2194066ff4722,"Дюшес, золотой 5-019",,7000.0,2100.0,4900.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10588
MAT-d2967e71bb3582a7,MAT-d2967e71bb3582a7,"Дюшес, сиреневый 5-005",,11000.0,,11000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10594
MAT-32dbc4154ad094de,MAT-32dbc4154ad094de,"Дюшес, фиолетовый 5-020",,7000.0,5600.0,1400.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10598
MAT-5c5ef178fb2078f3,MAT-5c5ef178fb2078f3,"Клеевая средняя, черная 28-002",28-002,501.19,,501.19,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10604
MAT-a9304d50d9038147,MAT-a9304d50d9038147,"Кожа натуральная, белая  26-002",26-002,2285.39,1142.69,1142.7,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10608
MAT-5f083890e1524877,MAT-5f083890e1524877,"Креп синтетический, бежевый 10А-003",,245.0,,245.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10618
MAT-5ee6365c596a67e4,MAT-5ee6365c596a67e4,"Креп синтетический, белый 10А-002",,13594.31,6713.24,6881.07,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10622
MAT-4448bafd26da7b09,MAT-4448bafd26da7b09,"Креп синтетический, серый 10А-005",,850.0,,850.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10630
MAT-ff067db6593dcf70,MAT-ff067db6593dcf70,"Креп синтетический, черный 10А-001",,17191.31,17191.31,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10634
MAT-192a1cd91741be32,MAT-192a1cd91741be32,Креп тонкий шерсть черный 10-001,10-001,8243.61,,8243.61,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10656
MAT-e671ef782dcfd243,MAT-e671ef782dcfd243,"Креп тонкий шерсть, графит 10-002",10-002,9000.0,5000.0,4000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10662
MAT-9a17fa6f0a6a37b2,MAT-9a17fa6f0a6a37b2,"Креп тонкий шерсть, желтый 10-011",10-011,6000.0,2000.0,4000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10668
MAT-4f45d1d0e3408d51,MAT-4f45d1d0e3408d51,Кружево белое 13-004,13-004,1650.0,825.0,825.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10674
MAT-5c9b119ff7ac51f4,MAT-5c9b119ff7ac51f4,"Кружево плотное, бежевый 13-040",13-040,6435.0,1650.0,4785.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10680
MAT-24de82f3e9081686,MAT-24de82f3e9081686,"Кружево, бежевый 13-041",13-041,5610.0,5610.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10686
MAT-b38eaf7a033613aa,MAT-b38eaf7a033613aa,"Кружево, белый 13-061",13-061,10560.0,,10560.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10694
MAT-963293c8ef0c38f2,MAT-963293c8ef0c38f2,"Кружево, белый 13-097",13-097,16000.0,13400.0,2600.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10700
MAT-da594eda06de3b65,MAT-da594eda06de3b65,"Кружево, желтый 13-057",13-057,5984.0,,5984.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10710
MAT-6df388424bf612f8,MAT-6df388424bf612f8,"Кружево, коричневый 13-012",13-012,4620.0,,4620.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10714
MAT-b047e2a5f7781b64,MAT-b047e2a5f7781b64,"Кружево, морская волна 13-051",13-051,26752.0,,26752.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10718
MAT-8650f37abccb3c90,MAT-8650f37abccb3c90,"Кружево, светло-бежевый 13-059",13-059,28160.0,19360.0,8800.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10722
MAT-54453c6cda0e9194,MAT-54453c6cda0e9194,"Кружево, серый 13-048",13-048,23584.0,,23584.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10736
MAT-fdc1d79f84eb45aa,MAT-fdc1d79f84eb45aa,"Кружево, серый 13-060",13-060,17600.0,,17600.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10740
MAT-f8ff32f7e33b396f,MAT-f8ff32f7e33b396f,"Кружево, черный 13-031",13-031,12566.87,10406.85,2160.02,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10744
MAT-b64d4553b0fa9a08,MAT-b64d4553b0fa9a08,"Кружево, черный 13-034",13-034,6000.0,,6000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10766
MAT-aaa1f231fdbee9fa,MAT-aaa1f231fdbee9fa,"Кружево, черный 13-037",13-037,6200.0,6200.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10770
MAT-ddcd54ab53a87b62,MAT-ddcd54ab53a87b62,"Кружево, черный 13-046",13-046,2748.94,539.01,2209.93,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10776
MAT-4f9e6018fc2c773d,MAT-4f9e6018fc2c773d,"Кружево, черный 13-096",13-096,13800.0,13800.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10786
MAT-f8a6071af1ba4a62,MAT-f8a6071af1ba4a62,"Лен молочный, 3-002",,5250.0,5250.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10796
MAT-1b1be30be676f923,MAT-1b1be30be676f923,"Мех, дубленка черный  27-004",27-004,109800.0,36600.0,73200.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10802
MAT-d901f785ca03d610,MAT-d901f785ca03d610,"Мех, дубленка, рыжий  27-007",27-007,247476.92,247476.92,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10808
MAT-80c7fb6eafef61d8,MAT-80c7fb6eafef61d8,"Мех, кролик под шиншиллу 27-003",27-003,13200.0,13200.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10822
MAT-4819fe99839f00ff,MAT-4819fe99839f00ff,"Мех, куница 27-005",27-005,91800.0,91800.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10828
MAT-60d34b1cc7a3850a,MAT-60d34b1cc7a3850a,"Мех, норка черная стриженная 27-001",27-001,61961.23,61961.23,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10834
MAT-65433a94d708da26,MAT-65433a94d708da26,"Мех, песец 27-006",27-006,24133.33,24133.33,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10848
MAT-04af1b264da7f1eb,MAT-04af1b264da7f1eb,"Мех, чернобурка  27-008",27-008,36000.0,36000.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10860
MAT-adabfba49e792528,MAT-adabfba49e792528,"Органза плотная, черный 21-016",21-016,37600.0,37600.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10866
MAT-bed7ae7246ce74d7,MAT-bed7ae7246ce74d7,"Органза, серый 21-024",21-024,1680.0,,1680.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10876
MAT-36d4ee472bfb225f,MAT-36d4ee472bfb225f,"Органза, черный 21-026",21-026,1500.0,1050.0,450.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10880
MAT-2b30def650c89490,MAT-2b30def650c89490,"Парча, зеленый 15-005",15-005,5200.0,,5200.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10886
MAT-2afec7569f5eb72a,MAT-2afec7569f5eb72a,"Парча, красный 15-007",15-007,2000.0,,2000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10890
MAT-77c6d08f3f2fbcf3,MAT-77c6d08f3f2fbcf3,Плащевка темно-серая 24-001,24-001,3240.0,,3240.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10894
MAT-5bfd8d2f906c759f,MAT-5bfd8d2f906c759f,"Сетка, бежевый 22-033",22-033,3550.12,412.27,3137.85,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10958
MAT-238309b4a078c938,MAT-238309b4a078c938,"Сетка, бежевый 22-057",22-057,1095.0,230.0,865.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10968
MAT-8b6a4b72e0904e1f,MAT-8b6a4b72e0904e1f,"Сетка, белый 22-031",22-031,5153.4,,5153.4,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10974
MAT-6965fb50abd1e5e8,MAT-6965fb50abd1e5e8,"Сетка, зеленый 22-044",22-044,999.5,,999.5,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10978
MAT-45a6d4142e8435d3,MAT-45a6d4142e8435d3,"Сетка, молочный 22-052",22-052,500.0,150.0,350.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10984
MAT-be70d2b12204047d,MAT-be70d2b12204047d,"Сетка, розовый 22-030",22-030,150.0,150.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10990
MAT-a24cd28c92535d59,MAT-a24cd28c92535d59,"Сетка, розовый 22-050",22-050,840.0,50.0,790.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r10996
MAT-1584666620b6e892,MAT-1584666620b6e892,"Сетка, розовый 22-053",22-053,100.0,,100.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11004
MAT-b68e069c32ac66b0,MAT-b68e069c32ac66b0,"Сетка, серо-фиолетовый 22-051",22-051,500.0,500.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11008
MAT-908589586feeb8ad,MAT-908589586feeb8ad,"Сетка, серый 22-056",22-056,300.0,100.0,200.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11016
MAT-1ad2c12389ade77d,MAT-1ad2c12389ade77d,"Сетка, серый 22-062",22-062,1100.0,,1100.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11022
MAT-12e27d4514a3f6c3,MAT-12e27d4514a3f6c3,"Сетка, синий 22-042",22-042,2500.0,780.0,1720.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11026
MAT-0467ad36b6968e3c,MAT-0467ad36b6968e3c,"Сетка, телесная 22-060 цвет №9",22-060,1687.5,1181.25,506.25,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11034
MAT-1fa687b3e1fdae65,MAT-1fa687b3e1fdae65,"Сетка, темно-серый 22-058 ИТАЛИЯ",22-058,10400.0,7670.0,2730.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11042
MAT-8af6cda445641305,MAT-8af6cda445641305,"Сетка, темно-синий 22-049",22-049,400.0,,400.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11052
MAT-4b076b410825f9d0,MAT-4b076b410825f9d0,"Сетка, фиолетовый 22-041",22-041,300.0,300.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11056
MAT-7d4f42a0abad261b,MAT-7d4f42a0abad261b,"Сетка, фуксия 22-038",22-038,400.0,,400.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11062
MAT-f5bcb7b17118c076,MAT-f5bcb7b17118c076,"Сетка, черная горошек 0,5 черная 22-007",22-007,500.0,,500.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11066
MAT-27b7dd0bdb9c1605,MAT-27b7dd0bdb9c1605,"Сетка, черная пшенка черная 22-005",22-005,500.0,,500.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11070
MAT-63ab3c756075f606,MAT-63ab3c756075f606,"Сетка, черный 22-011",22-011,458.72,458.72,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11074
MAT-701fff59b1327932,MAT-701fff59b1327932,"Сетка, черный 22-022",22-022,1650.0,1650.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11080
MAT-5291dd048a23f84f,MAT-5291dd048a23f84f,"Сетка, черный 22-032",22-032,6532.12,1328.57,5203.55,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11086
MAT-51510fcf7ce157f3,MAT-51510fcf7ce157f3,Синтетическая ткань белый эко-шелк 20-015,20-015,10867.58,,10867.58,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11096
MAT-b6f0da0e76399099,MAT-b6f0da0e76399099,Синтетическая ткань белый-атлас  20-031,20-031,4875.0,3250.0,1625.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11102
MAT-2f763377fc3766cf,MAT-2f763377fc3766cf,Синтетическая ткань зеленый эко-шелк 20-024,20-024,600.0,600.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11110
MAT-2db8ca73160ec75d,MAT-2db8ca73160ec75d,Синтетическая ткань красный атлас плотный 20-030,20-030,990.0,,990.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11116
MAT-dd2259da760eb9e4,MAT-dd2259da760eb9e4,Синтетическая ткань черный- атлас плотный 20-028,20-028,3850.0,3850.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11120
MAT-525cb7a182ed60c4,MAT-525cb7a182ed60c4,"Синтетическая ткань, черный армани 20-016",20-016,12390.0,4454.5,7935.5,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11128
MAT-eee6886a96d035be,MAT-eee6886a96d035be,Трикотаж бежевый тонкий 23-050,23-050,32750.0,,32750.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11194
MAT-c38f21b7d888f03b,MAT-c38f21b7d888f03b,Трикотаж белый 23-048,23-048,21644.35,21644.35,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11198
MAT-3f2a4ae9d6acc485,MAT-3f2a4ae9d6acc485,Трикотаж горох шерсть 23-055,23-055,5000.0,,5000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11208
MAT-882a967e64a4b0c4,MAT-882a967e64a4b0c4,Трикотаж зеленый футболочный 23-056,23-056,5500.0,,5500.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11212
MAT-00e52bfb325fa9ae,MAT-00e52bfb325fa9ae,Трикотаж молочный 23-039,23-039,2610.0,2610.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11216
MAT-f9da3570955dda88,MAT-f9da3570955dda88,Трикотаж розовый футболочный 23-058,23-058,7500.0,,7500.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11222
MAT-174c6a947c37d980,MAT-174c6a947c37d980,Трикотаж футер белый 23-018,23-018,9000.0,,9000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11226
MAT-5b305a22bb658d9c,MAT-5b305a22bb658d9c,Трикотаж футер серый 23-019,23-019,5400.0,,5400.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11230
MAT-cad16876a617dd28,MAT-cad16876a617dd28,Трикотаж футер черный 23-017,23-017,10500.0,1080.0,9420.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11234
MAT-e53960bbe66316e7,MAT-e53960bbe66316e7,Трикотаж футер черный 23-030,23-030,12600.0,,12600.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11240
MAT-c369ac93fa6365c2,MAT-c369ac93fa6365c2,Трикотаж черный 23-049,23-049,18400.0,,18400.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11244
MAT-ebb07cf3933c2976,MAT-ebb07cf3933c2976,"Трикотаж, бежевый ""кожа ангела"" 23-012",23-012,8100.0,1246.16,6853.84,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11248
MAT-6b2773fd9ca87b25,MAT-6b2773fd9ca87b25,"Трикотаж, белый, лапша тонкая 23-061",23-061,2340.0,,2340.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11258
MAT-c4e5679eaa20e362,MAT-c4e5679eaa20e362,"Трикотаж, бифлекс серый 23-025",23-025,3300.0,3300.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11262
MAT-53b295c30970c988,MAT-53b295c30970c988,"Трикотаж, рибана, бежевый 23-068",23-068,900.0,,900.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11268
MAT-fa51855248a02f3a,MAT-fa51855248a02f3a,"Трикотаж, рибана, голубой 23-069",23-069,4700.0,,4700.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11272
MAT-6065d4a704f471b3,MAT-6065d4a704f471b3,"Трикотаж, рибана, розовый 23-070",23-070,950.0,,950.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11276
MAT-ec1b5a5d34c88323,MAT-ec1b5a5d34c88323,"Трикотаж, рибана, серая 23-066",23-066,4000.0,,4000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11280
MAT-308e86d4e924d984,MAT-308e86d4e924d984,"Трикотаж, футер розовый 23-079",23-079,1500.0,,1500.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11284
MAT-405717bdcef485e3,MAT-405717bdcef485e3,"Трикотаж, черный 23-022",23-022,1495.0,1495.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11288
MAT-6160121cabfb8d3e,MAT-6160121cabfb8d3e,"Трикотаж, черный, лапша тонкая 23-062",23-062,2600.0,2600.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11294
MAT-74ea525c2ae31f44,MAT-74ea525c2ae31f44,Х/Б сатин бежевый однотонный 4-061,,3639.93,3639.93,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11666
MAT-e769952debbb1529,MAT-e769952debbb1529,"Х/Б сатин белый, однотонный 4А-126",,2394.0,2394.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11678
MAT-13ca252e85f778c5,MAT-13ca252e85f778c5,"Х/Б сатин белый, принт красная вишня 4А-125",,3328.33,3328.33,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11684
MAT-84042a7570b75f41,MAT-84042a7570b75f41,"Х/Б сатин черный, принт красная вишня 4А-121",,3198.65,3198.65,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11694
MAT-60247a25d01ce204,MAT-60247a25d01ce204,Х/Б Хлопок девочки Y черный 4А-056,,21750.0,8700.0,13050.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Склад Жукова,FABRIC_MOVEMENT_H4,FILE-097,r11724
