stock_wh_id,article_raw,canonical_sku,name,warehouse,qty_begin,qty_in,qty_out,qty_end,source_file_id,source_row_id
SW-1076de7f0a87dcfd,0-3031A,0-3031A,"Брюки-джоггеры женские, синие, из стрейч бархата, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,6.0,6.0,,FILE-098,r4203
SW-c210c261734ee35c,0-3031B,0-3031B,"Брюки-джоггеры женские, бежевые, из стрейч бархата, с отделкой ""лампас""",Подарки (Основное подразделение),,2.0,1.0,1.0,FILE-098,r4221
SW-0f5470b321811f60,0-3031B,0-3031B,"Брюки-джоггеры женские, бежевые, из стрейч бархата, с отделкой ""лампас""",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r4221
SW-3b83755f30401ab6,0-3031B,0-3031B,"Брюки-джоггеры женские, бежевые, из стрейч бархата, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r4221
SW-a1cba6821867b176,0-3032,0-3032,"Юбка женская, бежевая, из фатина, с вышивкой ""Балерины""",Салон (Лена М.) (Основное подразделение),,2.0,2.0,,FILE-098,r4229
SW-a379eebd406d7bc5,0-3032,0-3032,"Юбка женская, бежевая, из фатина, с вышивкой ""Балерины""",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r4229
SW-3824aa13f486f163,0-3032,0-3032,"Юбка женская, бежевая, из фатина, с вышивкой ""Балерины""",Склад оптовых продаж (Основное подразделение),,3.0,3.0,,FILE-098,r4229
SW-591a60e7cc94e236,0-3032A,0-3032A,"Юбка женская, черная, из фатина, с вышивкой ""Герда""",Склад ИМ (Основное подразделение),,3.0,3.0,,FILE-098,r4239
SW-fba756398cbc0b92,0-3032A,0-3032A,"Юбка женская, черная, из фатина, с вышивкой ""Герда""",Склад оптовых продаж (Основное подразделение),,3.0,3.0,,FILE-098,r4239
SW-b0ed08ec34cd87fe,0-3032B,0-3032B,"Юбка женская, белая, из фатина, с вышивкой ""Герда""",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r4249
SW-20b630338eb30400,0-3032B,0-3032B,"Юбка женская, белая, из фатина, с вышивкой ""Герда""",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r4249
SW-fb1801960691988a,0-3032B,0-3032B,"Юбка женская, белая, из фатина, с вышивкой ""Герда""",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r4249
SW-530f9203db7ef319,0-3033,0-3033,"Куртка женская, черная, из эко-кожи, с аппликацией из камней ""Y"" на рукаве",Подарки (Основное подразделение),,1.0,,1.0,FILE-098,r4256
SW-c075ad95e4317264,0-3033,0-3033,"Куртка женская, черная, из эко-кожи, с аппликацией из камней ""Y"" на рукаве",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4256
SW-c8598b3d7603c39b,0-3033,0-3033,"Куртка женская, черная, из эко-кожи, с аппликацией из камней ""Y"" на рукаве",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4256
SW-7d96bff9aeb64c0d,0-3033A,0-3033A,"Куртка женская, белая, из эко-кожи",Подарки (Основное подразделение),,1.0,,1.0,FILE-098,r4260
SW-6a60275935f6a306,0-3033A,0-3033A,"Куртка женская, белая, из эко-кожи",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4260
SW-ad614eef963cf1b7,0-3033A,0-3033A,"Куртка женская, белая, из эко-кожи",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4260
SW-bd250e72b3597603,0-3034,0-3034,"Блуза женская, белая, из шелка, с вышивкой ""Балерина""",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r4264
SW-d0dd2c5d9314af97,0-3034,0-3034,"Блуза женская, белая, из шелка, с вышивкой ""Балерина""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4264
SW-a6d67c716f776c2d,0-3034,0-3034,"Блуза женская, белая, из шелка, с вышивкой ""Балерина""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4264
SW-2fa27285e6dba47e,0-3034A,0-3034A,"Блуза женская, серая, из шелка, с вышивкой ""Арлекин""",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r4268
SW-9c64d36450c93c3a,0-3034A,0-3034A,"Блуза женская, серая, из шелка, с вышивкой ""Арлекин""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4268
SW-0a4681cc5fcfb8d4,0-3034A,0-3034A,"Блуза женская, серая, из шелка, с вышивкой ""Арлекин""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4268
SW-5b0c64dd2ca08dfd,0-3035,0-3035,"Куртка-бомбер женская, черная, из эко-кожи, с расшивкой камнями",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4272
SW-80c79e80e1245774,0-3035,0-3035,"Куртка-бомбер женская, черная, из эко-кожи, с расшивкой камнями",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4272
SW-f5c108b383ad0c44,0-3035A,0-3035A,"Куртка-бомбер женская, белая, из эко-кожи, с расшивкой камнями",Склад ИМ (Основное подразделение),,1.0,,1.0,FILE-098,r4276
SW-375134a6b22ba87f,0-3035A,0-3035A,"Куртка-бомбер женская, белая, из эко-кожи, с расшивкой камнями",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4276
SW-3a30150dac009a41,0-3036,0-3036,"Юбка женская, черная, из искусственного крепа, расклешенная к низу",Подарки (Основное подразделение),,2.0,1.0,1.0,FILE-098,r4279
SW-81ecb0dd5e603e38,0-3036,0-3036,"Юбка женская, черная, из искусственного крепа, расклешенная к низу",Склад ИМ (Основное подразделение),,8.0,5.0,3.0,FILE-098,r4279
SW-2052f7803229005b,0-3036,0-3036,"Юбка женская, черная, из искусственного крепа, расклешенная к низу",Склад оптовых продаж (Основное подразделение),,6.0,6.0,,FILE-098,r4279
SW-055b13d731e25e5a,0-3037,0-3037,"Платье женское, светло-коричневое, из тафты, с кружевным воротником",Склад ИМ (Основное подразделение),,1.0,,1.0,FILE-098,r4299
SW-5c67b20a65709304,0-3037,0-3037,"Платье женское, светло-коричневое, из тафты, с кружевным воротником",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4299
SW-625f97b3e3c22bf8,0-3038,0-3038,"Платье женское, черное, из стрейч бархата, с кружевными рукавами",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r4302
SW-61c6f2f733e49023,0-3038,0-3038,"Платье женское, черное, из стрейч бархата, с кружевными рукавами",Салон (Лена М.) (Основное подразделение),,1.0,1.0,,FILE-098,r4302
SW-0be3a9726e613300,0-3038,0-3038,"Платье женское, черное, из стрейч бархата, с кружевными рукавами",Склад ИМ (Основное подразделение),,3.0,3.0,,FILE-098,r4302
SW-2711103e6fb5398f,0-3038,0-3038,"Платье женское, черное, из стрейч бархата, с кружевными рукавами",Склад оптовых продаж (Основное подразделение),,4.0,4.0,,FILE-098,r4302
SW-2b82efb2c1e5b5f6,0-3039,0-3039,"Блуза женская, черная, из футера, с отделкой ""лампас""",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r4315
SW-880cfc667fe1c195,0-3039,0-3039,"Блуза женская, черная, из футера, с отделкой ""лампас""",Склад ИМ (Основное подразделение),,5.0,5.0,,FILE-098,r4315
SW-38e95e72d66cfd93,0-3039,0-3039,"Блуза женская, черная, из футера, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r4315
SW-57251ef9c9b42022,0-3039A,0-3039A,"Блуза женская, белая, из футера, с отделкой ""лампас""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4332
SW-b128d1899faadf1c,0-3039A,0-3039A,"Блуза женская, белая, из футера, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4332
SW-71b3421a19cdc4d4,0-3039B,0-3039B,"Блуза женская, серая, из футера, с отделкой ""лампас""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4336
SW-68ba149d14654c4c,0-3039B,0-3039B,"Блуза женская, серая, из футера, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4336
SW-29b8e05571b55e45,0-3040,0-3040,"Брюки женские, черные, из футера, с отделкой ""лампас""",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r4340
SW-9fa0cb345fee832e,0-3040,0-3040,"Брюки женские, черные, из футера, с отделкой ""лампас""",Склад ИМ (Основное подразделение),,7.0,6.0,1.0,FILE-098,r4340
SW-e33c86d3a638dfdf,0-3040,0-3040,"Брюки женские, черные, из футера, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,7.0,7.0,,FILE-098,r4340
SW-e40b72a7f8f280de,0-3040А,0-3040A,"Брюки женские, белые, из футера, с отделкой ""лампас""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4360
SW-e65fe45720a488f4,0-3040А,0-3040A,"Брюки женские, белые, из футера, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4360
SW-397de96d0c62b875,0-3040В,0-3040B,"Брюки женские, серые, из футера с отделкой ""лампас""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4364
SW-3021cf1f4015d57a,0-3040В,0-3040B,"Брюки женские, серые, из футера с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4364
SW-b70cfe104956fb50,0-3041,0-3041,"Платье женское, черное, из шелк бархата, с воротником из кружева",Подарки (Основное подразделение),,1.0,,1.0,FILE-098,r4368
SW-cea9393c8f904373,0-3041,0-3041,"Платье женское, черное, из шелк бархата, с воротником из кружева",Салон (Лена М.) (Основное подразделение),,1.0,1.0,,FILE-098,r4368
SW-ebf9e279057ca7e4,0-3041,0-3041,"Платье женское, черное, из шелк бархата, с воротником из кружева",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4368
SW-557c1731f9ccbb82,0-3041,0-3041,"Платье женское, черное, из шелк бархата, с воротником из кружева",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4368
SW-03a59f0e11508d98,0-3041A,0-3041A,"Платье женское, черное с принтом ""горох"", из шелка, с воротником из кружева",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4373
SW-67f3057d8a1fa68d,0-3041A,0-3041A,"Платье женское, черное с принтом ""горох"", из шелка, с воротником из кружева",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4373
SW-cf8718e840ea42f9,0-3042,0-3042,"Блуза женская, черная, из хлопка, с декором ""Цветок""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4377
SW-513c20c56b25c618,0-3042,0-3042,"Блуза женская, черная, из хлопка, с декором ""Цветок""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4377
SW-0c62a78ce739812e,0-3042A,0-3042A,"Блуза женская, белая, из хлопка, с декором ""Цветок""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4381
SW-e5333e0af3ba27e9,0-3042A,0-3042A,"Блуза женская, белая, из хлопка, с декором ""Цветок""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4381
SW-1cda5683c1130019,0-3042B,0-3042B,"Блуза женская, серая, из хлопка, с декором ""Цветок""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4385
SW-3a4c436567faaec1,0-3042B,0-3042B,"Блуза женская, серая, из хлопка, с декором ""Цветок""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4385
SW-338ee7382116257c,0-3042C,0-3042C,"Блуза женская, розовая, из хлопка, с декором ""Цветок""",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r4389
SW-e75ca975bdbfa4ce,0-3042C,0-3042C,"Блуза женская, розовая, из хлопка, с декором ""Цветок""",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r4389
SW-c13328e665f6aeca,0-3042C,0-3042C,"Блуза женская, розовая, из хлопка, с декором ""Цветок""",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r4389
SW-e93b7d0433028e04,0-3043,0-3043,"Блуза женская, черная, из футера, декорирована шифоновым кружевом",Склад ИМ (Основное подразделение),,3.0,3.0,,FILE-098,r4396
SW-6df12599b09f5dab,0-3043,0-3043,"Блуза женская, черная, из футера, декорирована шифоновым кружевом",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r4396
SW-4ed7bd2a40c4586b,0-3043/1,0-3043,"Блуза женская, черная, из футера, декорирована шифоновым кружевом, с коротким рукавом",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4409
SW-83783512bd8b453d,0-3043/1,0-3043,"Блуза женская, черная, из футера, декорирована шифоновым кружевом, с коротким рукавом",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4409
SW-625d229c3cf1030b,0-3043А,0-3043A,"Блуза женская, фуксия, из футера, декорирована шифоновым кружевом",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r4413
SW-9a300436d80911ff,0-3043А,0-3043A,"Блуза женская, фуксия, из футера, декорирована шифоновым кружевом",Склад ИМ (Основное подразделение),,2.0,1.0,1.0,FILE-098,r4413
SW-67f6ca26941eecb6,0-3043А,0-3043A,"Блуза женская, фуксия, из футера, декорирована шифоновым кружевом",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r4413
SW-98d0c251324d5b5a,0-3043В,0-3043B,"Блуза женская, бежевая, из футера, декорирована шифоновым кружевом",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4420
SW-58aef2e15542f9b9,0-3043В,0-3043B,"Блуза женская, бежевая, из футера, декорирована шифоновым кружевом",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4420
SW-050a9614459d2ee0,0-3044A,0-3044A,"Шорты женские, фуксия, из футера",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r4424
SW-9734edc7ef34326b,0-3044A,0-3044A,"Шорты женские, фуксия, из футера",Склад ИМ (Основное подразделение),,2.0,1.0,1.0,FILE-098,r4424
SW-d9e23ee967e4f78b,0-3044A,0-3044A,"Шорты женские, фуксия, из футера",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r4424
SW-fb91590cb6d39295,0-3044В,0-3044B,"Шорты женские, бежевые, из футера",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r4431
SW-3d8f0ea79d9a0fee,0-3044В,0-3044B,"Шорты женские, бежевые, из футера",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4431
SW-cd0ccaecf12bcb2b,0-3044В,0-3044B,"Шорты женские, бежевые, из футера",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4431
SW-7dd2af88d240472c,0-3047,0-3047,"Юбка женская, черная, из шелка",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r4436
SW-2a530635b5d06597,0-3047,0-3047,"Юбка женская, черная, из шелка",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4436
SW-685a0a9fe0698ca2,0-3047,0-3047,"Юбка женская, черная, из шелка",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4436
SW-f9cfb1acbe0aea08,0-3047A,0-3047A,"Юбка женская, серая, из шелка",Склад ИМ (Основное подразделение),,1.0,,1.0,FILE-098,r4440
SW-94d55a9d1267f7f2,0-3047A,0-3047A,"Юбка женская, серая, из шелка",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4440
SW-3f0e4c4794a29cab,0-3049,0-3049,"Куртка-бомбер женская, черная, из стрейч бархата, с декором ""Жучки""",Подарки (Основное подразделение),,1.0,,1.0,FILE-098,r4443
SW-874912cccf8a47b2,0-3049,0-3049,"Куртка-бомбер женская, черная, из стрейч бархата, с декором ""Жучки""",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r4443
SW-a334e2c6e7b305c1,0-3049,0-3049,"Куртка-бомбер женская, черная, из стрейч бархата, с декором ""Жучки""",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r4443
SW-1a039a53d7f31aa5,0-3049B,0-3049B,"Куртка-бомбер, женская, бирюзовая, из стрейч бархата, с декором ""Жучки""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4450
SW-0726ea08b14f3cb4,0-3049B,0-3049B,"Куртка-бомбер, женская, бирюзовая, из стрейч бархата, с декором ""Жучки""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4450
SW-11cf0e6484b20e0d,0-3049А,0-3049A,"Куртка-бомбер женская, серая, из стрейч бархата, с декором ""Жучки""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4454
SW-2a285d30dda4393a,0-3049А,0-3049A,"Куртка-бомбер женская, серая, из стрейч бархата, с декором ""Жучки""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4454
SW-3801cac8ea0973bb,0-3050,0-3050,"Шорты женские, черные, из стрейч бархата",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r4458
SW-f884b8eb16feeab4,0-3050,0-3050,"Шорты женские, черные, из стрейч бархата",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r4458
SW-edace7843dc4381c,0-3050,0-3050,"Шорты женские, черные, из стрейч бархата",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r4458
SW-b20446b46a53f963,0-3050А,0-3050A,"Шорты женские, серые, из стрейч бархата",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4466
SW-555507b5c0858ffe,0-3050А,0-3050A,"Шорты женские, серые, из стрейч бархата",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4466
SW-ee35a0f0547dd2d1,0-3050В,0-3050B,"Шорты женские, бирюзовые, из стрейч бархата",Склад ИМ (Основное подразделение),,1.0,,1.0,FILE-098,r4470
SW-9ca0bf549f8be3ac,0-3050В,0-3050B,"Шорты женские, бирюзовые, из стрейч бархата",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4470
SW-6f14482a7881afed,0-3051,0-3051,"Брюки женские, черные, из стрейч бархата, с отделкой ""лампас""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4473
SW-d55e6920cf07f812,0-3051,0-3051,"Брюки женские, черные, из стрейч бархата, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4473
SW-2078539fabcece19,0-3051А,0-3051A,"Брюки женские, серые, из стрейч бархата, на тонкой резинке",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4477
SW-8461f8eb27bd02dd,0-3051А,0-3051A,"Брюки женские, серые, из стрейч бархата, на тонкой резинке",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4477
SW-fecd2a73cb13ac36,0-3051В,0-3051B,"Брюки женские, бирюзовые, из стреч бархата, на тонкой резинке",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4481
SW-83037e42357c8751,0-3051В,0-3051B,"Брюки женские, бирюзовые, из стреч бархата, на тонкой резинке",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4481
SW-98c33ff2e8cbff91,0-3052,0-3052,"Юбка женская, черная, из эко-кожи, с поясом из бархата",Салон (Лена М.) (Основное подразделение),,2.0,,2.0,FILE-098,r4485
SW-8713ed89092371fe,0-3052,0-3052,"Юбка женская, черная, из эко-кожи, с поясом из бархата",Склад ИМ (Основное подразделение),,15.0,13.0,2.0,FILE-098,r4485
SW-04cbe3efa2b4eb4c,0-3052,0-3052,"Юбка женская, черная, из эко-кожи, с поясом из бархата",Склад оптовых продаж (Основное подразделение),,18.0,18.0,,FILE-098,r4485
SW-92215b06e04c0c2f,0-3053,0-3053,"Платье женское, черное, из джерси, декорировано кружевом",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4528
SW-4a1fe181925b251b,0-3053,0-3053,"Платье женское, черное, из джерси, декорировано кружевом",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4528
SW-db2e8ca6656b6315,0-3054,0-3054,"Платье женское, черное, из шифона, декорировано бантами на рукавах",Салон (Лена М.) (Основное подразделение),,2.0,1.0,1.0,FILE-098,r4532
SW-5eb153262ec63ec2,0-3054,0-3054,"Платье женское, черное, из шифона, декорировано бантами на рукавах",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4532
SW-be6a5dd1ffca1bbb,0-3054,0-3054,"Платье женское, черное, из шифона, декорировано бантами на рукавах",Склад оптовых продаж (Основное подразделение),,3.0,3.0,,FILE-098,r4532
SW-a25e83beddaddd68,0-3054А,0-3054A,"Платье женское, черное с принтом ""белый горох"", из шелка, декорировано белыми бантами на рукавах",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r4540
SW-617e8a17c565107c,0-3054А,0-3054A,"Платье женское, черное с принтом ""белый горох"", из шелка, декорировано белыми бантами на рукавах",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4540
SW-deba132909bc90ec,0-3054А,0-3054A,"Платье женское, черное с принтом ""белый горох"", из шелка, декорировано белыми бантами на рукавах",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4540
SW-84495b904a5107d2,0-3055,0-3055,"Рубашка женская, белая с принтом ""черные Y, балерины"", из шелка",Склад ИМ (Основное подразделение),,3.0,3.0,,FILE-098,r4544
SW-4af53dd7896c8fd8,0-3055,0-3055,"Рубашка женская, белая с принтом ""черные Y, балерины"", из шелка",Склад оптовых продаж (Основное подразделение),,3.0,3.0,,FILE-098,r4544
SW-08d0a7743db85d0b,0-3055A,0-3055A,"Рубашка женская, черная с принтом ""белые Y"", из шелка",Склад ИМ (Основное подразделение),,4.0,4.0,,FILE-098,r4554
SW-f591641caffb6ee0,0-3055A,0-3055A,"Рубашка женская, черная с принтом ""белые Y"", из шелка",Склад оптовых продаж (Основное подразделение),,4.0,4.0,,FILE-098,r4554
SW-e028aa236796777a,0-3055B,0-3055B,"Рубашка женская, черная с принтом ""белые Y, балерины"", из шелка",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r4567
SW-5e6411f333fa4f88,0-3055B,0-3055B,"Рубашка женская, черная с принтом ""белые Y, балерины"", из шелка",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r4567
SW-19b5a2219d8f6f6f,0-3056,0-3056,"Брюки женские, черные, из искусственного крепа, со скрытым поясом",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4574
SW-a5f626df2b353967,0-3056,0-3056,"Брюки женские, черные, из искусственного крепа, со скрытым поясом",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4574
SW-b24e32791ba4304a,0-3058,0-3058,"Блуза женская, черная, из футера, с декором принт ""бусы, бантик""",Склад ИМ (Основное подразделение),,8.0,8.0,,FILE-098,r4578
SW-433d86b885e81eda,0-3058,0-3058,"Блуза женская, черная, из футера, с декором принт ""бусы, бантик""",Склад оптовых продаж (Основное подразделение),,9.0,9.0,,FILE-098,r4578
SW-92ddefa8956a16e9,0-3058A,0-3058A,"Блуза женская, голубая, из футера, с декором принт ""бусы, бантик""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4602
SW-fbdbfa213c505ff9,0-3058A,0-3058A,"Блуза женская, голубая, из футера, с декором принт ""бусы, бантик""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4602
SW-916f8a07710e1d58,0-3058B,0-3058B,"Блуза женская, серая, из футера, с декором принт  ""бусы, бантик""",Подарки (Основное подразделение),,1.0,,1.0,FILE-098,r4606
SW-b10c68b7ceedfce0,0-3058B,0-3058B,"Блуза женская, серая, из футера, с декором принт  ""бусы, бантик""",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r4606
SW-f57e6155dba10b28,0-3058B,0-3058B,"Блуза женская, серая, из футера, с декором принт  ""бусы, бантик""",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r4606
SW-684082e3665783ba,0-3058C,0-3058C,"Блуза женская, бежевая, из футера, с декором принт ""бусы, бантик""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4613
SW-3b4fb0bb2d3d521d,0-3058C,0-3058C,"Блуза женская, бежевая, из футера, с декором принт ""бусы, бантик""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4613
SW-053c66020708decf,0-3059,0-3059,"Брюки женские, черные, из футера, с отделкой ""лампас""",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r4617
SW-aa1800ad1f0aa394,0-3059,0-3059,"Брюки женские, черные, из футера, с отделкой ""лампас""",Склад ИМ (Основное подразделение),,5.0,5.0,,FILE-098,r4617
SW-ffdbeef0b857f466,0-3059,0-3059,"Брюки женские, черные, из футера, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,7.0,7.0,,FILE-098,r4617
SW-c21ccedc2ee49d6c,0-3059B,0-3059B,"Брюки женские, серые, из футера, с отделкой ""лампас""",Склад ИМ (Основное подразделение),,2.0,1.0,1.0,FILE-098,r4634
SW-6fc3fc5179741a2c,0-3059B,0-3059B,"Брюки женские, серые, из футера, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r4634
SW-bf1f42f452ebcc16,0-3059С,0-3059C,"Брюки женские, бежевые, из футера, с отделкой ""лампас""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4640
SW-47f8173a76816c7b,0-3059С,0-3059C,"Брюки женские, бежевые, из футера, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4640
SW-29ad1db1fc2645d3,0-306,0-306,"Брюки женские, черные, из крепа, со складками спереди, зауженные к низу",Склад ИМ (Основное подразделение),1.0,,,1.0,FILE-098,r4644
SW-04325232075cb028,0-3060,0-3060,"Юбка женская, черная, из футера, с отделкой ""лампас""",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r4645
SW-2820be2659d356bf,0-3060,0-3060,"Юбка женская, черная, из футера, с отделкой ""лампас""",Склад ИМ (Основное подразделение),,8.0,8.0,,FILE-098,r4645
SW-961333329056440f,0-3060,0-3060,"Юбка женская, черная, из футера, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,7.0,7.0,,FILE-098,r4645
SW-066f008eb1fd7074,0-3060A,0-3060A,"Юбка женская, голубая, из футера, с отделкой ""лампас""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4665
SW-84f24d8936bf0118,0-3060A,0-3060A,"Юбка женская, голубая, из футера, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r4665
SW-1dbe7ab85cce2550,0-3060B,0-3060B,"Юбка женская, серая, из футера, с отделкой ""лампас""",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r4669
SW-4c2e720359ab6f12,0-3060B,0-3060B,"Юбка женская, серая, из футера, с отделкой ""лампас""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r4669
SW-510bdc8deb840fe7,0-3060B,0-3060B,"Юбка женская, серая, из футера, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,3.0,3.0,,FILE-098,r4669
SW-3f1e654548e57a20,0-3060C,0-3060C,"Юбка женская, бежевая, из футера, с отделкой ""лампас""",Склад ИМ (Основное подразделение),,1.0,,1.0,FILE-098,r4676
